step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.567551,0.010637,578.755000,2.825061,160.955000,2.023737,160.290000,2.029371,737.295000,1.042407,9.990000,0.804896,727.305000,0.785623,12.594879,0.044377,4.327434,0.012007,4.854958,0.016294,6.847451,0.043724,6.883459,0.046447
2,6.188434,0.017294,640.605000,3.138581,176.980000,2.784469,82.415000,2.025500,715.310000,2.868525,35.425000,1.506814,679.885000,2.106049,11.584748,0.061408,5.236143,0.018326,5.679962,0.020767,6.863468,0.049841,8.805032,0.114076
3,6.544043,0.015761,642.095000,3.311299,177.885000,3.070501,80.020000,1.958619,696.710000,3.193479,28.525000,2.094502,668.185000,2.420125,11.390736,0.069374,5.688744,0.018482,6.072304,0.021319,7.173436,0.044145,9.043176,0.113685
4,6.594604,0.018268,645.870000,3.483377,176.365000,3.234639,77.765000,1.620550,690.460000,3.497136,25.870000,2.216325,664.590000,2.420648,11.515425,0.069305,5.726223,0.019045,6.073007,0.022144,7.150481,0.041674,9.723746,0.100975
5,6.638166,0.015359,643.600000,3.238302,177.365000,3.018411,79.035000,1.741996,687.710000,3.033894,26.105000,2.551536,661.605000,2.338620,11.494736,0.075574,5.781124,0.017626,6.109362,0.023062,7.130434,0.048193,9.881423,0.094887
6,6.639773,0.019211,645.545000,3.772075,174.070000,3.648286,80.385000,1.611753,686.495000,3.748156,27.045000,2.847786,659.450000,2.629093,11.302039,0.086290,5.817020,0.020469,6.117311,0.024881,7.101080,0.046434,9.891568,0.091740
7,6.666432,0.016173,643.265000,3.645665,174.300000,3.512481,82.435000,1.573934,687.120000,3.790525,29.465000,2.855016,657.655000,2.582003,11.246330,0.074193,5.858215,0.017611,6.156979,0.020126,7.039895,0.042725,9.886849,0.080119
8,6.677600,0.015463,644.100000,3.737944,173.660000,3.489250,82.240000,1.422175,684.125000,3.918324,28.290000,3.006826,655.835000,2.531040,11.204740,0.087110,5.878693,0.018894,6.156510,0.022894,7.027625,0.043560,10.045812,0.078656
9,6.680043,0.016970,641.205000,3.873215,175.490000,3.674975,83.305000,1.492898,684.980000,4.175971,31.530000,3.208174,653.450000,2.682015,11.069898,0.074450,5.905363,0.020041,6.181047,0.023598,6.934763,0.044501,10.001601,0.081865
10,6.682903,0.018755,644.005000,3.834625,171.635000,3.625852,84.360000,1.408522,681.370000,3.910343,28.130000,3.295072,653.240000,2.252565,11.050904,0.084726,5.912079,0.020192,6.187773,0.025069,6.931927,0.047002,9.968272,0.083191
11,6.695726,0.016146,648.420000,3.917201,166.710000,3.679086,84.870000,1.351609,684.190000,4.060289,31.030000,3.292570,653.160000,2.549872,11.041629,0.081807,5.928801,0.019030,6.200646,0.022930,6.932949,0.043486,10.033904,0.092571
12,6.687585,0.015046,646.995000,3.721602,167.995000,3.495360,85.010000,1.312162,687.735000,3.898803,33.090000,3.122125,654.645000,2.382738,10.965880,0.080976,5.932591,0.018004,6.198445,0.022036,6.875598,0.042888,10.075592,0.085560
13,6.677735,0.017231,647.215000,4.222241,167.320000,3.883207,85.465000,1.316853,684.870000,4.232685,30.855000,3.215972,654.015000,2.462368,10.907433,0.081406,5.931318,0.017663,6.197848,0.022736,6.813867,0.042902,10.068330,0.081758
14,6.685969,0.016256,645.010000,3.511051,169.560000,3.222545,85.430000,1.349336,683.200000,4.335707,31.335000,3.316066,651.865000,2.507473,10.836849,0.085122,5.953461,0.019328,6.204835,0.023161,6.803284,0.045101,10.111348,0.083021
15,6.694102,0.017115,644.135000,3.964115,169.015000,3.767638,86.850000,1.300470,682.715000,3.776336,30.365000,3.319496,652.350000,2.442622,10.834591,0.081321,5.963427,0.020304,6.225055,0.023058,6.786738,0.041273,10.000650,0.078266
16,6.688384,0.015888,645.375000,4.058459,168.060000,3.890108,86.565000,1.355052,684.965000,3.925177,32.125000,3.408636,652.840000,2.598171,10.831317,0.083177,5.957278,0.019370,6.211826,0.024125,6.749719,0.044969,10.124661,0.081752
17,6.683822,0.018314,644.810000,3.958382,167.540000,3.666241,87.650000,1.316477,686.075000,4.535961,33.965000,3.710768,652.110000,2.565810,10.720441,0.094184,5.971477,0.020319,6.219045,0.023776,6.724225,0.046741,10.030523,0.079152
18,6.706296,0.017027,644.405000,3.694964,168.295000,3.655746,87.300000,1.330280,681.110000,4.606629,30.465000,3.542467,650.645000,2.474506,10.810722,0.082076,5.981985,0.019361,6.238741,0.025193,6.725354,0.047153,10.106107,0.081042
19,6.695876,0.015881,642.775000,3.765869,169.450000,3.578384,87.775000,1.313077,685.370000,4.252819,33.820000,3.637800,651.550000,2.577519,10.736662,0.087933,5.982796,0.019844,6.239076,0.023582,6.678195,0.043223,10.070711,0.079901
20,6.721467,0.018277,643.375000,4.081865,168.955000,3.922592,87.670000,1.262612,683.745000,4.414774,34.950000,3.548127,648.795000,2.552440,10.736400,0.091275,6.012950,0.019202,6.259830,0.024665,6.718503,0.048948,10.116060,0.075740
21,6.696730,0.016681,641.465000,4.097759,170.090000,4.027033,88.445000,1.355131,683.355000,4.531510,33.890000,3.587895,649.465000,2.759605,10.648987,0.087300,5.999273,0.019868,6.238636,0.023736,6.674760,0.046282,10.064303,0.080473
22,6.701309,0.016883,644.255000,3.944522,167.575000,3.929356,88.170000,1.263070,683.340000,4.400374,36.210000,3.610710,647.130000,2.612134,10.648672,0.087357,6.004716,0.019494,6.237926,0.024688,6.677166,0.043372,10.129449,0.077490
23,6.704749,0.017186,643.320000,4.182710,167.950000,3.957756,88.730000,1.370853,682.300000,4.608331,32.275000,3.608848,650.025000,2.670715,10.662599,0.087322,6.006305,0.020353,6.245400,0.025902,6.662259,0.047205,10.108666,0.075445
24,6.712464,0.017860,642.630000,4.470919,168.255000,4.222129,89.115000,1.345659,681.820000,4.657722,35.005000,3.660646,646.815000,2.710736,10.585821,0.086693,6.028930,0.020988,6.253317,0.025250,6.661746,0.045121,10.106565,0.074201
25,6.699249,0.016633,647.490000,3.979990,164.150000,3.889565,88.360000,1.248306,683.805000,4.286511,33.515000,3.684235,650.290000,2.480883,10.619484,0.083470,6.007442,0.018849,6.246479,0.024599,6.599697,0.045430,10.172240,0.081266
26,6.710487,0.017795,645.270000,4.262236,165.170000,4.199093,89.560000,1.347413,681.610000,4.517086,33.720000,3.842613,647.890000,2.534204,10.566055,0.088190,6.030092,0.020436,6.268185,0.025295,6.619158,0.048658,10.060431,0.079441
27,6.702322,0.018155,645.075000,4.170049,165.340000,4.006421,89.585000,1.297388,685.655000,4.622710,36.070000,3.662913,649.585000,2.432347,10.570478,0.088892,6.019707,0.020811,6.253478,0.024947,6.598233,0.047013,10.120299,0.076207
28,6.718728,0.018052,643.340000,4.182080,166.690000,4.079262,89.970000,1.300110,679.770000,4.615294,32.550000,3.757280,647.220000,2.633363,10.622475,0.091075,6.029831,0.021554,6.279327,0.025717,6.574562,0.048190,10.119435,0.078699
29,6.708948,0.017342,644.045000,4.218408,165.760000,4.124697,90.195000,1.237095,683.550000,4.528098,36.380000,3.709367,647.170000,2.761606,10.501958,0.093852,6.039593,0.021901,6.269055,0.025355,6.570082,0.045739,10.088761,0.072935
30,6.718120,0.016882,644.120000,3.998828,165.770000,3.940671,90.110000,1.406928,680.570000,4.563975,33.065000,3.767448,647.505000,2.495253,10.558793,0.085865,6.040354,0.019769,6.267733,0.025535,6.600101,0.047205,10.146444,0.077309
31,6.705427,0.017117,643.925000,4.226355,164.700000,4.128363,91.375000,1.283562,681.225000,4.678970,35.015000,3.737311,646.210000,2.604484,10.527160,0.089519,6.031003,0.019852,6.262647,0.023677,6.574385,0.048167,10.036528,0.067260
32,6.697365,0.016590,643.445000,4.144690,165.480000,4.069800,91.075000,1.343488,683.785000,4.400515,36.750000,3.631400,647.035000,2.659449,10.471613,0.087321,6.031322,0.020680,6.250186,0.024673,6.536355,0.043487,10.133148,0.070733
33,6.718023,0.017039,639.715000,4.273876,169.580000,4.329901,90.705000,1.242785,681.070000,4.698262,37.235000,3.823899,643.835000,2.763516,10.462025,0.085500,6.057316,0.019854,6.278724,0.022930,6.541895,0.044059,10.129622,0.072551
34,6.706547,0.015543,644.235000,4.226287,164.855000,4.112631,90.910000,1.354953,682.165000,4.270857,36.170000,3.828343,645.995000,2.332735,10.477735,0.096200,6.041043,0.018812,6.257541,0.022825,6.572576,0.050978,10.115696,0.079488
35,6.716841,0.017487,643.265000,4.079832,165.675000,3.978364,91.060000,1.353916,677.570000,4.424831,32.505000,3.784216,645.065000,2.501553,10.510642,0.097969,6.047347,0.018954,6.277556,0.026109,6.547918,0.050179,10.102789,0.081847
36,6.717859,0.016736,642.530000,4.016250,166.370000,4.032449,91.100000,1.371789,681.465000,4.862942,35.970000,3.780666,645.495000,2.682240,10.437322,0.083071,6.061483,0.019646,6.277642,0.023158,6.549778,0.044634,10.126296,0.077412
37,6.692834,0.017742,642.185000,4.315716,166.640000,4.109641,91.175000,1.321723,683.720000,4.676117,35.190000,3.856585,648.530000,2.464697,10.424235,0.092996,6.034351,0.021008,6.260130,0.023932,6.478395,0.045258,10.126973,0.076949
38,6.704016,0.016196,644.745000,3.914431,163.755000,3.712461,91.500000,1.374460,679.720000,4.593649,34.645000,3.658098,645.075000,2.579996,10.416917,0.085790,6.048799,0.018972,6.276215,0.024421,6.489028,0.044695,10.108342,0.085190
39,6.734072,0.016354,645.755000,4.281527,163.485000,4.159296,90.760000,1.295002,680.175000,4.348099,36.010000,3.807305,644.165000,2.335931,10.421146,0.083975,6.083412,0.018425,6.301896,0.022540,6.527757,0.040320,10.170251,0.076081
40,6.714819,0.016391,646.385000,4.175733,162.635000,3.940560,90.980000,1.168752,683.280000,4.325146,36.680000,3.804332,646.600000,2.469981,10.360709,0.088088,6.071427,0.018859,6.292960,0.023042,6.485928,0.043598,10.096690,0.063909
41,6.725601,0.017589,645.955000,4.446175,162.725000,4.248768,91.320000,1.286216,680.750000,4.410657,36.410000,3.838517,644.340000,2.488802,10.414064,0.085274,6.074695,0.021126,6.293450,0.026142,6.533192,0.048479,10.108835,0.077144
42,6.712742,0.017310,645.495000,4.265978,162.925000,4.104891,91.580000,1.304590,680.205000,4.781182,35.470000,3.839038,644.735000,2.697006,10.406669,0.089060,6.060873,0.020981,6.298453,0.026609,6.451753,0.044545,10.076229,0.071403
43,6.711872,0.016471,643.335000,4.219666,165.420000,4.107088,91.245000,1.240819,682.845000,4.484086,36.980000,3.744806,645.865000,2.424254,10.380781,0.089758,6.064418,0.021221,6.276883,0.024724,6.499688,0.042737,10.133256,0.071537
44,6.718221,0.017797,643.175000,4.242232,165.315000,3.998587,91.510000,1.334264,679.465000,4.895465,33.800000,3.861077,645.665000,2.815540,10.436728,0.090470,6.062014,0.019992,6.281181,0.025392,6.519318,0.049682,10.128901,0.078003
45,6.717465,0.016749,642.955000,4.576938,165.175000,4.208951,91.870000,1.314317,680.855000,5.026456,36.085000,3.973918,644.770000,2.777032,10.345523,0.090203,6.077219,0.020409,6.285506,0.024775,6.497772,0.043611,10.108440,0.068835
46,6.712264,0.016225,646.615000,4.083739,161.990000,3.895968,91.395000,1.336065,685.815000,4.253903,40.005000,3.651749,645.810000,2.499211,10.370939,0.088155,6.066616,0.021019,6.284763,0.024966,6.453084,0.047934,10.165326,0.072186
47,6.724748,0.016709,645.600000,4.235619,162.650000,4.014179,91.750000,1.281629,678.265000,4.435833,35.090000,3.715780,643.175000,2.685744,10.398939,0.088362,6.076361,0.021785,6.298343,0.025442,6.496153,0.045569,10.108125,0.074615
48,6.702259,0.017074,645.235000,3.943542,162.460000,3.725784,92.305000,1.252795,685.150000,4.286310,39.010000,3.628561,646.140000,2.565067,10.347243,0.083579,6.059027,0.021384,6.273523,0.024530,6.473208,0.040121,10.087949,0.068102
49,6.717212,0.018315,645.125000,4.047611,162.830000,3.884036,92.045000,1.295155,676.920000,4.911635,33.620000,3.692284,643.300000,2.782979,10.366496,0.096872,6.073220,0.021238,6.284679,0.023741,6.491429,0.043213,10.139231,0.071795
50,6.709487,0.017332,644.015000,4.172931,163.160000,3.968197,92.825000,1.332994,687.700000,4.343292,41.420000,3.641529,646.280000,2.479738,10.322388,0.090893,6.071916,0.019512,6.292425,0.023834,6.432114,0.040612,10.084177,0.070415
51,6.716427,0.017505,642.850000,4.031167,165.105000,3.901944,92.045000,1.363199,683.575000,4.763974,38.085000,3.618433,645.490000,2.759504,10.392106,0.085316,6.067778,0.019078,6.293411,0.023142,6.423510,0.045150,10.179034,0.080660
52,6.722682,0.016854,639.910000,4.184727,167.440000,3.886409,92.650000,1.291084,678.720000,4.642204,33.690000,3.696956,645.030000,2.678239,10.400601,0.086685,6.073637,0.019226,6.290130,0.025647,6.485089,0.045750,10.114106,0.081639
53,6.706629,0.016060,641.260000,4.442307,165.850000,4.257184,92.890000,1.279069,684.455000,4.663108,38.485000,3.767292,645.970000,2.445156,10.383685,0.085933,6.057736,0.019848,6.278429,0.023187,6.449516,0.043961,10.099499,0.074807
54,6.721211,0.017876,638.720000,4.175120,168.695000,4.030531,92.585000,1.208966,676.805000,4.604280,33.135000,3.890580,643.670000,2.525096,10.407683,0.082851,6.070657,0.021086,6.281515,0.025403,6.485070,0.046728,10.150456,0.078403
55,6.714932,0.017784,642.370000,4.440592,164.780000,4.279739,92.850000,1.316990,682.890000,4.427650,38.975000,3.749738,643.915000,2.672931,10.365631,0.090656,6.070691,0.021459,6.282642,0.025787,6.470298,0.046342,10.118499,0.078750
56,6.728231,0.016455,640.055000,4.378643,167.200000,4.286878,92.745000,1.357288,677.895000,4.484868,35.295000,3.858622,642.600000,2.495601,10.441175,0.089880,6.073005,0.020543,6.297936,0.023369,6.480257,0.048534,10.125486,0.074617
57,6.716054,0.016311,642.320000,4.310293,165.305000,4.264240,92.375000,1.314767,679.755000,4.600270,37.440000,3.827574,642.315000,2.537393,10.355072,0.082025,6.073874,0.019229,6.287938,0.023638,6.454403,0.044479,10.145298,0.079001
58,6.722386,0.017360,643.815000,4.408234,163.750000,4.176105,92.435000,1.336547,680.045000,4.616875,37.860000,3.925365,642.185000,2.474045,10.344532,0.088881,6.083184,0.020035,6.301425,0.024298,6.440037,0.044848,10.132957,0.073322
59,6.716462,0.017057,644.015000,4.163529,163.370000,3.973105,92.615000,1.381792,681.615000,4.668960,37.790000,3.852257,643.825000,2.510810,10.320905,0.091434,6.080384,0.020876,6.291903,0.023692,6.442466,0.045202,10.131985,0.075456
60,6.722765,0.015310,644.220000,4.344918,163.040000,4.125272,92.740000,1.251488,678.495000,4.556535,36.015000,3.949620,642.480000,2.283999,10.354816,0.095139,6.081815,0.019195,6.305969,0.023488,6.409639,0.046459,10.141244,0.076172
61,6.726950,0.017740,645.355000,4.380334,162.160000,3.971042,92.485000,1.365793,680.315000,4.705345,35.670000,3.777428,644.645000,2.449415,10.367713,0.088197,6.084462,0.020763,6.312747,0.025890,6.416187,0.046394,10.149603,0.076492
62,6.719035,0.016558,644.515000,3.996810,162.740000,3.880260,92.745000,1.206626,679.745000,4.498140,36.770000,3.940745,642.975000,2.662716,10.309375,0.088018,6.085445,0.021299,6.303996,0.025180,6.408642,0.048259,10.110394,0.074286
63,6.714771,0.017046,644.075000,4.213638,162.715000,4.109414,93.210000,1.378849,682.035000,4.814178,36.800000,3.835695,645.235000,2.525550,10.319057,0.086861,6.078720,0.018831,6.300529,0.024717,6.409202,0.043997,10.101145,0.066256
64,6.724896,0.016185,645.975000,3.893377,161.210000,3.846340,92.815000,1.264366,680.275000,4.619877,36.470000,3.795343,643.805000,2.531228,10.323929,0.093245,6.089773,0.019342,6.304301,0.024674,6.415945,0.047957,10.149741,0.070925
