config,n_platforms,rho_e,alpha,iteration,platform_id,mean_homogeneity,fraction_enclaved,settling_step,n_disruptions,mean_recovery_steps
exp2_np27_rho005_alpha10,27,0.05,10,27,926,0.9758089010404799,0.9,1,9,1.1111111111111112
exp2_np27_rho005_alpha10,27,0.05,10,27,927,0.9423506354756356,0.76,65,0,
exp2_np27_rho005_alpha10,27,0.05,10,33,901,0.9019623736294216,0.64,54,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,33,903,0.963328821505292,0.87,28,5,1.0
exp2_np27_rho005_alpha10,27,0.05,10,33,906,0.9694358974358974,0.93,7,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,33,907,0.9558957986457988,0.86,1,10,1.4
exp2_np27_rho005_alpha10,27,0.05,10,33,908,0.8920200961767627,0.59,,0,
exp2_np27_rho005_alpha10,27,0.05,10,33,917,0.9470395006386056,0.8,20,10,1.4
exp2_np27_rho005_alpha10,27,0.05,10,33,923,0.981193918525575,0.93,3,5,1.2
exp2_np27_rho005_alpha10,27,0.05,10,33,926,0.8817318974782221,0.47,,0,
exp2_np27_rho005_alpha10,27,0.05,10,33,927,0.9643764013764015,0.85,36,0,
exp2_np27_rho005_alpha10,27,0.05,10,36,901,0.9573734613339877,0.78,1,14,1.5714285714285714
exp2_np27_rho005_alpha10,27,0.05,10,36,909,0.9050458071340424,0.52,,0,
exp2_np27_rho005_alpha10,27,0.05,10,36,911,0.9774038003663003,0.93,1,2,3.5
exp2_np27_rho005_alpha10,27,0.05,10,36,912,0.954296354668723,0.82,8,11,1.4545454545454546
exp2_np27_rho005_alpha10,27,0.05,10,36,914,0.966117292422238,0.86,18,9,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,36,915,0.973776858813701,0.92,1,6,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,36,919,0.9830024836274837,0.91,1,5,1.8
exp2_np27_rho005_alpha10,27,0.05,10,36,922,0.992151378033731,0.96,1,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,36,925,0.9085214230214231,0.61,,0,
exp2_np27_rho005_alpha10,27,0.05,10,35,902,0.9182796288678641,0.64,,0,
exp2_np27_rho005_alpha10,27,0.05,10,35,904,0.9412801087801088,0.74,56,10,1.3
exp2_np27_rho005_alpha10,27,0.05,10,35,906,0.9524605977355978,0.82,49,0,
exp2_np27_rho005_alpha10,27,0.05,10,35,908,0.906880167050311,0.66,60,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,35,909,0.9632313797313796,0.88,18,4,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,35,910,0.9692603883045059,0.88,10,9,1.2222222222222223
exp2_np27_rho005_alpha10,27,0.05,10,35,911,0.9652826062826062,0.83,6,13,1.25
exp2_np27_rho005_alpha10,27,0.05,10,35,915,0.9406882818215769,0.82,22,4,1.75
exp2_np27_rho005_alpha10,27,0.05,10,35,925,0.932238660777983,0.72,79,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,34,901,0.9766231886797239,0.91,34,0,
exp2_np27_rho005_alpha10,27,0.05,10,34,902,0.9466871298636004,0.84,1,14,1.1428571428571428
exp2_np27_rho005_alpha10,27,0.05,10,34,903,0.9244262673813824,0.72,30,12,1.25
exp2_np27_rho005_alpha10,27,0.05,10,34,905,0.903882408441232,0.59,,0,
exp2_np27_rho005_alpha10,27,0.05,10,34,906,0.9653938283938285,0.85,11,12,1.0833333333333333
exp2_np27_rho005_alpha10,27,0.05,10,34,908,0.96030983820475,0.87,1,6,2.1666666666666665
exp2_np27_rho005_alpha10,27,0.05,10,34,913,0.9389557467703921,0.79,49,3,1.5
exp2_np27_rho005_alpha10,27,0.05,10,34,914,0.9545123688231274,0.87,20,6,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,34,925,0.9475779150043856,0.84,59,0,
exp2_np27_rho005_alpha10,27,0.05,10,32,901,0.9602923887706496,0.85,28,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,32,902,0.9865934343434344,0.95,1,4,1.25
exp2_np27_rho005_alpha10,27,0.05,10,32,904,0.9354410695513635,0.79,33,5,1.6
exp2_np27_rho005_alpha10,27,0.05,10,32,913,0.9555048883864674,0.83,38,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,32,914,0.9106471810782955,0.65,48,4,1.25
exp2_np27_rho005_alpha10,27,0.05,10,32,916,0.9239465544775142,0.71,54,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,32,921,0.9754523132096662,0.88,7,7,1.1428571428571428
exp2_np27_rho005_alpha10,27,0.05,10,32,923,0.9393667029714279,0.76,46,6,1.4
exp2_np27_rho005_alpha10,27,0.05,10,32,927,0.8970993759422552,0.69,67,0,
exp2_np27_rho005_alpha10,27,0.05,10,37,902,0.8792114803411244,0.52,,0,
exp2_np27_rho005_alpha10,27,0.05,10,37,903,0.9235883808220765,0.75,15,19,1.2105263157894737
exp2_np27_rho005_alpha10,27,0.05,10,37,905,0.9928727598566308,0.98,1,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,37,908,0.9766554948319655,0.92,3,6,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,37,909,0.9618725909167085,0.85,19,9,1.0
exp2_np27_rho005_alpha10,27,0.05,10,37,913,0.9663819852661958,0.84,33,0,
exp2_np27_rho005_alpha10,27,0.05,10,37,919,0.9722706766917294,0.9,1,7,1.5
exp2_np27_rho005_alpha10,27,0.05,10,37,921,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,37,924,0.9114110056610056,0.74,21,11,1.6363636363636365
exp2_np27_rho005_alpha10,27,0.05,10,38,902,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,38,903,0.9366809816000992,0.65,,0,
exp2_np27_rho005_alpha10,27,0.05,10,38,906,0.9638844294854525,0.89,31,0,
exp2_np27_rho005_alpha10,27,0.05,10,38,913,0.9714146571672146,0.91,4,5,1.6
exp2_np27_rho005_alpha10,27,0.05,10,38,914,0.954919481332794,0.82,8,11,1.3636363636363635
exp2_np27_rho005_alpha10,27,0.05,10,38,917,0.8900047011811716,0.68,72,0,
exp2_np27_rho005_alpha10,27,0.05,10,38,921,0.9453332625406928,0.76,54,8,1.2857142857142858
exp2_np27_rho005_alpha10,27,0.05,10,38,923,0.9780135338345864,0.93,1,5,1.4
exp2_np27_rho005_alpha10,27,0.05,10,38,926,0.9697898519609046,0.88,1,7,1.7142857142857142
exp2_np27_rho005_alpha10,27,0.05,10,39,905,0.9508796090390519,0.81,1,13,1.4615384615384615
exp2_np27_rho005_alpha10,27,0.05,10,39,906,0.9276376132897031,0.71,60,6,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,39,908,0.9692386045327221,0.83,32,6,1.5
exp2_np27_rho005_alpha10,27,0.05,10,39,911,0.9693723027488508,0.89,16,4,1.0
exp2_np27_rho005_alpha10,27,0.05,10,39,912,0.9516729022611375,0.85,51,0,
exp2_np27_rho005_alpha10,27,0.05,10,39,915,0.9266620968900381,0.77,14,9,2.2222222222222223
exp2_np27_rho005_alpha10,27,0.05,10,39,923,0.9790166793990324,0.93,24,0,
exp2_np27_rho005_alpha10,27,0.05,10,39,924,0.930639233315704,0.77,47,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,39,927,0.9723293245793246,0.91,6,8,1.0
exp2_np27_rho005_alpha10,27,0.05,10,45,901,0.9282710545388564,0.65,76,0,
exp2_np27_rho005_alpha10,27,0.05,10,45,902,0.9866762265512266,0.93,21,0,
exp2_np27_rho005_alpha10,27,0.05,10,45,906,0.9219483147571382,0.81,1,11,1.7272727272727273
exp2_np27_rho005_alpha10,27,0.05,10,45,907,0.9076114949721762,0.6,,0,
exp2_np27_rho005_alpha10,27,0.05,10,45,908,0.9746775271512114,0.91,15,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,45,923,0.9411551504051505,0.73,58,0,
exp2_np27_rho005_alpha10,27,0.05,10,45,924,0.9187710313422387,0.71,30,10,1.4
exp2_np27_rho005_alpha10,27,0.05,10,45,926,0.9277347438852857,0.74,36,11,1.4545454545454546
exp2_np27_rho005_alpha10,27,0.05,10,45,927,0.9707115851984274,0.89,11,5,1.6
exp2_np27_rho005_alpha10,27,0.05,10,40,902,0.9284562081898029,0.7,55,2,2.0
exp2_np27_rho005_alpha10,27,0.05,10,40,905,0.9359270704785411,0.7,6,17,1.5294117647058822
exp2_np27_rho005_alpha10,27,0.05,10,40,906,0.9588968759998171,0.87,21,1,4.0
exp2_np27_rho005_alpha10,27,0.05,10,40,913,0.9619596317425265,0.84,11,9,1.0
exp2_np27_rho005_alpha10,27,0.05,10,40,915,0.9442854922854923,0.75,38,5,1.8
exp2_np27_rho005_alpha10,27,0.05,10,40,916,0.9524037927157123,0.79,18,14,1.1428571428571428
exp2_np27_rho005_alpha10,27,0.05,10,40,922,0.9699390331890332,0.84,20,9,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,40,924,0.9858208589655959,0.95,7,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,40,925,0.9173143754250566,0.66,72,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,42,901,0.9648244255744255,0.83,15,14,1.0769230769230769
exp2_np27_rho005_alpha10,27,0.05,10,42,904,0.9569308289749466,0.83,20,11,1.3
exp2_np27_rho005_alpha10,27,0.05,10,42,913,0.9472702259900402,0.77,1,16,1.4375
exp2_np27_rho005_alpha10,27,0.05,10,42,917,0.9520678961561315,0.79,55,0,
exp2_np27_rho005_alpha10,27,0.05,10,42,919,0.9183644882161507,0.75,1,13,1.9230769230769231
exp2_np27_rho005_alpha10,27,0.05,10,42,921,0.9323477456925601,0.69,,0,
exp2_np27_rho005_alpha10,27,0.05,10,42,923,0.9736897546897546,0.9,21,0,
exp2_np27_rho005_alpha10,27,0.05,10,42,924,0.902829311641231,0.54,,0,
exp2_np27_rho005_alpha10,27,0.05,10,42,925,0.9258069153069153,0.65,,0,
exp2_np27_rho005_alpha10,27,0.05,10,43,903,0.9024780913530914,0.66,33,7,1.4285714285714286
exp2_np27_rho005_alpha10,27,0.05,10,43,904,0.9810306652497829,0.93,23,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,43,909,0.961468430262548,0.84,45,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,43,910,0.9655114016100858,0.86,4,8,1.625
exp2_np27_rho005_alpha10,27,0.05,10,43,911,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,43,912,0.8736656454656456,0.44,,0,
exp2_np27_rho005_alpha10,27,0.05,10,43,914,0.9283015328324926,0.67,72,0,
exp2_np27_rho005_alpha10,27,0.05,10,43,917,0.9205280393840767,0.64,,0,
exp2_np27_rho005_alpha10,27,0.05,10,43,918,0.9502791514041514,0.85,43,0,
exp2_np27_rho005_alpha10,27,0.05,10,44,903,0.9848805916305917,0.92,1,7,1.1428571428571428
exp2_np27_rho005_alpha10,27,0.05,10,44,905,0.9593958614914498,0.82,,0,
exp2_np27_rho005_alpha10,27,0.05,10,44,913,0.8718342464724818,0.44,,0,
exp2_np27_rho005_alpha10,27,0.05,10,44,916,0.8944101417084789,0.57,85,0,
exp2_np27_rho005_alpha10,27,0.05,10,44,920,0.9636691086691087,0.84,1,12,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,44,922,0.9598454564441407,0.85,12,9,1.4444444444444444
exp2_np27_rho005_alpha10,27,0.05,10,44,923,0.9736465201465202,0.9,22,0,
exp2_np27_rho005_alpha10,27,0.05,10,44,924,0.9416550363551137,0.73,34,9,1.5555555555555556
exp2_np27_rho005_alpha10,27,0.05,10,44,926,0.930726393704335,0.72,78,0,
exp2_np27_rho005_alpha10,27,0.05,10,41,902,0.968308874347187,0.88,24,0,
exp2_np27_rho005_alpha10,27,0.05,10,41,908,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,41,911,0.9621916237357415,0.84,26,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,41,914,0.9378922301468742,0.76,6,15,1.4666666666666666
exp2_np27_rho005_alpha10,27,0.05,10,41,916,0.8848304353574815,0.58,44,12,1.75
exp2_np27_rho005_alpha10,27,0.05,10,41,918,0.9252351449719872,0.7,19,12,1.4166666666666667
exp2_np27_rho005_alpha10,27,0.05,10,41,919,0.876557242207397,0.44,,0,
exp2_np27_rho005_alpha10,27,0.05,10,41,922,0.9460133477633478,0.82,18,5,2.6
exp2_np27_rho005_alpha10,27,0.05,10,41,925,0.8945019220975103,0.54,,0,
exp2_np27_rho005_alpha10,27,0.05,10,47,903,0.9915079365079364,0.97,1,1,
exp2_np27_rho005_alpha10,27,0.05,10,47,908,0.9021339290654304,0.66,61,5,1.6
exp2_np27_rho005_alpha10,27,0.05,10,47,913,0.9090025075973217,0.77,55,4,1.25
exp2_np27_rho005_alpha10,27,0.05,10,47,914,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,47,915,0.9709784208166561,0.87,14,9,1.125
exp2_np27_rho005_alpha10,27,0.05,10,47,916,0.9375352019411616,0.69,,0,
exp2_np27_rho005_alpha10,27,0.05,10,47,918,0.9573137793578971,0.8,41,8,1.4285714285714286
exp2_np27_rho005_alpha10,27,0.05,10,47,920,0.8647786197720407,0.56,89,0,
exp2_np27_rho005_alpha10,27,0.05,10,47,924,0.9687147493029846,0.86,10,8,1.375
exp2_np27_rho005_alpha10,27,0.05,10,46,903,0.9925333333333333,0.98,1,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,46,905,0.9579099372139653,0.85,24,6,1.6
exp2_np27_rho005_alpha10,27,0.05,10,46,910,0.9591050689506573,0.82,64,4,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,46,912,0.9402826447431711,0.79,1,14,1.5
exp2_np27_rho005_alpha10,27,0.05,10,46,913,0.9383023458023458,0.84,24,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,46,914,0.9287570223893753,0.77,66,0,
exp2_np27_rho005_alpha10,27,0.05,10,46,921,0.9470981116817703,0.77,74,0,
exp2_np27_rho005_alpha10,27,0.05,10,46,923,0.9594004884004883,0.89,13,3,2.0
exp2_np27_rho005_alpha10,27,0.05,10,46,925,0.9886984126984127,0.97,1,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,48,902,0.9506267191999459,0.82,59,0,
exp2_np27_rho005_alpha10,27,0.05,10,48,904,0.9416446081696082,0.69,85,0,
exp2_np27_rho005_alpha10,27,0.05,10,48,908,0.9367377865512541,0.71,59,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,48,919,0.979673596216246,0.89,30,0,
exp2_np27_rho005_alpha10,27,0.05,10,48,921,0.9352122338445867,0.8,55,0,
exp2_np27_rho005_alpha10,27,0.05,10,48,923,0.969594873328426,0.9,21,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,48,925,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,48,926,0.9523652405591596,0.8,51,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,48,927,0.9658800611153552,0.89,25,0,
exp2_np27_rho005_alpha10,27,0.05,10,50,903,0.9436386537588584,0.76,67,4,1.5
exp2_np27_rho005_alpha10,27,0.05,10,50,904,0.971750541125541,0.89,27,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,50,907,0.9824838037779214,0.92,17,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,50,910,0.9522110004164085,0.82,22,3,2.3333333333333335
exp2_np27_rho005_alpha10,27,0.05,10,50,911,0.975844246031746,0.93,16,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,50,916,0.9744020521961698,0.92,16,0,
exp2_np27_rho005_alpha10,27,0.05,10,50,919,0.9440763661462266,0.74,62,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,50,920,0.9549983124031113,0.86,1,9,1.5555555555555556
exp2_np27_rho005_alpha10,27,0.05,10,50,922,0.9586998341415177,0.8,4,12,1.5833333333333333
exp2_np27_rho005_alpha10,27,0.05,10,49,902,0.9385971905351197,0.73,71,6,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,49,904,0.9679555275306049,0.9,1,9,1.1111111111111112
exp2_np27_rho005_alpha10,27,0.05,10,49,908,0.9953571428571428,0.98,5,0,
exp2_np27_rho005_alpha10,27,0.05,10,49,912,0.9757462372508812,0.92,7,6,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,49,915,0.946637248464381,0.76,48,8,1.625
exp2_np27_rho005_alpha10,27,0.05,10,49,916,0.8922492193479036,0.48,,0,
exp2_np27_rho005_alpha10,27,0.05,10,49,920,0.9627419735235524,0.87,8,7,1.2857142857142858
exp2_np27_rho005_alpha10,27,0.05,10,49,923,0.9495571528145057,0.77,21,13,1.2307692307692308
exp2_np27_rho005_alpha10,27,0.05,10,49,926,0.9588779055911408,0.85,42,0,
exp2_np27_rho005_alpha10,27,0.05,10,54,902,0.9681788587229764,0.84,19,11,1.0
exp2_np27_rho005_alpha10,27,0.05,10,54,904,0.9760836466165415,0.92,1,7,1.1428571428571428
exp2_np27_rho005_alpha10,27,0.05,10,54,910,0.9396976732417909,0.76,5,14,1.6428571428571428
exp2_np27_rho005_alpha10,27,0.05,10,54,916,0.9697354966734256,0.88,30,0,
exp2_np27_rho005_alpha10,27,0.05,10,54,918,0.9535643816967346,0.85,39,0,
exp2_np27_rho005_alpha10,27,0.05,10,54,919,0.9877925685425686,0.95,15,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,54,925,0.959515096015096,0.83,39,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,54,926,0.9572103174603174,0.85,26,3,2.3333333333333335
exp2_np27_rho005_alpha10,27,0.05,10,54,927,0.9687333456189493,0.83,7,15,1.0
exp2_np27_rho005_alpha10,27,0.05,10,51,905,0.9286422760246289,0.74,18,17,1.2352941176470589
exp2_np27_rho005_alpha10,27,0.05,10,51,909,0.9200755355755353,0.64,12,20,1.4210526315789473
exp2_np27_rho005_alpha10,27,0.05,10,51,911,0.9414814066652301,0.81,26,0,
exp2_np27_rho005_alpha10,27,0.05,10,51,912,0.9039633252884027,0.6,,0,
exp2_np27_rho005_alpha10,27,0.05,10,51,915,0.9486913013886697,0.75,25,12,1.5
exp2_np27_rho005_alpha10,27,0.05,10,51,922,0.9593663763137448,0.85,1,14,1.0714285714285714
exp2_np27_rho005_alpha10,27,0.05,10,51,924,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,51,925,0.8714404506760646,0.44,,0,
exp2_np27_rho005_alpha10,27,0.05,10,51,927,0.9634513927764702,0.84,33,10,1.1111111111111112
exp2_np27_rho005_alpha10,27,0.05,10,52,901,0.9459552132799374,0.83,22,4,2.5
exp2_np27_rho005_alpha10,27,0.05,10,52,905,0.990125,0.96,1,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,52,910,0.9600162783123309,0.88,10,5,1.6
exp2_np27_rho005_alpha10,27,0.05,10,52,913,0.9705209512709513,0.89,4,6,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,52,914,0.97597113997114,0.91,1,7,1.2857142857142858
exp2_np27_rho005_alpha10,27,0.05,10,52,918,0.9369653422772618,0.74,78,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,52,922,0.988625,0.96,1,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,52,924,0.8916931612718058,0.46,,0,
exp2_np27_rho005_alpha10,27,0.05,10,52,926,0.9660529568470746,0.84,6,14,1.0769230769230769
exp2_np27_rho005_alpha10,27,0.05,10,53,901,0.9346463813963815,0.68,61,0,
exp2_np27_rho005_alpha10,27,0.05,10,53,902,0.9599438451984892,0.83,10,12,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,53,903,0.934887912740854,0.76,28,2,3.5
exp2_np27_rho005_alpha10,27,0.05,10,53,911,0.9874204450520242,0.96,15,0,
exp2_np27_rho005_alpha10,27,0.05,10,53,912,0.9705259324009324,0.89,42,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,53,914,0.9764865412365412,0.93,34,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,53,920,0.9541817114773771,0.87,19,7,1.4285714285714286
exp2_np27_rho005_alpha10,27,0.05,10,53,922,0.948819015951369,0.8,41,4,1.25
exp2_np27_rho005_alpha10,27,0.05,10,53,927,0.9615488587945893,0.79,43,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,55,901,0.9622452784143961,0.81,61,4,1.0
exp2_np27_rho005_alpha10,27,0.05,10,55,903,0.9529553867185447,0.81,30,0,
exp2_np27_rho005_alpha10,27,0.05,10,55,910,0.937903483169737,0.76,34,9,1.0
exp2_np27_rho005_alpha10,27,0.05,10,55,912,0.987008547008547,0.94,18,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,55,914,0.947680624930625,0.8,27,7,2.142857142857143
exp2_np27_rho005_alpha10,27,0.05,10,55,919,0.9495897871478368,0.81,1,11,1.7272727272727273
exp2_np27_rho005_alpha10,27,0.05,10,55,921,0.9496218416086838,0.82,54,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,55,922,0.9397632353512688,0.77,67,2,2.0
exp2_np27_rho005_alpha10,27,0.05,10,55,926,0.9385545720619249,0.76,36,12,1.25
exp2_np27_rho005_alpha10,27,0.05,10,56,901,0.9471324759869384,0.83,33,0,
exp2_np27_rho005_alpha10,27,0.05,10,56,909,0.9489085081585082,0.73,60,9,1.0
exp2_np27_rho005_alpha10,27,0.05,10,56,910,0.9563140295377138,0.81,50,0,
exp2_np27_rho005_alpha10,27,0.05,10,56,911,0.9473331290054975,0.83,11,10,1.4
exp2_np27_rho005_alpha10,27,0.05,10,56,913,0.8895633941222176,0.62,45,4,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,56,914,0.8843808796810346,0.47,,0,
exp2_np27_rho005_alpha10,27,0.05,10,56,918,0.910334581697972,0.64,9,20,1.368421052631579
exp2_np27_rho005_alpha10,27,0.05,10,56,922,0.9723404210168916,0.87,22,4,1.5
exp2_np27_rho005_alpha10,27,0.05,10,56,924,0.9888342245989306,0.97,1,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,58,902,0.9337572725710598,0.77,53,0,
exp2_np27_rho005_alpha10,27,0.05,10,58,907,0.9746500305250306,0.91,21,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,58,910,0.997,0.99,1,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,58,912,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,58,913,0.9730526058908413,0.91,15,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,58,917,0.9844444444444446,0.94,1,2,3.0
exp2_np27_rho005_alpha10,27,0.05,10,58,920,0.9588509746187764,0.83,1,12,1.4545454545454546
exp2_np27_rho005_alpha10,27,0.05,10,58,921,0.9079559072678268,0.61,,0,
exp2_np27_rho005_alpha10,27,0.05,10,58,924,0.9178146766579767,0.69,57,2,2.0
exp2_np27_rho005_alpha10,27,0.05,10,59,904,0.9824444444444446,0.94,12,2,2.0
exp2_np27_rho005_alpha10,27,0.05,10,59,906,0.9189495341260048,0.66,,0,
exp2_np27_rho005_alpha10,27,0.05,10,59,908,0.9281746981089085,0.81,1,14,1.3571428571428572
exp2_np27_rho005_alpha10,27,0.05,10,59,909,0.9458414033678738,0.81,41,0,
exp2_np27_rho005_alpha10,27,0.05,10,59,917,0.9370082556332556,0.75,11,12,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,59,922,0.9576907286040414,0.86,1,13,1.0769230769230769
exp2_np27_rho005_alpha10,27,0.05,10,59,923,0.9911666666666666,0.98,6,0,
exp2_np27_rho005_alpha10,27,0.05,10,59,924,0.9838569179358653,0.94,1,5,1.2
exp2_np27_rho005_alpha10,27,0.05,10,59,926,0.9125828691058869,0.67,,0,
exp2_np27_rho005_alpha10,27,0.05,10,60,902,0.9533710554151731,0.8,62,0,
exp2_np27_rho005_alpha10,27,0.05,10,60,908,0.9738876319758674,0.89,1,6,1.8333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,60,910,0.9297967712239449,0.71,23,17,1.4375
exp2_np27_rho005_alpha10,27,0.05,10,60,911,0.9323872426137301,0.79,1,13,1.6153846153846154
exp2_np27_rho005_alpha10,27,0.05,10,60,917,0.9848051892551893,0.94,1,4,1.0
exp2_np27_rho005_alpha10,27,0.05,10,60,919,0.9671096234347009,0.86,36,6,1.0
exp2_np27_rho005_alpha10,27,0.05,10,60,922,0.9930000000000001,0.98,7,0,
exp2_np27_rho005_alpha10,27,0.05,10,60,926,0.9345564406988893,0.75,4,13,1.6923076923076923
exp2_np27_rho005_alpha10,27,0.05,10,60,927,0.9626678668553669,0.86,16,10,1.1111111111111112
exp2_np27_rho005_alpha10,27,0.05,10,57,902,0.9575543453794227,0.84,37,4,1.0
exp2_np27_rho005_alpha10,27,0.05,10,57,904,0.978102453102453,0.93,5,5,1.0
exp2_np27_rho005_alpha10,27,0.05,10,57,908,0.9751867413632119,0.94,1,5,1.2
exp2_np27_rho005_alpha10,27,0.05,10,57,912,0.9720873015873016,0.88,38,0,
exp2_np27_rho005_alpha10,27,0.05,10,57,914,0.9255644691484514,0.78,23,5,2.8
exp2_np27_rho005_alpha10,27,0.05,10,57,921,0.9708519952269953,0.86,33,6,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,57,922,0.8885314940907044,0.52,,0,
exp2_np27_rho005_alpha10,27,0.05,10,57,923,0.9037048446504866,0.57,,0,
exp2_np27_rho005_alpha10,27,0.05,10,57,926,0.9684298614182515,0.86,24,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,61,902,0.9784081196581197,0.94,1,3,2.0
exp2_np27_rho005_alpha10,27,0.05,10,61,907,0.9732256077256077,0.9,29,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,61,909,0.9843540669856459,0.96,1,1,4.0
exp2_np27_rho005_alpha10,27,0.05,10,61,910,0.8995089995860119,0.55,66,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,61,917,0.9472413688650531,0.74,30,12,1.5833333333333333
exp2_np27_rho005_alpha10,27,0.05,10,61,918,0.9848464912280703,0.96,1,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,61,919,0.9532780601751191,0.81,30,4,1.5
exp2_np27_rho005_alpha10,27,0.05,10,61,921,0.9916184210526316,0.97,10,0,
exp2_np27_rho005_alpha10,27,0.05,10,61,922,0.9432212658772257,0.73,72,0,
exp2_np27_rho005_alpha10,27,0.05,10,62,901,0.9593632215737479,0.83,14,8,1.625
exp2_np27_rho005_alpha10,27,0.05,10,62,905,0.9477814346815896,0.79,56,0,
exp2_np27_rho005_alpha10,27,0.05,10,62,909,0.9444795511506038,0.79,17,13,1.4166666666666667
exp2_np27_rho005_alpha10,27,0.05,10,62,914,0.9600107588489942,0.84,35,0,
exp2_np27_rho005_alpha10,27,0.05,10,62,917,0.9400953213453214,0.78,55,0,
exp2_np27_rho005_alpha10,27,0.05,10,62,919,0.9686716428995841,0.91,14,1,4.0
exp2_np27_rho005_alpha10,27,0.05,10,62,920,0.9645262613203791,0.82,1,17,1.0588235294117647
exp2_np27_rho005_alpha10,27,0.05,10,62,923,0.9637043049543049,0.8,12,15,1.0666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,62,926,0.9328306064850183,0.77,1,13,1.7692307692307692
exp2_np27_rho005_alpha10,27,0.05,10,63,901,0.9292580569072504,0.69,74,0,
exp2_np27_rho005_alpha10,27,0.05,10,63,903,0.9563788633966652,0.78,57,0,
