config,n_platforms,rho_e,alpha,iteration,platform_id,n_bursts,slope,r2,classification
exp2_np27_rho010_alpha5,27,0.1,5,11,925,8,-1.7619047619047603,0.1574649183344834,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,11,926,8,0.8095238095238101,0.023985890652557407,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,11,927,3,-5.499999999999999,0.9355670103092784,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,7,905,10,-0.006060606060605276,1.5616093946846377e-06,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,7,907,5,6.999999999999997,0.6125000000000002,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,7,909,3,-13.000000000000002,0.7788018433179724,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,7,911,4,3.2999999999999994,0.06920877025738792,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,7,912,8,1.738095238095238,0.10170817826128453,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,7,913,9,0.8833333333333332,0.03739350372736949,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,7,914,4,-2.600000000000004,0.049271137026238865,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,7,916,4,-8.70000000000001,0.6000000000000001,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,7,918,3,-1.9999999999999971,0.039867109634551645,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,7,919,9,1.6499999999999975,0.09249716874292202,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,7,920,7,-0.9285714285714263,0.0319591527987898,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,7,924,11,-0.13636363636363608,0.0010028525583882786,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,7,925,4,0.9999999999999932,0.004945598417408492,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,7,927,6,-1.4285714285714275,0.03646795682193904,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,13,901,7,3.2500000000000004,0.26014702186479,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,13,903,10,2.503030303030303,0.3604182118232744,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,13,906,11,0.7,0.03245921383992123,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,13,908,8,1.0119047619047619,0.032289781233938886,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,13,909,5,4.799999999999998,0.35511713933415523,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,13,913,8,1.2857142857142867,0.06500802568218311,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,13,914,3,10.999999999999996,0.8501170960187353,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,13,916,7,-2.678571428571429,0.1602381494986328,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,13,926,7,2.535714285714285,0.21396434634974537,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,16,903,3,-0.4999999999999985,0.02419354838709631,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,16,904,9,-0.5666666666666664,0.014255179217362746,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,16,905,4,10.899999999999999,0.8405376724442871,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,16,907,5,5.799999999999998,0.7344978165938865,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,16,908,4,-3.2000000000000064,0.06666666666666676,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,16,911,3,-14.000000000000007,0.75,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,16,914,10,-0.3999999999999991,0.010573534123678563,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,16,916,6,0.22857142857142929,0.013061224489796075,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,16,917,9,1.8833333333333322,0.15389281696930734,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,16,918,8,0.035714285714286156,6.834180012316171e-05,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,16,921,3,11.0,0.8175675675675675,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,16,922,8,-0.36904761904761907,0.010939972450849766,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,16,923,7,2.8571428571428568,0.23228803716608593,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,19,907,6,-3.3999999999999964,0.34356071327483717,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,19,909,5,-4.699999999999998,0.4810540069686412,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,19,911,5,1.7999999999999976,0.06516492357200332,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,19,912,5,-1.400000000000001,0.05487122060470295,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,19,914,3,11.999999999999993,0.8421052631578948,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,19,918,10,-0.5818181818181817,0.03463203463203468,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,19,920,7,1.7500000000000004,0.30877057613168746,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,19,921,5,1.8999999999999997,0.06770442610652672,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,19,923,8,0.3095238095238102,0.003748308825160307,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,19,927,5,-0.9000000000000039,0.01781002638522433,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,18,903,3,2.999999999999998,0.3552631578947366,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,18,904,3,-18.0,0.9382239382239382,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,18,909,6,1.3142857142857165,0.023542501112594483,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,18,913,6,-0.685714285714284,0.016657027183343054,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,18,914,8,1.4523809523809537,0.3579605579605579,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,18,916,10,2.242424242424243,0.20746573557135672,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,18,917,10,1.896969696969698,0.18324532903879864,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,18,918,9,-0.4999999999999983,0.010482994253766309,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,18,920,7,1.5714285714285727,0.1530676786843771,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,18,921,11,0.13636363636363716,0.0008124503502565661,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,18,922,3,-3.000000000000004,0.1210762331838563,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,18,927,7,-1.8214285714285652,0.07534762456546928,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,17,901,9,1.1999999999999975,0.042187500000000044,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,17,902,7,-0.5714285714285684,0.006033182503770718,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,17,903,3,0.5000000000000024,0.0016198704103671524,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,17,906,5,-3.0000000000000036,0.08545385491834434,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,17,907,4,5.0,0.13904338153503892,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,17,908,5,0.2999999999999983,0.0010213345438035981,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,17,910,11,0.15454545454545537,0.001047253225105238,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,17,914,6,3.485714285714286,0.21362549038369505,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,17,917,9,0.816666666666668,0.016561666513381645,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,17,918,4,-11.500000000000007,0.6925896831631317,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,17,920,6,8.599999999999998,0.8085163977095263,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,17,922,7,6.428571428571429,0.8651997436445206,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,17,924,8,-3.1785714285714275,0.3897043147416238,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,17,925,5,2.3999999999999995,0.0565371024734983,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,17,927,4,10.899999999999999,0.7850016518004624,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,20,902,5,2.9999999999999987,0.4352030947775626,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,20,904,4,10.299999999999999,0.8356833398975976,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,20,905,10,-0.43030303030303135,0.01981548524550203,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,20,908,3,-1.0000000000000033,0.0033222591362124243,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,20,909,4,-5.400000000000004,0.8836363636363638,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,20,912,8,-0.32142857142856823,0.0032851599994593306,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,20,914,5,-3.100000000000001,0.15470057952350313,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,20,916,4,0.5999999999999966,0.002870813397129246,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,20,918,7,-0.7142857142857141,0.0874125874125874,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,20,922,5,-7.9999999999999964,0.9080590238365495,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,20,923,11,-0.6090909090909078,0.021814559238021225,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,20,924,7,-0.499999999999999,0.004874651810584774,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,20,926,6,1.5428571428571458,0.04916263909182861,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,21,902,4,8.1,0.6603925515853044,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,21,907,7,-2.2857142857142865,0.2067016552280987,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,21,910,6,-3.285714285714283,0.2954316988718865,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,21,911,11,-1.3999999999999986,0.18324833874208002,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,21,912,3,5.999999999999997,0.2720403022670027,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,21,915,8,0.6547619047619065,0.029141739641436182,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,21,919,7,-1.4642857142857133,0.07273277950848034,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,21,920,4,-3.6000000000000068,0.42352941176470593,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,21,923,8,1.5000000000000007,0.3333333333333335,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,21,924,3,0.0,0.0,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,21,925,8,-0.05952380952380766,0.00013468448811826406,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,21,927,6,-6.371428571428569,0.8389068518570585,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,22,903,8,3.678571428571429,0.2556775732842761,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,22,904,4,-10.000000000000009,0.43327556325823235,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,22,905,10,1.2181818181818178,0.07506730806749207,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,22,906,7,4.071428571428573,0.23141025641025637,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,22,908,5,-7.099999999999998,0.5322001689189191,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,22,913,3,-2.4999999999999996,0.75,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,22,914,8,1.380952380952383,0.060494892821176816,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,22,917,10,5.145454545454545,0.6679445443703418,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,22,919,10,-1.83030303030303,0.10337214152294927,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,22,920,13,0.49450549450549564,0.017392275253154343,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,22,921,9,-1.8000000000000005,0.07080534196681487,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,22,923,4,-2.1000000000000045,0.0259793814432987,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,22,924,3,4.000000000000005,0.04757185332011893,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,22,925,6,-0.37142857142856905,0.013156870377579066,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,22,927,4,-5.900000000000001,0.17638712946541668,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,29,901,8,6.005182162940887e-16,0.0,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,29,903,7,-1.6071428571428559,0.06483734631147553,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,29,906,4,-2.8000000000000016,0.14000000000000012,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,29,908,4,-4.500000000000002,0.13780197346036072,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,29,909,3,11.499999999999995,0.4856181150550797,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,29,912,5,1.2999999999999987,0.01917839310031777,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,29,913,8,2.654761904761905,0.2327319527319528,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,29,914,8,-3.2619047619047596,0.33714142012897197,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,29,916,6,4.6571428571428575,0.63312284046229,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,29,918,12,-0.8391608391608382,0.05755342009866682,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,29,919,7,3.5000000000000004,0.5154572778016318,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,29,921,4,8.199999999999998,0.734061135371179,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,29,927,11,-1.8272727272727272,0.23510824022346366,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,23,901,7,2.321428571428572,0.05432267023246251,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,23,904,9,0.7166666666666658,0.01287843610698347,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,23,907,12,0.5244755244755256,0.011781848343349721,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,23,908,4,-15.10000000000001,0.6799165051438796,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,23,909,3,-14.500000000000002,0.75,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,23,911,11,2.145454545454547,0.14101681182904613,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,23,912,3,19.999999999999993,0.7312614259597806,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,23,913,9,2.766666666666668,0.15532090786111552,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,23,914,13,-0.8461538461538439,0.04501488095238082,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,23,922,12,-0.25174825174825183,0.002444377523043384,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,23,923,8,-1.202380952380952,0.02171002926310206,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,23,925,3,13.500000000000004,0.8321917808219179,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,23,927,6,0.8000000000000023,0.004745762711864332,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,25,901,8,-1.7142857142857129,0.13868378812199023,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,25,904,3,-4.000000000000003,0.5714285714285714,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,25,911,9,2.0666666666666664,0.27976710334788946,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,25,913,6,-1.857142857142854,0.11313428839202033,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,25,915,10,2.5939393939393933,0.22839986434456483,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,25,918,7,3.2857142857142874,0.401518026565465,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,25,920,7,3.4285714285714293,0.3047619047619049,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,25,922,11,-0.4545454545454539,0.012995113837197092,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,25,923,7,0.5000000000000012,0.01630073186959402,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,25,925,5,-1.699999999999996,0.026888723483438848,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,25,926,7,-1.3214285714285707,0.06472201210287454,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,25,927,3,-16.999999999999993,0.7500000000000001,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,30,902,3,-3.000000000000002,0.6279069767441864,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,30,904,9,-1.5999999999999994,0.5628664495114006,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,30,906,9,-2.1333333333333337,0.3373044194345318,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,30,907,9,0.06666666666666567,0.0027713625866050418,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,30,910,3,3.499999999999996,0.9932432432432432,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,30,913,5,-4.700000000000002,0.39028268551236744,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,30,916,3,15.000000000000002,0.6515444015444016,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,30,917,10,-1.1393939393939385,0.09345814162568078,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,30,918,10,1.284848484848484,0.11036786012474831,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,30,921,3,-1.999999999999998,0.19672131147540972,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,30,922,8,-0.583333333333333,0.019825443615976046,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,30,923,13,-0.5494505494505495,0.042684696682545265,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,30,924,12,1.0000000000000018,0.08737270875763747,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,30,927,8,1.1190476190476182,0.0945957519698527,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,24,904,8,-2.238095238095237,0.245342218520061,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,24,905,6,-5.599999999999995,0.7246478873239437,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,24,907,7,0.6428571428571442,0.013089851325145396,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,24,910,3,-11.500000000000005,0.5930493273542601,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,24,912,9,-2.6833333333333305,0.37888813096862206,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,24,913,4,-0.40000000000000413,0.0016227180527382812,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,24,916,3,1.5000000000000029,0.011120263591433144,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,24,917,5,0.6999999999999956,0.018788343558282072,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,24,919,9,0.31666666666666676,0.010197740112994347,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,24,923,6,-0.48571428571428443,0.0071490414347554765,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,24,924,4,0.09999999999999772,0.0018691588785048063,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,24,926,9,-1.799999999999998,0.23033175355450253,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,24,927,4,-6.900000000000005,0.4716196136701336,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,27,901,3,-11.499999999999991,0.59304932735426,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,27,906,4,2.299999999999998,0.06169096209912517,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,27,908,9,0.8166666666666668,0.026864836640310474,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,27,909,6,1.7428571428571444,0.0875975987758465,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,27,911,9,2.899999999999999,0.522360248447205,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,27,914,7,-1.9285714285714242,0.11498422712933742,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,27,916,9,1.9666666666666643,0.21016301066612975,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,27,918,9,-0.983333333333333,0.03829763825729782,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,27,921,3,-8.000000000000004,0.6575342465753428,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,27,923,3,0.5000000000000041,0.0008055853920515554,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,27,924,12,-1.3251748251748237,0.15666480646984926,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,27,925,6,0.22857142857143026,0.0014080375476679396,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,27,927,3,15.000000000000002,0.7500000000000001,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,28,901,4,1.8999999999999984,0.9626666666666667,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,28,904,6,-3.1999999999999966,0.28117154811715483,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,28,908,10,-0.8363636363636362,0.05096175460004515,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,28,909,6,-1.6571428571428535,0.07532467532467546,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,28,911,7,-1.6785714285714277,0.11224593495934976,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,28,912,3,0.9999999999999922,0.4285714285714284,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,28,913,8,-0.4047619047619034,0.009304871373836732,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,28,915,8,0.6904761904761909,0.017918397784169704,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,28,919,3,-15.5,0.9832878581173261,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,28,924,4,-0.20000000000000207,0.06666666666666676,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,31,901,8,-1.8928571428571401,0.09126352383118352,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,31,903,4,4.399999999999998,0.3639097744360902,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,31,904,12,-0.5804195804195807,0.028522691044893578,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,31,907,10,-1.5575757575757547,0.1539485307656986,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,31,909,5,-0.999999999999999,0.01070663811563155,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,31,910,9,2.499999999999998,0.303180021559468,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,31,914,5,8.099999999999996,0.7109882964889467,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,31,915,4,-1.1000000000000039,0.0067017446690667,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,31,917,9,1.849999999999999,0.1272655281641648,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,31,919,4,1.7999999999999987,0.017647058823529238,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,31,920,5,1.4999999999999993,0.04418695993715638,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,31,926,12,1.4860139860139865,0.12476822180157643,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,26,902,7,-0.42857142857142877,0.0031457532331352622,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,26,906,10,-2.5636363636363626,0.22257259181030775,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,26,907,3,-4.5,0.8321917808219178,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,26,908,8,-1.2976190476190474,0.061771143657812444,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,26,910,4,9.399999999999999,0.5737662337662339,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,26,912,12,1.9790209790209798,0.2089267360344207,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,26,914,12,2.440559440559441,0.2893517986938894,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,26,915,8,3.511904761904762,0.4118103566578176,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,26,918,3,7.0,0.9423076923076923,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,26,920,3,10.999999999999996,0.5283842794759823,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,26,921,3,20.0,0.7687379884689303,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,26,922,10,1.6303030303030313,0.18350971426542617,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,26,924,6,1.437143444171146e-15,1.1102230246251565e-16,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,26,927,8,-1.4999999999999996,0.04701492537313423,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,32,901,7,-1.0357142857142854,0.06769156471345783,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,32,902,3,-2.0000000000000004,0.75,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,32,904,3,4.499999999999998,0.9642857142857144,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,32,906,8,0.8809523809523813,0.03898951925267713,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,32,908,11,-0.3090909090909082,0.016768204235567352,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,32,909,3,-1.4999999999999996,0.18243243243243257,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,32,910,6,2.8857142857142875,0.34302527601860666,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,32,913,3,3.4999999999999964,0.2893700787401573,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,32,914,5,-1.0000000000000016,0.028153153153153254,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,32,915,7,-2.4642857142857144,0.239679822795006,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,32,916,7,0.3928571428571448,0.004020467836257424,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,32,920,7,1.2500000000000004,0.06838990620812879,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,32,921,4,5.6000000000000005,0.2684931506849316,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,33,902,5,3.5999999999999983,0.1875000000000001,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,33,904,3,-12.5,0.8664510166358595,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,33,909,14,0.7516483516483516,0.05761546343001256,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,33,910,8,0.7023809523809531,0.014654929251339932,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,33,916,10,2.454545454545455,0.34172942904465764,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,33,917,8,-1.4642857142857133,0.13605827600161868,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,33,919,10,-0.16363636363636347,0.0016509161565586572,raiding_stable
exp2_np27_rho010_alpha5,27,0.1,5,33,920,7,1.7500000000000013,0.1083483754512633,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,33,921,10,2.8060606060606053,0.39733502373419183,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,33,925,4,6.500000000000001,0.36501079913606904,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,33,926,3,9.499999999999993,0.6718362282878411,raiding_base
exp2_np27_rho010_alpha5,27,0.1,5,33,927,7,3.07142857142857,0.33447901591895823,raiding_base
