config,n_platforms,rho_e,alpha,iteration,platform_id,n_bursts,slope,r2,classification
exp2_np27_rho015_alpha10,27,0.15,10,158,922,4,-10.20000000000001,0.8626865671641791,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,158,923,7,1.5357142857142865,0.03821511243386244,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,158,924,7,0.4642857142857176,0.0034848234905970887,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,158,925,11,2.654545454545455,0.1791411042944785,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,159,901,7,-2.678571428571427,0.2556818181818187,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,159,902,12,1.1398601398601405,0.03573252185342701,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,159,903,3,0.5000000000000009,0.017441860465115866,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,159,906,10,0.678787878787877,0.00534809516744339,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,159,908,3,32.0,0.9552238805970149,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,159,911,5,-10.700000000000003,0.6021986114033242,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,159,915,7,3.392857142857144,0.09925435509414049,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,159,917,10,-2.1696969696969672,0.09652444516745129,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,159,919,4,5.5,0.9293394777265745,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,159,921,14,-0.18681318681318898,0.0010417320002048536,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,159,924,10,2.4606060606060605,0.14771203876952632,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,159,925,8,-1.5238095238095233,0.03062933716200056,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,159,926,10,0.32121212121212417,0.0024955645759540124,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,160,901,4,-1.6000000000000032,0.046376811594202705,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,160,904,8,1.3690476190476215,0.028847139607068306,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,160,906,5,9.299999999999999,0.3500485672656629,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,160,908,8,5.464285714285716,0.6073266282116697,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,160,912,3,-15.499999999999991,0.75,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,160,913,7,2.9285714285714284,0.11011397877636564,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,160,915,4,-5.4000000000000075,0.6567567567567567,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,160,917,6,2.8000000000000003,0.091142604074402,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,160,918,5,-5.8000000000000025,0.5044991001799641,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,160,920,3,0.4999999999999993,0.1071428571428572,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,160,921,6,0.8000000000000023,0.005497382198952572,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,160,923,8,1.559523809523812,0.04562506148123935,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,160,926,3,26.0,0.9878226984900146,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,161,903,4,6.599999999999996,0.23444564047362737,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,161,904,10,0.8424242424242431,0.02761069787714443,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,161,905,8,-1.4642857142857122,0.031912672045562473,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,161,909,4,4.3999999999999995,0.09877551020408148,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,161,913,6,-2.057142857142854,0.1402597402597402,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,161,916,6,-0.7428571428571391,0.010369158400654332,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,161,918,5,-3.899999999999996,0.20388739946380685,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,161,919,5,-9.000000000000002,0.5807284198451392,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,161,922,8,-3.3214285714285703,0.39370305743115097,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,161,923,6,-0.25714285714285656,0.00647050991878606,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,161,924,8,0.16666666666666793,0.0009233610341644605,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,161,927,15,0.27142857142857113,0.003995204279258369,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,162,901,7,2.8571428571428594,0.16739903745553453,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,162,905,10,0.21818181818181726,0.002656434474616498,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,162,907,4,11.1,0.4728842832469774,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,162,909,9,4.083333333333332,0.6179649965682911,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,162,911,3,3.0000000000000018,0.182432432432432,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,162,912,7,-0.6071428571428565,0.01238429893726456,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,162,914,8,0.261904761904763,0.0017938682322244937,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,162,916,5,8.899999999999997,0.6332747041893187,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,162,918,3,-11.499999999999998,0.564366998577525,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,162,920,11,2.381818181818182,0.20742128482504396,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,162,923,4,0.5999999999999948,0.005325443786982298,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,162,925,6,-3.685714285714283,0.1334429253037167,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,163,906,5,8.3,0.851334651507662,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,163,907,8,0.8333333333333349,0.01336694164375185,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,163,910,9,0.3833333333333339,0.0041785150078988975,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,163,912,9,-4.666666666666668,0.3057245359538294,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,163,915,3,22.499999999999993,0.9919986936642717,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,163,917,5,12.499999999999998,0.7287779850746268,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,163,921,7,-3.6428571428571446,0.17447008317681778,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,163,923,7,8.142857142857144,0.5491422293585736,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,163,925,3,-16.999999999999993,0.6008316008316008,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,163,926,4,-12.700000000000008,0.5025393363452251,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,164,904,9,3.216666666666667,0.18286803691824316,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,164,906,3,-10.499999999999984,0.17490745637228966,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,164,908,6,-8.57142857142856,0.5206726319037334,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,164,909,10,-0.5818181818181813,0.02359519493686424,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,164,911,5,6.399999999999996,0.22188515709642487,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,164,912,3,-5.9999999999999964,0.25000000000000033,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,164,913,6,8.57142857142857,0.43154428923057264,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,164,918,5,1.8000000000000007,0.027117509206561308,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,164,921,9,1.983333333333331,0.08181135418271446,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,164,922,7,4.1071428571428585,0.1513019403258281,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,164,924,6,-0.2857142857142829,0.004112969564025071,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,164,927,9,0.6000000000000004,0.005241587575496198,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,165,901,10,-0.6787878787878792,0.008616402487106822,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,165,902,4,4.399999999999997,0.2942249240121577,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,165,903,3,-5.000000000000003,0.9493670886075949,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,165,906,4,-12.200000000000003,0.442449464922711,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,165,910,10,-1.8787878787878773,0.07108976692025237,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,165,911,7,-5.535714285714284,0.28940204297966665,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,165,913,5,-3.200000000000001,0.4942084942084942,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,165,919,5,-5.600000000000004,0.2263933006064106,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,165,920,12,-1.615384615384612,0.07624721008456181,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,165,921,3,-0.5000000000000072,0.0009907529722589237,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,165,922,6,-4.828571428571424,0.2624167343001087,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,165,924,6,-1.7714285714285654,0.03667472331764399,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,165,925,10,2.096969696969698,0.07930564829830289,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,165,927,7,1.6785714285714304,0.030240389880626495,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,166,905,6,7.25714285714286,0.4492966247272391,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,166,906,5,-3.299999999999994,0.059534222610977405,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,166,908,3,24.999999999999993,0.8095854922279793,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,166,909,4,4.4999999999999964,0.2141723955579059,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,166,910,7,3.642857142857145,0.15680009645526904,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,166,911,11,2.0272727272727273,0.15590983195385,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,166,914,11,2.69090909090909,0.1608931981783458,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,166,918,9,-1.0999999999999988,0.02883749668991098,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,166,920,8,-1.2499999999999987,0.026388539834129143,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,166,921,13,0.6868131868131883,0.0237239909142809,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,166,923,8,0.4642857142857147,0.0063317223033982906,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,166,925,5,5.800000000000001,0.24222350230414758,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,166,926,4,2.999999999999998,0.026690391459074814,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,167,902,15,-0.20714285714285552,0.0021333193535955086,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,167,903,4,23.6,0.8258600237247924,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,167,904,11,-0.8363636363636335,0.02150515778240758,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,167,908,4,-1.700000000000012,0.06605714285714237,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,167,911,6,-8.857142857142849,0.42120795955936063,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,167,912,3,-6.500000000000001,0.5348101265822784,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,167,913,11,2.2363636363636368,0.12762242186511463,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,167,914,8,-0.023809523809523905,4.1918175720523365e-06,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,167,916,13,0.12087912087912152,0.0003460742028853492,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,167,917,10,-0.006060606060605276,9.001345702142061e-07,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,167,921,6,1.4285714285714304,0.05102040816326525,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,167,922,10,2.1696969696969695,0.08880001773727764,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,167,923,3,4.499999999999996,0.402317880794702,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,167,925,6,-3.114285714285709,0.06690568481515191,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,168,901,9,1.716666666666668,0.051228109708987835,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,168,902,5,4.999999999999999,0.4376750700280112,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,168,904,8,-2.249999999999997,0.10312215822976656,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,168,905,9,0.5833333333333339,0.00983461785484896,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,168,906,4,16.7,0.9169488739108992,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,168,912,8,3.1785714285714293,0.09646541120497543,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,168,913,4,-2.400000000000003,0.027118644067796738,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,168,914,10,-1.7212121212121212,0.0784478499204394,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,168,919,13,-0.664835164835165,0.016659005261337345,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,168,921,3,27.999999999999993,0.8546511627906976,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,168,924,3,-10.500000000000002,0.7143628509719222,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,168,926,6,1.142857142857146,0.011031439602868343,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,169,901,3,-3.9999999999999942,0.10714285714285698,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,169,902,10,2.5090909090909084,0.11339224045537899,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,169,903,8,-6.833333333333326,0.3962353099639695,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,169,906,6,-2.085714285714278,0.037972518793867205,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,169,910,11,-0.26363636363636284,0.0012311160557445522,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,169,913,6,7.028571428571428,0.19137712936414242,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,169,918,10,0.7939393939393958,0.009830254683849349,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,169,920,8,-0.9761904761904735,0.007204357757863211,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,169,921,3,-19.0,0.8279816513761468,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,169,922,7,-3.535714285714286,0.17027449617790147,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,169,923,10,0.4303030303030305,0.004471695083796412,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,169,924,5,4.799999999999998,0.09675793717453374,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,169,926,6,-6.742857142857133,0.24653702009620226,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,169,927,3,30.499999999999993,0.880085146641438,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,170,901,6,-4.485714285714281,0.255752503155965,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,170,902,4,-1.600000000000006,0.012451361867704347,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,170,904,10,-1.8303030303030288,0.05667618685418718,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,170,906,5,-1.4000000000000004,0.09664694280078912,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,170,908,6,-3.971428571428567,0.17460049702537828,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,170,911,4,-9.400000000000004,0.41405810684161193,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,170,912,9,2.5166666666666653,0.10634133449412353,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,170,914,3,-24.500000000000007,0.630294014700735,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,170,916,7,3.535714285714288,0.10208524289642529,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,170,918,5,1.8999999999999952,0.02020371614058647,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,170,925,12,1.632867132867133,0.09637269523525438,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,170,926,12,-1.6188811188811167,0.06836079693939157,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,170,927,3,-12.499999999999998,0.8664510166358597,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,171,902,8,2.976190476190478,0.09936533374033385,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,171,904,3,3.000000000000009,0.01158301158301156,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,171,906,9,2.233333333333333,0.060749729339588776,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,171,907,7,4.285714285714287,0.16539557107415248,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,171,909,9,-4.399999999999999,0.544613461137737,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,171,910,8,0.09523809523809683,0.00012296719849980153,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,171,911,7,3.6785714285714324,0.1025460098979275,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,171,915,11,1.781818181818181,0.05563827013874789,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,171,917,3,-13.499999999999998,0.8052282768777616,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,171,919,3,9.499999999999984,0.10714285714285687,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,171,920,7,-1.6785714285714277,0.10155388010297883,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,171,922,8,2.0833333333333326,0.05500861277708624,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,171,925,7,-2.32142857142857,0.39149369903632336,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,172,901,4,4.499999999999993,0.8116232464929857,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,172,904,4,1.1999999999999877,0.010041841004184149,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,172,907,10,1.0242424242424233,0.04737450591082404,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,172,909,6,-0.39999999999999636,0.001874163319946609,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,172,910,9,-0.7833333333333353,0.013903575025176251,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,172,913,9,6.516666666666663,0.6662836306583765,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,172,914,10,1.5030303030303023,0.1089916710969342,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,172,916,11,-0.37272727272727213,0.004001618739287727,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,172,922,8,-1.9523809523809508,0.07849729742350486,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,172,923,3,2.999999999999993,0.010684606252473139,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,172,924,6,0.22857142857143073,0.000807672892478406,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,172,925,10,1.4303030303030324,0.04839309484337617,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,173,902,12,2.0699300699300713,0.10371257135348988,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,173,904,3,-16.99999999999999,0.7500000000000001,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,173,906,4,14.999999999999996,0.5380200860832138,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,173,908,7,4.392857142857144,0.30340526231349274,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,173,911,3,3.000000000000002,0.0332922318125769,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,173,914,6,4.885714285714285,0.11757617997708047,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,173,915,9,4.166666666666664,0.26984629555005457,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,173,916,11,2.2727272727272734,0.14298787462823148,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,173,918,3,0.4999999999999993,0.006756756756756799,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,173,920,8,3.6904761904761942,0.1736826505309883,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,173,921,4,-8.50000000000001,0.6307289393278046,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,173,922,7,0.8928571428571463,0.004914758429793609,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,173,923,9,1.5499999999999983,0.02648409749724423,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,173,924,3,1.0000000000000033,1.0,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,173,925,12,0.38461538461538636,0.00352524933127063,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,174,901,6,2.6571428571428566,0.10016793097457866,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,174,902,8,-0.8214285714285691,0.010547303359585092,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,174,905,4,12.399999999999999,0.7449612403100775,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,174,909,5,6.3999999999999995,0.2718343509423947,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,174,914,7,4.571428571428571,0.3319286871961106,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,174,915,9,-0.5166666666666688,0.0060012489592004,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,174,916,5,1.8000000000000014,0.02196312364425157,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,174,917,4,14.8,0.7296469020652898,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,174,920,8,0.011904761904763455,3.3518017610312256e-06,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,174,923,9,3.4166666666666643,0.5554943602396898,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,174,924,6,3.685714285714287,0.08380068318967349,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,174,925,4,4.699999999999999,0.7230769230769228,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,175,901,10,-0.19393939393939363,0.0014000317194690082,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,175,902,6,-9.59999999999999,0.8479495268138801,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,175,903,11,1.0090909090909093,0.02889811426963118,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,175,905,9,-2.766666666666667,0.11240006526350133,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,175,906,3,3.0000000000000018,0.0769230769230772,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,175,908,6,-6.14285714285714,0.3671030165054071,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,175,911,3,2.4999999999999996,0.20604395604395598,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,175,912,5,0.9999999999999978,0.00768521364893926,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,175,914,9,-3.5833333333333295,0.17013667370074104,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,175,918,10,4.151515151515152,0.30656819374182087,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,175,919,12,-0.38461538461538325,0.007104168640047148,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,175,922,5,-1.8000000000000027,0.024846625766871022,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,175,925,3,13.499999999999995,0.7222589167767505,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,176,901,7,-5.607142857142858,0.35533675469957315,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,176,902,8,-4.011904761904761,0.43616804734636816,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,176,903,4,-5.700000000000003,0.13285626661214478,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,176,907,7,1.3928571428571468,0.016483873764521983,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,176,910,12,-1.2447552447552421,0.09330422525256876,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,176,912,4,-4.2000000000000055,0.2491525423728812,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,176,914,5,-2.400000000000006,0.104575163398693,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,176,916,5,5.800000000000003,0.2289681459297579,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,176,920,3,5.999999999999997,0.9908256880733944,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,176,921,12,-0.46853146853146715,0.01338661338661351,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,176,922,4,-2.700000000000006,0.0329938900203669,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,176,924,4,6.9999999999999964,0.20588235294117652,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,176,927,3,8.000000000000005,0.10250934329951966,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,177,901,5,3.3999999999999995,0.0710073710073712,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,177,903,6,-5.2571428571428545,0.18630860664758953,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,177,905,3,-22.99999999999999,0.7012814847547504,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,177,907,7,-3.428571428571427,0.20839363241678732,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,177,911,3,-12.000000000000007,0.40870387890255433,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,177,912,8,4.464285714285714,0.32011226977525564,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,177,916,10,-0.06666666666666644,0.00019297229970360874,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,177,917,8,-0.8809523809523773,0.012934618291761124,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,177,918,6,1.9142857142857173,0.03879917601809291,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,177,919,4,10.999999999999996,0.3851050286441756,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,177,920,5,-2.7000000000000055,0.062053115423901795,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,177,924,9,6.049999999999999,0.642232583831557,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,177,927,4,3.700000000000001,0.03331305511619431,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,178,901,3,20.499999999999993,0.6250619732275657,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,178,902,4,12.5,0.6800870511425463,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,178,905,10,2.727272727272729,0.15940262978916353,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,178,906,4,5.399999999999999,0.12722513089005238,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,178,909,5,6.699999999999999,0.23537122483221473,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,178,910,6,0.8857142857142866,0.008629798697897373,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,178,911,9,0.2500000000000001,0.0019551616266946237,raiding_stable
exp2_np27_rho015_alpha10,27,0.15,10,178,914,10,2.89090909090909,0.21081847368347906,raiding_base
exp2_np27_rho015_alpha10,27,0.15,10,178,915,6,6.571428571428573,0.38635699678644464,raiding_base
