config,n_platforms,rho_e,alpha,iteration,platform_id,burst_index,burst_step,burst_size
exp2_np27_rho005_alpha10,27,0.05,10,25,902,1,74,10.0
exp2_np27_rho005_alpha10,27,0.05,10,25,903,0,66,12.0
exp2_np27_rho005_alpha10,27,0.05,10,25,906,0,10,13.0
exp2_np27_rho005_alpha10,27,0.05,10,25,906,1,72,15.0
exp2_np27_rho005_alpha10,27,0.05,10,25,908,0,87,16.0
exp2_np27_rho005_alpha10,27,0.05,10,25,913,0,6,10.0
exp2_np27_rho005_alpha10,27,0.05,10,25,913,1,70,12.0
exp2_np27_rho005_alpha10,27,0.05,10,25,913,2,75,10.0
exp2_np27_rho005_alpha10,27,0.05,10,25,913,3,91,18.0
exp2_np27_rho005_alpha10,27,0.05,10,25,918,0,67,11.0
exp2_np27_rho005_alpha10,27,0.05,10,25,923,0,69,11.0
exp2_np27_rho005_alpha10,27,0.05,10,25,923,1,98,18.0
exp2_np27_rho005_alpha10,27,0.05,10,25,926,0,94,18.0
exp2_np27_rho005_alpha10,27,0.05,10,20,906,0,70,15.0
exp2_np27_rho005_alpha10,27,0.05,10,20,907,0,67,15.0
exp2_np27_rho005_alpha10,27,0.05,10,20,909,0,57,11.0
exp2_np27_rho005_alpha10,27,0.05,10,20,916,0,55,11.0
exp2_np27_rho005_alpha10,27,0.05,10,20,918,0,91,13.0
exp2_np27_rho005_alpha10,27,0.05,10,20,924,0,64,12.0
exp2_np27_rho005_alpha10,27,0.05,10,24,914,0,19,10.0
exp2_np27_rho005_alpha10,27,0.05,10,24,920,0,22,10.0
exp2_np27_rho005_alpha10,27,0.05,10,22,915,0,77,12.0
exp2_np27_rho005_alpha10,27,0.05,10,22,926,0,74,12.0
exp2_np27_rho005_alpha10,27,0.05,10,26,905,0,68,15.0
exp2_np27_rho005_alpha10,27,0.05,10,26,905,1,83,23.0
exp2_np27_rho005_alpha10,27,0.05,10,26,905,2,88,23.0
exp2_np27_rho005_alpha10,27,0.05,10,26,910,0,66,15.0
exp2_np27_rho005_alpha10,27,0.05,10,26,910,1,75,11.0
exp2_np27_rho005_alpha10,27,0.05,10,26,910,2,95,18.0
exp2_np27_rho005_alpha10,27,0.05,10,26,912,0,81,15.0
exp2_np27_rho005_alpha10,27,0.05,10,26,917,0,77,13.0
exp2_np27_rho005_alpha10,27,0.05,10,26,917,1,92,24.0
exp2_np27_rho005_alpha10,27,0.05,10,26,917,2,97,18.0
exp2_np27_rho005_alpha10,27,0.05,10,26,920,0,94,12.0
exp2_np27_rho005_alpha10,27,0.05,10,26,924,0,70,19.0
exp2_np27_rho005_alpha10,27,0.05,10,26,924,1,79,19.0
exp2_np27_rho005_alpha10,27,0.05,10,26,925,0,34,13.0
exp2_np27_rho005_alpha10,27,0.05,10,26,925,1,86,23.0
exp2_np27_rho005_alpha10,27,0.05,10,29,901,0,16,13.0
exp2_np27_rho005_alpha10,27,0.05,10,29,901,1,93,19.0
exp2_np27_rho005_alpha10,27,0.05,10,29,903,0,90,22.0
exp2_np27_rho005_alpha10,27,0.05,10,29,905,0,14,19.0
exp2_np27_rho005_alpha10,27,0.05,10,29,905,1,27,23.0
exp2_np27_rho005_alpha10,27,0.05,10,29,905,2,31,14.0
exp2_np27_rho005_alpha10,27,0.05,10,29,905,3,59,10.0
exp2_np27_rho005_alpha10,27,0.05,10,29,905,4,65,17.0
exp2_np27_rho005_alpha10,27,0.05,10,29,905,5,69,10.0
exp2_np27_rho005_alpha10,27,0.05,10,29,905,6,84,12.0
exp2_np27_rho005_alpha10,27,0.05,10,29,907,0,38,21.0
exp2_np27_rho005_alpha10,27,0.05,10,29,908,0,20,15.0
exp2_np27_rho005_alpha10,27,0.05,10,29,910,0,98,13.0
exp2_np27_rho005_alpha10,27,0.05,10,29,911,0,43,16.0
exp2_np27_rho005_alpha10,27,0.05,10,29,914,0,10,19.0
exp2_np27_rho005_alpha10,27,0.05,10,29,914,1,61,10.0
exp2_np27_rho005_alpha10,27,0.05,10,29,914,2,88,22.0
exp2_np27_rho005_alpha10,27,0.05,10,29,917,0,5,12.0
exp2_np27_rho005_alpha10,27,0.05,10,29,917,1,24,10.0
exp2_np27_rho005_alpha10,27,0.05,10,29,917,2,30,10.0
exp2_np27_rho005_alpha10,27,0.05,10,29,918,0,24,13.0
exp2_np27_rho005_alpha10,27,0.05,10,29,918,1,32,16.0
exp2_np27_rho005_alpha10,27,0.05,10,29,918,2,51,14.0
exp2_np27_rho005_alpha10,27,0.05,10,29,921,0,63,17.0
exp2_np27_rho005_alpha10,27,0.05,10,29,922,0,8,12.0
exp2_np27_rho005_alpha10,27,0.05,10,29,922,1,11,19.0
exp2_np27_rho005_alpha10,27,0.05,10,29,922,2,36,16.0
exp2_np27_rho005_alpha10,27,0.05,10,29,923,0,53,14.0
exp2_np27_rho005_alpha10,27,0.05,10,29,923,1,82,25.0
exp2_np27_rho005_alpha10,27,0.05,10,29,924,0,39,15.0
exp2_np27_rho005_alpha10,27,0.05,10,29,924,1,49,13.0
exp2_np27_rho005_alpha10,27,0.05,10,29,924,2,71,14.0
exp2_np27_rho005_alpha10,27,0.05,10,29,924,3,84,13.0
exp2_np27_rho005_alpha10,27,0.05,10,29,926,0,61,10.0
exp2_np27_rho005_alpha10,27,0.05,10,29,926,1,86,11.0
exp2_np27_rho005_alpha10,27,0.05,10,31,904,0,25,12.0
exp2_np27_rho005_alpha10,27,0.05,10,31,904,1,38,11.0
exp2_np27_rho005_alpha10,27,0.05,10,31,904,2,53,20.0
exp2_np27_rho005_alpha10,27,0.05,10,31,904,3,58,13.0
exp2_np27_rho005_alpha10,27,0.05,10,31,904,4,67,17.0
exp2_np27_rho005_alpha10,27,0.05,10,31,906,0,12,14.0
exp2_np27_rho005_alpha10,27,0.05,10,31,906,1,95,25.0
exp2_np27_rho005_alpha10,27,0.05,10,31,907,0,17,18.0
exp2_np27_rho005_alpha10,27,0.05,10,31,907,1,36,11.0
exp2_np27_rho005_alpha10,27,0.05,10,31,907,2,49,10.0
exp2_np27_rho005_alpha10,27,0.05,10,31,908,0,27,18.0
exp2_np27_rho005_alpha10,27,0.05,10,31,908,1,40,23.0
exp2_np27_rho005_alpha10,27,0.05,10,31,908,2,60,13.0
exp2_np27_rho005_alpha10,27,0.05,10,31,908,3,74,16.0
exp2_np27_rho005_alpha10,27,0.05,10,31,908,4,89,22.0
exp2_np27_rho005_alpha10,27,0.05,10,31,908,5,98,25.0
exp2_np27_rho005_alpha10,27,0.05,10,31,910,0,47,17.0
exp2_np27_rho005_alpha10,27,0.05,10,31,911,0,28,21.0
exp2_np27_rho005_alpha10,27,0.05,10,31,911,1,56,20.0
exp2_np27_rho005_alpha10,27,0.05,10,31,911,2,80,18.0
exp2_np27_rho005_alpha10,27,0.05,10,31,912,0,38,12.0
exp2_np27_rho005_alpha10,27,0.05,10,31,914,0,93,25.0
exp2_np27_rho005_alpha10,27,0.05,10,31,915,0,15,16.0
exp2_np27_rho005_alpha10,27,0.05,10,31,916,0,19,18.0
exp2_np27_rho005_alpha10,27,0.05,10,31,917,0,9,10.0
exp2_np27_rho005_alpha10,27,0.05,10,31,917,1,33,11.0
exp2_np27_rho005_alpha10,27,0.05,10,31,917,2,42,27.0
exp2_np27_rho005_alpha10,27,0.05,10,31,917,3,73,11.0
exp2_np27_rho005_alpha10,27,0.05,10,31,920,0,64,20.0
exp2_np27_rho005_alpha10,27,0.05,10,31,920,1,91,22.0
exp2_np27_rho005_alpha10,27,0.05,10,31,922,0,35,12.0
exp2_np27_rho005_alpha10,27,0.05,10,31,922,1,66,11.0
exp2_np27_rho005_alpha10,27,0.05,10,31,924,0,90,22.0
exp2_np27_rho005_alpha10,27,0.05,10,31,926,0,85,18.0
exp2_np27_rho005_alpha10,27,0.05,10,31,927,0,77,11.0
exp2_np27_rho005_alpha10,27,0.05,10,30,905,0,74,12.0
exp2_np27_rho005_alpha10,27,0.05,10,30,909,0,82,15.0
exp2_np27_rho005_alpha10,27,0.05,10,30,911,0,78,12.0
exp2_np27_rho005_alpha10,27,0.05,10,30,917,0,98,11.0
exp2_np27_rho005_alpha10,27,0.05,10,30,919,0,79,12.0
exp2_np27_rho005_alpha10,27,0.05,10,30,923,0,84,15.0
exp2_np27_rho005_alpha10,27,0.05,10,30,924,0,80,12.0
exp2_np27_rho005_alpha10,27,0.05,10,28,902,0,66,18.0
exp2_np27_rho005_alpha10,27,0.05,10,28,902,1,86,11.0
exp2_np27_rho005_alpha10,27,0.05,10,28,903,0,51,10.0
exp2_np27_rho005_alpha10,27,0.05,10,28,906,0,57,16.0
exp2_np27_rho005_alpha10,27,0.05,10,28,906,1,70,10.0
exp2_np27_rho005_alpha10,27,0.05,10,28,906,2,82,10.0
exp2_np27_rho005_alpha10,27,0.05,10,28,906,3,96,12.0
exp2_np27_rho005_alpha10,27,0.05,10,28,909,0,15,11.0
exp2_np27_rho005_alpha10,27,0.05,10,28,909,1,92,20.0
exp2_np27_rho005_alpha10,27,0.05,10,28,912,0,71,16.0
exp2_np27_rho005_alpha10,27,0.05,10,28,913,0,76,16.0
exp2_np27_rho005_alpha10,27,0.05,10,28,917,0,90,20.0
exp2_np27_rho005_alpha10,27,0.05,10,28,918,0,55,16.0
exp2_np27_rho005_alpha10,27,0.05,10,28,918,1,68,18.0
exp2_np27_rho005_alpha10,27,0.05,10,28,918,2,73,16.0
exp2_np27_rho005_alpha10,27,0.05,10,28,919,0,80,19.0
exp2_np27_rho005_alpha10,27,0.05,10,28,920,0,75,16.0
exp2_np27_rho005_alpha10,27,0.05,10,28,922,0,43,11.0
exp2_np27_rho005_alpha10,27,0.05,10,28,922,1,84,11.0
exp2_np27_rho005_alpha10,27,0.05,10,28,924,0,88,15.0
exp2_np27_rho005_alpha10,27,0.05,10,28,925,0,89,19.0
exp2_np27_rho005_alpha10,27,0.05,10,28,925,1,98,12.0
exp2_np27_rho005_alpha10,27,0.05,10,28,927,0,13,11.0
exp2_np27_rho005_alpha10,27,0.05,10,27,903,0,95,11.0
exp2_np27_rho005_alpha10,27,0.05,10,27,905,0,24,14.0
exp2_np27_rho005_alpha10,27,0.05,10,27,908,0,30,14.0
exp2_np27_rho005_alpha10,27,0.05,10,27,917,0,98,12.0
exp2_np27_rho005_alpha10,27,0.05,10,27,920,0,46,19.0
exp2_np27_rho005_alpha10,27,0.05,10,27,922,0,96,12.0
exp2_np27_rho005_alpha10,27,0.05,10,27,925,0,48,13.0
exp2_np27_rho005_alpha10,27,0.05,10,27,927,0,64,10.0
exp2_np27_rho005_alpha10,27,0.05,10,33,901,0,53,17.0
exp2_np27_rho005_alpha10,27,0.05,10,33,901,1,71,14.0
exp2_np27_rho005_alpha10,27,0.05,10,33,903,0,69,13.0
exp2_np27_rho005_alpha10,27,0.05,10,33,905,0,39,14.0
exp2_np27_rho005_alpha10,27,0.05,10,33,905,1,44,14.0
exp2_np27_rho005_alpha10,27,0.05,10,33,905,2,75,14.0
exp2_np27_rho005_alpha10,27,0.05,10,33,906,0,77,14.0
exp2_np27_rho005_alpha10,27,0.05,10,33,911,0,83,16.0
exp2_np27_rho005_alpha10,27,0.05,10,33,913,0,40,14.0
exp2_np27_rho005_alpha10,27,0.05,10,33,913,1,46,14.0
exp2_np27_rho005_alpha10,27,0.05,10,33,914,0,25,11.0
exp2_np27_rho005_alpha10,27,0.05,10,33,914,1,86,14.0
exp2_np27_rho005_alpha10,27,0.05,10,33,917,0,19,13.0
exp2_np27_rho005_alpha10,27,0.05,10,33,917,1,90,10.0
exp2_np27_rho005_alpha10,27,0.05,10,33,919,0,58,13.0
exp2_np27_rho005_alpha10,27,0.05,10,33,919,1,80,13.0
exp2_np27_rho005_alpha10,27,0.05,10,33,921,0,97,14.0
exp2_np27_rho005_alpha10,27,0.05,10,33,922,0,56,11.0
exp2_np27_rho005_alpha10,27,0.05,10,33,922,1,72,14.0
exp2_np27_rho005_alpha10,27,0.05,10,33,923,0,23,11.0
exp2_np27_rho005_alpha10,27,0.05,10,33,923,1,27,15.0
exp2_np27_rho005_alpha10,27,0.05,10,33,924,0,37,14.0
exp2_np27_rho005_alpha10,27,0.05,10,33,924,1,61,12.0
exp2_np27_rho005_alpha10,27,0.05,10,33,927,0,42,14.0
exp2_np27_rho005_alpha10,27,0.05,10,36,901,0,60,17.0
exp2_np27_rho005_alpha10,27,0.05,10,36,904,0,5,10.0
exp2_np27_rho005_alpha10,27,0.05,10,36,904,1,57,17.0
exp2_np27_rho005_alpha10,27,0.05,10,36,905,0,8,14.0
exp2_np27_rho005_alpha10,27,0.05,10,36,905,1,52,17.0
exp2_np27_rho005_alpha10,27,0.05,10,36,905,2,59,17.0
exp2_np27_rho005_alpha10,27,0.05,10,36,905,3,68,18.0
exp2_np27_rho005_alpha10,27,0.05,10,36,907,0,7,10.0
exp2_np27_rho005_alpha10,27,0.05,10,36,907,1,89,13.0
exp2_np27_rho005_alpha10,27,0.05,10,36,911,0,39,19.0
exp2_np27_rho005_alpha10,27,0.05,10,36,911,1,67,18.0
exp2_np27_rho005_alpha10,27,0.05,10,36,913,0,32,18.0
exp2_np27_rho005_alpha10,27,0.05,10,36,913,1,51,17.0
exp2_np27_rho005_alpha10,27,0.05,10,36,913,2,94,18.0
exp2_np27_rho005_alpha10,27,0.05,10,36,915,0,30,18.0
exp2_np27_rho005_alpha10,27,0.05,10,36,915,1,87,11.0
exp2_np27_rho005_alpha10,27,0.05,10,36,917,0,21,14.0
exp2_np27_rho005_alpha10,27,0.05,10,36,917,1,53,17.0
exp2_np27_rho005_alpha10,27,0.05,10,36,917,2,75,10.0
exp2_np27_rho005_alpha10,27,0.05,10,36,917,3,93,18.0
exp2_np27_rho005_alpha10,27,0.05,10,36,919,0,62,18.0
exp2_np27_rho005_alpha10,27,0.05,10,36,921,0,17,14.0
exp2_np27_rho005_alpha10,27,0.05,10,36,921,1,33,19.0
exp2_np27_rho005_alpha10,27,0.05,10,36,926,0,69,16.0
exp2_np27_rho005_alpha10,27,0.05,10,36,927,0,35,19.0
exp2_np27_rho005_alpha10,27,0.05,10,36,927,1,42,11.0
exp2_np27_rho005_alpha10,27,0.05,10,36,927,2,92,14.0
exp2_np27_rho005_alpha10,27,0.05,10,35,905,0,35,15.0
exp2_np27_rho005_alpha10,27,0.05,10,35,905,1,52,21.0
exp2_np27_rho005_alpha10,27,0.05,10,35,906,0,48,18.0
exp2_np27_rho005_alpha10,27,0.05,10,35,908,0,82,17.0
exp2_np27_rho005_alpha10,27,0.05,10,35,909,0,55,11.0
exp2_np27_rho005_alpha10,27,0.05,10,35,909,1,68,17.0
exp2_np27_rho005_alpha10,27,0.05,10,35,913,0,39,11.0
exp2_np27_rho005_alpha10,27,0.05,10,35,913,1,46,17.0
exp2_np27_rho005_alpha10,27,0.05,10,35,913,2,50,13.0
exp2_np27_rho005_alpha10,27,0.05,10,35,913,3,74,13.0
exp2_np27_rho005_alpha10,27,0.05,10,35,915,0,21,14.0
exp2_np27_rho005_alpha10,27,0.05,10,35,915,1,67,14.0
exp2_np27_rho005_alpha10,27,0.05,10,35,918,0,90,17.0
exp2_np27_rho005_alpha10,27,0.05,10,35,919,0,86,17.0
exp2_np27_rho005_alpha10,27,0.05,10,35,921,0,80,17.0
exp2_np27_rho005_alpha10,27,0.05,10,35,924,0,54,10.0
exp2_np27_rho005_alpha10,27,0.05,10,35,927,0,22,15.0
exp2_np27_rho005_alpha10,27,0.05,10,35,927,1,37,19.0
exp2_np27_rho005_alpha10,27,0.05,10,35,927,2,43,17.0
exp2_np27_rho005_alpha10,27,0.05,10,34,901,0,33,10.0
exp2_np27_rho005_alpha10,27,0.05,10,34,904,0,94,12.0
exp2_np27_rho005_alpha10,27,0.05,10,34,908,0,84,17.0
exp2_np27_rho005_alpha10,27,0.05,10,34,920,0,88,17.0
exp2_np27_rho005_alpha10,27,0.05,10,34,922,0,81,11.0
exp2_np27_rho005_alpha10,27,0.05,10,34,924,0,91,17.0
exp2_np27_rho005_alpha10,27,0.05,10,32,902,0,71,14.0
exp2_np27_rho005_alpha10,27,0.05,10,32,903,0,79,13.0
exp2_np27_rho005_alpha10,27,0.05,10,32,905,0,51,15.0
exp2_np27_rho005_alpha10,27,0.05,10,32,905,1,55,18.0
exp2_np27_rho005_alpha10,27,0.05,10,32,905,2,60,18.0
exp2_np27_rho005_alpha10,27,0.05,10,32,905,3,75,21.0
exp2_np27_rho005_alpha10,27,0.05,10,32,905,4,98,19.0
exp2_np27_rho005_alpha10,27,0.05,10,32,909,0,94,12.0
exp2_np27_rho005_alpha10,27,0.05,10,32,910,0,92,10.0
exp2_np27_rho005_alpha10,27,0.05,10,32,914,0,73,21.0
exp2_np27_rho005_alpha10,27,0.05,10,32,914,1,81,13.0
exp2_np27_rho005_alpha10,27,0.05,10,32,916,0,53,19.0
exp2_np27_rho005_alpha10,27,0.05,10,32,916,1,84,13.0
exp2_np27_rho005_alpha10,27,0.05,10,32,917,0,40,12.0
exp2_np27_rho005_alpha10,27,0.05,10,32,917,1,95,17.0
exp2_np27_rho005_alpha10,27,0.05,10,32,923,0,58,18.0
exp2_np27_rho005_alpha10,27,0.05,10,32,927,0,66,11.0
exp2_np27_rho005_alpha10,27,0.05,10,37,901,0,50,18.0
exp2_np27_rho005_alpha10,27,0.05,10,37,903,0,62,15.0
exp2_np27_rho005_alpha10,27,0.05,10,37,904,0,21,17.0
exp2_np27_rho005_alpha10,27,0.05,10,37,905,0,45,17.0
exp2_np27_rho005_alpha10,27,0.05,10,37,906,0,28,17.0
exp2_np27_rho005_alpha10,27,0.05,10,37,906,1,39,17.0
exp2_np27_rho005_alpha10,27,0.05,10,37,906,2,67,10.0
exp2_np27_rho005_alpha10,27,0.05,10,37,911,0,53,18.0
exp2_np27_rho005_alpha10,27,0.05,10,37,911,1,63,10.0
exp2_np27_rho005_alpha10,27,0.05,10,37,911,2,69,10.0
exp2_np27_rho005_alpha10,27,0.05,10,37,912,0,30,17.0
exp2_np27_rho005_alpha10,27,0.05,10,37,913,0,32,17.0
exp2_np27_rho005_alpha10,27,0.05,10,37,916,0,52,18.0
exp2_np27_rho005_alpha10,27,0.05,10,37,917,0,36,17.0
exp2_np27_rho005_alpha10,27,0.05,10,37,918,0,24,10.0
exp2_np27_rho005_alpha10,27,0.05,10,37,918,1,34,17.0
exp2_np27_rho005_alpha10,27,0.05,10,37,924,0,20,17.0
exp2_np27_rho005_alpha10,27,0.05,10,37,925,0,17,11.0
exp2_np27_rho005_alpha10,27,0.05,10,37,925,1,60,15.0
exp2_np27_rho005_alpha10,27,0.05,10,38,904,0,16,12.0
exp2_np27_rho005_alpha10,27,0.05,10,38,904,1,42,13.0
exp2_np27_rho005_alpha10,27,0.05,10,38,904,2,96,17.0
exp2_np27_rho005_alpha10,27,0.05,10,38,906,0,30,11.0
exp2_np27_rho005_alpha10,27,0.05,10,38,908,0,12,12.0
exp2_np27_rho005_alpha10,27,0.05,10,38,908,1,51,16.0
exp2_np27_rho005_alpha10,27,0.05,10,38,911,0,95,10.0
exp2_np27_rho005_alpha10,27,0.05,10,38,912,0,18,12.0
exp2_np27_rho005_alpha10,27,0.05,10,38,913,0,23,13.0
exp2_np27_rho005_alpha10,27,0.05,10,38,915,0,59,11.0
exp2_np27_rho005_alpha10,27,0.05,10,38,916,0,8,11.0
exp2_np27_rho005_alpha10,27,0.05,10,38,916,1,53,11.0
exp2_np27_rho005_alpha10,27,0.05,10,38,917,0,71,10.0
exp2_np27_rho005_alpha10,27,0.05,10,38,919,0,14,12.0
exp2_np27_rho005_alpha10,27,0.05,10,38,919,1,47,13.0
exp2_np27_rho005_alpha10,27,0.05,10,38,919,2,73,15.0
exp2_np27_rho005_alpha10,27,0.05,10,38,920,0,45,18.0
exp2_np27_rho005_alpha10,27,0.05,10,38,920,1,49,16.0
exp2_np27_rho005_alpha10,27,0.05,10,39,901,0,55,10.0
exp2_np27_rho005_alpha10,27,0.05,10,39,901,1,74,16.0
exp2_np27_rho005_alpha10,27,0.05,10,39,901,2,99,15.0
exp2_np27_rho005_alpha10,27,0.05,10,39,904,0,81,17.0
exp2_np27_rho005_alpha10,27,0.05,10,39,911,0,14,15.0
exp2_np27_rho005_alpha10,27,0.05,10,39,913,0,91,21.0
exp2_np27_rho005_alpha10,27,0.05,10,39,915,0,72,14.0
exp2_np27_rho005_alpha10,27,0.05,10,39,917,0,69,10.0
exp2_np27_rho005_alpha10,27,0.05,10,39,919,0,9,11.0
exp2_np27_rho005_alpha10,27,0.05,10,39,919,1,12,14.0
exp2_np27_rho005_alpha10,27,0.05,10,39,919,2,52,10.0
exp2_np27_rho005_alpha10,27,0.05,10,39,919,3,58,15.0
exp2_np27_rho005_alpha10,27,0.05,10,39,919,4,85,20.0
exp2_np27_rho005_alpha10,27,0.05,10,39,920,0,11,16.0
exp2_np27_rho005_alpha10,27,0.05,10,39,920,1,89,21.0
exp2_np27_rho005_alpha10,27,0.05,10,39,924,0,19,15.0
exp2_np27_rho005_alpha10,27,0.05,10,39,924,1,83,11.0
exp2_np27_rho005_alpha10,27,0.05,10,45,908,0,93,15.0
exp2_np27_rho005_alpha10,27,0.05,10,45,910,0,91,15.0
exp2_np27_rho005_alpha10,27,0.05,10,45,911,0,38,12.0
exp2_np27_rho005_alpha10,27,0.05,10,45,911,1,52,10.0
exp2_np27_rho005_alpha10,27,0.05,10,45,913,0,45,19.0
exp2_np27_rho005_alpha10,27,0.05,10,45,913,1,55,15.0
exp2_np27_rho005_alpha10,27,0.05,10,45,915,0,3,10.0
exp2_np27_rho005_alpha10,27,0.05,10,45,915,1,23,15.0
exp2_np27_rho005_alpha10,27,0.05,10,45,916,0,99,13.0
exp2_np27_rho005_alpha10,27,0.05,10,45,917,0,16,14.0
exp2_np27_rho005_alpha10,27,0.05,10,45,917,1,47,10.0
exp2_np27_rho005_alpha10,27,0.05,10,45,921,0,21,15.0
exp2_np27_rho005_alpha10,27,0.05,10,45,922,0,33,19.0
exp2_np27_rho005_alpha10,27,0.05,10,45,923,0,58,10.0
exp2_np27_rho005_alpha10,27,0.05,10,45,924,0,29,19.0
exp2_np27_rho005_alpha10,27,0.05,10,45,926,0,49,19.0
exp2_np27_rho005_alpha10,27,0.05,10,40,902,0,54,20.0
exp2_np27_rho005_alpha10,27,0.05,10,40,902,1,87,10.0
exp2_np27_rho005_alpha10,27,0.05,10,40,904,0,33,15.0
exp2_np27_rho005_alpha10,27,0.05,10,40,904,1,52,19.0
exp2_np27_rho005_alpha10,27,0.05,10,40,904,2,80,21.0
exp2_np27_rho005_alpha10,27,0.05,10,40,904,3,84,10.0
exp2_np27_rho005_alpha10,27,0.05,10,40,906,0,49,10.0
exp2_np27_rho005_alpha10,27,0.05,10,40,913,0,93,12.0
exp2_np27_rho005_alpha10,27,0.05,10,40,914,0,71,17.0
exp2_np27_rho005_alpha10,27,0.05,10,40,914,1,87,11.0
exp2_np27_rho005_alpha10,27,0.05,10,40,918,0,61,17.0
exp2_np27_rho005_alpha10,27,0.05,10,40,918,1,66,17.0
exp2_np27_rho005_alpha10,27,0.05,10,40,918,2,75,14.0
exp2_np27_rho005_alpha10,27,0.05,10,40,919,0,50,17.0
exp2_np27_rho005_alpha10,27,0.05,10,40,919,1,67,17.0
exp2_np27_rho005_alpha10,27,0.05,10,40,919,2,99,17.0
exp2_np27_rho005_alpha10,27,0.05,10,40,921,0,3,13.0
exp2_np27_rho005_alpha10,27,0.05,10,40,922,0,77,21.0
exp2_np27_rho005_alpha10,27,0.05,10,40,922,1,82,21.0
exp2_np27_rho005_alpha10,27,0.05,10,40,923,0,64,17.0
exp2_np27_rho005_alpha10,27,0.05,10,40,923,1,91,10.0
exp2_np27_rho005_alpha10,27,0.05,10,40,927,0,68,17.0
exp2_np27_rho005_alpha10,27,0.05,10,40,927,1,73,13.0
exp2_np27_rho005_alpha10,27,0.05,10,40,927,2,95,17.0
exp2_np27_rho005_alpha10,27,0.05,10,42,908,0,82,15.0
exp2_np27_rho005_alpha10,27,0.05,10,42,910,0,10,10.0
exp2_np27_rho005_alpha10,27,0.05,10,42,911,0,73,13.0
exp2_np27_rho005_alpha10,27,0.05,10,42,914,0,92,18.0
exp2_np27_rho005_alpha10,27,0.05,10,42,919,0,16,11.0
exp2_np27_rho005_alpha10,27,0.05,10,42,919,1,87,18.0
exp2_np27_rho005_alpha10,27,0.05,10,42,921,0,98,10.0
exp2_np27_rho005_alpha10,27,0.05,10,42,923,0,18,14.0
exp2_np27_rho005_alpha10,27,0.05,10,43,904,0,22,15.0
exp2_np27_rho005_alpha10,27,0.05,10,43,904,1,45,18.0
exp2_np27_rho005_alpha10,27,0.05,10,43,904,2,77,17.0
exp2_np27_rho005_alpha10,27,0.05,10,43,906,0,37,14.0
exp2_np27_rho005_alpha10,27,0.05,10,43,906,1,86,22.0
exp2_np27_rho005_alpha10,27,0.05,10,43,907,0,8,10.0
exp2_np27_rho005_alpha10,27,0.05,10,43,907,1,20,14.0
exp2_np27_rho005_alpha10,27,0.05,10,43,907,2,75,17.0
exp2_np27_rho005_alpha10,27,0.05,10,43,907,3,84,22.0
exp2_np27_rho005_alpha10,27,0.05,10,43,907,4,88,17.0
exp2_np27_rho005_alpha10,27,0.05,10,43,910,0,33,13.0
exp2_np27_rho005_alpha10,27,0.05,10,43,910,1,57,17.0
exp2_np27_rho005_alpha10,27,0.05,10,43,915,0,58,17.0
exp2_np27_rho005_alpha10,27,0.05,10,43,917,0,90,19.0
exp2_np27_rho005_alpha10,27,0.05,10,43,918,0,42,13.0
exp2_np27_rho005_alpha10,27,0.05,10,43,919,0,24,15.0
exp2_np27_rho005_alpha10,27,0.05,10,43,919,1,62,17.0
exp2_np27_rho005_alpha10,27,0.05,10,43,919,2,68,12.0
exp2_np27_rho005_alpha10,27,0.05,10,43,920,0,43,13.0
exp2_np27_rho005_alpha10,27,0.05,10,43,920,1,51,12.0
exp2_np27_rho005_alpha10,27,0.05,10,43,920,2,92,19.0
exp2_np27_rho005_alpha10,27,0.05,10,43,922,0,14,10.0
exp2_np27_rho005_alpha10,27,0.05,10,43,923,0,55,16.0
exp2_np27_rho005_alpha10,27,0.05,10,43,923,1,80,13.0
exp2_np27_rho005_alpha10,27,0.05,10,43,924,0,10,10.0
exp2_np27_rho005_alpha10,27,0.05,10,43,925,0,53,12.0
exp2_np27_rho005_alpha10,27,0.05,10,43,925,1,66,17.0
exp2_np27_rho005_alpha10,27,0.05,10,43,925,2,97,12.0
exp2_np27_rho005_alpha10,27,0.05,10,43,927,0,5,10.0
exp2_np27_rho005_alpha10,27,0.05,10,44,902,0,36,12.0
exp2_np27_rho005_alpha10,27,0.05,10,44,904,0,85,11.0
exp2_np27_rho005_alpha10,27,0.05,10,44,906,0,33,12.0
exp2_np27_rho005_alpha10,27,0.05,10,44,906,1,83,10.0
exp2_np27_rho005_alpha10,27,0.05,10,44,908,0,34,12.0
exp2_np27_rho005_alpha10,27,0.05,10,44,909,0,90,11.0
exp2_np27_rho005_alpha10,27,0.05,10,44,919,0,47,10.0
exp2_np27_rho005_alpha10,27,0.05,10,44,919,1,65,12.0
exp2_np27_rho005_alpha10,27,0.05,10,44,919,2,92,16.0
exp2_np27_rho005_alpha10,27,0.05,10,44,924,0,75,10.0
exp2_np27_rho005_alpha10,27,0.05,10,44,927,0,55,10.0
exp2_np27_rho005_alpha10,27,0.05,10,41,905,0,20,11.0
exp2_np27_rho005_alpha10,27,0.05,10,41,905,1,40,16.0
exp2_np27_rho005_alpha10,27,0.05,10,41,905,2,53,12.0
exp2_np27_rho005_alpha10,27,0.05,10,41,905,3,95,14.0
exp2_np27_rho005_alpha10,27,0.05,10,41,906,0,37,10.0
exp2_np27_rho005_alpha10,27,0.05,10,41,912,0,27,12.0
