step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.430187,0.012328,584.880000,3.378819,158.590000,2.411420,156.530000,2.606830,700.790000,1.350128,2.565000,0.676483,698.225000,1.256660,12.534609,0.044234,4.176466,0.013084,4.717467,0.019734,6.757308,0.059942,6.826157,0.064033
2,5.954593,0.021636,630.360000,3.903147,165.095000,3.282990,104.545000,2.826301,636.095000,3.735842,21.360000,1.874466,614.735000,3.354245,11.867669,0.059173,4.911109,0.022576,5.563238,0.027440,6.586152,0.055110,7.444164,0.102614
3,6.288432,0.021711,632.525000,4.211713,164.325000,3.497912,103.150000,2.868604,620.515000,4.100305,20.530000,1.864909,599.985000,3.919199,11.919297,0.087561,5.294749,0.022901,5.897796,0.029229,6.768736,0.067415,8.042229,0.124284
4,6.392067,0.021247,631.285000,3.806351,162.535000,3.172260,106.180000,2.455785,605.375000,4.733485,15.020000,2.097037,590.355000,4.079700,12.268237,0.084560,5.355095,0.023060,5.913402,0.027291,6.733067,0.063748,8.788645,0.120807
5,6.440379,0.022393,631.900000,3.861727,161.265000,3.390566,106.835000,2.248642,599.595000,4.344561,12.125000,1.943578,587.470000,4.013581,12.315347,0.091669,5.403620,0.025044,5.912587,0.030626,6.733423,0.061303,9.195226,0.111180
6,6.439574,0.021399,628.890000,3.721220,161.630000,3.496735,109.480000,2.397320,599.265000,4.633115,13.030000,2.383346,586.235000,3.852267,12.247465,0.086195,5.414652,0.024314,5.907018,0.029157,6.643758,0.060596,9.284984,0.103512
7,6.465572,0.021916,629.195000,4.175063,160.635000,3.654013,110.170000,2.473344,594.590000,4.180296,12.195000,2.413321,582.395000,3.913270,12.228344,0.100126,5.448613,0.025622,5.906942,0.029011,6.681927,0.070510,9.440350,0.115333
8,6.450935,0.021871,625.265000,4.210579,162.145000,3.978593,112.590000,2.452695,595.910000,5.059258,13.450000,2.574559,582.460000,4.541063,12.106908,0.100390,5.452822,0.025983,5.895139,0.031647,6.587385,0.063239,9.405867,0.097836
9,6.447936,0.023339,625.070000,4.254480,160.645000,3.760109,114.285000,2.496428,597.655000,4.947823,15.995000,2.839919,581.660000,4.040606,12.057460,0.100479,5.458020,0.027091,5.880105,0.034019,6.526281,0.070768,9.488953,0.108775
10,6.452324,0.021757,621.200000,4.667974,162.455000,4.200052,116.345000,2.331084,595.935000,4.774531,15.110000,2.823123,580.825000,4.090181,12.064357,0.100221,5.461965,0.026189,5.873537,0.034304,6.545733,0.071149,9.449684,0.092428
