step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.441677,0.008031,588.585000,4.458423,161.310000,3.479637,150.105000,3.028092,737.640000,2.565255,49.405000,1.638093,688.235000,1.764436,7.106786,0.033573,5.256665,0.008683,5.291441,0.013849,5.797135,0.032205,5.654878,0.033348
2,5.987369,0.027346,629.325000,5.013526,159.145000,4.201904,111.530000,2.979101,666.935000,5.182807,61.935000,2.633983,605.000000,3.985541,7.065565,0.131435,5.867569,0.020991,5.919663,0.029236,5.877662,0.044081,6.562427,0.076845
3,6.460776,0.019442,628.165000,4.707236,165.500000,4.321190,106.335000,2.108710,609.210000,5.185981,23.460000,2.924524,585.750000,4.539233,9.104772,0.095411,6.166998,0.018017,6.242308,0.023407,6.116009,0.038619,8.340789,0.072113
4,6.478938,0.017369,626.870000,4.592034,165.400000,3.835846,107.730000,2.287705,598.750000,5.308185,21.605000,2.690895,577.145000,4.766424,9.033309,0.071008,6.195119,0.017710,6.247263,0.020933,6.154034,0.036455,8.375773,0.057495
5,6.498446,0.017488,629.070000,4.366598,164.660000,4.067819,106.270000,2.102312,594.845000,5.703937,22.265000,2.929722,572.580000,4.670979,9.065625,0.070901,6.213204,0.017951,6.268974,0.019751,6.172182,0.038152,8.406686,0.057787
6,6.485754,0.016279,629.545000,4.441407,164.390000,4.028078,106.065000,2.021340,593.550000,5.785621,21.940000,2.915294,571.610000,5.026252,8.962387,0.079843,6.210573,0.017477,6.262465,0.020200,6.127486,0.035648,8.412361,0.051790
7,6.503350,0.018567,627.985000,4.402875,165.640000,4.068616,106.375000,2.020211,589.945000,6.186205,21.870000,2.970288,568.075000,5.160295,9.017931,0.079139,6.223952,0.018670,6.280708,0.023107,6.150220,0.036535,8.403452,0.051753
8,6.496415,0.018336,633.795000,4.311738,160.625000,4.003674,105.580000,2.023502,594.055000,5.674486,23.560000,2.971501,570.495000,5.357079,8.997656,0.081900,6.218499,0.018445,6.262030,0.022051,6.162084,0.035145,8.435644,0.054776
9,6.480740,0.019412,626.600000,4.718260,167.695000,4.270324,105.705000,2.059831,591.405000,6.453525,22.625000,3.002420,568.780000,5.486033,8.922429,0.081049,6.209441,0.019527,6.261173,0.023337,6.110549,0.033356,8.424792,0.051446
10,6.493749,0.018495,632.225000,4.077820,160.655000,3.903631,107.120000,2.044392,592.465000,5.648207,25.260000,2.992173,567.205000,5.102536,8.931057,0.080233,6.222937,0.019084,6.265148,0.023453,6.155942,0.031335,8.398016,0.053337
11,6.508908,0.018060,631.650000,4.348284,160.725000,4.143019,107.625000,2.187486,592.210000,6.276071,23.970000,2.909735,568.240000,5.305757,9.051040,0.077198,6.226449,0.017819,6.289329,0.020840,6.136610,0.035869,8.394580,0.053465
12,6.489590,0.019167,626.760000,4.844077,165.540000,4.338730,107.700000,2.122294,594.240000,6.193316,22.470000,3.004684,571.770000,5.164872,9.092930,0.078535,6.200330,0.018929,6.264514,0.023914,6.131527,0.035747,8.388510,0.049217
13,6.478877,0.017644,628.555000,4.817952,164.470000,4.342712,106.975000,2.254757,592.505000,5.756339,23.975000,2.955470,568.530000,5.236718,8.963627,0.084002,6.202794,0.017859,6.246122,0.022243,6.137708,0.033808,8.418295,0.056925
14,6.480085,0.019355,628.475000,4.249155,163.945000,3.916039,107.580000,2.517181,597.520000,5.774186,26.960000,2.931315,570.560000,5.053063,8.947629,0.080925,6.205913,0.019079,6.252669,0.023336,6.145094,0.035123,8.391096,0.059903
