step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.373698,0.012576,568.165000,5.088964,168.795000,3.692173,163.040000,3.655589,580.460000,3.293389,12.730000,2.476994,567.730000,2.083541,8.950308,0.040645,4.742531,0.012331,5.042402,0.020581,5.963244,0.047529,5.962898,0.046461
2,5.817362,0.028076,546.465000,6.873844,169.250000,4.773069,184.285000,5.252113,458.325000,6.690900,49.365000,3.107218,408.960000,5.517938,8.781916,0.086741,5.294206,0.024710,5.838767,0.034244,5.517811,0.065465,6.075473,0.083679
3,6.268890,0.027502,546.125000,6.171829,172.690000,4.719475,181.185000,4.592281,385.530000,6.289979,18.670000,2.852690,366.860000,5.592516,10.106169,0.123635,5.591723,0.023630,6.074337,0.035964,5.623870,0.073913,7.536621,0.122308
4,6.328887,0.024918,539.540000,5.642068,179.420000,4.991403,181.040000,4.141129,386.720000,6.180491,9.050000,2.631185,377.670000,5.725472,10.524957,0.108396,5.588404,0.023993,6.059656,0.036410,5.691912,0.073388,7.826004,0.108473
5,6.340849,0.024834,543.590000,6.226408,181.230000,4.832755,175.180000,4.049157,382.875000,6.737349,6.605000,2.318058,376.270000,6.302791,10.527709,0.101884,5.601992,0.025372,6.004072,0.035232,5.748628,0.065256,8.063002,0.096662
6,6.316974,0.023868,537.445000,6.733978,182.815000,5.667165,179.740000,3.867253,393.565000,7.022839,10.220000,2.990105,383.345000,6.459945,10.513039,0.093773,5.576492,0.025781,5.991777,0.038803,5.695434,0.066903,7.959700,0.086395
7,6.333834,0.025372,541.785000,5.717117,182.075000,4.571402,176.140000,3.793362,383.320000,7.144536,5.430000,2.341492,377.890000,7.079650,10.635023,0.092228,5.574801,0.029731,5.968788,0.044990,5.761159,0.077255,8.087120,0.083968
8,6.325607,0.023479,536.070000,6.169085,184.985000,5.019251,178.945000,4.076772,382.150000,6.974834,6.955000,2.721511,375.195000,6.174187,10.440760,0.097657,5.599403,0.025498,5.975600,0.036379,5.779015,0.070492,8.012335,0.086024
9,6.315925,0.023089,536.785000,6.577620,184.585000,5.059222,178.630000,4.351736,388.830000,6.816102,6.410000,2.612794,382.420000,6.228565,10.525492,0.099639,5.573060,0.026281,5.951485,0.038640,5.763495,0.073959,8.048601,0.086587
10,6.322906,0.025299,545.370000,6.634420,178.445000,5.186895,176.185000,4.141787,386.250000,7.413080,10.785000,3.389524,375.465000,6.885587,10.466963,0.104537,5.591602,0.029597,5.948717,0.042944,5.737803,0.075323,8.113531,0.095024
11,6.330576,0.026728,542.045000,6.322647,179.170000,5.179342,178.785000,4.076765,382.475000,7.177050,9.425000,3.196556,373.050000,6.663649,10.466931,0.106754,5.600630,0.027491,5.997651,0.042827,5.699311,0.087906,8.027841,0.087457
12,6.311170,0.024777,541.820000,6.163250,181.370000,4.975966,176.810000,3.813521,383.725000,6.892985,8.040000,3.000568,375.685000,6.257279,10.354857,0.096394,5.597578,0.027637,5.951642,0.039694,5.714431,0.073278,8.073756,0.085202
13,6.316764,0.022825,540.535000,6.375091,181.790000,5.361322,177.675000,3.662319,384.890000,6.748226,9.470000,3.196630,375.420000,6.112387,10.437626,0.099573,5.589553,0.025507,5.958121,0.040319,5.721147,0.080146,8.061436,0.080482
14,6.325512,0.023690,542.280000,6.230622,177.070000,5.254669,180.650000,3.667160,382.770000,6.901393,9.510000,3.265609,373.260000,6.289370,10.435524,0.098333,5.600216,0.026322,5.977895,0.042130,5.702435,0.075544,8.010646,0.077851
15,6.326180,0.026435,546.970000,6.170046,180.295000,5.245556,172.735000,4.193996,380.990000,7.749692,11.435000,3.475479,369.555000,6.726477,10.344827,0.102647,5.617007,0.026560,5.979354,0.040450,5.658831,0.077407,8.189398,0.089809
16,6.324145,0.024866,537.835000,6.710877,181.980000,5.592221,180.185000,4.155049,384.905000,6.540148,9.125000,3.195091,375.780000,5.890532,10.414097,0.107928,5.602389,0.025983,5.995676,0.039542,5.685477,0.081957,7.988587,0.082733
17,6.309775,0.023530,542.255000,5.991407,181.215000,4.805338,176.530000,3.838259,383.920000,6.928467,9.825000,3.330477,374.095000,6.350937,10.363637,0.105437,5.594388,0.026943,5.941649,0.041302,5.691904,0.079232,8.112769,0.079906
