iteration,seed,avg_utility,avg_utility_mainstream,avg_utility_extremist,norm_utility_mainstream,norm_utility_extremist,total_relocations,avg_relocations_per_community,settling_time_90pct
0,42,6.108424,5.021899,12.265398,0.502190,0.613270,40716,45.240000,100
1,43,6.261111,5.259440,11.937245,0.525944,0.596862,41204,45.782222,100
2,44,6.407778,5.286270,12.762988,0.528627,0.638149,40794,45.326667,100
3,45,6.200569,5.214701,11.787156,0.521470,0.589358,40034,44.482222,100
4,46,6.352222,5.279439,12.431328,0.527944,0.621566,41996,46.662222,100
5,47,5.904795,4.909499,11.544810,0.490950,0.577240,40100,44.555556,100
6,48,6.471111,5.453627,12.236853,0.545363,0.611843,40706,45.228889,100
7,49,6.642222,5.584710,12.634789,0.558471,0.631739,42318,47.020000,100
8,50,6.785967,5.144791,16.085963,0.514479,0.804298,41430,46.033333,100
9,51,6.147253,5.214772,11.431312,0.521477,0.571566,40967,45.518889,100
10,52,5.927037,4.823487,12.180486,0.482349,0.609024,41327,45.918889,100
11,53,6.473333,5.410594,12.495524,0.541059,0.624776,40894,45.437778,100
12,54,5.733072,4.711615,11.521326,0.471162,0.576066,41339,45.932222,100
13,55,6.240000,5.245295,11.876662,0.524529,0.593833,40987,45.541111,100
14,56,6.517778,5.344796,13.164676,0.534480,0.658234,41186,45.762222,100
15,57,6.003928,4.847679,12.556001,0.484768,0.627800,41280,45.866667,100
16,58,6.251111,5.374196,11.220298,0.537420,0.561015,41392,45.991111,100
17,59,6.034784,4.859300,12.695864,0.485930,0.634793,40649,45.165556,100
18,60,6.525556,5.562261,11.984222,0.556226,0.599211,42946,47.717778,100
19,61,6.031470,4.878096,12.567258,0.487810,0.628363,41311,45.901111,100
20,62,6.182222,5.193872,11.782873,0.519387,0.589144,41818,46.464444,100
21,63,6.398889,5.163761,13.397949,0.516376,0.669897,40150,44.611111,100
22,64,6.115257,5.172507,11.457509,0.517251,0.572875,43007,47.785556,100
23,65,5.620904,4.533693,11.781770,0.453369,0.589088,41763,46.403333,100
24,66,5.840769,4.823855,11.603281,0.482386,0.580164,40552,45.057778,100
25,67,6.321003,5.080242,13.351979,0.508024,0.667599,40134,44.593333,100
26,68,6.352222,5.317365,12.216411,0.531737,0.610821,40070,44.522222,100
27,69,5.734540,4.917919,10.362065,0.491792,0.518103,39755,44.172222,100
28,70,6.380000,5.377985,12.058085,0.537798,0.602904,42731,47.478889,100
29,71,6.105852,5.150981,11.516788,0.515098,0.575839,39737,44.152222,100
30,72,6.342222,5.208327,12.767631,0.520833,0.638382,41594,46.215556,100
31,73,6.092781,5.057101,11.961634,0.505710,0.598082,42350,47.055556,100
32,74,6.281182,4.915278,14.021306,0.491528,0.701065,43265,48.072222,100
33,75,5.961922,4.710663,13.052390,0.471066,0.652619,40886,45.428889,100
34,76,6.345206,5.135774,13.198653,0.513577,0.659933,41343,45.936667,100
35,77,6.357778,5.465312,11.415081,0.546531,0.570754,41476,46.084444,100
36,78,6.267778,5.221296,12.197842,0.522130,0.609892,42201,46.890000,100
37,79,5.904191,5.073091,10.613757,0.507309,0.530688,41146,45.717778,100
38,80,6.348889,5.398251,11.735838,0.539825,0.586792,41008,45.564444,100
39,81,6.506667,5.482909,12.307960,0.548291,0.615398,41309,45.898889,100
40,82,5.980499,4.759170,12.901362,0.475917,0.645068,41681,46.312222,100
41,83,6.478889,5.532826,11.839915,0.553283,0.591996,42521,47.245556,100
42,84,5.806549,4.805222,11.480738,0.480522,0.574037,41952,46.613333,100
43,85,6.608889,5.711269,11.695399,0.571127,0.584770,40676,45.195556,100
44,86,5.696906,4.847896,10.507966,0.484790,0.525398,40298,44.775556,100
45,87,6.070000,4.641133,14.166911,0.464113,0.708346,40919,45.465556,100
46,88,6.327778,5.239282,12.495923,0.523928,0.624796,40440,44.933333,100
47,89,6.297778,5.302810,11.935929,0.530281,0.596796,42681,47.423333,100
48,90,6.129722,4.979241,12.649114,0.497924,0.632456,40393,44.881111,100
49,91,6.128978,5.062121,12.174500,0.506212,0.608725,41139,45.710000,100
