iteration,step,platform_id,governance_type,n_mainstream,n_extremist,utility_mainstream,utility_extremist
0,22,901,algorithmic,557,40,5.096288399638938,8.352941176470589
0,22,902,coalition,82,24,4.439433683936814,10.892857142857144
0,22,903,direct,126,71,4.908450704225352,15.597484276729562
0,23,901,algorithmic,504,40,5.2573763632437105,10.347826086956522
0,23,902,coalition,176,24,3.690139247398564,9.88888888888889
0,23,903,direct,85,71,4.588235294117647,16.42857142857143
0,24,901,algorithmic,492,40,5.208696907037153,7.2
0,24,902,coalition,142,24,3.931074043548045,11.166666666666666
0,24,903,direct,131,71,4.642103648011047,15.483870967741938
0,25,901,algorithmic,526,40,5.2385618940014265,10.17910447761194
0,25,902,coalition,140,24,4.167664922142534,11.892857142857144
0,25,903,direct,99,71,4.627967991604355,16.517412935323385
0,26,901,algorithmic,529,40,5.164572091765046,7.702127659574468
0,26,902,coalition,123,24,4.52176445060728,11.666666666666666
0,26,903,direct,113,71,4.259797893007456,15.857988165680476
0,27,901,algorithmic,477,0,5.605056806527937,
0,27,902,coalition,179,64,4.365883523379505,12.534246575342467
0,27,903,direct,109,71,4.73394495412844,16.174863387978142
0,28,901,algorithmic,575,0,4.672799314387942,
0,28,902,coalition,70,64,4.263846767757382,11.467625899280577
0,28,903,direct,120,71,5.025,16.089385474860336
0,29,901,algorithmic,509,0,5.11368302879005,
0,29,902,coalition,138,64,4.231884057971015,10.076923076923077
0,29,903,direct,118,71,4.480389369773848,16.315789473684212
0,30,901,algorithmic,524,0,4.965003223742598,
0,30,902,coalition,155,64,4.85457168515692,10.152173913043478
0,30,903,direct,86,71,4.156251100413001,16.27659574468085
0,31,901,algorithmic,536,0,4.898643811947246,
0,31,902,coalition,128,64,4.493596175899788,9.883495145631068
0,31,903,direct,101,71,4.629484966845308,15.512820512820513
0,32,901,algorithmic,646,64,5.453656952593212,6.735294117647059
0,32,902,coalition,54,0,5.078409293222067,
0,32,903,direct,65,71,4.694482480869915,15.906432748538013
0,33,901,algorithmic,475,64,6.024717348927876,10.076923076923077
0,33,902,coalition,201,0,3.9476832362404504,
0,33,903,direct,89,71,5.112359550561798,14.814814814814817
0,34,901,algorithmic,439,64,5.556926118536984,7.735294117647059
0,34,902,coalition,201,0,5.3185533670898195,
0,34,903,direct,125,71,4.784,15.597484276729562
0,35,901,algorithmic,478,64,5.615009119193219,9.588235294117647
0,35,902,coalition,129,0,4.5262899435266055,
0,35,903,direct,158,71,4.67948717948718,16.41025641025641
0,36,901,algorithmic,496,64,5.565948641765705,5.735294117647059
0,36,902,coalition,197,0,4.400268736936399,
0,36,903,direct,72,71,4.616113404426098,16.92982456140351
0,37,901,algorithmic,388,64,5.621874629695461,10.758620689655173
0,37,902,coalition,273,0,4.996926445202308,
0,37,903,direct,104,71,4.740384615384615,15.070422535211268
0,38,901,algorithmic,476,64,5.317057857625809,9.126760563380282
0,38,902,coalition,180,0,5.737113485510766,
0,38,903,direct,109,71,4.6139407360539915,15.977011494252876
0,39,901,algorithmic,481,64,5.622213962996087,9.025316455696203
0,39,902,coalition,166,0,5.161135312766517,
0,39,903,direct,118,71,4.813559322033898,16.089385474860336
0,40,901,algorithmic,508,64,5.368780365220306,9.0
0,40,902,coalition,199,0,5.266438575858014,
0,40,903,direct,58,71,4.827586206896552,16.27659574468085
0,41,901,algorithmic,499,64,5.445829158316633,11.409638554216867
0,41,902,coalition,165,0,5.088458378970428,
0,41,903,direct,101,71,4.415841584158416,14.53125
0,42,901,algorithmic,558,64,5.509254019157811,7.0
0,42,902,coalition,125,0,5.091836257309941,
0,42,903,direct,82,71,4.7073170731707314,15.906432748538013
0,43,901,algorithmic,517,64,5.767993484678815,8.409638554216867
0,43,902,coalition,168,0,4.236334435486306,
0,43,903,direct,80,71,4.3875,15.394736842105264
0,44,901,algorithmic,541,64,5.724091189155883,5.597014925373134
0,44,902,coalition,157,0,5.327331495389296,
0,44,903,direct,67,71,4.880597014925373,15.33333333333333
0,45,901,algorithmic,540,64,5.756515274398486,8.921348314606742
0,45,902,coalition,149,0,4.215122330614386,
0,45,903,direct,76,71,4.555736250739208,14.89051094890511
0,46,901,algorithmic,495,64,5.560785941607859,7.6
0,46,902,coalition,155,0,4.641431727794963,
0,46,903,direct,115,71,4.739130434782608,15.205479452054796
0,47,901,algorithmic,498,64,5.449799196787149,8.818181818181818
0,47,902,coalition,131,0,5.009809254084063,
0,47,903,direct,136,71,4.8088235294117645,16.216216216216218
0,48,901,algorithmic,477,64,5.5573466853921145,7.6
0,48,902,coalition,187,0,4.948953844556358,
0,48,903,direct,101,71,4.688647505527252,16.601941747572816
0,49,901,algorithmic,501,64,5.613836654177026,9.818181818181818
0,49,902,coalition,178,0,5.009817273862217,
0,49,903,direct,86,71,4.895348837209302,15.906432748538013
0,50,901,algorithmic,482,64,5.468241302266199,8.674418604651162
0,50,902,coalition,171,0,4.723594416372874,
0,50,903,direct,112,71,4.785714285714286,15.512820512820513
0,51,901,algorithmic,509,64,5.495477018070338,6.454545454545455
0,51,902,coalition,193,0,5.143980371959647,
0,51,903,direct,63,71,4.095238095238095,16.153846153846153
0,52,901,algorithmic,444,64,5.5578811894601365,8.818181818181818
0,52,902,coalition,217,0,5.380743437983313,
0,52,903,direct,104,71,4.846153846153846,14.736842105263158
0,53,901,algorithmic,508,64,5.78022897999819,7.869565217391305
0,53,902,coalition,182,0,5.65177850635122,
0,53,903,direct,75,71,4.826666666666667,15.977011494252876
0,54,901,algorithmic,520,64,5.598143236074271,8.125
0,54,902,coalition,135,0,4.8053639846743295,
0,54,903,direct,110,71,4.5181818181818185,15.172413793103448
0,55,901,algorithmic,497,64,5.83534540576794,9.486486486486486
0,55,902,coalition,173,0,4.547388428891319,
0,55,903,direct,95,71,4.6116959064327485,16.11111111111111
0,56,901,algorithmic,503,64,5.4885234050244,8.5
0,56,902,coalition,145,0,4.541274817136887,
0,56,903,direct,117,71,4.82051282051282,15.757575757575758
0,57,901,algorithmic,521,64,5.570221807096595,7.6
0,57,902,coalition,141,0,4.576996498147937,
0,57,903,direct,103,71,4.096440129449838,16.25668449197861
0,58,901,algorithmic,471,64,5.7490028594921645,9.758620689655173
0,58,902,coalition,160,0,4.455944787721746,
0,58,903,direct,134,71,5.1940298507462686,15.953757225433527
0,59,901,algorithmic,496,64,5.7052498418722335,9.869565217391305
0,59,902,coalition,140,0,5.213268785775179,
0,59,903,direct,129,71,4.862897096823225,16.568627450980394
0,60,901,algorithmic,535,64,5.7217865026064905,8.840909090909092
0,60,902,coalition,168,0,4.837945136940111,
0,60,903,direct,62,71,4.82258064516129,16.482412060301506
0,61,901,algorithmic,471,64,5.645049218297626,8.0
0,61,902,coalition,168,0,4.980339105339105,
0,61,903,direct,126,71,4.674603174603175,14.696969696969697
0,62,901,algorithmic,494,64,5.4880814674047755,7.025316455696203
0,62,902,coalition,186,0,4.580868076099366,
0,62,903,direct,85,71,4.327029039463887,16.42857142857143
0,63,901,algorithmic,488,64,5.768508725542041,9.758620689655173
0,63,902,coalition,187,0,5.0538030967266065,
0,63,903,direct,90,71,5.511111111111111,15.483870967741938
0,64,901,algorithmic,506,64,5.810029644268774,6.486486486486487
0,64,902,coalition,187,0,5.072806763983235,
0,64,903,direct,72,71,5.041666666666667,15.625
0,65,901,algorithmic,473,64,5.695560253699789,6.597014925373134
0,65,902,coalition,194,0,5.390675488536698,
0,65,903,direct,98,71,4.816326530612245,15.070422535211268
0,66,901,algorithmic,529,64,5.812314339724548,8.923076923076923
0,66,902,coalition,162,0,5.157373490706824,
0,66,903,direct,74,71,4.723616473616474,15.833333333333334
0,67,901,algorithmic,453,64,5.6214434633308805,8.710526315789474
0,67,902,coalition,194,0,4.807074064026044,
0,67,903,direct,118,71,4.538804638715432,15.13888888888889
0,68,901,algorithmic,471,64,5.370352802999503,10.025316455696203
0,68,902,coalition,196,0,4.910237472311844,
0,68,903,direct,98,71,4.325497287522604,16.27659574468085
0,69,901,algorithmic,479,64,5.283054975643703,7.818181818181818
0,69,902,coalition,189,0,4.793049543049543,
0,69,903,direct,97,71,4.824742268041237,15.833333333333334
0,70,901,algorithmic,503,64,5.722896155998143,10.409638554216867
0,70,902,coalition,192,0,5.149849773344877,
0,70,903,direct,70,71,4.928571428571429,15.808383233532934
0,71,901,algorithmic,466,64,5.570815450643777,9.36986301369863
0,71,902,coalition,168,0,5.01981409001957,
0,71,903,direct,131,71,4.908396946564886,15.0
0,72,901,algorithmic,479,64,5.338692757506829,8.486486486486486
0,72,902,coalition,184,0,4.613909740369832,
0,72,903,direct,102,71,5.0287776802263195,16.517412935323385
0,73,901,algorithmic,550,0,5.544714587737843,
0,73,902,coalition,153,64,4.6755585955312355,6.5
0,73,903,direct,62,71,4.548387096774194,15.930232558139538
0,74,901,algorithmic,540,0,4.947663798478613,
0,74,902,coalition,104,64,4.996114996114996,11.96
0,74,903,direct,121,71,5.0835629017447195,14.696969696969697
0,75,901,algorithmic,579,0,5.269486957518859,
0,75,902,coalition,120,64,4.4463361235643895,6.597014925373134
0,75,903,direct,66,71,4.608691707494103,16.335078534031414
0,76,901,algorithmic,543,0,5.067841427825871,
0,76,902,coalition,122,64,4.3630889335040655,7.923076923076923
0,76,903,direct,100,71,4.550163934426229,14.852941176470587
0,77,901,algorithmic,517,0,5.772249095152724,
0,77,902,coalition,167,64,5.029568843235627,13.594594594594595
0,77,903,direct,81,71,4.951618284951619,15.882352941176473
0,78,901,algorithmic,514,0,4.857153327984247,
0,78,902,coalition,131,64,4.160195444464715,10.473684210526315
0,78,903,direct,120,71,4.978985507246377,15.364238410596025
0,79,901,algorithmic,542,0,5.1698469850154,
0,79,902,coalition,119,64,4.4588928354847095,9.758620689655173
0,79,903,direct,104,71,4.48434826161359,16.315789473684212
0,80,901,algorithmic,580,0,5.276136921089543,
0,80,902,coalition,81,64,3.946502057613169,9.505154639175258
0,80,903,direct,104,71,3.880529876933935,15.977011494252876
0,81,901,algorithmic,573,64,5.337973828676121,7.6
0,81,902,coalition,99,0,4.9514687100894,
0,81,903,direct,93,71,3.7710872162485067,15.977011494252876
0,82,901,algorithmic,422,64,5.423225656383567,9.368421052631579
0,82,902,coalition,206,0,3.9064456363972653,
0,82,903,direct,137,71,4.386861313868613,15.705521472392636
0,83,901,algorithmic,543,64,5.4033060204090715,8.869565217391305
0,83,902,coalition,128,0,4.62632095410628,
0,83,903,direct,94,71,5.130640353582074,16.618357487922708
0,84,901,algorithmic,486,64,5.770977617183579,8.125
0,84,902,coalition,180,0,4.751964769647697,
0,84,903,direct,99,71,4.848484848484849,15.731707317073168
0,85,901,algorithmic,507,64,5.8365136608195325,8.923076923076923
0,85,902,coalition,178,0,5.103915963034373,
0,85,903,direct,80,71,4.554955621301775,15.857988165680476
0,86,901,algorithmic,491,0,5.872369314324508,
0,86,902,coalition,195,64,4.938461538461539,8.125
0,86,903,direct,79,71,4.481012658227848,15.33333333333333
0,87,901,algorithmic,540,0,4.675999056929091,
0,87,902,coalition,131,64,5.062974617059665,10.505154639175258
0,87,903,direct,94,71,4.654873824839188,15.30201342281879
0,88,901,algorithmic,484,0,4.993852607760817,
0,88,902,coalition,163,64,4.728578127916501,8.674418604651162
0,88,903,direct,118,71,5.083173160929583,15.731707317073168
0,89,901,algorithmic,627,0,4.988891346408861,
0,89,902,coalition,66,64,4.547388781431335,8.409638554216867
0,89,903,direct,72,71,4.375368731563422,16.27659574468085
0,90,901,algorithmic,567,0,5.648757157569684,
0,90,902,coalition,107,64,5.046728971962617,6.597014925373134
0,90,903,direct,91,71,4.553283925376949,15.070422535211268
0,91,901,algorithmic,537,0,4.776225807501709,
0,91,902,coalition,158,64,4.817281232801321,10.505154639175258
0,91,903,direct,70,71,4.208264749198648,15.652173913043475
0,92,901,algorithmic,558,0,4.7869115825239845,
0,92,902,coalition,95,64,4.617293233082707,10.056603773584905
0,92,903,direct,112,71,4.300055036528399,15.0
0,93,901,algorithmic,465,0,4.610391910659251,
0,93,902,coalition,142,64,4.918975390806376,11.056603773584905
0,93,903,direct,158,71,4.091738140658397,16.153846153846153
0,94,901,algorithmic,540,0,4.87503160817833,
0,94,902,coalition,118,64,4.588758222551004,10.166666666666668
0,94,903,direct,107,71,4.3223923598475205,16.92982456140351
0,95,901,algorithmic,514,0,4.568361631527182,
0,95,902,coalition,174,64,4.9999350607182285,9.409638554216867
0,95,903,direct,77,71,4.453612685656885,16.045197740112993
0,96,901,algorithmic,573,0,4.851463202786742,
0,96,902,coalition,78,64,4.39691923507475,13.272189349112427
0,96,903,direct,114,71,5.054371159967429,15.238095238095239
0,97,901,algorithmic,464,0,5.231242000249577,
0,97,902,coalition,149,64,4.961336445871025,8.921348314606742
0,97,903,direct,152,71,4.049859316923883,16.195652173913043
0,98,901,algorithmic,521,0,4.504188743771387,
0,98,902,coalition,139,64,4.848306974002644,8.921348314606742
0,98,903,direct,105,71,4.161807829817158,16.846846846846848
0,99,901,algorithmic,520,0,4.933298758447274,
0,99,902,coalition,109,64,4.71218872870249,10.166666666666668
0,99,903,direct,136,71,4.210056068632073,16.0
0,100,901,algorithmic,545,64,5.246136851832009,7.454545454545455
0,100,902,coalition,103,0,5.236120275238005,
0,100,903,direct,117,71,3.7887833297632345,16.601941747572816
1,1,901,coalition,130,49,3.891527313266444,12.956929942155776
1,1,902,algorithmic,521,49,4.084580801143667,10.081632653061224
1,1,903,direct,114,37,4.256071118038193,13.850040676127634
1,2,901,coalition,155,49,4.185555152833152,12.310140274966852
1,2,902,algorithmic,474,49,5.059208254404065,11.306122448979592
1,2,903,direct,136,37,3.847173290420223,12.735135135135137
1,3,901,coalition,169,49,4.275557143679434,11.587411913277355
1,3,902,algorithmic,552,27,5.422350448700467,10.347826086956522
1,3,903,direct,44,59,4.063685152558246,11.16200236499803
1,4,901,coalition,162,49,3.6356501979525384,12.582620144832125
1,4,902,algorithmic,480,45,5.426699873497786,9.036601307189544
1,4,903,direct,123,41,4.375732144418219,14.313725490196079
1,5,901,coalition,115,49,3.8862379330298644,12.270408163265307
1,5,902,algorithmic,602,45,5.391798979543308,8.78688524590164
1,5,903,direct,48,41,4.649444018404908,17.54601226993865
1,6,901,coalition,187,49,3.892648795055212,12.055214723926378
1,6,902,algorithmic,421,45,5.6081366173281415,10.714285714285715
1,6,903,direct,157,41,4.305146340510335,15.454545454545455
1,7,901,coalition,130,49,3.8863417714157538,12.975683890577509
1,7,902,algorithmic,543,45,5.017501104395564,10.333333333333332
1,7,903,direct,92,41,4.405295200439525,17.96954314720812
1,8,901,coalition,83,49,4.6092943201376935,12.748105565717273
1,8,902,algorithmic,596,45,5.621409711373419,10.142857142857142
1,8,903,direct,86,41,4.506275235875505,16.96969696969697
1,9,901,coalition,114,49,3.80028839221341,11.31615900569158
1,9,902,algorithmic,603,45,5.447594530486043,9.972602739726028
1,9,903,direct,48,41,4.6963317822161805,16.825396825396826
1,10,901,coalition,105,49,3.495670995670996,11.89342403628118
1,10,902,algorithmic,560,45,5.581829204745872,9.666666666666666
1,10,903,direct,100,41,4.590864197530864,15.454545454545455
1,11,901,coalition,81,28,3.1737213403880076,15.862745098039216
1,11,902,algorithmic,569,45,5.725161183395444,10.333333333333332
1,11,903,direct,115,62,4.352689481589738,13.986943164362518
1,12,901,coalition,157,28,3.7338713341628167,12.714285714285714
1,12,902,algorithmic,523,45,5.38928320811686,8.542372881355933
1,12,903,direct,85,62,4.91764705882353,16.53409090909091
1,13,901,coalition,175,28,3.8880762358546757,10.423728813559322
1,13,902,algorithmic,489,45,5.2438478705639,11.333333333333332
1,13,903,direct,101,62,4.656478691347395,15.821917808219178
1,14,901,coalition,176,28,4.415717266171061,12.75
1,14,902,algorithmic,458,45,5.158502580000843,9.666666666666666
1,14,903,direct,131,62,4.030786284735344,16.23456790123457
1,15,901,coalition,138,28,3.818948062733339,9.931818181818183
1,15,902,algorithmic,563,45,5.05712859903005,9.529411764705882
1,15,903,direct,64,62,4.535403196839081,16.822916666666664
1,16,901,coalition,179,28,4.089654592419055,16.363636363636363
1,16,902,algorithmic,477,45,5.852207610698176,9.903225806451612
1,16,903,direct,109,62,4.674450931331665,15.120000000000001
1,17,901,coalition,161,73,4.260338819872869,11.585079547114523
1,17,902,algorithmic,461,0,5.297265522893023,
1,17,903,direct,143,62,4.636363636363637,16.411764705882355
1,18,901,coalition,115,73,4.385422360771142,12.10204081632653
1,18,902,algorithmic,562,0,4.631101306467328,
1,18,903,direct,88,62,4.5965751302471825,17.009803921568626
1,19,901,coalition,115,73,4.47744382842136,6.818181818181818
1,19,902,algorithmic,585,0,5.049489826749992,
1,19,903,direct,65,62,4.7349238996297816,15.906040268456376
1,20,901,coalition,85,0,4.401307189542484,
1,20,902,algorithmic,593,73,5.411309089019634,6.428571428571429
1,20,903,direct,87,62,4.744483373286618,15.158730158730158
1,21,901,coalition,170,0,4.1614039378745264,
1,21,902,algorithmic,484,73,5.664228277864642,9.076923076923077
1,21,903,direct,111,62,4.891891891891892,15.878378378378379
1,22,901,coalition,177,73,5.091920587956472,5.886075949367089
1,22,902,algorithmic,467,0,5.533041183208008,
1,22,903,direct,121,62,4.669421487603306,16.453488372093023
1,23,901,coalition,125,73,4.645594598172911,10.965034965034965
1,23,902,algorithmic,538,0,4.424725951106566,
1,23,903,direct,102,62,4.395977516459444,16.64835164835165
1,24,901,coalition,127,73,4.744360175836916,9.941176470588236
1,24,902,algorithmic,513,0,4.818804049244421,
1,24,903,direct,125,62,4.317663848623128,16.257668711656443
1,25,901,coalition,103,73,4.378640776699029,8.818181818181818
1,25,902,algorithmic,523,0,4.874630700288626,
1,25,903,direct,139,62,4.431570321632141,16.72043010752688
1,26,901,coalition,125,73,5.1976,11.0
1,26,902,algorithmic,561,0,4.74687703364174,
1,26,903,direct,79,62,4.545413903958208,16.95
1,27,901,coalition,119,73,4.212484993997599,11.965034965034965
1,27,902,algorithmic,549,0,5.047442215953492,
1,27,903,direct,97,62,4.796518464004989,15.642857142857142
1,28,901,coalition,176,73,4.257129290452407,9.949579831932773
1,28,902,algorithmic,474,0,4.891670136076655,
1,28,903,direct,115,62,4.747461871158661,16.139240506329116
1,29,901,coalition,129,73,4.893649548750824,11.146341463414634
1,29,902,algorithmic,582,0,4.921533267657555,
1,29,903,direct,54,62,4.2527173121193576,16.53409090909091
1,30,901,coalition,99,73,4.878787878787879,7.886075949367089
1,30,902,algorithmic,541,0,5.214219017699234,
1,30,903,direct,125,62,4.505671641791045,14.695652173913043
1,31,901,coalition,130,73,4.521502474134053,7.428571428571429
1,31,902,algorithmic,572,0,5.0554956739167265,
1,31,903,direct,63,62,4.017543859649122,16.72043010752688
1,32,901,coalition,112,73,4.678571428571429,8.627906976744185
1,32,902,algorithmic,544,0,5.215500179463911,
1,32,903,direct,109,62,4.281860296121355,15.080645161290322
1,33,901,coalition,172,73,4.748632010943912,9.8
1,33,902,algorithmic,533,0,5.054199795588356,
1,33,903,direct,60,62,3.7526086956521736,16.411764705882355
1,34,901,coalition,83,73,4.392208585051492,7.340425531914893
1,34,902,algorithmic,574,0,5.049269264637083,
1,34,903,direct,108,62,4.8158014571949,14.958677685950413
1,35,901,coalition,165,73,4.555280616819078,8.454545454545455
1,35,902,algorithmic,518,0,4.932848520937851,
1,35,903,direct,82,62,3.9247907874973174,16.3905325443787
1,36,901,coalition,119,73,4.178938708350473,10.049586776859504
1,36,902,algorithmic,531,0,4.356052906168956,
1,36,903,direct,115,62,4.271289671619886,15.734265734265735
1,37,901,coalition,172,73,4.430342555593682,10.009708737864077
1,37,902,algorithmic,498,0,4.850330027196952,
1,37,903,direct,95,62,4.498518675074307,16.53409090909091
1,38,901,coalition,113,73,4.577979518426348,9.076923076923077
1,38,902,algorithmic,530,0,4.8274060767565246,
1,38,903,direct,122,62,4.910911045417898,16.08974358974359
1,39,901,coalition,147,73,3.8841678748001933,8.727272727272727
1,39,902,algorithmic,548,0,4.738819982208758,
1,39,903,direct,70,62,4.248262548262549,16.666666666666664
1,40,901,coalition,75,73,5.083562340966921,8.325301204819278
1,40,902,algorithmic,596,0,5.1204977191413334,
1,40,903,direct,94,62,4.154661197983423,15.34351145038168
1,41,901,coalition,145,73,4.813793103448276,11.333333333333332
1,41,902,algorithmic,504,0,5.321415073966094,
1,41,903,direct,116,62,4.862068965517241,16.064516129032256
1,42,901,coalition,140,73,4.287340950595656,10.333333333333332
1,42,902,algorithmic,523,0,4.622480201092572,
1,42,903,direct,102,62,4.626196834767359,16.55367231638418
1,43,901,coalition,66,73,4.414761108012642,9.394495412844037
1,43,902,algorithmic,632,0,4.871243238159038,
1,43,903,direct,67,62,5.112785130949029,16.257668711656443
1,44,901,coalition,93,73,5.164650537634409,10.258064516129032
1,44,902,algorithmic,566,0,5.399547044662725,
1,44,903,direct,106,62,4.425758818703856,15.234375
1,45,901,coalition,129,73,5.128580049203918,11.330708661417322
1,45,902,algorithmic,574,0,5.154421696663888,
1,45,903,direct,62,62,4.725471632761447,16.347305389221557
1,46,901,coalition,151,73,4.564152264039197,7.653061224489797
1,46,902,algorithmic,522,0,4.9170475393278235,
1,46,903,direct,92,62,4.356965174129353,15.040650406504064
1,47,901,coalition,112,73,5.407913165266107,10.271028037383177
1,47,902,algorithmic,534,0,4.774207901592911,
1,47,903,direct,119,62,3.7273971436154114,16.013071895424837
1,48,901,coalition,184,73,4.546070940978786,9.076923076923077
1,48,902,algorithmic,478,0,4.588003712980973,
1,48,903,direct,103,62,4.578267904882511,16.61111111111111
1,49,901,coalition,82,73,4.4569987172813805,9.571428571428571
1,49,902,algorithmic,599,0,4.945610116017986,
1,49,903,direct,84,62,4.1235251913265305,16.28048780487805
1,50,901,coalition,124,73,4.57230255839822,7.428571428571429
1,50,902,algorithmic,521,0,5.260273183696309,
1,50,903,direct,120,62,4.517965367965369,15.793103448275863
1,51,901,coalition,104,73,4.463390743037547,9.68421052631579
1,51,902,algorithmic,631,0,4.864183940514269,
1,51,903,direct,30,62,4.270068027210884,16.62983425414365
1,52,901,coalition,84,73,4.401753008895866,7.627906976744186
1,52,902,algorithmic,535,0,5.558214829074425,
1,52,903,direct,146,62,4.637531133250311,13.296703296703296
1,53,901,coalition,161,73,4.367359798361688,9.009708737864077
1,53,902,algorithmic,523,0,4.8833231275185875,
1,53,903,direct,81,62,3.899516449435934,17.053140096618357
1,54,901,coalition,101,73,4.105671209084277,9.513513513513514
1,54,902,algorithmic,603,0,4.972301107718442,
1,54,903,direct,61,62,4.436875769740049,15.704225352112676
1,55,901,coalition,132,73,4.805638350720318,10.628318584070797
1,55,902,algorithmic,517,0,5.018622650279612,
1,55,903,direct,116,62,4.318805001049529,15.0
1,56,901,coalition,91,73,4.267041366742264,7.627906976744186
1,56,902,algorithmic,610,0,5.010808469242166,
1,56,903,direct,64,62,4.463848039215686,16.55367231638418
1,57,901,coalition,109,73,4.817247706422019,9.941176470588236
1,57,902,algorithmic,515,0,4.92562689622874,
1,57,903,direct,141,62,4.318341007377149,15.120000000000001
1,58,901,coalition,163,73,4.798335661787037,10.461538461538462
1,58,902,algorithmic,534,0,4.821680639057187,
1,58,903,direct,68,62,4.6461563708432045,16.980198019801982
1,59,901,coalition,153,73,4.667606687515294,10.076923076923077
1,59,902,algorithmic,492,0,4.722816494403098,
1,59,903,direct,120,62,3.682143344244408,15.271317829457365
1,60,901,coalition,109,73,4.815550712149627,11.782608695652174
1,60,902,algorithmic,545,0,4.52963240312025,
1,60,903,direct,111,62,4.567644031252006,16.62983425414365
1,61,901,coalition,96,73,4.386627906976744,8.340425531914894
1,61,902,algorithmic,561,0,5.139708984596843,
1,61,903,direct,108,62,4.181996849734226,16.453488372093023
1,62,901,coalition,141,73,4.5671096043436465,9.653061224489797
1,62,902,algorithmic,531,0,4.96802279899691,
1,62,903,direct,93,62,4.90284178187404,16.3905325443787
1,63,901,coalition,128,73,4.569745651941955,10.193548387096774
1,63,902,algorithmic,545,0,4.8865233587215675,
