step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.468380,0.009080,578.155000,5.378300,166.935000,4.296484,154.910000,3.901568,722.065000,3.386281,71.985000,2.687003,650.080000,1.776669,6.986803,0.031153,5.200423,0.008531,5.288491,0.017482,5.835461,0.035517,5.738059,0.038036
2,5.990651,0.034872,608.380000,5.567858,154.530000,4.804535,137.090000,3.200170,677.310000,5.618523,96.710000,3.739870,580.600000,3.622997,6.972772,0.130689,5.817336,0.023892,5.869430,0.034570,5.856237,0.052023,6.718906,0.086054
3,6.580522,0.020008,612.765000,4.884077,159.950000,4.691564,127.285000,2.149920,589.895000,5.952801,38.895000,4.035681,551.000000,4.070441,8.932029,0.072066,6.165550,0.016931,6.261295,0.024380,6.131374,0.040571,8.685061,0.054670
4,6.587660,0.020430,610.660000,5.255770,162.190000,4.967949,127.150000,2.512091,584.135000,6.747338,40.455000,4.266132,543.680000,4.496525,8.849061,0.078360,6.188590,0.017448,6.268993,0.026492,6.134425,0.039011,8.721816,0.053504
5,6.582127,0.018805,614.600000,5.091793,160.625000,4.992274,124.775000,2.012744,580.365000,6.379092,38.640000,4.256737,541.725000,4.459887,8.836712,0.072525,6.184259,0.018370,6.256151,0.023826,6.149872,0.038826,8.766193,0.046924
6,6.584900,0.018301,612.245000,5.072564,161.180000,4.850579,126.575000,2.295149,580.325000,6.494225,39.440000,4.440969,540.885000,4.635962,8.825238,0.072757,6.189546,0.017803,6.262073,0.023633,6.153448,0.037133,8.719987,0.051797
7,6.601186,0.019942,611.050000,5.104814,161.205000,4.729055,127.745000,2.187026,576.070000,5.852844,34.805000,4.375986,541.265000,4.438269,8.885246,0.083899,6.198117,0.018259,6.269966,0.025704,6.193218,0.040412,8.707787,0.047467
8,6.582430,0.019392,614.925000,5.099199,159.470000,4.480723,125.605000,2.205086,579.995000,6.331285,39.425000,4.293997,540.570000,4.576921,8.803503,0.072057,6.190476,0.019140,6.258001,0.024182,6.129480,0.036599,8.771684,0.048710
9,6.584064,0.019974,615.150000,5.194539,158.720000,4.941138,126.130000,2.089906,575.870000,6.541236,39.180000,4.423375,536.690000,4.890602,8.771696,0.077069,6.198011,0.019940,6.257493,0.026779,6.143957,0.035291,8.745466,0.050363
10,6.574263,0.018990,612.725000,5.231629,161.235000,4.888818,126.040000,2.103282,579.340000,6.146842,37.580000,4.340054,541.760000,4.757036,8.801186,0.076637,6.181277,0.019551,6.238760,0.024228,6.153817,0.039207,8.757720,0.045495
11,6.589432,0.018804,612.370000,4.929211,161.265000,4.662025,126.365000,2.198874,573.900000,6.660117,37.420000,4.520559,536.480000,5.196438,8.797833,0.074835,6.199714,0.020130,6.264522,0.024084,6.150241,0.039147,8.740696,0.049463
12,6.583328,0.018301,612.745000,5.366638,161.660000,5.005925,125.595000,2.138609,577.465000,6.557014,37.275000,4.333947,540.190000,4.478363,8.803734,0.075788,6.191491,0.017422,6.256443,0.023933,6.143409,0.037284,8.760778,0.046843
13,6.598564,0.017953,610.145000,5.604952,162.910000,4.997912,126.945000,2.191091,575.395000,6.842317,37.465000,4.470500,537.930000,4.841332,8.846809,0.074116,6.201815,0.017540,6.281172,0.022912,6.135415,0.037920,8.724989,0.049415
14,6.578092,0.020892,611.965000,5.285309,162.485000,4.834098,125.550000,2.185028,578.290000,6.966399,37.940000,4.513021,540.350000,4.856823,8.788413,0.077722,6.188035,0.019549,6.248063,0.026956,6.138772,0.039129,8.779037,0.051401
15,6.612089,0.020875,613.820000,5.608453,161.160000,5.275018,125.020000,2.305326,568.955000,7.045134,34.645000,4.454018,534.310000,5.049657,8.835070,0.078762,6.219799,0.020586,6.288102,0.026066,6.180060,0.039024,8.776217,0.048703
