iteration,seed,avg_utility,avg_utility_mainstream,avg_utility_extremist,norm_utility_mainstream,norm_utility_extremist,total_relocations,avg_relocations_per_community,settling_time_90pct
0,42,6.824444,6.486667,8.738519,0.648667,0.728210,68249,75.832222,100
1,43,6.756818,6.519013,8.104381,0.651901,0.675365,68640,76.266667,100
2,44,6.562222,6.230544,8.441730,0.623054,0.703477,68891,76.545556,100
3,45,6.767778,6.408551,8.803395,0.640855,0.733616,69318,77.020000,100
4,46,6.860000,6.450638,9.179718,0.645064,0.764976,68657,76.285556,100
5,47,6.656667,6.361463,8.329487,0.636146,0.694124,68706,76.340000,100
6,48,6.566865,6.179856,8.759914,0.617986,0.729993,69270,76.966667,100
7,49,6.798889,6.471843,8.652146,0.647184,0.721012,69303,77.003333,100
8,50,6.725556,6.386399,8.647445,0.638640,0.720620,69237,76.930000,100
9,51,6.858889,6.474581,9.036631,0.647458,0.753053,68807,76.452222,100
10,52,6.797778,6.548090,8.212673,0.654809,0.684389,68127,75.696667,100
11,53,6.523531,6.023415,9.357519,0.602342,0.779793,69025,76.694444,100
12,54,6.785125,6.417132,8.870417,0.641713,0.739201,68231,75.812222,100
13,55,6.925556,6.523377,9.204569,0.652338,0.767047,67914,75.460000,100
14,56,6.902222,6.541181,8.948124,0.654118,0.745677,67809,75.343333,100
15,57,6.723333,6.386647,8.631224,0.638665,0.719269,68780,76.422222,100
16,58,6.733704,6.356396,8.871783,0.635640,0.739315,69470,77.188889,100
17,59,6.803477,6.355768,9.340494,0.635577,0.778374,68379,75.976667,100
18,60,6.513333,6.289365,7.782487,0.628937,0.648541,69004,76.671111,100
19,61,6.789778,6.468894,8.608122,0.646889,0.717343,67963,75.514444,100
20,62,6.893333,6.547228,8.854596,0.654723,0.737883,68451,76.056667,100
21,63,6.865960,6.492568,8.981846,0.649257,0.748487,68178,75.753333,100
22,64,6.804444,6.401446,9.088101,0.640145,0.757342,69930,77.700000,100
23,65,6.568889,6.314365,8.011189,0.631437,0.667599,69331,77.034444,100
24,66,6.501111,6.167405,8.392110,0.616741,0.699342,69809,77.565556,100
25,67,6.845556,6.443113,9.126061,0.644311,0.760505,69746,77.495556,100
26,68,6.826239,6.579908,8.222117,0.657991,0.685176,68937,76.596667,100
27,69,6.948889,6.547489,9.223487,0.654749,0.768624,69212,76.902222,100
28,70,6.917014,6.473337,9.431181,0.647334,0.785932,68793,76.436667,100
29,71,6.823333,6.469321,8.829404,0.646932,0.735784,68577,76.196667,100
30,72,6.672222,6.360183,8.440444,0.636018,0.703370,67979,75.532222,100
