step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.605907,0.007539,594.640000,4.949470,156.195000,3.984492,149.165000,3.948063,797.160000,1.962138,93.975000,1.772158,703.185000,1.041136,7.039981,0.023721,5.352835,0.007796,5.476734,0.013122,5.882919,0.026210,5.790914,0.030405
2,6.246658,0.025444,636.395000,4.705393,158.635000,4.071133,104.970000,2.038829,766.380000,3.998490,108.970000,3.292247,657.410000,2.418135,6.973192,0.122337,6.118446,0.016335,6.137086,0.025103,6.103374,0.043941,7.164599,0.107402
3,6.751944,0.015123,644.625000,4.156939,159.330000,3.965951,96.045000,1.627760,694.610000,4.303167,57.265000,3.247930,637.345000,2.697977,8.653814,0.058095,6.416320,0.014253,6.460591,0.018082,6.404810,0.027731,9.298418,0.048485
4,6.756166,0.014536,644.030000,4.072099,156.030000,3.804056,99.940000,1.708273,692.345000,4.100037,56.540000,2.998476,635.805000,2.661529,8.592726,0.062961,6.432067,0.013286,6.455371,0.017310,6.416444,0.028831,9.240375,0.043229
5,6.766693,0.016349,647.240000,4.017075,156.075000,3.496283,96.685000,1.599906,686.505000,4.441802,53.590000,3.313560,632.915000,2.878782,8.683817,0.069936,6.428377,0.014878,6.472146,0.020080,6.379995,0.027750,9.377341,0.037396
6,6.760930,0.016009,647.235000,3.777475,153.715000,3.409017,99.050000,1.674956,689.310000,4.074456,55.410000,3.023843,633.900000,2.633651,8.638479,0.064738,6.429597,0.013727,6.465641,0.018819,6.392854,0.025074,9.282826,0.038529
7,6.764176,0.018740,645.575000,4.151781,156.945000,3.994617,97.480000,1.492236,686.855000,4.855504,52.370000,3.494665,634.485000,2.888630,8.645750,0.068633,6.432133,0.015734,6.468638,0.022112,6.391290,0.028162,9.335144,0.039671
8,6.759048,0.017149,646.195000,4.037577,156.440000,3.927052,97.365000,1.672270,685.295000,4.612618,51.730000,3.526952,633.565000,2.802286,8.632617,0.070870,6.428418,0.016098,6.465139,0.020144,6.374700,0.028993,9.349980,0.038885
9,6.761245,0.015895,649.040000,3.922679,154.170000,3.885129,96.790000,1.526173,687.100000,4.421023,52.775000,3.289565,634.325000,2.871604,8.649472,0.058972,6.428028,0.014397,6.462197,0.019129,6.394512,0.028414,9.364461,0.038053
10,6.762885,0.016675,646.370000,3.784045,155.530000,3.847978,98.100000,1.588610,686.820000,4.162910,55.625000,3.134259,631.195000,2.626446,8.594695,0.074007,6.439624,0.013800,6.469152,0.020856,6.386881,0.025168,9.318971,0.036342
11,6.773094,0.018021,645.955000,4.201832,156.610000,4.060988,97.435000,1.524970,685.210000,4.490872,53.335000,3.328646,631.875000,2.846961,8.661324,0.068626,6.439878,0.015232,6.470556,0.021323,6.423028,0.028918,9.350400,0.037995
12,6.768892,0.014553,645.215000,4.001586,156.985000,3.653704,97.800000,1.518209,684.820000,4.490167,51.980000,3.592792,632.840000,2.687827,8.666627,0.061135,6.433998,0.013094,6.473981,0.018121,6.381564,0.024719,9.341840,0.035182
13,6.753026,0.015136,646.370000,3.982301,156.095000,3.800164,97.535000,1.544486,689.110000,3.901261,56.280000,3.085959,632.830000,2.615487,8.587825,0.067713,6.429238,0.014212,6.449651,0.018180,6.398677,0.028102,9.343946,0.036559
14,6.770254,0.016433,644.620000,3.963016,158.565000,3.810158,96.815000,1.406330,687.710000,4.279681,54.095000,3.213846,633.615000,2.726733,8.666128,0.072117,6.435688,0.014713,6.477028,0.019170,6.386548,0.029946,9.368808,0.036141
15,6.768243,0.016980,642.480000,3.871985,159.725000,3.870239,97.795000,1.412235,686.490000,4.277298,53.860000,3.329944,632.630000,2.515453,8.633623,0.069138,6.439059,0.015096,6.468392,0.020452,6.415122,0.027937,9.325196,0.038434
16,6.764115,0.015777,644.100000,4.075086,158.260000,3.882175,97.640000,1.532198,684.395000,4.143111,53.485000,3.384739,630.910000,2.513759,8.650817,0.068590,6.431168,0.013925,6.464803,0.018846,6.386031,0.027480,9.350655,0.035222
17,6.755943,0.015307,641.435000,4.324128,161.235000,4.254082,97.330000,1.591166,688.610000,3.958806,55.435000,3.051310,633.175000,2.635718,8.621571,0.071092,6.426715,0.013440,6.455071,0.018529,6.389650,0.027338,9.363060,0.037891
18,6.761064,0.015108,641.875000,4.097077,160.470000,3.949044,97.655000,1.508937,686.380000,4.298314,53.105000,3.382868,633.275000,2.754951,8.665689,0.068347,6.424954,0.014913,6.459039,0.019374,6.406063,0.024579,9.342939,0.038244
19,6.764131,0.016929,643.185000,3.832097,159.120000,3.698422,97.695000,1.658186,685.460000,4.445340,52.565000,3.483302,632.895000,2.816606,8.638902,0.068964,6.433289,0.015237,6.462310,0.020168,6.405688,0.028049,9.357910,0.041755
20,6.766979,0.016272,645.570000,3.706737,157.260000,3.525133,97.170000,1.452453,686.220000,4.295295,53.465000,3.264896,632.755000,2.696291,8.674595,0.062580,6.430341,0.014906,6.466554,0.019413,6.400471,0.027738,9.368325,0.038269
21,6.763793,0.015959,645.950000,3.801692,156.240000,3.577157,97.810000,1.489156,685.135000,4.422718,52.800000,3.359034,632.335000,2.742004,8.637444,0.070537,6.433149,0.014540,6.468350,0.020265,6.385379,0.029087,9.330296,0.037732
22,6.779951,0.015478,647.450000,4.120400,154.375000,3.906272,98.175000,1.505597,684.610000,4.338551,53.465000,3.291484,631.145000,2.723571,8.675739,0.063773,6.445400,0.013883,6.479650,0.018378,6.418958,0.028512,9.330284,0.034310
23,6.755675,0.015005,643.950000,4.112240,159.260000,3.936003,96.790000,1.593014,689.090000,3.870071,56.600000,2.933887,632.490000,2.628698,8.585438,0.070001,6.432776,0.013082,6.449418,0.017841,6.398542,0.028218,9.384964,0.036493
24,6.749908,0.016108,645.500000,4.231469,157.490000,4.118368,97.010000,1.487184,688.180000,4.420581,53.300000,3.348097,634.880000,2.671081,8.629444,0.063579,6.418225,0.014376,6.446454,0.019158,6.386897,0.029117,9.356508,0.035966
25,6.760488,0.015296,639.545000,4.249787,162.655000,4.140377,97.800000,1.632716,687.005000,3.916120,52.450000,3.278022,634.555000,2.236587,8.665130,0.065372,6.424375,0.013343,6.464491,0.018406,6.382027,0.029558,9.338689,0.037606
26,6.764700,0.016062,643.165000,3.992093,159.270000,4.074937,97.565000,1.501883,685.785000,4.428917,52.520000,3.430090,633.265000,2.714522,8.664758,0.070748,6.429396,0.015005,6.461560,0.019085,6.410479,0.032711,9.341452,0.037582
27,6.769722,0.016489,640.465000,4.507826,161.140000,4.351796,98.395000,1.622153,686.865000,4.193103,54.015000,3.258552,632.850000,2.757361,8.680820,0.063279,6.432469,0.015205,6.464935,0.019011,6.419953,0.031367,9.327093,0.037851
28,6.766201,0.016904,640.030000,4.597550,162.630000,4.446153,97.340000,1.522554,684.815000,4.395187,54.130000,3.391443,630.685000,2.851082,8.704320,0.067318,6.424180,0.015027,6.469605,0.020511,6.382511,0.029397,9.359105,0.037800
29,6.752814,0.016050,642.525000,4.206393,159.305000,3.911353,98.170000,1.633314,685.505000,4.518949,54.000000,3.362136,631.505000,2.990326,8.599002,0.065065,6.427016,0.015270,6.447234,0.019547,6.406640,0.029022,9.329419,0.038470
30,6.760674,0.016822,645.850000,4.043885,156.745000,3.697860,97.405000,1.527849,686.940000,4.505551,54.145000,3.242365,632.795000,2.801690,8.634053,0.069822,6.430078,0.014607,6.460937,0.019788,6.398245,0.027394,9.348627,0.038812
31,6.758958,0.016249,646.190000,4.190863,156.705000,3.944492,97.105000,1.570300,687.640000,4.250452,54.325000,3.104787,633.315000,2.742085,8.643939,0.063573,6.426314,0.014361,6.461909,0.019946,6.373680,0.024762,9.366875,0.037726
