step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.433129,0.008748,603.010000,3.596042,152.540000,3.119516,144.450000,2.845462,755.420000,1.728702,0.025000,0.049000,755.395000,1.728955,14.309163,0.053160,4.965969,0.008713,5.154586,0.014280,6.026010,0.043123,6.037702,0.044655
2,6.006288,0.019128,651.740000,3.992878,164.810000,3.448765,83.450000,2.128141,675.115000,3.862806,0.625000,0.295861,674.490000,3.854597,14.159151,0.079836,5.577190,0.019859,5.867143,0.022591,6.154027,0.044475,6.926157,0.084947
3,6.258213,0.016912,649.085000,4.528738,161.470000,3.628506,89.445000,2.789828,657.535000,3.863648,1.790000,0.422250,655.745000,3.825742,14.011458,0.088516,5.850147,0.017259,6.150880,0.021326,6.412333,0.039763,6.915357,0.078029
4,6.279515,0.017887,650.285000,3.987003,165.395000,3.296788,84.320000,2.637304,656.255000,4.405889,1.225000,0.350791,655.030000,4.368286,14.233996,0.091670,5.860858,0.018441,6.156440,0.022095,6.391639,0.044170,7.174182,0.084834
5,6.298439,0.018213,654.540000,3.978362,159.625000,3.289975,85.835000,2.754034,651.790000,4.415880,1.115000,0.337251,650.675000,4.442170,14.273520,0.094937,5.878698,0.018970,6.169039,0.020372,6.445304,0.041948,7.155194,0.086899
6,6.291037,0.017750,652.255000,3.732337,163.465000,3.148866,84.280000,2.507569,653.165000,4.187139,0.520000,0.217902,652.645000,4.183198,14.384664,0.093189,5.865057,0.017746,6.153849,0.020020,6.410024,0.044987,7.266029,0.084028
7,6.295192,0.016833,653.400000,4.218630,161.905000,3.273126,84.695000,2.901274,651.515000,4.455493,0.915000,0.329315,650.600000,4.465404,14.400174,0.102540,5.868614,0.017021,6.161550,0.020233,6.401351,0.038918,7.298361,0.098365
8,6.287776,0.017815,658.430000,4.019363,159.220000,3.514161,82.350000,2.459005,651.950000,4.550468,0.955000,0.286534,650.995000,4.538845,14.494930,0.100247,5.855820,0.018083,6.140938,0.019983,6.409248,0.046203,7.377259,0.096158
9,6.304485,0.016349,655.585000,4.164081,163.365000,3.496925,81.050000,2.540213,650.365000,4.361216,0.640000,0.262903,649.725000,4.347578,14.529755,0.104695,5.871576,0.017066,6.160649,0.019707,6.394761,0.043138,7.456358,0.098478
10,6.312504,0.018384,654.050000,4.036575,161.430000,3.266895,84.520000,2.823061,649.080000,5.125940,0.900000,0.358025,648.180000,5.167395,14.490398,0.109894,5.882088,0.019177,6.164014,0.021247,6.439912,0.045181,7.392573,0.091696
