iteration,seed,avg_utility,avg_utility_mainstream,avg_utility_extremist,norm_utility_mainstream,norm_utility_extremist,total_relocations,avg_relocations_per_community,settling_time_90pct
0,42,6.314355,5.881677,10.208456,0.588168,0.850705,59183,65.758889,100
1,43,6.454448,6.043017,10.157330,0.604302,0.846444,62798,69.775556,100
2,44,6.352984,5.943521,10.038154,0.594352,0.836513,62537,69.485556,100
3,45,6.369538,5.949528,10.149630,0.594953,0.845802,61238,68.042222,100
4,46,6.500592,6.091192,10.185191,0.609119,0.848766,60649,67.387778,100
5,47,6.571855,6.108828,10.739102,0.610883,0.894925,61151,67.945556,100
6,48,6.542104,6.097912,10.539829,0.609791,0.878319,61705,68.561111,100
7,49,6.580000,6.164630,10.318330,0.616463,0.859861,62869,69.854444,100
8,50,6.618197,6.227228,10.136916,0.622723,0.844743,61435,68.261111,100
9,51,6.282003,5.951371,9.257686,0.595137,0.771474,61959,68.843333,100
10,52,6.411111,6.098909,9.220934,0.609891,0.768411,61956,68.840000,100
11,53,6.441111,6.012377,10.299721,0.601238,0.858310,62157,69.063333,100
12,54,6.371000,5.890211,10.698098,0.589021,0.891508,62383,69.314444,100
13,55,6.540000,6.122532,10.297211,0.612253,0.858101,59485,66.094444,100
14,56,6.598707,6.129545,10.821159,0.612955,0.901763,61696,68.551111,100
15,57,6.437778,5.911907,11.170614,0.591191,0.930885,61707,68.563333,100
16,58,6.492530,6.020872,10.737448,0.602087,0.894787,62221,69.134444,100
17,59,6.670721,6.344100,9.610311,0.634410,0.800859,60574,67.304444,100
18,60,6.574444,6.142545,10.461538,0.614255,0.871795,61690,68.544444,100
19,61,6.641625,6.140935,11.147832,0.614094,0.928986,62183,69.092222,100
20,62,6.510000,6.050971,10.641262,0.605097,0.886772,62053,68.947778,100
21,63,6.976470,6.555806,10.762451,0.655581,0.896871,61654,68.504444,100
22,64,6.371944,5.945152,10.213073,0.594515,0.851089,62625,69.583333,100
23,65,6.294444,5.958880,9.314528,0.595888,0.776211,62935,69.927778,100
24,66,6.473333,6.158957,9.302721,0.615896,0.775227,61711,68.567778,100
25,67,6.433333,6.074966,9.658639,0.607497,0.804887,61224,68.026667,100
26,68,6.450000,6.168980,8.979181,0.616898,0.748265,59629,66.254444,100
27,69,6.676481,6.192383,11.033370,0.619238,0.919447,61728,68.586667,100
28,70,6.553586,6.096870,10.664027,0.609687,0.888669,62076,68.973333,100
