step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.377845,0.011397,565.010000,4.796917,172.390000,4.280677,162.600000,4.598833,607.165000,4.036862,0.000000,0.000000,607.165000,4.036862,14.313475,0.054840,4.907549,0.011245,5.103120,0.020152,5.886360,0.047399,5.886552,0.049201
2,5.791661,0.023370,554.580000,5.735885,172.465000,4.715290,172.955000,3.893224,472.045000,5.860405,0.205000,0.205753,471.840000,5.847233,14.265580,0.076531,5.345666,0.023802,5.876845,0.030496,5.778014,0.055227,5.625567,0.048723
3,6.098540,0.019077,557.820000,5.671841,174.515000,4.221557,167.665000,4.780172,411.650000,6.460157,0.135000,0.152631,411.515000,6.459607,14.261472,0.080982,5.668912,0.020186,6.185238,0.023925,5.898942,0.048095,6.096548,0.055797
4,6.074334,0.019876,557.410000,6.005489,172.020000,4.682693,170.570000,4.593572,415.695000,6.102032,0.075000,0.105757,415.620000,6.091335,14.272734,0.077740,5.642840,0.020648,6.149958,0.023905,5.926091,0.052409,6.071853,0.057357
5,6.071780,0.018645,554.125000,6.674694,175.985000,4.808824,169.890000,4.907436,419.025000,6.199519,0.185000,0.222772,418.840000,6.192166,14.255523,0.090918,5.641057,0.018934,6.157887,0.022861,5.889442,0.046940,6.052238,0.053645
6,6.087674,0.019518,558.520000,5.740437,175.565000,4.800107,165.915000,4.686254,415.715000,6.311983,0.190000,0.214523,415.525000,6.311793,14.346989,0.083595,5.652973,0.020281,6.160419,0.023428,5.917690,0.048938,6.114190,0.062210
7,6.065486,0.020192,550.795000,5.569813,176.560000,4.777836,172.645000,4.607554,418.790000,6.390904,0.245000,0.304562,418.545000,6.358565,14.298032,0.091064,5.632194,0.020251,6.153671,0.025179,5.901154,0.052877,6.030334,0.050802
8,6.072911,0.020916,557.890000,6.396659,175.470000,5.023219,166.640000,5.009368,424.555000,5.974947,0.185000,0.215729,424.370000,5.969138,14.320789,0.085463,5.638812,0.021964,6.150750,0.025545,5.889128,0.049541,6.099328,0.059832
9,6.077955,0.018429,555.575000,6.162885,170.825000,4.494135,173.600000,4.827585,417.035000,6.565201,0.110000,0.154587,416.925000,6.574758,14.314410,0.090691,5.644458,0.019265,6.158613,0.024631,5.901268,0.046868,6.077526,0.064783
10,6.092573,0.019633,553.195000,5.979630,178.435000,4.592628,168.370000,4.799820,419.625000,6.668987,0.000000,0.000000,419.625000,6.668987,14.369997,0.088223,5.656919,0.020386,6.175502,0.024613,5.879456,0.049767,6.157654,0.067410
11,6.085257,0.019047,558.490000,6.020062,177.035000,4.460265,164.475000,4.575538,423.010000,5.643131,0.305000,0.231743,422.705000,5.659013,14.392334,0.101358,5.648043,0.019247,6.151042,0.022490,5.911867,0.054703,6.150095,0.068904
12,6.088360,0.020507,551.760000,5.901027,180.655000,4.482310,167.585000,4.459116,415.970000,6.117904,0.060000,0.117600,415.910000,6.114484,14.378617,0.099892,5.652031,0.020270,6.173586,0.024298,5.897364,0.051079,6.093129,0.057068
13,6.097946,0.020931,552.465000,6.221843,177.620000,4.733181,169.915000,4.734083,411.575000,5.878842,0.185000,0.213027,411.390000,5.890722,14.389351,0.102029,5.661556,0.020648,6.157541,0.024994,5.934574,0.052436,6.168709,0.065148
14,6.069954,0.020360,555.565000,6.143687,174.195000,4.276186,170.240000,5.274722,417.070000,6.561452,0.000000,0.000000,417.070000,6.561452,14.390872,0.087440,5.632011,0.020816,6.124264,0.025902,5.932868,0.050151,6.118907,0.065922
15,6.085433,0.020670,553.095000,6.461843,175.210000,4.955328,171.695000,4.533753,411.255000,5.991423,0.170000,0.171360,411.085000,5.997844,14.357865,0.094841,5.650041,0.020582,6.152168,0.025470,5.895026,0.052102,6.141157,0.054941
16,6.085039,0.021425,556.200000,6.113107,174.760000,4.226910,169.040000,4.810958,414.885000,6.119943,0.190000,0.214972,414.695000,6.122861,14.375198,0.106171,5.648715,0.021298,6.147116,0.026605,5.919319,0.050240,6.150279,0.071048
17,6.098509,0.018022,552.830000,6.177757,177.620000,4.572006,169.550000,4.572263,414.210000,6.186461,0.020000,0.039200,414.190000,6.184476,14.413038,0.096208,5.660902,0.018266,6.164354,0.022371,5.896020,0.052432,6.184410,0.061850
18,6.077672,0.021807,548.310000,6.013235,179.585000,4.838455,172.105000,4.444136,418.805000,6.979620,0.195000,0.194367,418.610000,6.998776,14.431935,0.099101,5.637974,0.022429,6.155043,0.027880,5.889565,0.052331,6.113149,0.060933
19,6.079193,0.022321,558.705000,5.916604,177.155000,4.463893,164.140000,4.506630,416.200000,7.290721,0.055000,0.107800,416.145000,7.298824,14.327383,0.111446,5.645077,0.023109,6.121696,0.027384,5.881860,0.055163,6.237299,0.072442
20,6.099028,0.021347,555.775000,6.179996,176.770000,4.422043,167.455000,4.895739,413.595000,6.417483,0.225000,0.229331,413.370000,6.403634,14.420247,0.108990,5.661069,0.021483,6.165582,0.027127,5.912971,0.048012,6.160019,0.068900
21,6.085076,0.021856,552.400000,6.245057,178.960000,4.620439,168.640000,4.527060,416.485000,6.300881,0.150000,0.183670,416.335000,6.297775,14.426754,0.107408,5.646040,0.022449,6.143751,0.026892,5.897329,0.050762,6.179117,0.067012
22,6.080787,0.020807,557.710000,6.050906,173.090000,4.377232,169.200000,4.569185,419.325000,6.260955,0.110000,0.152069,419.215000,6.272567,14.405376,0.100169,5.642651,0.021474,6.129311,0.025908,5.917481,0.051965,6.162913,0.067482
23,6.092368,0.021837,553.360000,6.575626,179.325000,4.760782,167.315000,5.154562,412.590000,6.434773,0.190000,0.222908,412.400000,6.446445,14.463809,0.112676,5.651766,0.021952,6.156816,0.027477,5.889248,0.056064,6.211721,0.073071
24,6.077215,0.019402,553.590000,6.474923,175.980000,4.600154,170.430000,5.024115,417.510000,6.411418,0.140000,0.197980,417.370000,6.416419,14.465544,0.103783,5.635724,0.020548,6.137335,0.025458,5.894311,0.052601,6.175811,0.070539
25,6.084474,0.021350,554.105000,6.199160,179.830000,4.369837,166.065000,5.050530,415.795000,6.595533,0.115000,0.162731,415.680000,6.591661,14.503481,0.106531,5.641369,0.020735,6.133370,0.027373,5.866104,0.047386,6.252676,0.073822
26,6.086890,0.019745,557.610000,6.602532,174.725000,4.602398,167.665000,4.802614,417.305000,6.302630,0.095000,0.109046,417.210000,6.300139,14.498426,0.109740,5.644177,0.019848,6.130621,0.024751,5.933991,0.055929,6.193591,0.067170
27,6.089639,0.020672,554.905000,6.246859,176.835000,4.594586,168.260000,4.649269,416.630000,6.687254,0.230000,0.243725,416.400000,6.657334,14.515360,0.110702,5.646180,0.021309,6.151040,0.027643,5.878373,0.056537,6.203456,0.064558
28,6.084975,0.020313,551.990000,6.391530,178.375000,4.406249,169.635000,5.205498,420.245000,6.654499,0.095000,0.132975,420.150000,6.661881,14.493477,0.124645,5.642422,0.020939,6.135772,0.024752,5.872536,0.053485,6.243943,0.074215
29,6.090417,0.018427,556.815000,5.929385,176.080000,4.426093,167.105000,5.070125,417.700000,6.436870,0.040000,0.078400,417.660000,6.441149,14.552226,0.111400,5.645059,0.018170,6.137035,0.024410,5.906054,0.051794,6.227719,0.070393
30,6.106230,0.020796,558.460000,6.778881,174.985000,4.935906,166.555000,4.878574,413.170000,5.990136,0.105000,0.119034,413.065000,5.988266,14.582007,0.118855,5.660136,0.020764,6.158409,0.024718,5.919087,0.051578,6.225415,0.070081
31,6.084594,0.022063,549.405000,6.669604,180.525000,4.963139,170.070000,5.119197,417.130000,6.350568,0.125000,0.142329,417.005000,6.341125,14.509433,0.118486,5.641181,0.022012,6.143449,0.025464,5.870516,0.056832,6.222428,0.071382
32,6.086653,0.022928,556.535000,6.050719,173.100000,4.344603,170.365000,5.086904,418.600000,6.642936,0.130000,0.149198,418.470000,6.666374,14.533274,0.129782,5.642094,0.022628,6.125315,0.025698,5.922630,0.054330,6.220511,0.079505
33,6.093290,0.021243,551.920000,5.952331,178.335000,4.567416,169.745000,5.107295,413.810000,6.202491,0.195000,0.170562,413.615000,6.189426,14.541416,0.121360,5.648652,0.021225,6.137132,0.026349,5.891032,0.048979,6.270794,0.080365
34,6.101018,0.019826,555.650000,6.177470,175.695000,4.420612,168.655000,4.663994,414.680000,5.879060,0.085000,0.117713,414.595000,5.888449,14.588230,0.128587,5.654322,0.020013,6.131072,0.026876,5.937297,0.050894,6.261268,0.069169
35,6.094775,0.022930,555.625000,5.293868,177.830000,3.844370,166.545000,4.735123,413.800000,7.197800,0.115000,0.147158,413.685000,7.186266,14.567982,0.131515,5.648817,0.023306,6.134666,0.025952,5.876769,0.046369,6.282840,0.077746
36,6.097421,0.021714,559.535000,6.482085,175.675000,4.218240,164.790000,4.744222,418.640000,6.591416,0.200000,0.186926,418.440000,6.591073,14.639947,0.129454,5.647815,0.021502,6.136452,0.026131,5.898177,0.054478,6.277117,0.068854
37,6.099226,0.021242,550.460000,6.130921,178.770000,4.231234,170.770000,4.880394,412.085000,6.446801,0.235000,0.213435,411.850000,6.412107,14.593857,0.131514,5.652140,0.020359,6.153484,0.025187,5.865933,0.048087,6.271103,0.083480
38,6.096656,0.022569,554.365000,6.144514,178.705000,4.408447,166.930000,5.036778,417.960000,7.023283,0.230000,0.245304,417.730000,7.007445,14.644829,0.132639,5.646752,0.022946,6.129931,0.027616,5.909375,0.053095,6.280526,0.070610
39,6.116260,0.020754,544.875000,6.362968,185.680000,4.634058,169.445000,4.817912,414.225000,6.291981,0.110000,0.127182,414.115000,6.297176,14.691793,0.135911,5.664916,0.020710,6.169325,0.024812,5.905278,0.050591,6.292769,0.081596
40,6.106874,0.021375,551.655000,6.736714,178.790000,4.790082,169.555000,4.785125,419.120000,6.317871,0.175000,0.175988,418.945000,6.301757,14.740724,0.138038,5.652461,0.020648,6.131826,0.025027,5.929384,0.052800,6.311717,0.072156
41,6.103038,0.020297,554.975000,6.107048,176.285000,4.441897,168.740000,4.774757,414.625000,5.826396,0.020000,0.039200,414.605000,5.825112,14.698134,0.136102,5.650665,0.019732,6.135247,0.027141,5.903838,0.050279,6.304509,0.076170
42,6.099589,0.018955,553.635000,6.047245,179.730000,4.434793,166.635000,4.848756,416.120000,6.187100,0.090000,0.124420,416.030000,6.173768,14.696474,0.135515,5.647121,0.018852,6.135069,0.023802,5.855941,0.049121,6.325011,0.066668
43,6.106285,0.020422,555.520000,6.637819,178.400000,4.759384,166.080000,5.046119,411.240000,6.174867,0.085000,0.117713,411.155000,6.168813,14.740381,0.147638,5.651859,0.019632,6.132455,0.023254,5.908140,0.046534,6.328949,0.082010
44,6.113434,0.021674,551.280000,5.954451,179.215000,4.387511,169.505000,4.714494,416.035000,6.524748,0.095000,0.131516,415.940000,6.513144,14.745299,0.152582,5.659125,0.020631,6.156300,0.023851,5.900501,0.051853,6.284002,0.076645
