step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.387287,0.011566,540.755000,5.924522,181.870000,4.136592,177.375000,4.298536,545.695000,5.158541,27.090000,1.975949,518.605000,4.543211,7.111875,0.048766,5.195666,0.010386,5.195151,0.017352,5.743100,0.038807,5.656609,0.038536
2,5.788340,0.034132,527.570000,6.780129,176.945000,4.905339,195.485000,4.528401,443.835000,8.835513,45.235000,2.822070,398.600000,7.608485,7.267114,0.149017,5.624031,0.027065,5.857008,0.039143,5.620101,0.051461,5.792973,0.070670
3,6.265072,0.023618,508.850000,5.882868,183.180000,4.744897,207.970000,4.037104,338.960000,8.354172,11.985000,2.446954,326.975000,7.356808,9.076949,0.125898,5.952642,0.018730,6.195990,0.026762,5.720834,0.044830,6.940917,0.063759
4,6.316449,0.019184,507.430000,6.192011,178.000000,5.112093,214.570000,4.188331,326.305000,7.762587,8.890000,2.331258,317.415000,7.449325,9.401906,0.082040,5.973621,0.018551,6.189472,0.024255,5.786108,0.044763,7.090842,0.040657
5,6.344835,0.020661,505.335000,6.006777,180.685000,4.631492,213.980000,4.098515,319.595000,7.608614,7.395000,2.258285,312.200000,7.101121,9.351728,0.083931,6.010735,0.021029,6.209156,0.025163,5.778790,0.044651,7.164656,0.040775
6,6.356524,0.021378,509.190000,6.527144,175.630000,5.487865,215.180000,4.449917,312.595000,7.543471,8.410000,2.359260,304.185000,7.081876,9.406162,0.088983,6.017675,0.020762,6.218402,0.026705,5.816309,0.043759,7.160561,0.043128
7,6.358448,0.020911,511.340000,5.879794,174.580000,4.868031,214.080000,4.354797,313.580000,7.190976,6.405000,2.192892,307.175000,6.882482,9.442439,0.087114,6.015783,0.020376,6.218994,0.026484,5.808645,0.052781,7.161925,0.040133
8,6.356283,0.020029,511.140000,5.984621,177.420000,4.923961,211.440000,3.955851,314.760000,7.039212,7.955000,2.396085,306.805000,6.716856,9.376763,0.090629,6.020674,0.019707,6.216017,0.025455,5.785236,0.046277,7.191396,0.040921
9,6.347511,0.020917,507.230000,6.347093,180.480000,4.924247,212.290000,4.547642,319.270000,7.583347,6.720000,2.240617,312.550000,7.089405,9.469966,0.088458,6.000571,0.020372,6.204747,0.027322,5.805856,0.048315,7.176074,0.042480
10,6.357695,0.020786,507.820000,6.292523,177.365000,4.936702,214.815000,4.060162,316.080000,7.512073,9.190000,2.543047,306.890000,7.011756,9.398791,0.083584,6.019796,0.020699,6.228759,0.026333,5.789555,0.048283,7.157871,0.041631
11,6.384546,0.020104,511.735000,5.645671,177.175000,4.401559,211.090000,4.311803,313.925000,6.261001,4.755000,1.892273,309.170000,6.078797,9.448080,0.086294,6.044154,0.019390,6.245906,0.027068,5.837416,0.046987,7.201209,0.041217
12,6.355767,0.019743,509.435000,6.577410,177.025000,5.252923,213.540000,4.343733,314.970000,7.678658,7.490000,2.397160,307.480000,6.788686,9.400579,0.089723,6.017454,0.018153,6.216573,0.023119,5.813723,0.046352,7.170018,0.045425
13,6.348518,0.019841,513.550000,6.340170,177.785000,5.476219,208.665000,4.541476,319.465000,7.276686,6.455000,2.203724,313.010000,6.799129,9.400133,0.093113,6.009449,0.018498,6.201466,0.027958,5.778202,0.050168,7.229158,0.048346
14,6.349337,0.020925,509.055000,6.204589,178.555000,5.383620,212.390000,4.110222,320.045000,7.692791,9.050000,2.529589,310.995000,7.021477,9.372823,0.089028,6.013394,0.019657,6.212250,0.025404,5.811039,0.052912,7.155377,0.043723
15,6.348542,0.020001,511.260000,6.846525,179.030000,5.289280,209.710000,4.649028,317.755000,7.198946,6.915000,2.255756,310.840000,6.738559,9.416445,0.079469,6.007664,0.019633,6.201138,0.026161,5.819272,0.043951,7.179981,0.043750
16,6.347002,0.019613,510.225000,6.476164,180.285000,5.078970,209.490000,4.309044,318.890000,7.371925,5.625000,2.073684,313.265000,7.163206,9.420650,0.081680,6.005485,0.020074,6.207002,0.027833,5.802090,0.049155,7.172628,0.043216
17,6.357831,0.019810,506.590000,6.355231,181.465000,5.188592,211.945000,4.647213,314.790000,7.612057,8.170000,2.432221,306.620000,7.020447,9.420153,0.092575,6.017573,0.019013,6.217489,0.026131,5.836004,0.044589,7.165796,0.042159
18,6.371764,0.021041,506.770000,6.301367,179.390000,5.343238,213.840000,4.053866,317.290000,7.975676,7.205000,2.335002,310.085000,7.523557,9.491637,0.092870,6.025112,0.020946,6.224935,0.027546,5.856950,0.048872,7.162771,0.042574
