iteration,seed,avg_utility,avg_utility_mainstream,avg_utility_extremist,norm_utility_mainstream,norm_utility_extremist,total_relocations,avg_relocations_per_community,settling_time_90pct
0,42,6.225556,5.795455,10.096464,0.579545,0.841372,30842,34.268889,100
1,43,6.118134,5.778517,9.174688,0.577852,0.764557,32690,36.322222,100
2,44,6.442727,6.153117,9.049222,0.615312,0.754102,30512,33.902222,100
3,45,6.145556,5.779356,9.441355,0.577936,0.786780,32151,35.723333,100
4,46,6.398889,5.984171,10.131346,0.598417,0.844279,30541,33.934444,100
5,47,6.151622,5.850724,8.859700,0.585072,0.738308,31249,34.721111,100
6,48,6.368889,6.101000,8.779893,0.610100,0.731658,31969,35.521111,100
7,49,6.343333,6.004996,9.388369,0.600500,0.782364,31008,34.453333,100
8,50,6.518889,6.208831,9.309410,0.620883,0.775784,30892,34.324444,100
9,51,6.332022,6.001306,9.308467,0.600131,0.775706,31232,34.702222,100
10,52,6.337947,6.117930,8.318106,0.611793,0.693176,32741,36.378889,100
11,53,6.307087,5.875525,10.191150,0.587552,0.849262,32246,35.828889,100
12,54,6.153368,5.765042,9.648306,0.576504,0.804025,31999,35.554444,100
13,55,6.388889,6.145681,8.577762,0.614568,0.714814,31610,35.122222,100
14,56,6.391111,5.997068,9.937498,0.599707,0.828125,31703,35.225556,100
15,57,6.371924,6.088085,8.926475,0.608809,0.743873,32684,36.315556,100
16,58,6.528140,6.190523,9.566690,0.619052,0.797224,31585,35.094444,100
17,59,6.510814,6.144869,9.804316,0.614487,0.817026,33155,36.838889,100
18,60,5.852222,5.582113,8.283205,0.558211,0.690267,31881,35.423333,100
19,61,6.312222,5.946443,9.604232,0.594644,0.800353,32003,35.558889,100
20,62,6.554444,6.211500,9.640946,0.621150,0.803412,31363,34.847778,100
21,63,6.363495,5.828210,11.181069,0.582821,0.931756,32827,36.474444,100
22,64,6.358508,6.058527,9.058336,0.605853,0.754861,29335,32.594444,100
23,65,6.208505,5.881436,9.152125,0.588144,0.762677,31983,35.536667,100
24,66,6.283333,5.972069,9.084711,0.597207,0.757059,34148,37.942222,100
25,67,6.236822,5.996915,8.395986,0.599692,0.699666,31388,34.875556,100
26,68,6.467778,6.016216,10.531838,0.601622,0.877653,32738,36.375556,100
27,69,6.555556,6.211147,9.655235,0.621115,0.804603,31232,34.702222,100
28,70,6.400000,6.071411,9.357299,0.607141,0.779775,31741,35.267778,100
29,71,6.553333,6.182082,9.894591,0.618208,0.824549,31339,34.821111,100
30,72,6.382222,6.067451,9.215161,0.606745,0.767930,32290,35.877778,100
31,73,6.075007,5.842211,8.170175,0.584221,0.680848,31640,35.155556,100
32,74,6.251111,5.863790,9.737002,0.586379,0.811417,33487,37.207778,100
33,75,6.319122,5.981497,9.357747,0.598150,0.779812,31430,34.922222,100
34,76,6.229151,5.772389,10.340012,0.577239,0.861668,32645,36.272222,100
35,77,6.371492,6.053614,9.232392,0.605361,0.769366,31440,34.933333,100
36,78,6.327778,5.950067,9.727172,0.595007,0.810598,34104,37.893333,100
37,79,6.335962,6.058225,8.835591,0.605823,0.736299,31819,35.354444,100
38,80,6.569555,6.151201,10.334738,0.615120,0.861228,32949,36.610000,100
39,81,6.212850,5.885115,9.162465,0.588512,0.763539,31890,35.433333,100
40,82,6.327778,5.983966,9.422087,0.598397,0.785174,30997,34.441111,100
41,83,6.487778,6.083560,10.125737,0.608356,0.843811,29540,32.822222,100
42,84,5.878538,5.510027,9.195132,0.551003,0.766261,31263,34.736667,100
43,85,6.256195,5.919682,9.284809,0.591968,0.773734,32864,36.515556,100
44,86,6.384444,5.973633,10.081746,0.597363,0.840146,31589,35.098889,100
45,87,6.245556,5.914885,9.221587,0.591489,0.768466,32614,36.237778,100
46,88,6.374444,6.056140,9.239180,0.605614,0.769932,32042,35.602222,100
47,89,6.451111,6.044629,10.109448,0.604463,0.842454,31140,34.600000,100
48,90,6.492597,6.267621,8.517385,0.626762,0.709782,31734,35.260000,100
49,91,6.430000,6.034150,9.992647,0.603415,0.832721,30231,33.590000,100
50,92,6.455556,6.135207,9.338689,0.613521,0.778224,31502,35.002222,100
51,93,6.427778,6.106287,9.321191,0.610629,0.776766,32629,36.254444,100
52,94,6.491111,6.168440,9.395151,0.616844,0.782929,32467,36.074444,100
53,95,6.310000,5.960532,9.455211,0.596053,0.787934,32798,36.442222,100
54,96,6.382222,6.071846,9.175607,0.607185,0.764634,30700,34.111111,100
55,97,6.665556,6.386235,9.179438,0.638624,0.764953,32561,36.178889,100
56,98,6.166954,5.811120,9.369465,0.581112,0.780789,32326,35.917778,100
57,99,6.190069,5.824321,9.481807,0.582432,0.790151,32009,35.565556,100
58,100,5.933468,5.574310,9.165890,0.557431,0.763824,32035,35.594444,100
59,101,6.405556,6.080892,9.327532,0.608089,0.777294,31997,35.552222,100
60,102,6.014444,5.698384,8.858990,0.569838,0.738249,33999,37.776667,100
61,103,6.273333,5.887571,9.745196,0.588757,0.812100,31429,34.921111,100
62,104,6.398889,6.026893,9.746852,0.602689,0.812238,30967,34.407778,100
63,105,6.082006,5.715843,9.377476,0.571584,0.781456,32593,36.214444,100
64,106,6.610000,6.356508,8.891427,0.635651,0.740952,32525,36.138889,100
65,107,6.591523,6.302920,9.188950,0.630292,0.765746,31608,35.120000,100
66,108,6.375139,5.981491,9.917974,0.598149,0.826498,33963,37.736667,100
67,109,6.375556,6.040463,9.391386,0.604046,0.782615,32638,36.264444,100
68,110,6.218889,5.888943,9.188406,0.588894,0.765700,32262,35.846667,100
69,111,6.252222,5.989022,8.621024,0.598902,0.718419,32287,35.874444,100
