step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.435356,0.007987,589.455000,3.562219,160.615000,2.832745,149.930000,2.803523,733.380000,1.933602,3.305000,0.546339,730.075000,1.801249,9.899637,0.042181,5.200394,0.007836,5.244147,0.012496,5.840928,0.031318,5.796044,0.031942
2,5.992411,0.020245,651.975000,4.074576,167.865000,3.200365,80.160000,2.530035,660.020000,4.453651,13.530000,0.668493,646.490000,4.412697,9.825739,0.084526,5.790657,0.020102,5.922777,0.022590,5.994789,0.038287,6.648680,0.072793
3,6.344918,0.017409,647.105000,4.004058,169.965000,3.461866,82.930000,2.412993,623.885000,4.771823,4.540000,0.640009,619.345000,4.745992,11.016468,0.079273,6.099047,0.017645,6.241192,0.020679,6.174195,0.033773,7.594121,0.066450
4,6.353179,0.017186,645.470000,3.984933,170.660000,3.356660,83.870000,2.320697,618.180000,5.122067,3.965000,0.666536,614.215000,5.107803,11.182972,0.096819,6.098979,0.017684,6.216858,0.019774,6.188940,0.034186,7.827641,0.072138
5,6.359501,0.018282,646.915000,4.323977,167.540000,3.769209,85.545000,2.304775,620.580000,4.927880,3.730000,0.749084,616.850000,4.830119,11.271148,0.090877,6.100993,0.018149,6.216751,0.020052,6.169420,0.034651,7.899322,0.067613
6,6.362548,0.018062,647.190000,3.724969,168.420000,3.321188,84.390000,2.191558,615.950000,4.599499,3.095000,0.755740,612.855000,4.596679,11.281722,0.098729,6.103644,0.018468,6.205310,0.021178,6.167525,0.035241,8.033379,0.070796
7,6.362267,0.017394,645.135000,4.013431,168.830000,3.456110,86.035000,2.240713,620.170000,4.781764,3.040000,0.756665,617.130000,4.824431,11.327801,0.100945,6.100923,0.017532,6.209820,0.020852,6.147012,0.032596,8.018554,0.065881
8,6.361098,0.018205,649.080000,3.819868,164.795000,3.114327,86.125000,2.196799,622.825000,4.563551,2.705000,0.750768,620.120000,4.541652,11.378401,0.104170,6.097030,0.018140,6.194578,0.020490,6.176904,0.035726,8.055089,0.074181
9,6.363253,0.016563,646.995000,4.122573,167.175000,3.289359,85.830000,2.424311,618.230000,5.110974,3.025000,0.826602,615.205000,5.096858,11.302650,0.103352,6.103285,0.017387,6.202041,0.020304,6.147012,0.034695,8.111491,0.073951
10,6.360554,0.018838,642.105000,3.654151,169.040000,3.292216,88.855000,2.121084,618.600000,5.100392,2.885000,0.783776,615.715000,5.091876,11.351049,0.102055,6.097896,0.019408,6.201493,0.021292,6.157311,0.036635,7.975893,0.061958
11,6.400232,0.017984,644.320000,3.860396,167.810000,3.529378,87.870000,2.165529,611.110000,5.272169,2.960000,0.863764,608.150000,5.233193,11.303269,0.106903,6.142178,0.019273,6.232423,0.022061,6.214142,0.035598,8.080252,0.065944
12,6.390615,0.018340,648.365000,4.053551,167.595000,3.552133,84.040000,2.123560,616.765000,5.304479,4.090000,0.992934,612.675000,5.176729,11.270064,0.103645,6.133802,0.018778,6.224956,0.021717,6.171378,0.036037,8.194463,0.068525
13,6.376223,0.017310,646.310000,3.884291,166.965000,3.259704,86.725000,2.119879,616.070000,5.291298,3.725000,0.956972,612.345000,5.206841,11.187095,0.104761,6.123019,0.017256,6.223657,0.020641,6.136572,0.034950,8.063043,0.069640
14,6.373173,0.019213,645.735000,4.044857,167.300000,3.563091,86.965000,2.091156,619.235000,5.660090,4.320000,1.043514,614.915000,5.531215,11.263455,0.107982,6.115790,0.020196,6.214442,0.021649,6.139709,0.040166,8.085704,0.068446
15,6.397974,0.016178,645.965000,3.910715,168.485000,3.448221,85.550000,2.207486,612.315000,4.939056,3.455000,0.968886,608.860000,4.836635,11.213634,0.115910,6.144519,0.016713,6.237146,0.019726,6.179518,0.037018,8.147279,0.071850
16,6.374134,0.015843,645.755000,4.083214,168.870000,3.605085,85.375000,2.090559,617.070000,5.000370,3.685000,1.052982,613.385000,4.952212,11.192543,0.123608,6.120533,0.016642,6.217172,0.018432,6.129142,0.039661,8.136053,0.069962
17,6.380015,0.018915,646.355000,3.726252,166.615000,3.266132,87.030000,2.007725,614.400000,5.062898,3.925000,1.048145,610.475000,5.019394,11.144682,0.115856,6.129243,0.019585,6.223257,0.021942,6.145947,0.036995,8.074075,0.068766
