iteration,seed,avg_utility,avg_utility_mainstream,avg_utility_extremist,norm_utility_mainstream,norm_utility_extremist,total_relocations,avg_relocations_per_community,settling_time_90pct
0,42,6.271481,5.999709,11.435162,0.599971,0.762344,62102,69.002222,100
1,43,6.424444,6.159531,11.457808,0.615953,0.763854,62452,69.391111,100
2,44,6.554963,6.314258,11.128356,0.631426,0.741890,59164,65.737778,100
3,45,6.370000,6.147737,10.593000,0.614774,0.706200,62224,69.137778,100
4,46,6.301111,5.990781,12.197391,0.599078,0.813159,62428,69.364444,100
5,47,6.126667,5.841862,11.537958,0.584186,0.769197,62492,69.435556,100
6,48,6.098889,5.928092,9.344029,0.592809,0.622935,62294,69.215556,100
7,49,6.314444,6.058746,11.172705,0.605875,0.744847,62824,69.804444,100
8,50,6.508913,6.295078,10.571776,0.629508,0.704785,60106,66.784444,100
9,51,6.434444,6.249474,9.948889,0.624947,0.663259,59068,65.631111,100
10,52,6.134444,5.966399,9.327313,0.596640,0.621821,63477,70.530000,100
11,53,6.411111,6.177388,10.851852,0.617739,0.723457,62117,69.018889,100
12,54,6.490000,6.209337,11.822605,0.620934,0.788174,62446,69.384444,100
13,55,6.451111,6.154805,12.080931,0.615480,0.805395,62049,68.943333,100
14,56,6.441111,6.175373,11.490129,0.617537,0.766009,63392,70.435556,100
15,57,6.315556,6.052343,11.316596,0.605234,0.754440,60355,67.061111,100
16,58,6.027469,5.757963,11.148086,0.575796,0.743206,62347,69.274444,100
17,59,6.288889,6.134990,9.212963,0.613499,0.614198,62404,69.337778,100
18,60,6.452222,6.171218,11.791311,0.617122,0.786087,63001,70.001111,100
19,61,6.524444,6.340041,10.028102,0.634004,0.668540,63187,70.207778,100
20,62,6.273625,5.971264,12.018479,0.597126,0.801232,61808,68.675556,100
21,63,6.420000,6.133489,11.863715,0.613349,0.790914,62822,69.802222,100
22,64,6.496125,6.142683,13.211538,0.614268,0.880769,62908,69.897778,100
23,65,6.363131,6.142565,10.553887,0.614257,0.703592,62484,69.426667,100
24,66,6.346111,6.012252,12.689436,0.601225,0.845962,63016,70.017778,100
25,67,6.434444,6.144355,11.946138,0.614436,0.796409,62953,69.947778,100
26,68,6.252436,6.141379,8.362519,0.614138,0.557501,59926,66.584444,100
27,69,6.218786,5.978097,10.791876,0.597810,0.719458,62897,69.885556,100
28,70,6.341667,6.121026,10.533845,0.612103,0.702256,62678,69.642222,100
29,71,6.313333,6.163955,9.151515,0.616396,0.610101,62654,69.615556,100
30,72,6.373968,6.049550,12.537919,0.604955,0.835861,62559,69.510000,100
31,73,6.331111,6.138479,9.991128,0.613848,0.666075,59792,66.435556,100
32,74,6.309192,6.088570,10.501006,0.608857,0.700067,63198,70.220000,100
33,75,6.467778,6.253036,10.547863,0.625304,0.703191,63017,70.018889,100
34,76,6.152222,5.857165,11.758305,0.585717,0.783887,62714,69.682222,100
35,77,6.480741,6.151852,12.729635,0.615185,0.848642,62728,69.697778,100
36,78,6.144973,5.942149,9.998633,0.594215,0.666576,61049,67.832222,100
37,79,6.425556,6.224182,10.251648,0.622418,0.683443,61833,68.703333,100
38,80,6.356667,6.173293,9.840774,0.617329,0.656052,63240,70.266667,100
39,81,6.185556,5.948357,10.692319,0.594836,0.712821,62919,69.910000,100
40,82,6.368889,6.120041,11.097003,0.612004,0.739800,63266,70.295556,100
41,83,6.365556,6.181735,9.858149,0.618173,0.657210,63029,70.032222,100
