step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.587834,0.007338,603.250000,3.717197,152.245000,2.958442,144.505000,2.771824,805.660000,1.711535,61.220000,1.380358,744.440000,1.084863,7.173629,0.030441,5.411635,0.007485,5.495699,0.011634,5.844744,0.027070,5.680674,0.028278
2,6.223203,0.023539,655.655000,3.893703,161.355000,3.428175,82.990000,1.971685,765.295000,3.588540,67.980000,2.403633,697.315000,2.613067,7.195360,0.125683,6.115186,0.016746,6.141992,0.024528,6.118273,0.034580,7.087995,0.092809
3,6.645051,0.015283,662.150000,3.585310,161.370000,3.098419,76.480000,1.568244,712.075000,3.787681,36.235000,2.405400,675.840000,3.083496,8.772082,0.076545,6.408714,0.014387,6.437238,0.017506,6.390279,0.025191,9.016792,0.059695
4,6.662333,0.013643,656.810000,3.457262,163.275000,3.245089,79.915000,1.663566,709.920000,3.367281,35.435000,2.182368,674.485000,2.724442,8.807193,0.068210,6.424015,0.014467,6.452749,0.016191,6.381758,0.026704,8.991836,0.049752
5,6.670101,0.014482,663.040000,3.561868,160.555000,3.282787,76.405000,1.537610,706.685000,3.656506,33.195000,2.370587,673.490000,2.578239,8.819202,0.068583,6.431312,0.013574,6.455831,0.016915,6.404976,0.025690,9.117779,0.048715
6,6.667897,0.015108,661.270000,3.528867,159.445000,3.142233,79.285000,1.693503,708.190000,3.751795,36.765000,2.112446,671.425000,2.885436,8.727781,0.069422,6.439021,0.014598,6.457441,0.017351,6.380043,0.025075,9.039372,0.049977
7,6.665242,0.013890,663.260000,3.458152,160.805000,3.286079,75.935000,1.459610,708.135000,3.516289,34.745000,2.282352,673.390000,2.673004,8.786761,0.069100,6.429517,0.013752,6.455903,0.016418,6.376546,0.024413,9.137224,0.044970
8,6.672580,0.014142,660.620000,3.913459,160.755000,3.544364,78.625000,1.645227,705.415000,3.393690,35.120000,2.211496,670.295000,2.629352,8.754472,0.076962,6.441259,0.013954,6.462098,0.016413,6.390664,0.027730,9.054763,0.047957
9,6.657044,0.016355,659.155000,3.997006,163.630000,3.609553,77.215000,1.493136,708.425000,3.931321,34.585000,2.318865,673.840000,2.839135,8.784081,0.073808,6.420707,0.015026,6.439071,0.018382,6.396895,0.027299,9.094477,0.045539
10,6.661454,0.015129,657.345000,3.552337,164.920000,3.175832,77.735000,1.583283,705.080000,3.502418,35.190000,2.336741,669.890000,2.719435,8.763950,0.065415,6.427843,0.014427,6.448231,0.017797,6.378332,0.023853,9.090742,0.046590
