iteration,seed,avg_utility,avg_utility_mainstream,avg_utility_extremist,norm_utility_mainstream,norm_utility_extremist,total_relocations,avg_relocations_per_community,settling_time_90pct
0,42,6.239353,5.722594,9.167654,0.572259,0.763971,34432,38.257778,100
1,43,6.663333,6.010614,10.362075,0.601061,0.863506,35221,39.134444,100
2,44,6.495556,5.818365,10.332966,0.581837,0.861080,36288,40.320000,100
3,45,6.627778,6.132719,9.433113,0.613272,0.786093,34151,37.945556,100
4,46,6.196667,5.737359,8.799413,0.573736,0.733284,35212,39.124444,100
5,47,6.446667,6.025674,8.832292,0.602567,0.736024,36234,40.260000,100
6,48,6.283032,5.748875,9.309921,0.574888,0.775827,35513,39.458889,100
7,49,6.317151,5.976194,8.249245,0.597619,0.687437,35407,39.341111,100
8,50,6.470000,5.974182,9.279638,0.597418,0.773303,34189,37.987778,100
9,51,6.374386,5.837342,9.417633,0.583734,0.784803,35903,39.892222,100
10,52,6.188889,5.785921,8.472371,0.578592,0.706031,34540,38.377778,100
11,53,6.563333,6.045806,9.495987,0.604581,0.791332,36867,40.963333,100
12,54,6.495556,6.036182,9.098671,0.603618,0.758223,34544,38.382222,100
13,55,6.470588,6.042164,8.898328,0.604216,0.741527,35595,39.550000,100
14,56,6.245556,5.803010,8.753315,0.580301,0.729443,34690,38.544444,100
15,57,6.420000,6.083192,8.328581,0.608319,0.694048,35464,39.404444,100
16,58,6.355742,5.774520,9.649330,0.577452,0.804111,35439,39.376667,100
17,59,6.367778,6.025968,8.304698,0.602597,0.692058,35304,39.226667,100
18,60,6.507892,5.998621,9.393759,0.599862,0.782813,35358,39.286667,100
19,61,6.315825,5.784058,9.329171,0.578406,0.777431,35519,39.465556,100
20,62,6.552222,6.058721,9.348729,0.605872,0.779061,35133,39.036667,100
21,63,6.731111,6.210302,9.682360,0.621030,0.806863,34067,37.852222,100
22,64,6.342222,5.936378,8.642006,0.593638,0.720167,34676,38.528889,100
23,65,6.435556,6.156746,8.015474,0.615675,0.667956,34604,38.448889,100
24,66,6.214874,5.716534,9.038801,0.571653,0.753233,35458,39.397778,100
25,67,6.249642,5.790385,8.852096,0.579039,0.737675,34636,38.484444,100
26,68,6.445556,5.857276,9.779139,0.585728,0.814928,34233,38.036667,100
27,69,6.188687,5.655617,9.209413,0.565562,0.767451,34581,38.423333,100
28,70,6.462222,5.922440,9.520988,0.592244,0.793416,34424,38.248889,100
29,71,6.322525,5.920001,8.603494,0.592000,0.716958,34263,38.070000,100
30,72,6.276542,5.779630,9.092376,0.577963,0.757698,35406,39.340000,100
31,73,6.452548,5.914147,9.503486,0.591415,0.791957,35701,39.667778,100
32,74,6.383333,5.894479,9.153510,0.589448,0.762793,35206,39.117778,100
33,75,6.298889,5.845101,8.870355,0.584510,0.739196,34560,38.400000,100
34,76,6.414696,5.966417,8.954940,0.596642,0.746245,35183,39.092222,100
35,77,6.364444,5.937126,8.785914,0.593713,0.732159,34094,37.882222,100
36,78,6.127778,5.712246,8.482455,0.571225,0.706871,35718,39.686667,100
37,79,6.261912,5.786160,8.957839,0.578616,0.746487,33591,37.323333,100
38,80,6.551848,6.015226,9.592703,0.601523,0.799392,34747,38.607778,100
39,81,6.248889,5.822879,8.662943,0.582288,0.721912,35491,39.434444,100
40,82,6.431111,5.881446,9.545879,0.588145,0.795490,34511,38.345556,100
41,83,6.284444,6.073530,7.479628,0.607353,0.623302,34288,38.097778,100
42,84,6.308889,5.987329,8.131063,0.598733,0.677589,34731,38.590000,100
43,85,6.444444,5.927251,9.375210,0.592725,0.781268,35607,39.563333,100
44,86,6.133333,5.684920,8.674343,0.568492,0.722862,35766,39.740000,100
45,87,6.503333,6.045091,9.100042,0.604509,0.758337,33292,36.991111,100
46,88,6.442222,6.021377,8.827010,0.602138,0.735584,35487,39.430000,100
47,89,6.383333,5.965125,8.753183,0.596512,0.729432,35862,39.846667,100
48,90,6.444935,5.982610,9.064774,0.598261,0.755398,34013,37.792222,100
49,91,6.661674,6.202929,9.261230,0.620293,0.771769,33810,37.566667,100
50,92,6.434585,6.028515,8.735651,0.602851,0.727971,35601,39.556667,100
51,93,6.543664,6.033312,9.435660,0.603331,0.786305,33408,37.120000,100
52,94,6.547492,6.067647,9.266616,0.606765,0.772218,34315,38.127778,100
