step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.436692,0.007756,598.010000,3.812600,157.255000,3.187259,144.735000,2.985980,746.600000,2.114457,21.855000,0.921670,724.745000,1.867500,7.253922,0.040263,5.341049,0.007603,5.323243,0.012175,5.720684,0.027813,5.628616,0.027896
2,5.998058,0.024597,646.695000,4.182512,164.850000,3.548045,88.455000,2.657395,663.740000,5.085918,26.395000,1.384250,637.345000,4.603901,7.417792,0.145238,5.923335,0.021116,5.967121,0.025660,5.913722,0.039120,6.451705,0.073369
3,6.389182,0.018041,641.340000,4.139488,169.220000,3.655782,89.440000,2.056306,602.500000,5.401435,10.430000,1.424363,592.070000,5.103240,9.257402,0.097190,6.238223,0.017672,6.272558,0.019745,6.141416,0.034883,7.744524,0.056514
4,6.397034,0.017531,639.790000,4.384556,168.770000,3.800751,91.440000,2.204155,595.430000,5.253990,9.695000,1.352172,585.735000,5.029682,9.326813,0.075995,6.242835,0.018028,6.269009,0.020886,6.144058,0.029439,7.824895,0.048477
5,6.401625,0.017575,639.585000,3.938063,167.890000,3.421097,92.525000,2.301218,593.680000,5.326918,9.955000,1.432795,583.725000,5.108277,9.298446,0.085375,6.249161,0.017978,6.267173,0.020268,6.146071,0.032641,7.851907,0.054712
6,6.380575,0.018368,646.350000,3.822530,163.235000,3.550662,90.415000,2.144161,598.475000,5.314804,9.965000,1.459961,588.510000,5.017953,9.268040,0.096657,6.228603,0.018335,6.235511,0.021473,6.135760,0.034411,7.915570,0.052045
7,6.388947,0.017387,641.845000,3.847958,165.100000,3.511354,93.055000,2.449033,593.595000,5.220587,10.345000,1.495831,583.250000,4.999680,9.215211,0.096527,6.240197,0.017733,6.255426,0.020146,6.124048,0.030604,7.843559,0.054903
8,6.384076,0.017344,642.070000,4.390846,166.715000,3.862286,91.215000,2.140313,594.085000,5.036247,10.110000,1.539849,583.975000,4.928449,9.163135,0.099420,6.237809,0.016901,6.249312,0.020291,6.114607,0.034069,7.901892,0.050700
9,6.387988,0.016510,641.540000,4.221897,164.875000,3.679331,93.585000,2.364087,591.330000,4.898997,9.165000,1.468096,582.165000,4.822680,9.261277,0.084189,6.236763,0.017329,6.246257,0.018852,6.148778,0.035261,7.843604,0.049729
10,6.409739,0.015971,641.215000,3.985320,166.980000,3.413928,91.805000,2.037730,591.530000,4.818437,9.440000,1.493961,582.090000,4.537200,9.277446,0.087406,6.258807,0.015867,6.278612,0.019120,6.135470,0.032873,7.885283,0.052575
