iteration,seed,avg_utility,avg_utility_mainstream,avg_utility_extremist,norm_utility_mainstream,norm_utility_extremist,total_relocations,avg_relocations_per_community,settling_time_90pct
0,42,6.728770,6.320266,10.405303,0.632027,0.520265,70498,78.331111,100
1,43,6.709196,6.114474,12.061689,0.611447,0.603084,70513,78.347778,100
2,44,6.717077,6.253758,10.886941,0.625376,0.544347,71130,79.033333,100
3,45,6.732540,6.248875,11.085522,0.624887,0.554276,70286,78.095556,100
4,46,6.743333,6.322628,10.529686,0.632263,0.526484,70164,77.960000,100
5,47,6.632222,6.192313,10.591402,0.619231,0.529570,70810,78.677778,100
6,48,6.638889,6.308174,9.615320,0.630817,0.480766,70630,78.477778,100
7,49,6.724690,6.212706,11.332540,0.621271,0.566627,71129,79.032222,100
8,50,6.625817,6.047099,11.834275,0.604710,0.591714,70109,77.898889,100
9,51,6.495555,5.930632,11.579862,0.593063,0.578993,70762,78.624444,100
10,52,6.521114,6.016077,11.066450,0.601608,0.553323,71030,78.922222,100
11,53,6.617778,6.146727,10.857231,0.614673,0.542862,70543,78.381111,100
12,54,6.714359,6.192979,11.406782,0.619298,0.570339,70080,77.866667,100
13,55,6.499780,5.975335,11.219779,0.597534,0.560989,69599,77.332222,100
14,56,6.463496,5.878496,11.728495,0.587850,0.586425,70131,77.923333,100
15,57,6.727778,6.260157,10.936364,0.626016,0.546818,70506,78.340000,100
16,58,6.568781,6.010619,11.592240,0.601062,0.579612,70245,78.050000,100
17,59,6.690000,6.183584,11.247742,0.618358,0.562387,70803,78.670000,100
18,60,6.744010,6.164509,11.959511,0.616451,0.597976,70835,78.705556,100
19,61,6.637949,6.145836,11.066961,0.614584,0.553348,70469,78.298889,100
20,62,6.864583,6.359497,11.410363,0.635950,0.570518,70463,78.292222,100
21,63,6.747436,6.223585,11.462095,0.622358,0.573105,70230,78.033333,100
22,64,6.599505,6.251327,9.733107,0.625133,0.486655,71626,79.584444,100
23,65,6.574611,6.295335,9.088095,0.629533,0.454405,70053,77.836667,100
24,66,6.872961,6.261079,12.379905,0.626108,0.618995,69933,77.703333,100
25,67,6.752020,6.370720,10.183726,0.637072,0.509186,69857,77.618889,100
26,68,6.673747,6.159541,11.301599,0.615954,0.565080,70369,78.187778,100
27,69,6.572744,6.023395,11.516883,0.602340,0.575844,70261,78.067778,100
28,70,6.800548,6.206906,12.143322,0.620691,0.607166,70428,78.253333,100
29,71,6.689847,6.072353,12.247296,0.607235,0.612365,71016,78.906667,100
30,72,6.753333,6.234367,11.424026,0.623437,0.571201,70845,78.716667,100
31,73,6.509687,5.912768,11.881952,0.591277,0.594098,70406,78.228889,100
32,74,6.568186,5.973116,11.923813,0.597312,0.596191,70202,78.002222,100
33,75,6.510838,6.025633,10.877682,0.602563,0.543884,70200,78.000000,100
34,76,6.666860,6.197158,10.894180,0.619716,0.544709,70040,77.822222,100
