step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.570837,0.009483,595.215000,2.449335,153.175000,1.904828,151.610000,1.945705,770.555000,0.956140,4.395000,0.506495,766.160000,0.886768,13.362812,0.052941,4.705062,0.010226,5.086957,0.013451,6.545079,0.039790,6.508363,0.039278
2,6.200292,0.016319,657.440000,2.949723,172.265000,2.268459,70.295000,2.139407,734.070000,2.345981,15.105000,0.984657,718.965000,2.123493,12.660534,0.069196,5.482488,0.017155,5.846961,0.019788,6.703166,0.040447,8.412158,0.119310
3,6.498718,0.014659,661.340000,2.914592,170.575000,2.607738,68.085000,2.101488,722.875000,2.479262,16.005000,1.154086,706.870000,2.339504,12.344747,0.090977,5.849159,0.016469,6.191687,0.018593,7.043308,0.041276,8.293046,0.132601
4,6.525213,0.016706,666.565000,2.923359,173.845000,2.692121,59.590000,1.375737,719.500000,2.580073,13.130000,1.406414,706.370000,2.347823,12.510100,0.089762,5.860226,0.016389,6.167515,0.019547,7.006751,0.036270,9.214944,0.103246
5,6.575934,0.015513,667.925000,2.978292,171.195000,2.629201,60.880000,1.543966,714.065000,2.781352,12.740000,1.428675,701.325000,2.455124,12.537856,0.089675,5.913498,0.016600,6.200622,0.019273,7.092090,0.041510,9.353794,0.111723
6,6.574705,0.015432,668.580000,2.916807,170.270000,2.755994,61.150000,1.524538,711.065000,3.010242,12.285000,1.509882,698.780000,2.609836,12.391368,0.078607,5.928410,0.016766,6.208231,0.018650,7.025577,0.042546,9.448058,0.109834
7,6.579697,0.016139,665.920000,2.899515,171.420000,2.691844,62.660000,1.659073,710.060000,3.165643,12.530000,1.615057,697.530000,2.727060,12.329264,0.091352,5.940856,0.017745,6.207727,0.020193,7.002964,0.039050,9.485691,0.109133
8,6.572333,0.017249,665.520000,2.862245,172.735000,2.664421,61.745000,1.362965,712.160000,3.017620,13.565000,1.671831,698.595000,2.473968,12.230819,0.098023,5.943612,0.017969,6.193503,0.020957,6.959045,0.040182,9.655818,0.102263
9,6.582563,0.015534,666.440000,3.248796,170.960000,2.926734,62.600000,1.431022,710.225000,3.196918,14.770000,1.829998,695.455000,2.714924,12.129499,0.094533,5.966237,0.017858,6.202276,0.019293,6.982334,0.035487,9.609203,0.104707
10,6.582104,0.016845,663.930000,3.108875,171.810000,2.716332,64.260000,1.456112,710.585000,3.258546,15.470000,1.779467,695.115000,2.558478,11.998309,0.103715,5.980304,0.017941,6.206797,0.021161,6.952770,0.044762,9.548491,0.101776
11,6.594339,0.015023,666.200000,2.989938,170.270000,2.742829,63.530000,1.416372,708.095000,3.121612,13.105000,1.778843,694.990000,2.545574,12.152609,0.095182,5.976754,0.017332,6.214815,0.019946,6.915753,0.041681,9.772497,0.104105
12,6.591678,0.014163,669.135000,3.014235,167.755000,2.802627,63.110000,1.353998,711.810000,3.079391,17.680000,1.861223,694.130000,2.440153,11.938096,0.098164,5.997631,0.016361,6.214493,0.018082,6.925397,0.042239,9.762078,0.099688
13,6.598154,0.016608,666.405000,3.235264,168.850000,3.088041,64.745000,1.296772,705.575000,3.340316,14.045000,1.883469,691.530000,2.876842,11.928350,0.096874,6.005910,0.018306,6.232867,0.021713,6.884012,0.043514,9.679460,0.100790
14,6.598093,0.016498,664.075000,2.970829,171.290000,2.794871,64.635000,1.358509,706.625000,3.183545,15.390000,2.019750,691.235000,2.577640,11.871970,0.103256,6.012106,0.017845,6.229192,0.021328,6.856883,0.043889,9.741510,0.096042
15,6.598235,0.013957,665.060000,2.829777,170.380000,2.707047,64.560000,1.191220,705.260000,3.240098,15.140000,1.990834,690.120000,2.585438,11.860485,0.094449,6.013540,0.016047,6.228912,0.017291,6.843685,0.045422,9.805799,0.094324
16,6.582824,0.016273,664.835000,3.204588,169.105000,2.885367,66.060000,1.432144,711.090000,3.535466,17.065000,2.103935,694.025000,2.697148,11.765315,0.107710,6.006992,0.018680,6.216599,0.021264,6.829582,0.046497,9.692321,0.093104
17,6.592993,0.015921,664.570000,3.175989,170.595000,2.902667,64.835000,1.309643,708.915000,3.315062,16.545000,2.185516,692.370000,2.479471,11.816916,0.105711,6.012558,0.017892,6.226560,0.021770,6.781654,0.041094,9.905983,0.104928
18,6.594883,0.016329,663.560000,3.445664,170.910000,3.098758,65.530000,1.440026,709.115000,3.292079,18.810000,2.094523,690.305000,2.621646,11.638889,0.103181,6.034438,0.017792,6.240496,0.019791,6.769370,0.042878,9.811506,0.104545
19,6.606287,0.016652,662.850000,3.156639,170.510000,3.011009,66.640000,1.376498,704.930000,3.696254,15.560000,2.087287,689.370000,2.777088,11.727034,0.097357,6.037315,0.018285,6.253726,0.021038,6.770518,0.041214,9.732923,0.094052
20,6.609909,0.015699,664.920000,3.232526,169.260000,3.012075,65.820000,1.318602,707.055000,3.241258,17.435000,2.157682,689.620000,2.625890,11.681990,0.107057,6.046344,0.017785,6.256670,0.020712,6.739409,0.040314,9.894334,0.102974
21,6.609095,0.014748,664.555000,3.187492,169.080000,3.082993,66.365000,1.336880,706.665000,3.452398,18.100000,2.182033,688.565000,2.822637,11.578187,0.105267,6.056973,0.017512,6.259154,0.020304,6.744016,0.043492,9.809212,0.103295
22,6.596466,0.015805,664.300000,3.095324,169.180000,2.830736,66.520000,1.267484,707.925000,3.581409,18.000000,2.255723,689.925000,2.663024,11.585429,0.106851,6.042137,0.018512,6.255608,0.021318,6.677173,0.041862,9.835544,0.102013
