step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.570287,0.007568,603.725000,2.626565,150.620000,1.990714,145.655000,1.961014,799.120000,0.981531,1.290000,0.244863,797.830000,0.974381,14.257360,0.065455,5.113072,0.008064,5.313878,0.011419,6.133083,0.032637,6.072301,0.035151
2,6.206909,0.015473,680.475000,2.882172,165.100000,2.504134,54.425000,1.677127,755.465000,2.523061,3.305000,0.367392,752.160000,2.502262,13.928506,0.080642,5.800509,0.015898,6.017554,0.017280,6.441928,0.033953,7.979901,0.107945
3,6.479066,0.013880,676.100000,2.961980,161.825000,2.537920,62.075000,2.083876,740.630000,2.999778,5.345000,0.401872,735.285000,2.978954,13.566364,0.093704,6.106051,0.014682,6.331722,0.015885,6.768416,0.033507,7.497133,0.105283
4,6.482390,0.014289,678.130000,2.896483,169.315000,2.383616,52.555000,1.718697,739.930000,2.593153,3.635000,0.468125,736.295000,2.638111,13.909911,0.105911,6.091468,0.014356,6.303779,0.017158,6.700718,0.032434,8.231433,0.102789
5,6.518779,0.013971,679.660000,2.777197,164.680000,2.220999,55.660000,1.984589,734.075000,2.723236,3.510000,0.491424,730.565000,2.713316,13.889337,0.100154,6.130855,0.014553,6.331628,0.016343,6.788103,0.031309,8.177410,0.109938
6,6.515470,0.014630,681.410000,3.091429,166.445000,2.618865,52.145000,1.705941,733.855000,2.793241,3.280000,0.518783,730.575000,2.732489,13.943461,0.107694,6.124523,0.015122,6.320705,0.017205,6.747217,0.033790,8.499478,0.114574
7,6.523339,0.013993,678.160000,3.243944,167.255000,2.582055,54.585000,1.889046,732.735000,2.645370,3.550000,0.599340,729.185000,2.593993,13.903050,0.126308,6.134933,0.013985,6.325677,0.016382,6.763027,0.033334,8.401545,0.104782
8,6.525974,0.014315,684.385000,2.797152,164.640000,2.349867,50.975000,1.525657,731.600000,2.886157,2.950000,0.567748,728.650000,2.866820,13.918826,0.120036,6.136877,0.014932,6.315579,0.017927,6.779372,0.032104,8.685593,0.125314
9,6.512419,0.014217,678.645000,3.018913,167.835000,2.771990,53.520000,1.592552,733.005000,2.967043,3.840000,0.674605,729.165000,2.924752,13.801796,0.129726,6.128768,0.015991,6.311593,0.016645,6.729138,0.035281,8.510805,0.100190
10,6.535001,0.014349,679.535000,2.982824,169.225000,2.542594,51.240000,1.671408,728.525000,2.609199,3.080000,0.543001,725.445000,2.542338,13.761371,0.128016,6.154666,0.015247,6.325223,0.016451,6.754733,0.030279,8.760639,0.113037
11,6.526478,0.014139,678.355000,3.010108,170.090000,2.539622,51.555000,1.529023,730.815000,2.802854,4.145000,0.723346,726.670000,2.767994,13.684996,0.139755,6.149714,0.015324,6.318165,0.016510,6.752244,0.035935,8.659210,0.103477
