step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.591509,0.008389,584.460000,3.221713,158.390000,2.489087,157.150000,2.547687,760.105000,1.981082,41.035000,1.838190,719.070000,0.875713,9.123453,0.028219,4.968225,0.008614,5.286932,0.014792,6.161845,0.028943,6.146092,0.033890
2,6.222656,0.020021,641.670000,3.708263,161.840000,3.489333,96.490000,2.091600,742.340000,3.129112,71.405000,2.162352,670.935000,2.438601,8.574804,0.067053,5.807571,0.017832,5.981352,0.021406,6.197511,0.036857,7.921156,0.079450
3,6.683037,0.014116,642.810000,4.335004,165.725000,4.068092,91.465000,1.705006,699.955000,3.638239,45.265000,3.045290,654.690000,2.326972,9.534828,0.061879,6.179780,0.013736,6.350287,0.017101,6.527565,0.032591,9.317040,0.064751
4,6.705048,0.015705,638.350000,4.372942,168.140000,4.169542,93.510000,1.544493,689.590000,4.184381,40.830000,3.466456,648.760000,2.291563,9.453572,0.067035,6.220015,0.014719,6.360170,0.018900,6.482135,0.038546,9.454526,0.053659
5,6.721252,0.015251,639.480000,4.514717,166.170000,4.234071,94.350000,1.520163,689.820000,4.322056,43.550000,3.431125,646.270000,2.708585,9.449761,0.061984,6.239750,0.015653,6.376141,0.020061,6.465361,0.032008,9.509496,0.053544
6,6.729074,0.015704,638.320000,4.438058,166.090000,4.277619,95.590000,1.454119,689.175000,4.399453,43.630000,3.473471,645.545000,2.524129,9.417311,0.070726,6.254679,0.014867,6.383650,0.019890,6.444648,0.034683,9.524963,0.052422
7,6.742691,0.015871,641.425000,4.294447,164.330000,4.233273,94.245000,1.471230,687.730000,4.348882,44.450000,3.409763,643.280000,2.536730,9.427482,0.068067,6.268904,0.014860,6.391489,0.021124,6.448294,0.035027,9.638731,0.054338
8,6.752117,0.015926,644.395000,4.075866,161.680000,3.898067,93.925000,1.429263,682.715000,4.656471,43.820000,3.828964,638.895000,2.499327,9.345873,0.068512,6.294395,0.014737,6.413840,0.020263,6.428092,0.036082,9.627692,0.055470
9,6.736486,0.016220,642.770000,4.199659,163.545000,4.070105,93.685000,1.411844,689.825000,4.124608,48.005000,3.359680,641.820000,2.482251,9.285304,0.070416,6.286695,0.016971,6.399408,0.020443,6.397478,0.035527,9.631849,0.052570
10,6.727101,0.015319,643.590000,3.954449,161.960000,4.083388,94.450000,1.405277,687.620000,4.475564,44.040000,3.733212,643.580000,2.542439,9.299556,0.066260,6.273139,0.015753,6.377936,0.020160,6.419153,0.033564,9.619214,0.049865
11,6.751127,0.015336,644.445000,3.985000,160.990000,3.895200,94.565000,1.425655,684.110000,4.796208,42.545000,3.726871,641.565000,2.576876,9.353996,0.070232,6.291797,0.014756,6.417117,0.019455,6.393889,0.030302,9.635561,0.052529
12,6.757930,0.017481,648.135000,3.760950,157.080000,3.479830,94.785000,1.437474,683.415000,4.441091,43.455000,3.658834,639.960000,2.595955,9.341143,0.070447,6.302069,0.016922,6.435162,0.022078,6.361003,0.029400,9.635803,0.053879
13,6.750667,0.014918,645.360000,3.987019,159.880000,3.847292,94.760000,1.352675,686.745000,4.596943,45.945000,3.576535,640.800000,2.698885,9.290738,0.060693,6.302419,0.015330,6.418695,0.019518,6.384094,0.028645,9.628043,0.047919
14,6.739528,0.015363,649.125000,4.032536,157.135000,3.878380,93.740000,1.364256,687.155000,4.788359,44.730000,3.763517,642.425000,2.698758,9.270803,0.064301,6.292832,0.014921,6.405493,0.018653,6.363385,0.030106,9.698067,0.050205
15,6.741964,0.016529,646.160000,4.155755,159.015000,3.894220,94.825000,1.362004,687.850000,4.578676,45.150000,3.761748,642.700000,2.576742,9.249695,0.070608,6.299423,0.015634,6.412863,0.021899,6.368151,0.031441,9.603257,0.050634
16,6.754102,0.017006,647.225000,4.243506,158.375000,4.032356,94.400000,1.450184,685.895000,4.550587,45.430000,3.762024,640.465000,2.529327,9.280402,0.074138,6.308285,0.016897,6.422820,0.021303,6.372104,0.031976,9.661986,0.050903
17,6.748797,0.015751,644.435000,4.188909,161.920000,4.182078,93.645000,1.376488,686.375000,4.382637,45.805000,3.690379,640.570000,2.539444,9.278412,0.070649,6.302394,0.016265,6.411255,0.020403,6.389372,0.031985,9.682158,0.051794
18,6.747493,0.016949,645.725000,4.049876,159.655000,3.881537,94.620000,1.438124,687.725000,4.735921,45.830000,3.703548,641.895000,2.713452,9.264104,0.065529,6.303386,0.016510,6.418358,0.021036,6.368975,0.036928,9.626688,0.048970
19,6.730383,0.015455,645.910000,4.075920,159.910000,3.902063,94.180000,1.444834,687.250000,4.426538,46.060000,3.750361,641.190000,2.476280,9.221974,0.073931,6.290691,0.015436,6.390797,0.020884,6.376609,0.029848,9.661639,0.051557
20,6.739725,0.016882,645.915000,4.036671,159.715000,3.951450,94.370000,1.496844,688.560000,4.435488,46.390000,3.582887,642.170000,2.582508,9.235860,0.074264,6.299231,0.015509,6.402625,0.020708,6.384642,0.033832,9.646818,0.049872
21,6.748491,0.015183,645.655000,4.344305,160.095000,4.247193,94.250000,1.374162,684.360000,4.787391,44.580000,3.792633,639.780000,2.596674,9.289829,0.066542,6.300020,0.015419,6.418344,0.019987,6.368653,0.035249,9.644762,0.050513
22,6.754897,0.017000,647.365000,4.510851,157.140000,4.488883,95.495000,1.416105,686.835000,4.667597,46.395000,3.707893,640.440000,2.730517,9.294521,0.064770,6.306728,0.015489,6.424130,0.021490,6.388801,0.030118,9.603792,0.049532
23,6.738255,0.015713,645.215000,4.116771,160.065000,3.972079,94.720000,1.365453,687.245000,4.321469,46.680000,3.496527,640.565000,2.571288,9.228245,0.070253,6.298845,0.014506,6.406389,0.019491,6.343209,0.032827,9.658666,0.050974
24,6.748714,0.015714,647.155000,3.892054,157.790000,3.855313,95.055000,1.285198,687.190000,4.484437,45.855000,3.698288,641.335000,2.735696,9.269774,0.063305,6.303821,0.016482,6.416375,0.019874,6.372385,0.032560,9.625618,0.044321
25,6.739816,0.016024,643.010000,4.298907,162.425000,3.996169,94.565000,1.337630,686.275000,4.275559,46.020000,3.739389,640.255000,2.508986,9.229634,0.069054,6.300436,0.015232,6.410108,0.018887,6.352208,0.032325,9.645969,0.047864
26,6.753131,0.016684,643.565000,4.117842,161.600000,3.968576,94.835000,1.310674,684.835000,4.580869,45.200000,3.724389,639.635000,2.676194,9.293423,0.075119,6.304844,0.016495,6.415087,0.021307,6.398625,0.033767,9.639819,0.047470
