step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.378978,0.010059,541.195000,4.634099,185.060000,3.496330,173.745000,3.808877,558.160000,3.865635,1.050000,0.453371,557.110000,3.911441,9.906016,0.048025,5.140713,0.009814,5.145923,0.017333,5.766003,0.032781,5.745874,0.036682
2,5.787553,0.028115,547.425000,5.859716,179.530000,4.511957,173.045000,4.613821,442.035000,8.151385,10.645000,0.903958,431.390000,8.008999,9.897706,0.088862,5.571230,0.028209,5.884021,0.033335,5.699422,0.044909,5.618861,0.050562
3,6.168659,0.019705,526.160000,6.075006,186.720000,4.724008,187.120000,4.583603,351.845000,7.723281,4.880000,0.860262,346.965000,7.743329,11.066547,0.132410,5.910875,0.019805,6.233708,0.026145,5.749491,0.043982,6.455879,0.051692
4,6.192033,0.020618,526.700000,5.879655,184.165000,4.337839,189.135000,5.086610,346.935000,7.143446,3.245000,0.731322,343.690000,7.165791,11.499100,0.140025,5.912714,0.019770,6.195124,0.024536,5.796693,0.048327,6.634664,0.057726
5,6.224422,0.019525,527.740000,6.484398,187.090000,4.434194,185.170000,5.996304,352.345000,7.321103,2.020000,0.582551,350.325000,7.377450,11.732868,0.117685,5.934504,0.019046,6.227208,0.023686,5.793805,0.046499,6.746640,0.062063
6,6.218300,0.020909,519.395000,6.200274,193.510000,4.284311,187.095000,5.124193,365.710000,7.510714,1.610000,0.532487,364.100000,7.521019,11.964142,0.114567,5.915887,0.021256,6.219322,0.024922,5.775890,0.044019,6.733398,0.055719
7,6.229454,0.019827,535.420000,6.366463,191.270000,4.128450,173.310000,5.630210,363.380000,6.905823,0.740000,0.394758,362.640000,6.946870,11.971256,0.106726,5.927254,0.019715,6.185731,0.022927,5.836154,0.041134,6.883389,0.062807
8,6.219620,0.020596,530.830000,6.173615,190.515000,3.925314,178.655000,5.286628,362.855000,7.178899,0.490000,0.277182,362.365000,7.199371,12.012619,0.104247,5.914725,0.020545,6.205373,0.023377,5.809213,0.039667,6.763757,0.055859
9,6.222821,0.019226,533.640000,5.987540,189.895000,4.044951,176.465000,5.437126,364.180000,7.418664,0.185000,0.164442,363.995000,7.421041,12.097961,0.107448,5.913604,0.018917,6.203213,0.022353,5.814051,0.041529,6.813103,0.058657
10,6.230852,0.020008,531.820000,6.872887,189.975000,4.716591,178.205000,5.461418,362.400000,7.039538,0.520000,0.429361,361.880000,7.039998,12.108780,0.106866,5.921488,0.020739,6.208564,0.021022,5.815479,0.039611,6.806458,0.057023
11,6.228640,0.020198,530.765000,6.165415,190.640000,4.361611,178.595000,5.453367,361.220000,7.290075,0.540000,0.421162,360.680000,7.308239,12.081120,0.107931,5.920614,0.020152,6.194469,0.025484,5.858701,0.042782,6.814121,0.059084
12,6.218302,0.020906,533.620000,6.694644,187.685000,4.569493,178.695000,5.595745,368.110000,7.869612,0.810000,0.498329,367.300000,7.878563,12.097996,0.094658,5.908845,0.021047,6.187189,0.025137,5.844747,0.044285,6.783135,0.056750
13,6.228145,0.019946,533.795000,6.516916,190.640000,4.537729,175.565000,5.535381,361.895000,7.096354,0.420000,0.381609,361.475000,7.132179,12.142187,0.110399,5.916880,0.020017,6.203589,0.025639,5.817081,0.046537,6.835317,0.059646
14,6.217735,0.018096,533.760000,6.583023,192.605000,4.586725,173.635000,5.539348,361.430000,7.095063,0.460000,0.430904,360.970000,7.147374,12.023845,0.101953,5.912150,0.018404,6.184438,0.023617,5.808008,0.040753,6.858078,0.061983
15,6.230438,0.021075,540.140000,6.052524,189.435000,4.040299,170.425000,5.419016,369.710000,7.078789,0.200000,0.253162,369.510000,7.074757,12.107224,0.106721,5.921134,0.020528,6.200303,0.024060,5.843493,0.047781,6.842527,0.060501
16,6.211238,0.017626,532.550000,6.613793,195.630000,4.575145,171.820000,5.393169,370.405000,6.872527,0.355000,0.331977,370.050000,6.884337,12.144063,0.105472,5.898984,0.018083,6.204342,0.022101,5.782027,0.042115,6.804595,0.058449
17,6.209382,0.019200,534.865000,6.234192,189.305000,4.384041,175.830000,5.023934,368.095000,6.944418,0.625000,0.509069,367.470000,6.943866,12.097106,0.109884,5.899502,0.018930,6.174847,0.025450,5.849870,0.044536,6.776092,0.057280
18,6.220629,0.020071,541.540000,6.611693,188.565000,4.888612,169.895000,5.548945,372.075000,7.078384,0.755000,0.526051,371.320000,7.065265,12.053497,0.111940,5.913636,0.020012,6.189735,0.023188,5.809279,0.047113,6.867255,0.062181
19,6.208327,0.019043,536.550000,6.033288,190.790000,4.084446,172.660000,5.304742,371.650000,7.273009,0.265000,0.250278,371.385000,7.263686,12.172223,0.109948,5.894437,0.018945,6.190895,0.023826,5.821108,0.047038,6.776566,0.063860
20,6.224663,0.021701,537.500000,6.414172,187.225000,4.494629,175.275000,5.328860,365.200000,7.502297,0.350000,0.410699,364.850000,7.569206,12.053338,0.105558,5.917891,0.021950,6.196635,0.025778,5.860063,0.045375,6.795016,0.061073
21,6.214415,0.022840,538.185000,6.504297,188.875000,4.352947,172.940000,5.342657,366.025000,7.397408,0.410000,0.388088,365.615000,7.410435,12.017109,0.116980,5.909010,0.022511,6.183961,0.026914,5.815338,0.049581,6.833063,0.061033
22,6.217859,0.018828,535.465000,6.425206,190.740000,4.426134,173.795000,5.257145,369.575000,6.935834,0.700000,0.534516,368.875000,6.977535,12.006477,0.114095,5.913195,0.018742,6.200549,0.024286,5.812997,0.042190,6.798216,0.066229
23,6.219593,0.020151,546.860000,6.707053,184.450000,4.463366,168.690000,5.403908,371.285000,6.882369,0.600000,0.532344,370.685000,6.955597,12.007863,0.113886,5.914947,0.020282,6.179714,0.023941,5.864827,0.049921,6.839391,0.065498
24,6.211245,0.020730,539.770000,6.857069,183.620000,4.794553,176.610000,5.663463,369.435000,6.819634,0.580000,0.464020,368.855000,6.837089,12.007293,0.121109,5.906190,0.020947,6.201610,0.026398,5.810730,0.048054,6.757709,0.061699
25,6.207075,0.020676,536.385000,6.353522,188.390000,4.445382,175.225000,5.191020,372.585000,7.185173,1.075000,0.649009,371.510000,7.216589,11.979092,0.115000,5.903284,0.021261,6.192319,0.025097,5.789626,0.042772,6.779156,0.061959
26,6.228422,0.019470,534.485000,6.267088,190.270000,4.515888,175.245000,5.054149,364.455000,6.626581,0.335000,0.355123,364.120000,6.619305,12.063931,0.109698,5.921290,0.018752,6.205103,0.023706,5.845640,0.050234,6.794648,0.056047
27,6.221963,0.020140,543.235000,6.725735,187.300000,5.096303,169.465000,5.214219,369.045000,6.954303,0.890000,0.636068,368.155000,6.897509,12.026054,0.122256,5.916484,0.019984,6.179685,0.023331,5.845590,0.051116,6.870908,0.062316
28,6.221787,0.020778,534.820000,6.401350,186.130000,4.801127,179.050000,4.960821,370.005000,6.791011,0.810000,0.583119,369.195000,6.879694,11.995338,0.117668,5.917916,0.020279,6.206558,0.025213,5.831736,0.049630,6.740765,0.051636
29,6.214608,0.022483,544.350000,6.030519,185.780000,4.653065,169.870000,5.114780,370.195000,7.184306,0.360000,0.366034,369.835000,7.175542,12.026733,0.111597,5.908706,0.022084,6.177508,0.026970,5.804385,0.052291,6.862200,0.057554
30,6.208790,0.021462,542.570000,6.313040,187.635000,4.419345,169.795000,5.162602,370.825000,7.093049,0.425000,0.424040,370.400000,7.133912,11.969957,0.117742,5.905571,0.020949,6.189120,0.025115,5.799931,0.052081,6.816126,0.058803
31,6.211403,0.020104,535.830000,6.436587,190.695000,4.526679,173.475000,4.939160,370.845000,6.469479,0.610000,0.500917,370.235000,6.521990,11.949975,0.119606,5.909373,0.019947,6.203340,0.025820,5.786561,0.049262,6.776791,0.055449
32,6.214057,0.019504,538.270000,6.061586,186.550000,4.446011,175.180000,4.983844,373.880000,6.815287,0.565000,0.456305,373.315000,6.808500,11.949500,0.118637,5.912192,0.019924,6.179982,0.025097,5.830537,0.046475,6.794362,0.054749
33,6.222496,0.020011,532.870000,6.222222,190.035000,4.592288,177.095000,5.142808,371.330000,7.281927,0.855000,0.626528,370.475000,7.265177,12.017712,0.127426,5.917484,0.020197,6.200326,0.024206,5.826160,0.046866,6.777339,0.054526
34,6.211061,0.021608,530.905000,6.931994,191.345000,4.251895,177.750000,5.513492,375.090000,7.197990,0.585000,0.474697,374.505000,7.187332,12.113207,0.115517,5.900422,0.022071,6.177225,0.027761,5.837879,0.048041,6.802725,0.064968
35,6.229558,0.020862,535.895000,5.955428,187.290000,4.479941,176.815000,5.089785,371.720000,6.896166,0.835000,0.617744,370.885000,6.980152,12.038121,0.125971,5.923844,0.020971,6.188754,0.024495,5.872203,0.048581,6.806274,0.056624
36,6.224703,0.021494,540.140000,6.422985,186.160000,4.245416,173.700000,5.449470,366.970000,7.791861,0.625000,0.474119,366.345000,7.789131,12.038906,0.109631,5.918692,0.021778,6.192091,0.024606,5.844240,0.052762,6.829100,0.060728
37,6.221016,0.020911,542.815000,6.695257,184.230000,4.638325,172.955000,5.332198,372.545000,7.224808,0.415000,0.433236,372.130000,7.204492,12.029737,0.125413,5.915293,0.021432,6.175741,0.024324,5.874636,0.049995,6.828625,0.063023
38,6.210375,0.021300,533.485000,6.393160,189.395000,4.178349,177.120000,5.328346,372.965000,7.640317,1.100000,0.680242,371.865000,7.571628,11.973650,0.130711,5.907045,0.021376,6.190325,0.024992,5.833536,0.050699,6.756367,0.057949
39,6.221037,0.022120,543.640000,6.089092,183.520000,4.637873,172.840000,5.202758,365.940000,7.049618,0.285000,0.331826,365.655000,6.993048,12.034190,0.118967,5.915082,0.021199,6.157784,0.026247,5.905498,0.049406,6.841670,0.060277
40,6.228011,0.020981,544.890000,6.504322,180.845000,4.796657,174.265000,5.433390,364.115000,7.059408,0.550000,0.480050,363.565000,7.116309,12.017212,0.126488,5.923316,0.021214,6.189796,0.024851,5.856996,0.054128,6.829573,0.062724
