iteration,step,platform_id,governance_type,n_mainstream,n_extremist,utility_mainstream,utility_extremist
0,2,918,algorithmic,75,2,4.997009308774015,13.571428571428571
0,2,919,coalition,14,8,4.56809163059163,12.409090909090908
0,2,920,coalition,11,5,4.760330578512396,13.5
0,2,921,algorithmic,70,4,5.0686028957037355,11.25
0,2,922,direct,0,8,,12.720238095238095
0,2,923,coalition,16,2,5.050179446778712,13.09090909090909
0,2,924,coalition,5,9,4.575,11.925925925925926
0,2,925,algorithmic,76,3,5.0955498427441155,12.5
0,2,926,direct,0,9,,7.546296296296295
0,2,927,algorithmic,47,1,5.421829370045891,18.0
0,3,901,direct,7,4,5.38265306122449,15.430555555555555
0,3,902,algorithmic,53,0,6.127358490566038,
0,3,903,algorithmic,55,3,6.127539682539683,13.0
0,3,904,algorithmic,64,1,5.3031063459132515,16.0
0,3,905,algorithmic,77,1,5.104248730642925,18.0
0,3,906,coalition,15,4,5.294179894179894,13.931159420289855
0,3,907,direct,2,7,0.5,14.545454545454545
0,3,908,direct,2,6,3.8181818181818183,12.148148148148147
0,3,909,algorithmic,60,4,6.1897995067592255,16.833333333333336
0,3,910,direct,4,5,0.26984126984126966,10.0
0,3,911,coalition,19,4,5.922600619195046,15.100000000000001
0,3,912,coalition,15,1,5.355555555555555,16.0
0,3,913,direct,5,4,4.603571428571429,17.142857142857142
0,3,914,coalition,14,5,6.595238095238095,12.342857142857142
0,3,915,direct,4,3,4.016233766233766,15.74074074074074
0,3,916,direct,2,10,4.818181818181818,9.922222222222222
0,3,917,coalition,15,39,3.4752136752136753,7.6626721694594995
0,3,918,algorithmic,76,0,6.128881026094649,
0,3,919,coalition,19,8,6.031845919145691,11.833333333333332
0,3,920,coalition,20,5,6.342753623188406,12.433333333333334
0,3,921,algorithmic,54,0,6.09333427103035,
0,3,922,direct,5,9,4.52967032967033,9.91358024691358
0,3,923,coalition,20,2,4.926086956521739,15.411764705882353
0,3,924,coalition,8,0,4.803571428571429,
0,3,925,algorithmic,85,3,6.293477962369944,11.666666666666666
0,3,926,direct,3,6,6.333333333333333,10.0
0,3,927,algorithmic,62,1,6.045858934971839,16.0
0,4,901,direct,3,4,3.1666666666666665,17.0
0,4,902,algorithmic,66,0,5.995302943673441,
0,4,903,algorithmic,75,1,6.282607066136478,17.0
0,4,904,algorithmic,56,1,5.575651927437642,18.0
0,4,905,algorithmic,92,1,6.478155671410147,16.0
0,4,906,coalition,14,4,4.773351648351649,13.166666666666668
0,4,907,direct,5,7,3.543162393162393,12.5
0,4,908,direct,0,6,,12.857142857142856
0,4,909,algorithmic,92,4,6.195679501657762,13.75
0,4,910,direct,5,6,1.3175324675324678,13.5
0,4,911,coalition,5,4,6.054545454545455,15.477272727272727
0,4,912,coalition,16,1,6.458333333333333,15.0
0,4,913,direct,3,5,2.3333333333333335,14.2
0,4,914,coalition,9,5,3.573232323232323,13.377777777777776
0,4,915,direct,5,3,4.8,16.666666666666664
0,4,916,direct,7,10,5.142857142857143,11.818181818181818
0,4,917,coalition,18,39,5.232323232323233,9.4
0,4,918,algorithmic,76,0,5.876262926959521,
0,4,919,coalition,18,8,5.944444444444445,12.653846153846153
0,4,920,coalition,8,5,5.722222222222222,13.764705882352942
0,4,921,algorithmic,47,0,5.6986026820737665,
0,4,922,direct,6,9,3.3630952380952386,13.846153846153847
0,4,923,coalition,3,2,3.127272727272727,17.523809523809526
0,4,924,coalition,16,0,6.027777777777778,
0,4,925,algorithmic,67,4,6.220742441637964,13.636363636363635
0,4,926,direct,3,6,4.729344729344729,13.75
0,4,927,algorithmic,50,0,6.257624937154349,
0,5,901,direct,3,4,1.6742424242424245,15.0
0,5,902,algorithmic,61,3,5.881090140974423,7.0
0,5,903,algorithmic,81,0,5.512742756505859,
0,5,904,algorithmic,41,1,6.113207547169811,18.0
0,5,905,algorithmic,64,1,6.351998016723842,17.0
0,5,906,coalition,15,4,5.071338724168913,13.235294117647058
0,5,907,direct,5,7,3.295238095238095,14.545454545454545
0,5,908,direct,4,6,4.1875,10.0
0,5,909,algorithmic,65,4,6.271341697518168,13.875
0,5,910,direct,3,6,2.8311688311688314,15.0
0,5,911,coalition,20,4,6.85,13.6875
0,5,912,coalition,16,1,6.125,14.0
0,5,913,direct,3,5,1.6904761904761905,14.285714285714283
0,5,914,coalition,14,5,5.610714285714286,12.123076923076923
0,5,915,direct,4,3,3.9375,17.142857142857142
0,5,916,direct,3,10,2.277777777777778,14.375
0,5,917,coalition,26,39,5.857142857142857,10.830188679245282
0,5,918,algorithmic,86,0,5.832940251572327,
0,5,919,coalition,12,8,5.916666666666667,12.2
0,5,920,coalition,19,5,5.0689156045193196,12.828571428571427
0,5,921,algorithmic,51,0,6.132552040424012,
0,5,922,direct,5,9,2.5142857142857142,14.285714285714285
0,5,923,coalition,21,2,3.3807598511102555,12.666666666666666
0,5,924,coalition,15,0,5.625840825840826,
0,5,925,algorithmic,57,0,6.147846030169764,
0,5,926,direct,2,6,3.2857142857142856,13.75
0,5,927,algorithmic,69,2,5.7936589406936365,6.5
0,6,901,direct,4,4,3.111013986013986,15.0
0,6,902,algorithmic,75,3,5.577463484159709,14.142857142857144
0,6,903,algorithmic,53,0,6.660298545104901,
0,6,904,algorithmic,95,1,5.327306759408108,16.0
0,6,905,algorithmic,107,1,5.516654231023391,18.0
0,6,906,coalition,25,4,4.642142857142857,13.712121212121211
0,6,907,direct,0,7,,14.545454545454545
0,6,908,direct,2,6,4.25,14.444444444444445
0,6,909,algorithmic,72,4,5.665638658845181,12.25
0,6,910,direct,1,6,6.0,13.75
0,6,911,coalition,20,43,4.913043478260869,7.762386248736098
0,6,912,coalition,12,1,6.027777777777778,17.0
0,6,913,direct,3,5,2.116550116550117,14.285714285714283
0,6,914,coalition,11,5,6.181818181818182,13.495238095238097
0,6,915,direct,5,3,2.9714285714285715,16.666666666666664
0,6,916,direct,0,10,,12.5
0,6,917,coalition,9,0,6.36231884057971,
0,6,918,algorithmic,55,0,6.344877344877345,
0,6,919,coalition,11,8,5.580419580419581,11.015037593984962
0,6,920,coalition,17,5,5.707315134425109,13.381270903010034
0,6,921,algorithmic,71,0,5.792202445696781,
0,6,922,direct,1,9,1.333333333333334,13.846153846153847
0,6,923,coalition,12,2,6.75,15.545454545454547
0,6,924,coalition,18,0,6.444444444444445,
0,6,925,algorithmic,52,0,5.579399219201851,
0,6,926,direct,3,6,1.93006993006993,12.857142857142856
0,6,927,algorithmic,31,2,6.246930488865973,13.5
0,7,901,direct,2,4,1.5,15.714285714285714
0,7,902,algorithmic,66,3,5.973267771654869,12.0
0,7,903,algorithmic,50,0,6.372087912087912,
0,7,904,algorithmic,80,1,6.366666666666666,16.0
0,7,905,algorithmic,81,1,6.062103059116201,16.0
0,7,906,coalition,11,4,5.701298701298701,14.07967032967033
0,7,907,direct,1,8,1.5,9.625
0,7,908,direct,1,6,1.8571428571428568,12.857142857142856
0,7,909,algorithmic,61,19,5.97990707218629,8.5
0,7,910,direct,2,6,3.5000000000000004,11.666666666666666
0,7,911,coalition,13,0,6.012820512820513,
0,7,912,coalition,26,1,5.383394383394384,14.0
0,7,913,direct,0,5,,14.285714285714283
0,7,914,coalition,13,5,6.115384615384615,12.73333333333333
0,7,915,direct,4,6,3.232142857142857,12.071428571428571
0,7,916,direct,4,11,2.75,9.656891495601172
0,7,917,coalition,19,0,6.2631578947368425,
0,7,918,algorithmic,57,0,5.638228636106395,
0,7,919,coalition,14,31,4.718253968253968,7.917562724014338
0,7,920,coalition,19,5,6.05353126405758,13.095238095238097
0,7,921,algorithmic,77,0,5.644739285292281,
0,7,922,direct,1,9,6.0,11.11111111111111
0,7,923,coalition,22,2,6.318181818181818,13.88888888888889
0,7,924,coalition,13,0,6.741241664318587,
0,7,925,algorithmic,67,0,5.904444897102576,
0,7,926,direct,2,6,6.142857142857142,13.75
0,7,927,algorithmic,59,2,6.088667453074232,11.0
0,8,901,direct,1,4,6.0,14.0
0,8,902,algorithmic,81,3,5.938674181427805,9.0
0,8,903,algorithmic,43,0,5.480351044304532,
0,8,904,algorithmic,48,1,5.618044772256728,18.0
0,8,905,algorithmic,100,1,5.799862637362637,14.0
0,8,906,coalition,7,4,5.895365504061156,13.214285714285715
0,8,907,direct,2,8,5.8076923076923075,11.25
0,8,908,direct,2,6,4.666666666666667,11.666666666666666
0,8,909,algorithmic,55,18,6.353461031721901,8.5
0,8,910,direct,4,6,3.8690476190476195,12.857142857142856
0,8,911,coalition,12,0,5.666666666666667,
0,8,912,coalition,7,1,5.130999435347261,14.0
0,8,913,direct,3,5,1.6666666666666667,10.0
0,8,914,coalition,9,5,5.194351542177629,13.258823529411766
0,8,915,direct,4,6,5.125,14.444444444444445
0,8,916,direct,5,12,2.4380952380952383,12.285714285714286
0,8,917,coalition,16,0,5.669642857142858,
0,8,918,algorithmic,61,0,5.963043224856147,
0,8,919,coalition,27,31,4.851851851851852,10.5
0,8,920,coalition,10,5,6.520168067226891,14.056521739130435
0,8,921,algorithmic,86,0,6.294593573321343,
0,8,922,direct,5,9,1.8523809523809525,11.11111111111111
0,8,923,coalition,15,2,5.79552548900375,15.565217391304348
0,8,924,coalition,7,0,6.714285714285714,
0,8,925,algorithmic,81,0,6.093690215670892,
0,8,926,direct,2,6,3.7954545454545454,12.857142857142856
0,8,927,algorithmic,72,2,6.193622500687718,12.0
0,9,901,direct,4,4,2.9775641025641026,12.5
0,9,902,algorithmic,74,52,5.964540433290433,6.737980769230769
0,9,903,algorithmic,59,0,6.06321948940147,
0,9,904,algorithmic,91,1,6.1025159051474835,16.0
0,9,905,algorithmic,58,1,6.640048396854204,14.0
0,9,906,coalition,16,4,4.770833333333333,12.0
0,9,907,direct,4,8,2.9404761904761907,12.222222222222221
0,9,908,direct,3,6,1.089133089133089,12.857142857142856
0,9,909,algorithmic,58,0,6.161157203353211,
0,9,910,direct,2,6,1.1785714285714284,14.444444444444445
0,9,911,coalition,18,0,6.102617655249234,
0,9,912,coalition,13,1,5.6923076923076925,15.0
0,9,913,direct,3,5,4.777777777777778,14.285714285714283
0,9,914,coalition,15,5,5.258260233918128,11.86923076923077
0,9,915,direct,2,6,2.7142857142857144,14.444444444444445
0,9,916,direct,4,12,0.8763736263736264,13.125
0,9,917,coalition,11,0,5.271815903394851,
0,9,918,algorithmic,52,0,5.845699678189557,
0,9,919,coalition,11,0,6.090909090909091,
0,9,920,coalition,15,5,6.054761904761905,11.857142857142858
0,9,921,algorithmic,78,0,5.7052690898844745,
0,9,922,direct,4,9,4.833333333333334,13.846153846153847
0,9,923,coalition,11,2,6.909090909090909,14.375
0,9,924,coalition,18,0,6.388888888888889,
0,9,925,algorithmic,72,0,6.470190567230041,
0,9,926,direct,6,6,1.574989824989825,12.857142857142856
0,9,927,algorithmic,63,2,6.226120857699805,13.666666666666666
0,10,901,direct,4,4,1.3003246753246753,15.714285714285714
0,10,902,algorithmic,68,0,5.867984440739859,
0,10,903,algorithmic,74,0,6.227039792829267,
0,10,904,algorithmic,64,1,6.335369674185464,16.0
0,10,905,algorithmic,63,1,6.1018075491759705,17.0
0,10,906,coalition,12,4,6.583333333333333,13.421052631578947
0,10,907,direct,3,8,0.9761904761904763,13.636363636363637
0,10,908,direct,2,6,4.772727272727273,13.75
0,10,909,algorithmic,84,0,6.087470278259752,
0,10,910,direct,2,6,2.7857142857142865,12.857142857142856
0,10,911,coalition,17,0,6.647058823529412,
0,10,912,coalition,8,1,7.0,15.0
0,10,913,direct,2,5,3.5,14.285714285714283
0,10,914,coalition,11,5,4.975206611570248,13.070175438596493
0,10,915,direct,0,6,,12.857142857142856
0,10,916,direct,2,12,4.363636363636363,12.666666666666666
0,10,917,coalition,17,0,5.962848297213622,
0,10,918,algorithmic,74,0,6.250614250614251,
0,10,919,coalition,16,0,6.104166666666667,
0,10,920,coalition,13,5,6.286713286713286,13.094736842105263
0,10,921,algorithmic,70,17,6.2834456270546495,7.1923076923076925
0,10,922,direct,3,9,1.5476190476190477,13.333333333333332
0,10,923,coalition,6,2,6.166666666666667,13.0
0,10,924,coalition,17,0,6.9411764705882355,
0,10,925,algorithmic,58,35,5.713621828866838,7.1923076923076925
0,10,926,direct,2,6,3.2142857142857144,15.454545454545453
0,10,927,algorithmic,73,2,6.290915645277578,12.666666666666666
0,11,901,direct,1,4,6.0,15.714285714285714
0,11,902,algorithmic,59,0,6.333333333333334,
0,11,903,algorithmic,106,0,6.0469451931716085,
0,11,904,algorithmic,64,1,5.888381915266106,16.0
0,11,905,algorithmic,86,28,6.016472868217054,6.209483793517407
0,11,906,coalition,8,4,6.125,13.5
0,11,907,direct,1,9,6.0,12.444444444444445
0,11,908,direct,3,6,4.142857142857143,12.857142857142856
0,11,909,algorithmic,50,0,6.103227752639517,
0,11,910,direct,2,7,3.2142857142857144,12.16326530612245
0,11,911,coalition,23,0,7.028985507246376,
0,11,912,coalition,16,1,5.75,17.0
0,11,913,direct,2,6,3.409090909090909,12.444444444444443
0,11,914,coalition,9,2,5.777777777777778,14.333333333333332
0,11,915,direct,2,6,0.31818181818181834,10.0
0,11,916,direct,1,12,0.0,11.538461538461538
0,11,917,coalition,22,0,5.5606060606060606,
0,11,918,algorithmic,62,27,5.5861396667848275,5.671646436352319
0,11,919,coalition,21,0,6.095238095238095,
0,11,920,coalition,14,5,6.0,12.14453781512605
0,11,921,algorithmic,56,0,5.881752701080432,
0,11,922,direct,3,9,3.6666666666666665,12.727272727272727
0,11,923,coalition,25,2,5.733333333333333,11.5
0,11,924,coalition,7,0,7.285714285714286,
0,11,925,algorithmic,67,0,6.025941719971571,
0,11,926,direct,2,6,1.8571428571428577,12.857142857142856
0,11,927,algorithmic,53,0,6.6767480577136515,
0,12,901,direct,2,4,3.2142857142857144,12.5
0,12,902,algorithmic,74,0,5.283970908970909,
0,12,903,algorithmic,66,0,6.454545454545454,
0,12,904,algorithmic,65,1,6.442735042735043,17.0
0,12,905,algorithmic,78,28,6.315458579881657,9.729591836734695
0,12,906,coalition,7,4,4.902597402597403,13.080808080808081
0,12,907,direct,2,9,-0.2857142857142856,11.11111111111111
0,12,908,direct,4,6,2.919642857142857,13.75
0,12,909,algorithmic,69,0,6.1327440675266764,
0,12,910,direct,1,7,5.0,12.5
0,12,911,coalition,15,0,7.8,
0,12,912,coalition,11,1,6.2727272727272725,16.0
0,12,913,direct,3,6,5.5,12.857142857142856
0,12,914,coalition,7,29,4.376623376623376,8.802507836990596
0,12,915,direct,0,6,,12.857142857142856
0,12,916,direct,3,12,3.6666666666666665,10.833333333333334
0,12,917,coalition,16,0,7.0,
0,12,918,algorithmic,65,0,6.323698523698524,
0,12,919,coalition,20,0,5.638888888888888,
0,12,920,coalition,10,5,6.5,13.822222222222223
0,12,921,algorithmic,45,0,6.194444444444445,
0,12,922,direct,1,9,6.0,12.727272727272727
0,12,923,coalition,12,2,4.384920634920635,16.615384615384613
0,12,924,coalition,21,0,6.0284391534391535,
0,12,925,algorithmic,71,0,6.25508607198748,
0,12,926,direct,6,6,3.4458874458874456,12.857142857142856
0,12,927,algorithmic,91,0,5.4605236033807465,
0,13,901,direct,4,4,5.75,14.0
0,13,902,algorithmic,64,0,6.334735576923077,
0,13,903,algorithmic,71,0,5.922535211267606,
0,13,904,algorithmic,59,1,6.294654498044328,16.0
0,13,905,algorithmic,49,1,5.607385811467444,17.0
0,13,906,coalition,17,4,5.0588235294117645,12.5
0,13,907,direct,5,9,3.703896103896104,12.0
0,13,908,direct,1,6,0.5,14.444444444444445
0,13,909,algorithmic,88,0,6.318181818181818,
0,13,910,direct,1,7,4.0,11.428571428571429
0,13,911,coalition,9,0,5.121212121212121,
0,13,912,coalition,16,1,6.375,16.0
0,13,913,direct,2,6,0.7142857142857144,13.75
0,13,914,coalition,17,0,5.991596638655462,
0,13,915,direct,2,6,3.666666666666667,10.0
0,13,916,direct,5,12,3.884848484848485,12.142857142857144
0,13,917,coalition,19,0,6.157894736842105,
0,13,918,algorithmic,68,56,6.025210084033613,6.357142857142857
0,13,919,coalition,11,0,5.701298701298701,
0,13,920,coalition,16,5,6.5625,13.285714285714286
0,13,921,algorithmic,53,0,6.283018867924528,
0,13,922,direct,4,9,1.8863636363636365,11.11111111111111
0,13,923,coalition,16,2,6.649038461538462,14.5
0,13,924,coalition,20,0,6.35,
0,13,925,algorithmic,89,0,6.048184025712116,
0,13,926,direct,3,6,6.0,15.454545454545453
0,13,927,algorithmic,56,0,6.175788497217069,
0,14,901,direct,2,4,1.0,15.714285714285714
0,14,902,algorithmic,58,0,5.807089898979806,
0,14,903,algorithmic,66,0,6.094999363381716,
0,14,904,algorithmic,66,1,6.380827505827505,17.0
0,14,905,algorithmic,82,1,6.04470255786859,14.0
0,14,906,coalition,20,4,5.491346153846154,13.865384615384617
0,14,907,direct,3,9,2.285714285714286,13.846153846153847
0,14,908,direct,5,6,4.6,11.666666666666666
0,14,909,algorithmic,56,0,6.874313186813187,
0,14,910,direct,5,7,3.95,11.428571428571429
0,14,911,coalition,16,0,6.278846153846154,
0,14,912,coalition,14,1,6.258928571428571,14.0
0,14,913,direct,4,6,2.769230769230769,12.857142857142856
0,14,914,coalition,7,0,7.428571428571429,
0,14,915,direct,2,6,3.6428571428571432,12.857142857142856
0,14,916,direct,1,12,1.0769230769230766,13.125
0,14,917,coalition,20,0,5.306410256410256,
0,14,918,algorithmic,69,0,6.457636566332218,
0,14,919,coalition,20,56,5.440476190476191,6.517241379310344
0,14,920,coalition,21,5,5.976190476190476,12.7
0,14,921,algorithmic,55,0,6.489835164835165,
0,14,922,direct,5,9,2.0725274725274727,13.333333333333332
0,14,923,coalition,12,2,5.065972222222222,13.285714285714286
0,14,924,coalition,11,0,5.363636363636363,
0,14,925,algorithmic,84,0,5.804209747559502,
0,14,926,direct,5,6,2.1428571428571432,13.75
0,14,927,algorithmic,56,0,6.536302982731554,
0,15,901,direct,6,4,3.58974358974359,14.0
0,15,902,algorithmic,90,0,5.423566031392118,
0,15,903,algorithmic,97,0,5.35693146685975,
0,15,904,algorithmic,64,1,6.23643543956044,16.0
0,15,905,algorithmic,75,57,6.1630419918246,7.574561403508772
0,15,906,coalition,17,4,5.781512605042018,13.963210702341136
0,15,907,direct,3,9,1.3846153846153844,12.727272727272727
0,15,908,direct,4,6,2.3712121212121215,15.0
0,15,909,algorithmic,47,0,6.127550463720677,
0,15,910,direct,4,7,2.974308300395257,14.545454545454545
0,15,911,coalition,18,0,5.97979797979798,
0,15,912,coalition,21,1,5.801278086992373,15.0
0,15,913,direct,4,6,3.8846153846153846,14.444444444444445
0,15,914,coalition,13,0,3.464102564102564,
0,15,915,direct,3,6,1.6666666666666667,12.857142857142856
0,15,916,direct,8,12,3.537878787878788,10.833333333333334
0,15,917,coalition,8,0,2.45625,
0,15,918,algorithmic,47,0,6.134751773049645,
0,15,919,coalition,14,0,6.5,
0,15,920,coalition,20,5,5.235521000738393,14.106666666666666
0,15,921,algorithmic,53,0,6.217038307604345,
0,15,922,direct,3,9,4.666666666666667,13.846153846153847
0,15,923,coalition,7,2,5.857142857142857,16.230769230769234
0,15,924,coalition,9,0,6.888888888888889,
0,15,925,algorithmic,66,0,6.435353535353536,
0,15,926,direct,3,6,4.6923076923076925,15.0
0,15,927,algorithmic,61,0,6.078064012490242,
0,16,901,direct,6,4,2.1674641148325358,16.666666666666664
0,16,902,algorithmic,69,0,6.207952091542555,
0,16,903,algorithmic,75,0,6.101345029239766,
0,16,904,algorithmic,57,1,6.468144044321329,17.0
0,16,905,algorithmic,49,57,5.76012309685779,8.302207130730052
0,16,906,coalition,16,4,5.083333333333333,13.75
0,16,907,direct,2,9,6.0,12.727272727272727
0,16,908,direct,5,6,1.5272727272727273,14.444444444444445
0,16,909,algorithmic,63,0,6.313203644030711,
0,16,910,direct,2,7,2.166666666666667,14.0
0,16,911,coalition,5,0,5.533333333333333,
0,16,912,coalition,13,1,6.230769230769231,15.0
0,16,913,direct,0,6,,14.444444444444445
0,16,914,coalition,35,0,6.085714285714285,
0,16,915,direct,0,6,,13.75
0,16,916,direct,2,12,1.833333333333334,14.210526315789473
0,16,917,coalition,14,0,5.5,
0,16,918,algorithmic,50,0,5.729831029185869,
0,16,919,coalition,16,0,6.355263157894737,
0,16,920,coalition,9,5,4.944710260499734,14.26666666666667
0,16,921,algorithmic,82,0,5.707591254798178,
0,16,922,direct,4,9,3.1250000000000004,12.727272727272727
0,16,923,coalition,10,2,6.7,14.333333333333334
0,16,924,coalition,20,0,6.433333333333333,
0,16,925,algorithmic,87,0,5.9133369823025,
0,16,926,direct,2,6,3.8421052631578947,13.75
0,16,927,algorithmic,72,0,6.116395004835865,
0,17,901,direct,4,4,0.5673076923076921,16.666666666666664
0,17,902,algorithmic,67,0,6.421314480230427,
0,17,903,algorithmic,55,0,6.072303454121635,
0,17,904,algorithmic,67,1,6.394479571227412,15.0
0,17,905,algorithmic,87,1,5.873563218390805,16.0
0,17,906,coalition,17,4,6.176470588235294,13.793859649122806
0,17,907,direct,2,9,1.8846153846153841,12.0
0,17,908,direct,4,6,3.0238095238095237,15.0
0,17,909,algorithmic,53,0,6.398846960167715,
0,17,910,direct,1,7,4.0,12.5
0,17,911,coalition,13,0,6.076923076923077,
0,17,912,coalition,5,1,6.4,14.0
0,17,913,direct,2,6,1.2142857142857144,10.0
0,17,914,coalition,16,0,6.125,
0,17,915,direct,3,6,4.314814814814815,10.0
0,17,916,direct,2,12,4.944444444444445,11.538461538461538
0,17,917,coalition,18,0,6.0,
0,17,918,algorithmic,70,0,6.36984126984127,
0,17,919,coalition,15,0,7.4,
0,17,920,coalition,14,5,5.661324786324786,13.353846153846154
0,17,921,algorithmic,55,0,6.397796143250688,
0,17,922,direct,4,9,3.5,13.333333333333332
0,17,923,coalition,19,2,6.152046783625731,13.5
0,17,924,coalition,18,0,6.685185185185185,
0,17,925,algorithmic,85,56,6.477549488695,6.0
0,17,926,direct,0,6,,12.857142857142856
0,17,927,algorithmic,69,0,6.326892109500805,
0,18,901,direct,3,4,2.423076923076923,15.714285714285714
0,18,902,algorithmic,110,0,5.9384559884559875,
0,18,903,algorithmic,57,0,6.177387914230019,
0,18,904,algorithmic,57,1,6.0058479532163735,17.0
0,18,905,algorithmic,78,1,6.128205128205129,19.0
0,18,906,coalition,17,4,5.294117647058823,13.5
0,18,907,direct,4,9,5.083333333333334,12.0
0,18,908,direct,1,6,5.0,14.444444444444445
0,18,909,algorithmic,75,0,5.81058201058201,
0,18,910,direct,4,7,3.732142857142857,11.428571428571429
0,18,911,coalition,14,0,6.023809523809524,
0,18,912,coalition,8,1,5.875,15.0
0,18,913,direct,1,6,-1.2307692307692317,12.857142857142856
0,18,914,coalition,18,0,6.166666666666667,
0,18,915,direct,1,6,6.0,13.75
0,18,916,direct,2,12,4.214285714285714,11.538461538461538
0,18,917,coalition,15,0,6.4,
0,18,918,algorithmic,48,0,6.296296296296297,
0,18,919,coalition,12,0,5.0092592592592595,
0,18,920,coalition,25,5,4.94,13.177777777777777
0,18,921,algorithmic,57,0,6.55458089668616,
0,18,922,direct,3,9,3.8730158730158735,13.333333333333332
0,18,923,coalition,20,2,6.45,16.5
0,18,924,coalition,14,0,6.428571428571429,
0,18,925,algorithmic,46,56,6.0978260869565215,8.269841269841269
0,18,926,direct,4,6,1.125,10.0
0,18,927,algorithmic,71,0,6.818466353677621,
0,19,901,direct,2,4,-0.75,15.0
0,19,902,algorithmic,64,0,6.575192184680615,
0,19,903,algorithmic,53,0,5.9332089168921005,
0,19,904,algorithmic,75,1,5.9738720538720536,15.0
0,19,905,algorithmic,73,1,6.287117752871177,16.0
0,19,906,coalition,15,4,6.0,13.795454545454545
0,19,907,direct,2,9,1.666666666666667,13.333333333333332
0,19,908,direct,0,6,,11.666666666666666
0,19,909,algorithmic,72,0,5.820426487093155,
0,19,910,direct,3,7,3.277777777777778,14.0
0,19,911,coalition,13,0,5.404159942621481,
0,19,912,coalition,20,1,6.445737547892721,17.0
0,19,913,direct,2,6,3.8771929824561404,11.666666666666666
0,19,914,coalition,15,0,6.379794313369631,
0,19,915,direct,2,6,2.666666666666667,11.666666666666666
0,19,916,direct,1,12,5.421052631578947,11.538461538461538
0,19,917,coalition,16,0,6.171875,
0,19,918,algorithmic,67,0,6.497163306275639,
0,19,919,coalition,16,0,6.713815789473684,
0,19,920,coalition,7,5,6.292517006802721,13.816696914700543
0,19,921,algorithmic,75,0,5.947876588021779,
0,19,922,direct,3,9,2.256410256410256,12.727272727272727
0,19,923,coalition,9,2,6.222222222222222,13.444444444444445
0,19,924,coalition,16,0,6.1875,
0,19,925,algorithmic,96,56,6.270833333333333,7.178571428571429
0,19,926,direct,0,6,,14.444444444444445
0,19,927,algorithmic,48,0,6.270633971291866,
0,20,901,direct,3,4,3.0,14.0
0,20,902,algorithmic,70,0,6.219047619047619,
0,20,903,algorithmic,61,0,6.652094717668488,
0,20,904,algorithmic,65,0,6.152991452991453,
0,20,905,algorithmic,70,1,6.419387755102041,16.0
0,20,906,coalition,13,4,5.6410256410256405,13.541666666666668
0,20,907,direct,5,9,6.0,12.0
0,20,908,direct,3,6,1.6801346801346801,10.0
0,20,909,algorithmic,85,0,6.205704099821747,
