iteration,seed,avg_utility,avg_utility_mainstream,avg_utility_extremist,norm_utility_mainstream,norm_utility_extremist,total_relocations,avg_relocations_per_community,settling_time_90pct
0,42,6.583307,5.974856,10.031198,0.597486,0.501560,68070,75.633333,100
1,43,6.723333,6.154807,9.944982,0.615481,0.497249,68423,76.025556,100
2,44,6.704094,5.917356,11.162273,0.591736,0.558114,68265,75.850000,100
3,45,6.584343,5.939917,10.236091,0.593992,0.511805,67813,75.347778,100
4,46,6.607407,5.956721,10.294632,0.595672,0.514732,68558,76.175556,100
5,47,6.576296,5.910020,10.351863,0.591002,0.517593,69212,76.902222,100
6,48,6.718889,6.345540,8.834533,0.634554,0.441727,68536,76.151111,100
7,49,6.651111,6.137050,9.564125,0.613705,0.478206,68364,75.960000,100
8,50,6.543007,5.878987,10.305788,0.587899,0.515289,68128,75.697778,100
9,51,6.673333,6.063690,10.127980,0.606369,0.506399,68846,76.495556,100
10,52,6.813056,6.213613,10.209896,0.621361,0.510495,69112,76.791111,100
11,53,6.649909,6.009532,10.278714,0.600953,0.513936,67732,75.257778,100
12,54,6.790000,6.235340,9.933074,0.623534,0.496654,67440,74.933333,100
13,55,6.871111,6.292031,10.152564,0.629203,0.507628,68300,75.888889,100
14,56,6.820000,6.049475,11.186309,0.604947,0.559315,68164,75.737778,100
15,57,6.701778,6.264820,9.177873,0.626482,0.458894,68222,75.802222,100
16,58,6.651111,5.954382,10.599240,0.595438,0.529962,67863,75.403333,100
17,59,6.760370,6.228609,9.773687,0.622861,0.488684,68374,75.971111,100
18,60,6.777801,6.127786,10.461219,0.612779,0.523061,68107,75.674444,100
19,61,6.832568,6.315486,9.762698,0.631549,0.488135,68859,76.510000,100
20,62,6.906301,6.174066,11.055635,0.617407,0.552782,67885,75.427778,100
21,63,6.928765,6.384938,10.010454,0.638494,0.500523,67900,75.444444,100
22,64,6.693333,6.126873,9.903276,0.612687,0.495164,68890,76.544444,100
23,65,6.614908,6.004859,10.071852,0.600486,0.503593,69119,76.798889,100
24,66,6.762222,6.158271,10.184611,0.615827,0.509231,67697,75.218889,100
25,67,6.420251,5.866226,9.559723,0.586623,0.477986,68347,75.941111,100
26,68,6.866667,6.148890,10.934070,0.614889,0.546704,68444,76.048889,100
27,69,6.604786,5.985182,10.115879,0.598518,0.505794,68266,75.851111,100
28,70,6.731111,6.185547,9.822639,0.618555,0.491132,67847,75.385556,100
29,71,6.892222,6.264663,10.448393,0.626466,0.522420,68686,76.317778,100
30,72,6.647813,5.879009,11.004365,0.587901,0.550218,67851,75.390000,100
31,73,6.694444,6.087946,10.131271,0.608795,0.506564,68375,75.972222,100
32,74,6.799766,6.083075,10.861013,0.608308,0.543051,67758,75.286667,100
33,75,6.726481,5.851715,11.683489,0.585172,0.584174,68084,75.648889,100
34,76,6.667463,5.913513,10.939844,0.591351,0.546992,67534,75.037778,100
35,77,6.837778,6.117058,10.921856,0.611706,0.546093,68122,75.691111,100
36,78,6.652063,6.100089,9.779921,0.610009,0.488996,68389,75.987778,100
37,79,6.722222,6.066299,10.439121,0.606630,0.521956,69880,77.644444,100
38,80,6.925556,6.187585,11.107388,0.618759,0.555369,67907,75.452222,100
39,81,6.808025,6.147488,10.551066,0.614749,0.527553,69085,76.761111,100
40,82,6.591111,6.097698,9.387119,0.609770,0.469356,67038,74.486667,100
41,83,6.687937,6.138384,9.802068,0.613838,0.490103,68780,76.422222,100
42,84,6.624598,6.007915,10.119135,0.600791,0.505957,68667,76.296667,100
43,85,6.677581,6.135451,9.749647,0.613545,0.487482,68515,76.127778,100
44,86,6.593333,6.004847,9.928091,0.600485,0.496405,69442,77.157778,100
45,87,6.953333,6.187015,11.295803,0.618702,0.564790,67491,74.990000,100
46,88,6.583333,6.191603,8.803137,0.619160,0.440157,67295,74.772222,100
47,89,6.675556,6.279469,8.920047,0.627947,0.446002,68132,75.702222,100
48,90,6.671111,6.124485,9.768660,0.612448,0.488433,67908,75.453333,100
49,91,6.903580,6.078675,11.578041,0.607867,0.578902,68377,75.974444,100
