step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.379191,0.015187,570.330000,5.323970,166.420000,3.777945,163.250000,3.843331,605.780000,2.277236,0.090000,0.176400,605.690000,2.280084,13.219155,0.066385,4.508084,0.014763,4.939875,0.021272,6.190866,0.057633,6.173628,0.063350
2,5.742864,0.025361,554.025000,5.831381,172.390000,4.020306,173.585000,3.999979,469.550000,6.509217,1.860000,0.939371,467.690000,6.287653,13.061311,0.068494,4.929703,0.026804,5.748644,0.034761,5.824090,0.073422,5.741883,0.062144
3,6.045425,0.021467,566.510000,5.194413,179.425000,4.144824,154.065000,4.005304,442.285000,5.694864,5.185000,1.288039,437.100000,5.740606,12.933443,0.091113,5.280089,0.021665,5.996379,0.031160,5.994094,0.055172,6.394085,0.085129
4,6.004927,0.021236,557.585000,5.312030,179.685000,4.124494,162.730000,4.353740,450.170000,5.361098,2.055000,0.865702,448.115000,5.288664,13.259559,0.100690,5.198857,0.020342,5.937878,0.030406,5.962331,0.060421,6.403902,0.120112
5,6.020736,0.024265,564.310000,5.252444,175.575000,4.167792,160.115000,3.873536,444.315000,5.740380,2.380000,0.897493,441.935000,5.697977,13.322903,0.117257,5.209384,0.023223,5.902718,0.031859,6.036610,0.062711,6.531653,0.125886
6,6.052910,0.024555,561.230000,5.620263,177.695000,4.047021,161.075000,4.055806,446.270000,5.628689,2.395000,0.837214,443.875000,5.620988,13.456633,0.122045,5.230274,0.023518,5.954784,0.035030,5.946753,0.057999,6.634339,0.130667
7,6.059463,0.026690,564.110000,5.091012,178.000000,3.819884,157.890000,3.963168,447.300000,5.966028,2.995000,1.029334,444.305000,5.882350,13.521986,0.128649,5.230293,0.024109,5.938972,0.033568,5.927676,0.067057,6.764801,0.137962
8,6.080275,0.025278,565.285000,5.822600,178.950000,4.315798,155.765000,4.055450,439.305000,6.008864,2.245000,0.871514,437.060000,5.901933,13.597584,0.123415,5.245018,0.024728,5.938335,0.035242,5.931350,0.060162,6.904038,0.141137
9,6.079898,0.024062,558.915000,5.256621,180.280000,4.282669,160.805000,3.682157,444.455000,5.851760,1.865000,0.874739,442.590000,5.784578,13.704122,0.135352,5.232762,0.023868,5.939513,0.035495,5.899571,0.061378,6.870724,0.135497
10,6.095207,0.026381,563.300000,5.027216,179.050000,3.720415,157.650000,4.031167,445.385000,5.826599,2.320000,0.866990,443.065000,5.784359,13.827807,0.149220,5.236029,0.023676,5.920488,0.035012,5.921286,0.067207,7.033577,0.141204
11,6.091257,0.024691,560.290000,5.243712,178.825000,4.109885,160.885000,3.906512,443.040000,5.823967,1.750000,0.774805,441.290000,5.809477,13.799563,0.150918,5.234778,0.023401,5.911472,0.034935,5.890596,0.062686,7.084388,0.147457
12,6.126883,0.027016,563.155000,5.656595,181.385000,4.126789,155.460000,3.714965,442.640000,6.079304,1.645000,0.822677,440.995000,6.032164,13.958938,0.140885,5.256655,0.024744,5.933678,0.037780,5.889387,0.065036,7.233507,0.145335
