step,platform_901_homogeneity,platform_902_homogeneity,platform_903_homogeneity,platform_904_homogeneity,platform_905_homogeneity,platform_906_homogeneity,platform_907_homogeneity,platform_908_homogeneity,platform_909_homogeneity,platform_910_homogeneity,platform_911_homogeneity,platform_912_homogeneity,platform_913_homogeneity,platform_914_homogeneity,platform_915_homogeneity,platform_916_homogeneity,platform_917_homogeneity,platform_918_homogeneity,platform_919_homogeneity,platform_920_homogeneity,platform_921_homogeneity,platform_922_homogeneity,platform_923_homogeneity,platform_924_homogeneity,platform_925_homogeneity,platform_926_homogeneity,platform_927_homogeneity
10,0.8960422781552811,0.8790227558536711,0.9104319864892086,0.9133073916054955,0.9217316287293368,0.92348207646788,0.9086939397134588,0.9368491196450422,0.8980670024928114,0.8995260056884705,0.9246997797059036,0.9208382520341862,0.9110379250379249,0.9086531986531987,0.8971966500304328,0.9401174873100147,0.8856347351838336,0.8884770784770784,0.8908749841119243,0.922237392764834,0.9272155098999362,0.9035795387408291,0.9060649675148907,0.916455650830651,0.9021707647556063,0.9054033444596686,0.860326773885344
11,0.9248055666543061,0.8774711570166115,0.9153761220744364,0.8983891096814015,0.9088992822871014,0.9270112694966166,0.9272838096786226,0.9095572084876897,0.921364121120371,0.8869016049462711,0.937569707288017,0.9253346438057785,0.923042587042587,0.9270746025417078,0.9044546031862436,0.8990183128418423,0.9192931807368426,0.9099376314987175,0.8970328657828659,0.9217333669124005,0.9596091542100095,0.8851513771878144,0.9230341581214847,0.9167178551900774,0.9204720883660845,0.9098551575126239,0.8889501834395115
12,0.9096171101296168,0.9194387610618971,0.9322962519790193,0.908146702829068,0.9254675826104395,0.9224883102120954,0.9238343805055829,0.9161707454038269,0.9479640429969667,0.8892681990903087,0.9336598137469153,0.9137643018265855,0.9259058040724708,0.9024738151006267,0.8793480029072026,0.9139097496706192,0.9114345384730856,0.8942235180474046,0.9031608018256626,0.9119755239760007,0.9083522079076115,0.8825228165499658,0.9069832694456755,0.9236038312631449,0.910284739993644,0.924758217494849,0.9099779857781587
13,0.9094797376952549,0.9383604383529431,0.9324034306851208,0.9036677796165463,0.9304339663392375,0.9120144791786583,0.9184803782874362,0.9225167351876724,0.9219030203000959,0.8793264547466227,0.9132943690522772,0.9050338944024067,0.9218560019272093,0.909301393051393,0.9338252617831233,0.9238549579075895,0.9225154344872654,0.904234461005364,0.9001436430442853,0.9266852813880686,0.942623196028024,0.899835984581162,0.9248632717438254,0.9271218593550858,0.915498617301502,0.9335661085090693,0.8946373621718701
14,0.9583225919490344,0.9278728104931313,0.9435050135050134,0.9136538531559951,0.9327497725054115,0.9174840935445806,0.9349504662004663,0.9501114081996435,0.9509035296862997,0.9242283377997665,0.9074934585497967,0.9125048934629385,0.8947479898269372,0.9127520699888623,0.9030808085680782,0.9295220057720057,0.9399764897958407,0.9195491700355953,0.9170098307741781,0.9015477880316869,0.9293808649080947,0.9378503158521126,0.9091691902974369,0.9138039259669163,0.9227745278226046,0.9378826865928351,0.924957761796615
15,0.9250646841396255,0.901620604093866,0.9394606409385821,0.9104341758444142,0.9179977850432395,0.9365890016523833,0.9252659135570073,0.9399945800514469,0.9140053774266899,0.9226044951101641,0.9257953235322566,0.9565799818668149,0.9260314547215955,0.9011737075648366,0.9181489074324592,0.9107772782772782,0.9232524538306599,0.9216708297477528,0.9381571021276903,0.9522085231667443,0.9318143372329974,0.8809340485884735,0.9035356813038183,0.912785302705646,0.9249460350458344,0.9385089245445497,0.895034101705697
16,0.9351195358526183,0.9286955369843071,0.9393879434387908,0.914715504756318,0.9442179748055325,0.9520299838599643,0.9303747065402038,0.9399825707488246,0.9074921784680556,0.9386771768861321,0.9296818788620343,0.9355639002481562,0.9323847720906544,0.9213872275385434,0.9678565264605652,0.8991097260582553,0.943420843172293,0.9424159808340121,0.928777508427453,0.9558347910020244,0.9373175681640084,0.9242991062019401,0.9370052851484801,0.9411164897910255,0.9431211936399184,0.9434642866381022,0.9386669894708745
17,0.9536629267091454,0.9372545380645944,0.9409721608082263,0.92293179314481,0.9445136089223869,0.9336106561816813,0.9360191215420391,0.9509178712411471,0.9209439988116459,0.9306507039885475,0.941719647145158,0.9411854893472541,0.9292152031727113,0.9164805979045109,0.9205146599571534,0.91005254005254,0.9575120254178209,0.9284391548622317,0.9381554321771712,0.9404519292026359,0.9427560530590136,0.9010790962427945,0.9348488817014408,0.9365104655239459,0.9265859674513521,0.954557047418471,0.9331193123182286
18,0.9209720684672644,0.9302920101783737,0.9234330795154324,0.9212768682929972,0.9482325037729312,0.9524199216329337,0.9540110146417622,0.9618067844250208,0.947533296499765,0.9400551829123256,0.9639010441827344,0.9537153716381658,0.9308636128692346,0.9427826021761947,0.9187307181755671,0.921501661418277,0.9520886660153295,0.9232750234250592,0.9459528647028648,0.9599115972066791,0.9471764325764587,0.9147807002274837,0.9286319673815899,0.9322227558753033,0.9465430936584783,0.9622951810557803,0.9301763883943815
19,0.9515385152957025,0.9197502275676257,0.9076847243858737,0.9450162591291623,0.9545693004459899,0.9447299333374277,0.9513746365602681,0.9662368846411514,0.9453367849201182,0.9505915160677065,0.9477735551679214,0.9624074465827093,0.9557230716737687,0.9222773659519015,0.9386474222295117,0.9563130977209925,0.9381578299266784,0.9251351197053921,0.9705588653758523,0.9539701216394015,0.9515639353545716,0.9256127137549791,0.9486627890124277,0.9333930606021585,0.9129356754356756,0.9648388936040063,0.9568071934945
20,0.9336196820784484,0.9476949224275426,0.9316919527267092,0.9505646321398344,0.9515241426636484,0.9432107320540157,0.9657319001581297,0.9631390074571893,0.9372636784511784,0.9435213165026829,0.9199450278157817,0.9487731223025342,0.9351141720781477,0.9581738534370113,0.9380067451477494,0.9472855518981045,0.9516263956932661,0.9197531006613915,0.9463125778293513,0.9271820254675567,0.949825615607639,0.9420901544010196,0.962956856743875,0.9294063537168751,0.923070577575079,0.9427497644075183,0.938886261518182
21,0.9607962732120953,0.9431387987461012,0.9401292128565031,0.9326273057534917,0.9616316223459079,0.9486519692525952,0.9424808139158847,0.9552003529152738,0.9388415730807035,0.9330969787552421,0.9558442643806743,0.9601399331662489,0.9375757467710745,0.9406658711658712,0.9437704096619207,0.9177183998050857,0.9559369071916075,0.9167851499582532,0.9310037165855579,0.9184958938542395,0.9535745387772999,0.9321197833580815,0.9631835773386173,0.9455716385091217,0.8982726682270358,0.948070918590787,0.92921771145876
22,0.9580203895995636,0.9545609483109483,0.9297038268245389,0.9452483087498698,0.9483236248563597,0.9505344869442515,0.9726116427432218,0.9543355086076606,0.9322928113553114,0.9546594251486553,0.9591052677609169,0.9730818609495081,0.9480621237000548,0.9339203825929833,0.9421744543643757,0.9386624268502826,0.9641740026905742,0.9435941056342393,0.9312515696717459,0.9290161586591282,0.9524733463258053,0.9274709412927498,0.9438380799026974,0.9438882912614797,0.9293967186550306,0.9530964619780409,0.940019367887015
23,0.9639096472227603,0.9553742443096509,0.9520540469315825,0.9282185909732599,0.957701928966454,0.948972787231939,0.9477265527435114,0.9636832344720047,0.9421147126646867,0.9417801478664954,0.9631212974441073,0.9593526627755837,0.9324508412469086,0.9457843575506619,0.9471347475674855,0.9570628385302299,0.9541781643435042,0.9441502489466291,0.9436999068578016,0.9372181665435554,0.9238758308128454,0.9368253398984318,0.942526887332082,0.9473471722084983,0.9327680332488024,0.9865121355252934,0.9735576319197025
24,0.9636512038685953,0.9435890677240745,0.9480064094343644,0.9552277024051218,0.955717698607309,0.9440991386199555,0.9501030256575097,0.9722101873320383,0.9553910683708283,0.9199948898402193,0.9503238771771019,0.9623446406534643,0.9394371838610158,0.9472166713388612,0.956438535493731,0.9349596759070083,0.9718115723518833,0.9337352604660296,0.9465223310035148,0.9505620979147592,0.9582798041814435,0.9499442690450275,0.9367392204006861,0.9730872543062945,0.950308772424157,0.9343211607416153,0.9400744365038188
25,0.958393552617155,0.9499463846338845,0.9563833067517279,0.9158073221581285,0.9640401848385041,0.9511809641804827,0.953615690469835,0.9674685991356932,0.95294309458512,0.9451811137901364,0.9410756301601372,0.9635172161556246,0.9593646087354777,0.9293113830613831,0.9567722103279609,0.9586485042735042,0.9693921493217268,0.943177948187743,0.9662441360970773,0.9504110980687959,0.9502886819196518,0.9487831062799094,0.9626009884864395,0.9605479508940462,0.9387207023745485,0.9334934052001405,0.9483976488132498
26,0.9726660458380382,0.9448747273202489,0.9529190592248736,0.9377571573216907,0.9679396000824572,0.9652124441765304,0.9676235058202273,0.9652250245538241,0.9517714700553683,0.9315248321550843,0.9489268947015427,0.9817667932557638,0.939563560692593,0.9482442421413009,0.9491481122961877,0.9345706516565648,0.9587261702714985,0.9467239704739705,0.9645709020709021,0.9595275656403024,0.9475485484027331,0.9486194373750935,0.9531452970098885,0.9561652082334405,0.9556080529607793,0.9496229140497916,0.9537431480110781
27,0.957464281749996,0.9492083059812516,0.9417300079182218,0.9476237319848182,0.9577940577940578,0.9678156834873253,0.9741954042149443,0.9582641895141896,0.9549700537699348,0.947187865045008,0.9639480238071789,0.9668698939898402,0.9556564555736945,0.954954421939716,0.9603223251102276,0.943980278980279,0.9587182901329546,0.9465440278675572,0.9486906585590796,0.968093510067976,0.9475604906168252,0.9502873398884037,0.9597689361822287,0.9625594130528342,0.9365288034405682,0.9750260711155008,0.9562333115750071
28,0.9589481158316986,0.9644163194041435,0.9455740675990675,0.9571963699158984,0.9753443526170797,0.9688088804998559,0.9471487748986427,0.9706524115615025,0.9619918161722526,0.9711894278560945,0.9524856552143903,0.9678828261073517,0.94260534246366,0.9502273282273281,0.9497809784783662,0.9480173139843172,0.9681769438865144,0.958504925084034,0.978005238005238,0.9335182929518596,0.9685667459099391,0.9542076591874162,0.9651495330066756,0.9560192010012053,0.9594422734128618,0.9588921913181955,0.9394595602592384
29,0.9784773332037768,0.9629106241128237,0.9545224144351334,0.9364371989490584,0.9849665486029122,0.9666318259359644,0.9676237436172472,0.9775678443116814,0.9470729177255282,0.9637063726090642,0.9432011171552409,0.9749972694068715,0.9664032392728045,0.9531844274146906,0.9485164087077123,0.9475819615964268,0.960528648470697,0.9429761904761905,0.976615595305422,0.9381314757279854,0.9750829871671242,0.9382932187834996,0.9664974830265703,0.9546656661239995,0.9614288489288488,0.9749782281156727,0.9596888010697071
30,0.9507755538112682,0.9498306429526526,0.9553936850902796,0.962075833772628,0.9838457073419479,0.9578430575380512,0.9543560581336774,0.9748502739356398,0.9721824925520334,0.9384459378832781,0.9538350084715654,0.9646219385189975,0.9596397806986042,0.9408927084690982,0.9428310722422356,0.951806700736721,0.9493524123933057,0.9361727739329551,0.9758433117959274,0.9516821293460638,0.9662038330064973,0.9247721055257457,0.9767000360750361,0.9585321254221179,0.9582044589397533,0.9799157846406651,0.9434794009953498
31,0.9720177579494349,0.9504386332874706,0.9613953255416671,0.967325413846839,0.9732661265570605,0.973193648442657,0.9774444456218806,0.9590389703948058,0.9555452771629241,0.9709654125694226,0.9602709878831727,0.956817352838114,0.9761743772852742,0.9559111897042932,0.9325366003205802,0.9636719797150713,0.9669295897788874,0.9539467455621303,0.9703051713921279,0.9394855332235758,0.965204167184778,0.9705978500356924,0.971209829039857,0.9616307264513578,0.9543058468680641,0.9924885163855751,0.9444982958470938
32,0.9595354050711193,0.9546288033867315,0.9674241817429371,0.9685919680677745,0.965511052906011,0.9666520339479076,0.9524477896017803,0.9474596410354924,0.9751503006126294,0.9880753257097343,0.9657636137757373,0.9768688725490196,0.9661570022434601,0.9593999458020757,0.9587217849806656,0.969161554544619,0.972899115214774,0.9391268880691958,0.9626007878805596,0.9527431584808634,0.9610587193415184,0.9699400634016019,0.9840102625816911,0.9585571557998028,0.9780217207885747,0.9546898965093207,0.9538154381220333
33,0.9599663521615139,0.9482685475917428,0.9706657046657047,0.9672118360056648,0.9690369334849853,0.955138791556702,0.9633030539587916,0.9669108639423145,0.9715931498047248,0.9673223676032664,0.9803000224612214,0.9711789796132357,0.9288503500105935,0.9649240548546104,0.9586838057762428,0.9686249861249863,0.964276121171259,0.9278589359464081,0.9705139537124349,0.949349005221715,0.9568975279725479,0.9577865516633579,0.9589537516229246,0.9749734062234062,0.9622603933813945,0.9679619983213182,0.9613740462248247
34,0.9778571428571429,0.974301456119638,0.9678774504628161,0.9784526735290743,0.9668981091059015,0.9710882815360428,0.9559088065277809,0.9700571210623724,0.9624014156341743,0.9735737287085537,0.9621745492920499,0.9680780440670662,0.9524266688900987,0.9569646637581422,0.9620313025744884,0.9516402116402117,0.9720524885060735,0.9140111545610187,0.9635857627744037,0.9576592138056319,0.961601992256895,0.9737346475133006,0.9767008463745948,0.9651914749647593,0.9603931171405864,0.9745195684773691,0.9545204518757648
35,0.9742803624946481,0.9521727197676129,0.9747652162652162,0.9660605102255956,0.9738814085118156,0.979846111059609,0.9686804208863032,0.9755760148855186,0.9566633961276819,0.9835845449290828,0.9677271722387697,0.9662419116203237,0.9577201889370393,0.9627466113321377,0.9574159422666886,0.966068316215375,0.9596864124582675,0.9587256843860478,0.9696029505683921,0.9593392482159813,0.9573726618617964,0.9599262276185352,0.9846306291111486,0.9572784482375205,0.9817116644039721,0.9567752253358314,0.9712298466623724
36,0.9804950471416638,0.9560360957490145,0.970014985014985,0.9794581849893911,0.9685266478087088,0.9846112574382988,0.9633001532249686,0.9667074492967351,0.9687652972027972,0.967759574060387,0.9604017255989079,0.9609835017923253,0.965310023118742,0.9604146762063998,0.9645421182415386,0.9627994227994229,0.9649980028534374,0.9517577413362411,0.9643345283838469,0.9664008965396363,0.9888693728857663,0.9766381508263335,0.9761688949842261,0.9715921422028999,0.9791793854293853,0.9701389892126371,0.9634829054829815
37,0.9706987324844468,0.9820310476560478,0.9672530062530064,0.964654028766932,0.9687266215974351,0.9818725635889815,0.9641890016034614,0.9859703427885246,0.9607050461142532,0.957397551828343,0.9557003465223927,0.9717224402822779,0.9559302809302811,0.9549664173863258,0.9638430492908105,0.9496587417958385,0.9688901607211466,0.972139235016917,0.9743461750311065,0.9600351288056207,0.9655677037321633,0.9756973581973581,0.9721916105367354,0.977205488381503,0.987699387228045,0.9730424972554219,0.9679454664748782
38,0.9779089731130548,0.9770152427242695,0.9737187148363617,0.978612785064398,0.9805045842788527,0.9698009664650342,0.970131183768708,0.9758059478647714,0.9562517760727479,0.9756032327460898,0.9730764001890762,0.9709964158879082,0.9606779516779517,0.9490286461727886,0.96486026186302,0.9523725566372625,0.9731400996786704,0.9640965746169367,0.9696043446043447,0.96833953323889,0.9648585085563949,0.977320544952124,0.9871765038835256,0.969996958788991,0.9679006983624604,0.9775125679537444,0.962275943763833
39,0.977205389848247,0.9666642280278644,0.9792398921890773,0.9745657568238214,0.9837428084181331,0.9679798434684888,0.9808777609404417,0.9631049044190128,0.9668222301235446,0.9836373943516802,0.9698450605279737,0.9776872153154642,0.9694155334277287,0.9697626311596899,0.968481190784385,0.9578583671230729,0.9784929085136244,0.9674763082568512,0.9823341874945313,0.9839030636701043,0.9698404813158911,0.9913614163614164,0.9753093581930382,0.9730974315465056,0.9628435022831574,0.9909320883458813,0.9629639355742294
40,0.982082556891582,0.966767786085968,0.966989246414712,0.9671912461454606,0.979907209481727,0.9649585946850076,0.9866997024516625,0.9778045320999791,0.9652364672364674,0.9650342071394703,0.9578590719608718,0.9781694805591866,0.9732831928044909,0.9624499455314826,0.9705775348444355,0.9640145082964242,0.9757212466719508,0.9745593295593297,0.9691535789986722,0.9624096759342661,0.9767106762522155,0.9787968441814596,0.9884662956091527,0.9730675503044108,0.9564531057178116,0.9685733332324241,0.9669726145633758
41,0.9654044918180507,0.9738097915729494,0.9750819454944548,0.9797698315773956,0.9772386471695227,0.9711649071833445,0.9702942776713268,0.9687462834914676,0.9693689351584088,0.9786240085259694,0.9647923610070631,0.9696543740866268,0.9739103859103858,0.9537052859421281,0.9579208156680181,0.9699473328727444,0.9769136784531478,0.9783883836470044,0.9646500067552698,0.9577510503963451,0.982297937385111,0.9815453237720443,0.9777018245314656,0.971546149323927,0.9787865339788416,0.9772394272394272,0.9625061005961147
42,0.9671739812394696,0.9694751639353911,0.95995750277114,0.9599234369877694,0.9747598175366433,0.9721103800874857,0.9587657627685299,0.9684241403938375,0.9591263254625325,0.9850871350871351,0.9569112406199459,0.9759517099687379,0.9753635797753445,0.9701377111735001,0.9656830339077,0.9493634323196479,0.9637428022025932,0.963458019105078,0.9750413997237313,0.9724756094567197,0.9780164124826259,0.9851515151515151,0.9718808297510491,0.9807858044019567,0.9552176989676989,0.9748260577806032,0.9750866675499028
43,0.9651687598116169,0.956594578383116,0.9715572758957243,0.9680449818380852,0.9719856530088633,0.981179383284453,0.9741801297537179,0.9682906368735246,0.9702295322340545,0.965923406399597,0.969259703791241,0.9768376414870845,0.9801061100740177,0.9638965969458528,0.9696957033289072,0.9723882734912147,0.9753361075544175,0.9646732114039805,0.9762352688823278,0.9762476885147817,0.9870183095592933,0.9827350427350428,0.9737055056575374,0.9773630053214093,0.9723170259227951,0.967344374599778,0.9776023609520486
44,0.9586293204150347,0.9715566077976951,0.9713842860679726,0.9600321674175665,0.9724440182081807,0.9596513026992209,0.9668403076414819,0.9758596429143119,0.98175838711553,0.9858085209392398,0.9524119078323867,0.9818144682115272,0.9662751728710809,0.9643771043771044,0.9718221266344621,0.9522358619641229,0.9696091582172774,0.9559012936226008,0.9772747747747748,0.96022897808461,0.9802159575363076,0.9771794871794872,0.9807822302474708,0.9733325700903035,0.977535976776412,0.9771968567135426,0.9762428203604675
45,0.9636962558139028,0.9576606583072101,0.9671626475161359,0.97405027767931,0.9656225186251611,0.9782152576458086,0.9692248613004418,0.9598926361599913,0.9850248375776546,0.9755291005291006,0.9522552864287481,0.9664199503330745,0.9807053140096618,0.9724872213842802,0.9598627824658686,0.9779125279125279,0.9766791242143354,0.9752834159304747,0.9741492134874487,0.9778900225699305,0.9752745366499864,0.9862451519069166,0.9662669379204614,0.974534027963906,0.9641096104331399,0.9683282766616101,0.9942496229260936
46,0.9721049582226052,0.9795579136154002,0.9774603174603175,0.9658622721600225,0.9588546094917909,0.9757226801916272,0.9801912568306012,0.9650551005723365,0.9697319412141437,0.983522094620405,0.9637924776230543,0.9721252617923769,0.9755759347864612,0.9789303221288516,0.9713813366523502,0.9664762813198308,0.9729861883030898,0.9717567573716948,0.9816174599281472,0.978040725340127,0.9706253879076316,0.9868983320202832,0.9763554593855547,0.9629497477582155,0.9945171113187308,0.9691342259890647,0.9836536972801291
47,0.9639521642709428,0.9868686868686868,0.9586945464844909,0.979913085669576,0.9750786468974344,0.9675844526260806,0.9648165495706479,0.9702227428170369,0.9853427895981087,0.9717000452902709,0.945864048080603,0.973601388531056,0.9785916305916307,0.972354899429203,0.9611866988732659,0.9646087876698058,0.9750044275546258,0.9599360553975939,0.9623391191103041,0.9769932935916542,0.9870865481305516,0.9628651468955488,0.9855279174606906,0.9709037842190017,0.9725846940487138,0.9786845054001915,0.9742867828259139
48,0.9785291675198508,0.9660242150680066,0.9786064831226122,0.9840601891401799,0.9785091171454808,0.985481682496608,0.9642364633736505,0.9698902370555612,0.9746463258963259,0.9905242905242906,0.9754805988510746,0.9590137351380179,0.9689326599326599,0.9552459577459577,0.9685606157463138,0.9843846153846153,0.9796268841116877,0.9769446072857896,0.968035719547533,0.9835382513661203,0.9823749588141364,0.9817746349835902,0.9785527869259927,0.9711684216213202,0.955572231857466,0.9826323915033592,0.9799350591738135
49,0.9884626314293834,0.9682588875770693,0.9749610759610761,0.9807779957596485,0.9631652562726395,0.9790374369288309,0.970077525651486,0.9808071984339265,0.9716732932489234,0.9677623281309917,0.9752724270459358,0.9844358582923981,0.9765988357636527,0.975523816597346,0.9841650140903874,0.9860280704620327,0.9688665794299597,0.9772761775129064,0.9608115469208819,0.9698187968679771,0.9874902419984386,0.9828507431901097,0.9923232323232324,0.9666454930268336,0.9813314748976514,0.9630524031480316,0.9857721349409329
50,0.9772732426303855,0.9713025083123121,0.9950183150183152,0.9874391961085509,0.9783779503092448,0.9804462899609073,0.9694359565060742,0.9812026091930397,0.9865384615384616,0.958295798979029,0.9527042744938353,0.9859451017249005,0.9702424242424242,0.9607160894660894,0.9675437738350565,0.9806028849004231,0.9772171020822323,0.9823656208045348,0.9583637658869635,0.9752146760343481,0.990782738288084,0.9844266394873682,0.9806895485466915,0.967666213249777,0.9861061205819269,0.9581515200751038,0.9825028905911258
51,0.9831848508634223,0.9715679420774729,0.9859440131841086,0.9654155852181436,0.9614655391988667,0.9752832644084173,0.9878423552749359,0.9828299471785387,0.969491156991157,0.9808147187158095,0.9690157259775036,0.9777142087473325,0.9807459690068386,0.9759148517288051,0.9694482080757227,0.9921052631578947,0.9859889159518515,0.9645602426247588,0.9509998570859228,0.9805192808252388,0.9862809165005989,0.9920493378165101,0.9875770693952511,0.9798660979543333,0.970916267626794,0.9719483542112,0.9787560900168669
52,0.9837432591324673,0.972600768045595,0.9802222222222222,0.9703531532160564,0.9829575610785637,0.9723277551635761,0.9683805485861351,0.9914944903581268,0.9792421140704801,0.9842071508738175,0.9649343223286885,0.974033261630011,0.975791303908951,0.9684795643874928,0.9714351529708777,0.9935387614334983,0.9796953443303374,0.9785534348692243,0.9805868635610014,0.970680856567199,0.9840595375164157,0.990828402366864,0.9771627843056415,0.97381599378882,0.9877271421389069,0.9871115853919271,0.9706421384343211
53,0.9822656286365965,0.9699431206361565,0.9843840755491609,0.9637270677028557,0.985007501623239,0.987740096526808,0.9672571904441868,0.984697969468586,0.9744552166704293,0.9763951365180636,0.9739670124391496,0.9861108597746235,0.9740121836607405,0.9880982905982907,0.9662127039870674,0.9779553012519562,0.9878096864012357,0.9730269622478355,0.9875316208782029,0.9660597278003257,0.9833728088851038,0.9717504465771475,0.9577855070647195,0.9618350906261178,0.9939370973853733,0.967704771534265,0.9811599695198012
54,0.9843409547441807,0.9793186781823148,0.9732456481286018,0.9594480374774853,0.9799266370358641,0.9823352725545642,0.9722790731878401,0.986494773387675,0.9586876098156586,0.9766133663393937,0.973773347153629,0.9617735046890838,0.9716846342476094,0.9615730663710026,0.9778144354221013,0.9762718360071302,0.9812676056338029,0.9738276822892208,0.9867498538731415,0.9814140981402293,0.9875208288849728,0.9857492992837122,0.975006772398044,0.9721790575408996,0.9876954320546828,0.9807393645443752,0.994313725490196
