step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.581460,0.007923,592.765000,2.651584,155.305000,1.980293,151.930000,2.129627,775.665000,1.588383,20.575000,1.303264,755.090000,1.040033,9.494573,0.035306,5.146670,0.008106,5.358793,0.011053,6.071995,0.027979,5.954192,0.027598
2,6.183080,0.017350,662.450000,3.053402,164.640000,2.791223,72.910000,1.948353,752.940000,2.539829,40.670000,1.458289,712.270000,2.218736,9.041709,0.076770,5.865455,0.015984,6.018763,0.017682,6.206251,0.032254,7.706489,0.095715
3,6.588040,0.015592,663.180000,3.095160,168.400000,2.700137,68.420000,1.624143,716.590000,3.302384,24.750000,1.964906,691.840000,2.684881,9.950482,0.068636,6.214436,0.016016,6.366579,0.018243,6.468399,0.029669,9.072625,0.075362
4,6.611282,0.014574,664.480000,3.400273,164.800000,3.247678,70.720000,1.511976,711.275000,3.493301,25.130000,2.110679,686.145000,2.668038,9.887421,0.065472,6.247267,0.014886,6.368982,0.016953,6.481927,0.031175,9.221900,0.067845
5,6.632167,0.013078,662.990000,3.045845,165.090000,2.974571,71.920000,1.338841,706.735000,3.054342,24.110000,2.116500,682.625000,2.381787,9.883412,0.071629,6.270918,0.013299,6.391541,0.015672,6.448938,0.027816,9.302794,0.068948
6,6.641062,0.014568,663.030000,3.183347,164.335000,2.987234,72.635000,1.546940,705.655000,3.494424,23.935000,2.247195,681.720000,2.746361,9.893872,0.071552,6.279638,0.014270,6.392593,0.017115,6.452879,0.028680,9.388931,0.074427
7,6.642578,0.014474,659.120000,3.189304,167.880000,3.076543,73.000000,1.377547,705.140000,3.483259,24.635000,2.180580,680.505000,2.670699,9.872428,0.068617,6.283705,0.014579,6.400990,0.018519,6.414092,0.027276,9.376675,0.064210
8,6.638324,0.013891,662.165000,3.564494,164.785000,3.266729,73.050000,1.303361,709.965000,3.602944,27.210000,2.393154,682.755000,2.733586,9.787736,0.075732,6.288389,0.014055,6.391446,0.016622,6.407027,0.029011,9.414928,0.058287
9,6.633859,0.013516,663.300000,3.438074,163.340000,3.219333,73.360000,1.413789,712.515000,3.597571,28.215000,2.374784,684.300000,2.435786,9.738113,0.073389,6.288942,0.013297,6.385311,0.016006,6.402051,0.027656,9.421350,0.059997
10,6.645321,0.016193,660.715000,3.316855,164.745000,3.072475,74.540000,1.321022,704.600000,3.923987,25.770000,2.480110,678.830000,2.785202,9.788757,0.075840,6.296051,0.015372,6.398164,0.018452,6.405582,0.029445,9.377824,0.059222
11,6.650979,0.013007,661.150000,3.589158,165.620000,3.345950,73.230000,1.399079,705.090000,3.332150,27.040000,2.390824,678.050000,2.509861,9.756570,0.078171,6.305913,0.013358,6.395875,0.016227,6.423631,0.029208,9.495355,0.063502
12,6.651437,0.014015,660.400000,3.523729,164.780000,3.444950,74.820000,1.459788,704.235000,3.735826,25.315000,2.515348,678.920000,2.782957,9.721775,0.077989,6.310288,0.014253,6.406402,0.016458,6.406805,0.032863,9.372052,0.060197
13,6.654627,0.015480,660.760000,3.503931,166.000000,3.201430,73.240000,1.320685,703.895000,3.700088,25.845000,2.491579,678.050000,2.934175,9.750133,0.075653,6.310682,0.015951,6.402655,0.019474,6.402955,0.028755,9.504999,0.060864
14,6.649576,0.015227,662.485000,3.617931,163.645000,3.437734,73.870000,1.271768,704.550000,3.689465,25.250000,2.553402,679.300000,2.852179,9.695892,0.081558,6.311096,0.015007,6.402692,0.017558,6.398369,0.033670,9.435050,0.060321
15,6.639022,0.014983,661.025000,3.617277,165.475000,3.421976,73.500000,1.424464,706.865000,3.506393,28.290000,2.508701,678.575000,2.696575,9.688694,0.075207,6.300170,0.015112,6.396388,0.018356,6.363618,0.031223,9.466648,0.058027
16,6.663449,0.014063,662.200000,3.477101,163.980000,3.402543,73.820000,1.340167,703.615000,3.895712,26.230000,2.563699,677.385000,2.732285,9.672570,0.069093,6.329102,0.014108,6.417452,0.017294,6.407080,0.029488,9.456092,0.064532
17,6.654338,0.014204,661.395000,3.500531,165.145000,3.314439,73.460000,1.416367,707.000000,3.552891,29.795000,2.533842,677.205000,2.728489,9.560272,0.078458,6.331457,0.014509,6.410912,0.017363,6.383708,0.025999,9.482510,0.062899
18,6.648832,0.014513,659.400000,3.620092,165.815000,3.502411,74.785000,1.387800,707.690000,3.503522,29.160000,2.425956,678.530000,2.893769,9.659207,0.070891,6.314346,0.015738,6.401496,0.017555,6.397129,0.029672,9.414084,0.064066
19,6.647020,0.014273,660.165000,3.319165,166.075000,3.201006,73.760000,1.391437,707.180000,3.635279,28.415000,2.479003,678.765000,2.905787,9.635268,0.079322,6.314993,0.015442,6.395093,0.019097,6.399678,0.030599,9.483654,0.062025
20,6.643874,0.013433,661.880000,3.113251,163.380000,2.902117,74.740000,1.297757,707.415000,3.782794,27.665000,2.501059,679.750000,2.451969,9.619836,0.076309,6.313211,0.013221,6.398116,0.015587,6.379993,0.028951,9.420778,0.063315
21,6.659831,0.014981,660.005000,3.551193,166.000000,3.408723,73.995000,1.277159,706.445000,3.480061,27.175000,2.454200,679.270000,2.672315,9.696387,0.070011,6.322436,0.014888,6.413323,0.017569,6.396270,0.031296,9.467626,0.057380
22,6.657743,0.014817,661.270000,3.624907,164.135000,3.331962,74.595000,1.457759,706.545000,3.780204,28.450000,2.441357,678.095000,2.872668,9.673464,0.071479,6.322663,0.015974,6.411405,0.019035,6.396149,0.026202,9.441951,0.059949
23,6.664819,0.015033,661.125000,3.337613,166.095000,3.309637,72.780000,1.222454,702.905000,3.741341,26.615000,2.566445,676.290000,2.730020,9.665644,0.075856,6.331394,0.014817,6.412392,0.018078,6.412417,0.032063,9.542544,0.057598
24,6.648775,0.015322,662.725000,3.288229,164.000000,3.104789,73.275000,1.328824,706.395000,3.513577,26.955000,2.576303,679.440000,2.639787,9.643032,0.078520,6.316080,0.015906,6.403887,0.018957,6.384856,0.029655,9.466916,0.057123
25,6.640452,0.013770,664.195000,3.547663,162.650000,3.387725,73.155000,1.178713,706.495000,3.676131,26.150000,2.615068,680.345000,2.593529,9.591251,0.084445,6.312586,0.014076,6.392122,0.017259,6.385416,0.029641,9.470548,0.050640
26,6.656665,0.015128,659.155000,3.732468,166.650000,3.477954,74.195000,1.273314,702.990000,4.020455,24.820000,2.552419,678.170000,2.872483,9.673916,0.077411,6.321415,0.015477,6.414667,0.018477,6.385875,0.028656,9.431754,0.058798
27,6.661113,0.013175,663.715000,3.386062,162.950000,3.278434,73.335000,1.193377,705.750000,3.697044,29.110000,2.544542,676.640000,2.614155,9.679327,0.073394,6.325755,0.013519,6.416321,0.016818,6.379782,0.029699,9.506672,0.055017
28,6.656592,0.015558,663.740000,3.334729,161.985000,3.224547,74.275000,1.230778,704.525000,3.750343,27.040000,2.624393,677.485000,2.590489,9.654074,0.084117,6.323538,0.015443,6.412730,0.018706,6.386363,0.031092,9.436961,0.057380
29,6.659076,0.015332,666.125000,3.274551,159.600000,3.116363,74.275000,1.395849,706.600000,3.798930,28.675000,2.483696,677.925000,2.596851,9.653358,0.076293,6.326378,0.015058,6.412986,0.017564,6.401345,0.030596,9.452619,0.063904
30,6.635518,0.015824,664.915000,3.619420,161.500000,3.365378,73.585000,1.354959,709.455000,3.820738,29.450000,2.423261,680.005000,2.752938,9.610131,0.081222,6.305005,0.015093,6.385749,0.019293,6.368790,0.028811,9.504759,0.062495
31,6.656461,0.013956,660.735000,3.316858,165.625000,3.216183,73.640000,1.244124,705.500000,3.678126,29.075000,2.498034,676.425000,2.496701,9.616876,0.078919,6.327526,0.014534,6.416509,0.017247,6.373199,0.027727,9.462293,0.057506
32,6.658396,0.014594,662.590000,3.669540,163.575000,3.248404,73.835000,1.273472,703.160000,3.883771,25.740000,2.701361,677.420000,2.654944,9.627384,0.078518,6.328508,0.014423,6.410565,0.017863,6.406113,0.031186,9.458382,0.060833
33,6.657352,0.015091,664.125000,3.365262,161.035000,3.182906,74.840000,1.199923,706.790000,3.731472,27.965000,2.538602,678.825000,2.721197,9.622306,0.077330,6.327913,0.015705,6.410761,0.017616,6.399786,0.030759,9.413964,0.060973
34,6.652992,0.014229,662.390000,3.541048,163.030000,3.382655,74.580000,1.328564,707.255000,3.615370,28.245000,2.474764,679.010000,2.544019,9.592261,0.076518,6.326406,0.015185,6.405826,0.017894,6.386913,0.026546,9.457306,0.057179
35,6.658684,0.015482,665.285000,3.403406,161.455000,3.247434,73.260000,1.350246,707.270000,3.693229,29.485000,2.412332,677.785000,2.873383,9.597738,0.080232,6.332123,0.015750,6.413735,0.017615,6.376898,0.029799,9.529865,0.063191
36,6.649033,0.015705,664.220000,3.534401,161.740000,3.321242,74.040000,1.310826,709.320000,3.926563,30.605000,2.392803,678.715000,3.002418,9.577500,0.075829,6.323648,0.016345,6.407715,0.018434,6.367766,0.030906,9.444438,0.061550
37,6.642474,0.013940,662.660000,3.288860,163.940000,3.135127,73.400000,1.245594,705.855000,3.625645,25.315000,2.591443,680.540000,2.733527,9.655919,0.077360,6.307646,0.014391,6.396164,0.017383,6.371040,0.029618,9.487755,0.057768
38,6.654825,0.015944,662.730000,3.461373,163.390000,3.273515,73.880000,1.237864,702.370000,3.970553,26.330000,2.549330,676.040000,3.017888,9.635675,0.075297,6.323619,0.015876,6.411182,0.019316,6.377625,0.032860,9.462455,0.056116
39,6.647651,0.016036,661.990000,3.626246,163.510000,3.346856,74.500000,1.254628,706.665000,4.083209,28.730000,2.599889,677.935000,2.773706,9.611347,0.083048,6.318351,0.015726,6.404138,0.018853,6.371057,0.030257,9.435184,0.061234
40,6.653302,0.014676,664.315000,3.246833,161.870000,3.047534,73.815000,1.230397,706.265000,3.871998,27.600000,2.648598,678.665000,2.889575,9.669992,0.080334,6.318114,0.014777,6.408056,0.017600,6.378908,0.029056,9.480156,0.056802
41,6.653722,0.014556,662.090000,3.171021,163.205000,3.058157,74.705000,1.239753,705.000000,3.801673,27.730000,2.677979,677.270000,2.649972,9.585211,0.079787,6.328001,0.015133,6.409604,0.019736,6.384354,0.027947,9.415664,0.054521
42,6.659420,0.015305,662.785000,3.459983,163.830000,3.273406,73.385000,1.294811,704.010000,3.829751,27.125000,2.597743,676.885000,2.553531,9.624744,0.080887,6.329939,0.014436,6.410856,0.017994,6.386681,0.027473,9.538092,0.059588
43,6.644137,0.015851,663.145000,3.201654,163.535000,3.024375,73.320000,1.259600,706.675000,3.996857,29.425000,2.574584,677.250000,2.961842,9.559538,0.077098,6.320204,0.015404,6.406297,0.018712,6.349623,0.027691,9.474095,0.054298
44,6.643440,0.014568,663.545000,3.368411,162.985000,3.090689,73.470000,1.364516,705.970000,3.564768,26.305000,2.485105,679.665000,2.801896,9.633890,0.079836,6.311167,0.014846,6.393278,0.017970,6.390988,0.027795,9.491531,0.062839
45,6.646366,0.014542,664.190000,3.242276,161.670000,2.974406,74.140000,1.347298,704.480000,3.819631,26.825000,2.662100,677.655000,2.600813,9.602906,0.078987,6.317862,0.014100,6.405641,0.017715,6.362136,0.028597,9.447466,0.057112
46,6.638599,0.014096,662.885000,3.425366,162.810000,3.040910,74.305000,1.309674,709.800000,3.480929,30.305000,2.447101,679.495000,2.549250,9.577673,0.080683,6.312035,0.014155,6.396667,0.017534,6.350058,0.025622,9.462396,0.064791
47,6.651971,0.015027,665.135000,3.252183,160.975000,3.122349,73.890000,1.273094,705.690000,3.629423,28.135000,2.489586,677.555000,2.554609,9.619598,0.082430,6.322235,0.014182,6.407876,0.018406,6.373683,0.030548,9.472363,0.058741
