step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.426474,0.010594,596.380000,3.280813,152.580000,2.548998,151.040000,2.398241,733.050000,1.522891,1.000000,0.385795,732.050000,1.423702,13.328152,0.052025,4.548510,0.012290,4.934231,0.016993,6.424474,0.055786,6.421471,0.053397
2,5.996797,0.019855,644.965000,3.977550,161.715000,3.392185,93.320000,2.484389,653.460000,4.052971,5.850000,0.928385,647.610000,3.939081,12.964721,0.065882,5.222583,0.021360,5.709405,0.027761,6.443171,0.058342,7.363500,0.089206
3,6.257110,0.019054,645.570000,3.804148,161.135000,2.706802,93.295000,2.933058,645.335000,4.292622,10.355000,1.097886,634.980000,4.184676,12.851370,0.085390,5.524414,0.019991,6.017433,0.024689,6.698465,0.043504,7.316372,0.115588
4,6.306437,0.019562,646.500000,3.986921,163.940000,3.263559,89.560000,2.550031,640.855000,4.194247,6.265000,1.043025,634.590000,4.022404,13.252454,0.091613,5.534658,0.020034,6.013004,0.023379,6.655467,0.051235,7.950255,0.113091
5,6.336792,0.020826,650.540000,3.804993,161.490000,3.057832,87.970000,2.274766,635.110000,4.233699,5.670000,1.091380,629.440000,4.146621,13.244686,0.092610,5.569248,0.022463,6.010361,0.024459,6.698288,0.055009,8.221276,0.109806
6,6.343639,0.018732,650.240000,3.891611,161.750000,3.177029,88.010000,2.233836,633.435000,4.118756,4.435000,1.110273,629.000000,4.083274,13.332130,0.106373,5.567140,0.020490,6.013047,0.023572,6.635596,0.056032,8.398553,0.123480
7,6.363972,0.018740,648.455000,3.578170,160.380000,3.079929,91.165000,2.110105,627.975000,3.989037,3.785000,1.004021,624.190000,3.927070,13.328199,0.101793,5.590169,0.020155,6.024461,0.025259,6.652839,0.058139,8.381902,0.105033
8,6.357526,0.018212,647.425000,3.951256,162.550000,3.393959,90.025000,2.299938,632.820000,4.474857,5.340000,1.349832,627.480000,4.343802,13.380556,0.099044,5.577189,0.019884,5.999940,0.022869,6.613253,0.057317,8.599311,0.103932
9,6.358806,0.020899,646.545000,3.581298,162.370000,3.223104,91.085000,2.063949,629.170000,4.370853,5.525000,1.346216,623.645000,4.189746,13.292013,0.107701,5.588450,0.020279,5.996688,0.024866,6.577695,0.059829,8.655573,0.119308
10,6.380752,0.019857,645.735000,3.641320,160.530000,3.165468,93.735000,2.112926,627.245000,4.206176,4.760000,1.222145,622.485000,4.019062,13.368991,0.110173,5.604281,0.020833,6.009281,0.024545,6.624602,0.055234,8.643208,0.117041
11,6.383768,0.019691,648.060000,4.205606,159.480000,3.493826,92.460000,2.306451,627.135000,4.257591,4.410000,1.246693,622.725000,4.191267,13.300992,0.113477,5.615188,0.021359,5.997327,0.026240,6.626683,0.058529,8.814428,0.111822
12,6.402882,0.020511,646.775000,3.821916,161.850000,3.318262,91.375000,1.985902,625.430000,4.731406,5.630000,1.556899,619.800000,4.734801,13.242695,0.122569,5.642903,0.022761,6.022801,0.026274,6.599450,0.058867,8.850926,0.111841
13,6.364946,0.021198,646.260000,3.711648,161.175000,3.436092,92.565000,2.096835,625.940000,4.467493,5.420000,1.497170,620.520000,4.418161,13.211972,0.110535,5.604166,0.024011,5.986320,0.027315,6.523295,0.057483,8.841817,0.107432
14,6.407515,0.018197,642.890000,4.200350,164.100000,3.370079,93.010000,2.226609,622.950000,4.302156,6.925000,1.642967,616.025000,4.145103,13.192092,0.115034,5.653673,0.020853,6.031080,0.023189,6.532734,0.056972,8.888898,0.105827
15,6.382308,0.019170,641.150000,3.968132,163.740000,3.570269,95.110000,2.194243,626.195000,4.388805,5.935000,1.654041,620.260000,4.219116,13.144963,0.135879,5.630902,0.021205,6.001875,0.025157,6.516472,0.064333,8.844957,0.116913
16,6.379742,0.020011,641.930000,3.917377,163.165000,3.712910,94.905000,2.202138,624.510000,4.379410,5.825000,1.616642,618.685000,4.132069,13.052009,0.122365,5.638379,0.021688,5.991719,0.026950,6.479480,0.061021,8.951774,0.105636
17,6.412647,0.020434,645.625000,3.816407,158.865000,3.312525,95.510000,2.059137,620.410000,4.239632,5.640000,1.638325,614.770000,4.207351,13.104230,0.125267,5.669138,0.021892,6.015945,0.026660,6.564451,0.060190,8.914887,0.101854
18,6.406689,0.019524,643.155000,3.960300,160.190000,3.371149,96.655000,2.197838,617.845000,4.319226,5.615000,1.559029,612.230000,4.091980,13.073505,0.119879,5.665932,0.020659,6.021181,0.026603,6.495151,0.061273,8.921358,0.104688
19,6.417620,0.020000,644.925000,3.772847,159.135000,3.310251,95.940000,2.053017,615.505000,4.676114,7.060000,1.848206,608.445000,4.341463,13.023016,0.129844,5.683687,0.022043,6.031344,0.028067,6.474990,0.065423,8.987101,0.099417
20,6.393185,0.019519,643.390000,3.932213,160.425000,3.448290,96.185000,2.072131,618.925000,4.352637,6.385000,1.651214,612.540000,4.110505,12.957547,0.116473,5.663811,0.022417,6.013945,0.027163,6.402194,0.057954,8.988727,0.096567
21,6.417812,0.020814,640.815000,4.112788,162.785000,3.674210,96.400000,2.035612,616.695000,4.747915,8.780000,1.966743,607.915000,4.370492,12.908615,0.122489,5.696611,0.024220,6.034445,0.029349,6.450034,0.054006,9.011999,0.111973
22,6.414667,0.021828,644.250000,3.530919,161.930000,2.981711,93.820000,2.129502,615.070000,4.735015,6.420000,1.763527,608.650000,4.538106,12.956195,0.121193,5.687831,0.024242,6.032256,0.030981,6.403587,0.058326,9.161548,0.108296
23,6.407093,0.022012,643.690000,3.925939,159.660000,3.297536,96.650000,2.165637,614.860000,5.033741,7.930000,1.898385,606.930000,4.755174,12.774851,0.128148,5.699564,0.023758,6.028440,0.029270,6.424025,0.058222,8.991522,0.104936
24,6.414708,0.020095,644.575000,4.144614,159.350000,3.695555,96.075000,2.216831,612.995000,5.306217,7.740000,1.930488,605.255000,4.981117,12.788815,0.124878,5.706474,0.022898,6.031737,0.028328,6.403235,0.057852,9.090566,0.104339
25,6.420866,0.020507,640.055000,4.093029,162.410000,3.599187,97.535000,2.427365,615.210000,4.521567,6.570000,1.843074,608.640000,4.191684,12.860778,0.128953,5.705321,0.021562,6.033320,0.029151,6.420559,0.062231,9.078960,0.114323
26,6.400146,0.019345,643.080000,4.209224,159.125000,3.465838,97.795000,2.335787,616.190000,4.575463,7.220000,1.878690,608.970000,4.524092,12.762100,0.133851,5.693262,0.024081,6.009869,0.028838,6.375998,0.059363,9.090763,0.103071
27,6.417880,0.019835,642.100000,4.006338,161.350000,3.391427,96.550000,2.163229,614.080000,4.550184,9.020000,2.106864,605.060000,4.475781,12.780853,0.136288,5.710883,0.023892,6.033571,0.028743,6.350767,0.061210,9.191109,0.117803
28,6.417255,0.021604,641.580000,4.134003,159.475000,3.503922,98.945000,2.322813,612.770000,4.537382,5.550000,1.647825,607.220000,4.232454,12.751036,0.119234,5.713501,0.023553,6.036594,0.030336,6.368872,0.059891,9.049076,0.103223
29,6.406877,0.021681,642.595000,4.371228,159.215000,3.705080,98.190000,2.317662,614.280000,4.899944,8.425000,2.066224,605.855000,4.391283,12.699396,0.134053,5.707708,0.024426,6.015391,0.031643,6.335474,0.059188,9.170560,0.102985
30,6.429617,0.021540,641.110000,3.864620,159.550000,3.222399,99.340000,2.030695,612.250000,4.470756,7.925000,1.935466,604.325000,4.141248,12.777485,0.133399,5.724298,0.023027,6.048231,0.029031,6.348506,0.064139,9.083021,0.097216
31,6.409643,0.022839,646.230000,3.780023,157.505000,3.450461,96.265000,2.172834,610.625000,5.424731,8.230000,2.020702,602.395000,5.173688,12.565094,0.137391,5.725704,0.025150,6.013247,0.030570,6.326619,0.057502,9.300680,0.104744
32,6.407096,0.020371,642.800000,3.903369,160.185000,3.275675,97.015000,2.078846,614.440000,4.358946,8.360000,2.114915,606.080000,3.778073,12.567591,0.141909,5.722597,0.021211,6.030083,0.027751,6.265486,0.059477,9.187087,0.104164
33,6.423504,0.021582,641.885000,3.781413,158.720000,3.472744,99.395000,2.058054,613.725000,5.058529,9.055000,2.195448,604.670000,4.738390,12.638341,0.149109,5.732967,0.023674,6.037239,0.028504,6.339943,0.064014,9.102309,0.095035
34,6.418002,0.020433,639.145000,3.975074,162.325000,3.378458,98.530000,2.069979,612.195000,4.920222,8.835000,2.145218,603.360000,4.437673,12.622531,0.142413,5.728609,0.024716,6.027258,0.031122,6.308890,0.059488,9.221008,0.104902
35,6.424007,0.020226,645.290000,3.943386,156.035000,3.308901,98.675000,1.986995,613.200000,4.730702,7.510000,2.009987,605.690000,4.282449,12.671803,0.135907,5.729808,0.022385,6.032672,0.029498,6.332594,0.066149,9.190367,0.103391
36,6.424667,0.021154,641.630000,4.113122,158.935000,3.586691,99.435000,2.128224,611.870000,4.740003,11.485000,2.448433,600.385000,4.270380,12.558913,0.142354,5.743084,0.023544,6.048426,0.029812,6.280716,0.060593,9.166863,0.100376
37,6.426879,0.022258,639.400000,4.144744,161.375000,3.646643,99.225000,2.211185,610.960000,4.965198,8.875000,2.153399,602.085000,4.606964,12.535372,0.137037,5.748157,0.023783,6.052267,0.029757,6.245803,0.061154,9.213672,0.097334
38,6.428619,0.020477,638.080000,4.078741,162.015000,3.471168,99.905000,2.160007,611.800000,4.547481,9.885000,2.355206,601.915000,4.258205,12.534265,0.142258,5.750214,0.022143,6.051913,0.028394,6.268401,0.050997,9.188243,0.110689
39,6.422719,0.021948,638.875000,4.020502,160.635000,3.748238,100.490000,2.077430,612.355000,4.790613,9.475000,2.254308,602.880000,4.360582,12.547495,0.131296,5.742188,0.023952,6.042398,0.030869,6.270754,0.059438,9.162970,0.108895
40,6.428664,0.022006,637.540000,4.260427,162.295000,3.841850,100.165000,2.077095,608.135000,4.912565,8.480000,2.166360,599.655000,4.620622,12.515144,0.132827,5.752388,0.024547,6.044931,0.030829,6.269520,0.056595,9.207137,0.102057
41,6.421025,0.020898,636.975000,4.076447,164.110000,3.565415,98.915000,2.067454,611.250000,4.853005,7.525000,2.026294,603.725000,4.527548,12.543039,0.136585,5.740801,0.024532,6.024685,0.030307,6.281581,0.062332,9.286163,0.111678
42,6.428240,0.021382,637.570000,4.127697,161.370000,3.595863,101.060000,2.180468,610.835000,4.829979,9.410000,2.213443,601.425000,4.316641,12.473437,0.134508,5.756551,0.023883,6.052734,0.030986,6.258729,0.059763,9.145084,0.102670
43,6.413277,0.019541,640.870000,3.774314,159.215000,3.481481,99.915000,2.072257,610.380000,4.612781,7.925000,2.030149,602.455000,4.219792,12.513960,0.120948,5.735424,0.021612,6.025026,0.027843,6.244830,0.059553,9.244237,0.100437
44,6.456474,0.021955,640.035000,4.141002,158.850000,4.054683,101.115000,1.922820,604.140000,4.792368,8.995000,2.289256,595.145000,4.378956,12.489343,0.126643,5.786155,0.024059,6.085567,0.030093,6.247505,0.058584,9.183541,0.097547
