step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.425326,0.025061,585.320000,7.532664,159.120000,4.268743,155.560000,6.075203,700.580000,2.689802,1.860000,1.061063,698.720000,2.385127,12.508885,0.079474,4.175286,0.028210,4.729436,0.039890,6.720058,0.120107,6.813065,0.144327
2,5.971330,0.040784,634.580000,7.819391,159.860000,6.358161,105.560000,5.747346,637.040000,7.990939,19.860000,3.604508,617.180000,7.251230,11.965195,0.122834,4.913589,0.045552,5.566458,0.050508,6.681315,0.110593,7.454795,0.193402
3,6.267285,0.041242,633.560000,8.284056,163.200000,7.478254,103.240000,5.764617,623.380000,7.960650,20.180000,3.693747,603.200000,7.540894,11.854352,0.200279,5.281332,0.044862,5.880445,0.063100,6.722185,0.114769,8.071101,0.256671
4,6.379271,0.043846,635.040000,7.301069,161.380000,5.830428,103.580000,4.971744,608.620000,9.209896,14.060000,3.676608,594.560000,8.843597,12.277630,0.153778,5.338384,0.051655,5.907558,0.056983,6.683110,0.114961,8.870597,0.227192
5,6.452639,0.042364,638.620000,7.166663,157.520000,6.212023,103.860000,4.189537,594.400000,7.817367,10.760000,3.424051,583.640000,6.845473,12.282480,0.190336,5.423843,0.047471,5.943439,0.048340,6.718453,0.131310,9.262026,0.211591
6,6.449341,0.040780,632.940000,7.833279,160.140000,6.730028,106.920000,4.657719,597.720000,9.767633,13.300000,4.489877,584.420000,8.471949,12.285882,0.174552,5.419364,0.052311,5.931497,0.059059,6.640507,0.112333,9.311681,0.214471
7,6.455476,0.036994,633.740000,8.162912,159.640000,7.790395,106.620000,3.843204,603.380000,7.288371,16.960000,5.516202,586.420000,5.513964,12.148141,0.194044,5.450888,0.043000,5.892244,0.046009,6.712025,0.147187,9.488678,0.223934
8,6.419070,0.041091,619.500000,7.765092,166.640000,8.083181,113.860000,4.322536,599.000000,8.702551,12.940000,5.395916,586.060000,7.504504,12.031025,0.202447,5.428725,0.045161,5.869537,0.058031,6.557116,0.131502,9.264761,0.187857
9,6.442852,0.044777,625.100000,8.790083,158.560000,8.384148,116.340000,4.743702,595.960000,9.846762,14.080000,5.233181,581.880000,7.408662,12.149148,0.192150,5.435858,0.050780,5.879041,0.070006,6.473272,0.142326,9.440963,0.213841
10,6.452792,0.047616,619.540000,10.014330,162.520000,8.374994,117.940000,4.675383,596.780000,9.330731,13.720000,5.530135,583.060000,8.111772,12.030447,0.206240,5.468500,0.048182,5.874619,0.070775,6.535893,0.105414,9.405762,0.181836
11,6.475715,0.046589,621.300000,10.514326,165.880000,8.893541,112.820000,5.254367,591.100000,10.183881,14.840000,6.071898,576.260000,7.268319,12.111678,0.181851,5.481133,0.052633,5.863852,0.075342,6.544540,0.149296,9.765088,0.234013
12,6.463302,0.042219,619.320000,10.038449,162.700000,9.036715,117.980000,4.501470,591.340000,9.623631,14.660000,6.420885,576.680000,7.079171,11.891130,0.236836,5.505451,0.049143,5.882793,0.067019,6.543349,0.159504,9.417825,0.196294
13,6.465081,0.052577,617.820000,8.579648,160.360000,7.701326,121.820000,5.565366,592.340000,10.460256,15.140000,6.055516,577.200000,7.718458,11.843747,0.216056,5.515905,0.056182,5.911368,0.074129,6.411448,0.142374,9.448195,0.227100
14,6.436545,0.055894,626.080000,8.434805,155.320000,6.519237,118.600000,4.550495,592.860000,13.235208,16.920000,6.516928,575.940000,10.299801,11.838204,0.214527,5.483311,0.058786,5.886596,0.080231,6.236178,0.140457,9.634522,0.173822
15,6.504424,0.051821,626.440000,9.190001,156.460000,8.219650,117.100000,3.935270,586.960000,10.537819,18.620000,6.851684,568.340000,10.273308,11.733375,0.247914,5.581668,0.064006,5.961190,0.082085,6.277460,0.136831,9.696389,0.175711
16,6.509644,0.043927,618.860000,10.300653,164.140000,8.924933,117.000000,4.446626,593.900000,11.862784,20.800000,7.542142,573.100000,9.244453,11.727802,0.223527,5.588792,0.053780,5.959104,0.077166,6.324812,0.160985,9.683971,0.195989
17,6.487262,0.040456,621.920000,8.177503,156.980000,8.259666,121.100000,4.290218,592.620000,11.049169,16.860000,7.312453,575.760000,8.909556,11.754008,0.202347,5.557836,0.059032,5.940649,0.075100,6.328634,0.148146,9.502306,0.207281
18,6.508151,0.050482,628.260000,8.849207,154.200000,8.769679,117.540000,4.192231,583.080000,9.435600,18.320000,7.194298,564.760000,8.016720,11.573709,0.217541,5.614229,0.051570,5.976146,0.076014,6.193325,0.134347,9.783930,0.168068
19,6.545801,0.058041,618.540000,9.270192,161.460000,8.165870,120.000000,4.475097,579.320000,13.469419,17.120000,7.198699,562.200000,8.782186,11.629746,0.181866,5.648634,0.060102,6.027684,0.082988,6.250891,0.095312,9.613961,0.182656
20,6.496639,0.041571,616.460000,10.642978,162.300000,9.474142,121.240000,4.551722,584.800000,10.401991,20.540000,7.562947,564.260000,9.292256,11.712042,0.245763,5.576273,0.058500,5.934921,0.072722,6.286241,0.139217,9.651246,0.197595
21,6.525839,0.044816,613.040000,10.803206,160.280000,8.709583,126.680000,4.848915,581.280000,10.902186,19.300000,7.910533,561.980000,8.533983,11.676335,0.242550,5.616928,0.057705,5.972757,0.076089,6.308737,0.145811,9.464757,0.187673
22,6.519707,0.036725,610.880000,10.768705,170.300000,10.071947,118.820000,3.883304,588.440000,9.515413,17.640000,6.474423,570.800000,5.824269,11.723859,0.213440,5.601327,0.048047,5.950027,0.073510,6.162000,0.139511,9.938811,0.165634
23,6.521163,0.042031,620.380000,10.795210,158.040000,9.139495,121.580000,4.576297,583.220000,8.767942,17.300000,7.123070,565.920000,7.521707,11.547328,0.200325,5.634193,0.053091,5.963317,0.078770,6.276954,0.133040,9.658694,0.201102
24,6.512362,0.046286,615.340000,10.427226,162.420000,9.258663,122.240000,4.329260,575.740000,11.465213,9.760000,5.665296,565.980000,8.888929,11.693399,0.190594,5.598061,0.059426,5.934327,0.094586,6.313576,0.150878,9.668024,0.195483
25,6.507161,0.045614,621.200000,10.623630,157.740000,8.812452,121.060000,4.478043,591.320000,12.193020,26.220000,8.434888,565.100000,9.307673,11.469606,0.223536,5.631436,0.050493,5.964235,0.065531,6.135957,0.132516,9.763250,0.209232
26,6.544925,0.044890,622.100000,11.095669,157.180000,9.861199,120.720000,3.622746,575.380000,12.025912,18.180000,7.876851,557.200000,7.972481,11.528732,0.211406,5.665430,0.052659,6.030223,0.079552,6.162657,0.105430,9.676958,0.156948
27,6.498662,0.045610,610.660000,9.878027,161.900000,8.603293,127.440000,4.560876,582.420000,11.310210,19.160000,7.631500,563.260000,7.260980,11.352007,0.160300,5.642189,0.052835,5.992474,0.074625,6.097181,0.124888,9.455211,0.157968
28,6.545886,0.041780,615.280000,9.753014,163.840000,8.816285,120.880000,4.296569,576.640000,10.512911,21.440000,8.073553,555.200000,8.930025,11.401562,0.230548,5.689002,0.055817,5.992763,0.073109,6.126430,0.120949,9.918196,0.162832
29,6.519063,0.053128,612.800000,10.611815,164.740000,9.477710,122.460000,3.916883,578.060000,11.413620,18.100000,7.665304,559.960000,8.675837,11.339633,0.212744,5.668374,0.067748,5.975447,0.089922,6.178825,0.116476,9.677822,0.182349
30,6.549084,0.038088,610.920000,10.135821,165.740000,9.453193,123.340000,4.684162,576.560000,10.005393,13.840000,7.109213,562.720000,7.467772,11.551808,0.194775,5.666251,0.055109,6.005314,0.078425,6.217838,0.141683,9.693291,0.197208
31,6.489647,0.048781,613.720000,9.327159,166.380000,8.400353,119.900000,4.669624,574.740000,10.638056,10.460000,5.874720,564.280000,8.580808,11.463466,0.171793,5.611914,0.061858,5.917290,0.091316,6.149966,0.124155,9.873341,0.181298
32,6.538246,0.052147,622.060000,10.019683,154.260000,8.592271,123.680000,5.353038,575.020000,11.736175,20.820000,7.749617,554.200000,7.852390,11.367185,0.154174,5.686080,0.052789,6.031131,0.071495,6.158015,0.116894,9.613284,0.237249
33,6.556769,0.044849,615.560000,10.226888,163.300000,8.586144,121.140000,4.612106,575.540000,9.192739,13.960000,6.748397,561.580000,7.527177,11.563205,0.190532,5.673280,0.054915,6.029872,0.080014,6.151977,0.110371,9.805484,0.227798
34,6.528336,0.044615,618.360000,10.424391,162.080000,8.908549,119.560000,4.515962,583.080000,11.139052,21.380000,8.201446,561.700000,9.049373,11.447333,0.221779,5.660277,0.052913,5.987759,0.078207,6.139207,0.115287,9.867302,0.219242
35,6.518762,0.054547,612.120000,9.574467,164.460000,9.767660,123.420000,4.670242,571.600000,11.382198,11.760000,5.874814,559.840000,9.148481,11.399801,0.211435,5.657402,0.059452,5.995603,0.089221,6.167814,0.109259,9.587843,0.179840
36,6.538056,0.045242,612.780000,10.746353,161.380000,10.399260,125.840000,3.861305,580.180000,12.009577,21.140000,8.379443,559.040000,8.562134,11.440563,0.246142,5.672908,0.053666,6.011898,0.073412,6.149551,0.130067,9.592484,0.165460
37,6.497877,0.049063,602.940000,10.515692,172.000000,9.566170,125.060000,5.463491,585.860000,12.608461,21.560000,8.285949,564.300000,8.737301,11.556297,0.233020,5.605214,0.053275,5.917833,0.077494,6.180187,0.158032,9.735682,0.226217
38,6.495879,0.046572,608.420000,9.903785,170.300000,9.728096,121.280000,4.562897,582.120000,11.925060,19.120000,7.992250,563.000000,8.202614,11.530327,0.225138,5.607447,0.058471,5.899545,0.076268,6.225549,0.137330,9.867486,0.201371
39,6.483689,0.047804,614.440000,10.169384,166.080000,9.298166,119.480000,3.902457,579.940000,9.854792,18.060000,7.553653,561.880000,8.281876,11.395965,0.224666,5.616817,0.061066,5.887008,0.080756,6.270417,0.150782,9.835165,0.189893
40,6.484119,0.049133,604.340000,11.043025,168.420000,10.461527,127.240000,4.151772,588.220000,11.216548,20.740000,7.851553,567.480000,9.032201,11.473082,0.213025,5.603713,0.061051,5.920454,0.086600,6.244720,0.144628,9.431086,0.163619
41,6.508489,0.044989,610.220000,9.688532,165.740000,9.394792,124.040000,3.935155,587.580000,10.757845,22.080000,8.421782,565.500000,7.381015,11.548895,0.244826,5.619005,0.050400,5.925139,0.077231,6.155179,0.157262,9.823264,0.208054
42,6.533698,0.056143,607.340000,9.122262,171.540000,9.109121,121.120000,3.242511,582.020000,13.691913,21.120000,8.246395,560.900000,10.248803,11.495419,0.240713,5.658101,0.060842,5.975926,0.079391,6.166378,0.146589,9.826722,0.192691
