iteration,seed,avg_utility,avg_utility_mainstream,avg_utility_extremist,norm_utility_mainstream,norm_utility_extremist,total_relocations,avg_relocations_per_community,settling_time_90pct
0,42,6.520000,6.520000,0.000000,0.652000,0.000000,19540,65.133333,100
1,43,6.570000,6.570000,0.000000,0.657000,0.000000,20072,66.906667,100
2,44,6.613333,6.613333,0.000000,0.661333,0.000000,19298,64.326667,100
3,45,6.336667,6.336667,0.000000,0.633667,0.000000,19705,65.683333,100
4,46,6.633333,6.633333,0.000000,0.663333,0.000000,19893,66.310000,100
5,47,6.396667,6.396667,0.000000,0.639667,0.000000,19864,66.213333,100
6,48,6.326667,6.326667,0.000000,0.632667,0.000000,19989,66.630000,100
7,49,6.603333,6.603333,0.000000,0.660333,0.000000,19406,64.686667,100
8,50,6.370000,6.370000,0.000000,0.637000,0.000000,19884,66.280000,100
9,51,6.740000,6.740000,0.000000,0.674000,0.000000,19588,65.293333,100
10,52,6.473333,6.473333,0.000000,0.647333,0.000000,19765,65.883333,100
11,53,6.376667,6.376667,0.000000,0.637667,0.000000,20236,67.453333,100
12,54,6.286667,6.286667,0.000000,0.628667,0.000000,19702,65.673333,100
13,55,6.380000,6.380000,0.000000,0.638000,0.000000,19586,65.286667,100
14,56,6.436667,6.436667,0.000000,0.643667,0.000000,19297,64.323333,100
15,57,6.430000,6.430000,0.000000,0.643000,0.000000,20040,66.800000,100
16,58,6.503333,6.503333,0.000000,0.650333,0.000000,19667,65.556667,100
17,59,6.420000,6.420000,0.000000,0.642000,0.000000,20010,66.700000,100
18,60,6.436667,6.436667,0.000000,0.643667,0.000000,19518,65.060000,100
19,61,6.246667,6.246667,0.000000,0.624667,0.000000,19504,65.013333,100
20,62,6.296667,6.296667,0.000000,0.629667,0.000000,19687,65.623333,100
21,63,6.416667,6.416667,0.000000,0.641667,0.000000,19519,65.063333,100
22,64,6.230000,6.230000,0.000000,0.623000,0.000000,20255,67.516667,100
23,65,6.550000,6.550000,0.000000,0.655000,0.000000,19872,66.240000,100
24,66,6.526667,6.526667,0.000000,0.652667,0.000000,19893,66.310000,100
25,67,6.496667,6.496667,0.000000,0.649667,0.000000,19843,66.143333,100
26,68,6.353333,6.353333,0.000000,0.635333,0.000000,19843,66.143333,100
27,69,6.570000,6.570000,0.000000,0.657000,0.000000,19814,66.046667,100
28,70,6.440000,6.440000,0.000000,0.644000,0.000000,19291,64.303333,100
29,71,6.310000,6.310000,0.000000,0.631000,0.000000,19941,66.470000,100
30,72,6.393333,6.393333,0.000000,0.639333,0.000000,19875,66.250000,100
31,73,6.320000,6.320000,0.000000,0.632000,0.000000,19587,65.290000,100
32,74,6.510000,6.510000,0.000000,0.651000,0.000000,19541,65.136667,100
33,75,6.363333,6.363333,0.000000,0.636333,0.000000,19441,64.803333,100
34,76,6.400000,6.400000,0.000000,0.640000,0.000000,19672,65.573333,100
35,77,6.340000,6.340000,0.000000,0.634000,0.000000,19951,66.503333,100
36,78,6.476667,6.476667,0.000000,0.647667,0.000000,20082,66.940000,100
37,79,6.360000,6.360000,0.000000,0.636000,0.000000,19680,65.600000,100
