step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.454057,0.009873,585.925000,3.829221,159.200000,2.961948,154.875000,2.829173,713.695000,2.792750,24.415000,2.294343,689.280000,1.446997,9.067230,0.033461,4.816439,0.009608,5.137434,0.017915,6.073131,0.041575,6.048780,0.041331
2,5.952835,0.027467,628.375000,5.024440,153.740000,3.873936,117.885000,3.349255,665.800000,4.400737,61.610000,2.682736,604.190000,3.433590,8.650971,0.079443,5.476694,0.024540,5.739875,0.030754,5.888107,0.055387,7.261482,0.089970
3,6.490985,0.020274,618.700000,4.736697,160.725000,4.010454,120.575000,2.524000,603.580000,5.304631,28.925000,3.318413,574.655000,4.107493,9.983053,0.077860,5.874738,0.019940,6.136660,0.025917,6.173286,0.043288,8.749196,0.082515
4,6.527596,0.019609,619.305000,4.784046,157.315000,4.208243,123.380000,2.367851,597.350000,5.372727,27.195000,3.374335,570.155000,4.051238,10.017116,0.075067,5.911798,0.021829,6.135880,0.026157,6.181028,0.047406,8.958444,0.071569
5,6.545228,0.019156,618.845000,4.866895,157.630000,4.574618,123.525000,2.170899,587.080000,5.791001,24.675000,3.721587,562.405000,4.669816,10.001063,0.084241,5.935375,0.020646,6.148013,0.026211,6.151923,0.050401,9.053109,0.067893
6,6.551490,0.020391,612.140000,4.828046,163.820000,4.443492,124.040000,2.204208,585.995000,5.455126,24.130000,3.809847,561.865000,4.208773,9.970652,0.082590,5.948108,0.022067,6.155850,0.028472,6.120782,0.046234,9.084846,0.070008
7,6.547063,0.020161,610.565000,5.365389,166.355000,4.840362,123.080000,2.061403,581.935000,6.085319,22.165000,3.826418,559.770000,4.398888,9.918607,0.081843,5.952085,0.020293,6.132881,0.026420,6.157697,0.052621,9.130723,0.070932
8,6.548200,0.020528,609.055000,5.172481,167.255000,4.959230,123.690000,2.218679,585.345000,6.097639,29.160000,4.023754,556.185000,4.405321,9.794217,0.084648,5.975373,0.020829,6.146449,0.026672,6.127774,0.048624,9.112153,0.066345
9,6.552010,0.019388,612.850000,5.346650,163.455000,4.991759,123.695000,2.056520,580.270000,5.654848,22.405000,3.955716,557.865000,4.135621,9.876788,0.080681,5.965284,0.021553,6.134160,0.029092,6.169322,0.051289,9.116853,0.065138
10,6.540483,0.020607,611.055000,5.051621,166.175000,4.636009,122.770000,1.976366,584.445000,5.947745,26.010000,4.097856,558.435000,4.379644,9.815472,0.083780,5.962544,0.022296,6.138758,0.030563,6.098397,0.048378,9.136612,0.061757
11,6.548944,0.020182,614.875000,5.382889,160.915000,4.963661,124.210000,2.103867,584.720000,5.932088,27.450000,4.168146,557.270000,4.201681,9.804326,0.086231,5.974465,0.020570,6.150878,0.028318,6.115498,0.055882,9.091356,0.064751
12,6.551158,0.019561,611.350000,5.647470,166.025000,5.139594,122.625000,2.124677,584.545000,5.642529,28.565000,4.207853,555.980000,4.214142,9.767031,0.085179,5.983651,0.021111,6.138824,0.026004,6.139156,0.048917,9.161253,0.068110
13,6.550978,0.020045,614.020000,5.158724,162.435000,4.916569,123.545000,2.023809,584.780000,5.956412,27.675000,4.320027,557.105000,4.223281,9.839133,0.080490,5.970715,0.021296,6.151634,0.029608,6.114039,0.048714,9.103670,0.068828
14,6.565888,0.020518,614.470000,4.947185,162.135000,4.864288,123.395000,2.048181,582.400000,5.664847,26.980000,4.315423,555.420000,4.314246,9.836623,0.091865,5.988699,0.023050,6.162533,0.031412,6.133531,0.047957,9.135413,0.065095
15,6.563117,0.019067,615.445000,4.825059,162.360000,4.522601,122.195000,2.003913,582.225000,5.652095,26.575000,4.227371,555.650000,4.131162,9.828617,0.089646,5.986853,0.021120,6.158369,0.028209,6.138902,0.055696,9.167646,0.062482
16,6.566218,0.018287,613.125000,5.733589,163.205000,4.996852,123.670000,2.366243,581.710000,5.930077,28.730000,4.246877,552.980000,4.235094,9.775077,0.082249,5.999948,0.019302,6.161376,0.025316,6.161284,0.047900,9.120815,0.075498
17,6.558536,0.019935,612.890000,5.595376,164.335000,5.212912,122.775000,1.966020,583.325000,6.066110,27.335000,4.343009,555.990000,4.504037,9.788726,0.083221,5.988502,0.021893,6.154573,0.028194,6.123664,0.048535,9.148869,0.064706
18,6.561629,0.019725,611.010000,5.249992,165.345000,5.131816,123.645000,1.965847,584.210000,6.439353,29.980000,4.371225,554.230000,4.377707,9.727487,0.086007,6.002948,0.020376,6.151024,0.028123,6.169784,0.047492,9.112392,0.062740
19,6.569392,0.020860,615.955000,5.333393,159.035000,4.728485,125.010000,2.184066,581.850000,6.487144,29.520000,4.440106,552.330000,4.607935,9.780651,0.075599,6.002699,0.024279,6.178378,0.030016,6.108887,0.049015,9.083082,0.064283
20,6.568155,0.020885,612.570000,5.347007,164.720000,4.911376,122.710000,2.011456,584.215000,6.477393,29.425000,4.386203,554.790000,4.678210,9.769044,0.087468,6.003292,0.020672,6.165132,0.029688,6.118026,0.050770,9.181978,0.063166
21,6.574802,0.019987,614.620000,4.890349,162.075000,4.720161,123.305000,1.946122,579.750000,6.071658,29.410000,4.394003,550.340000,4.626610,9.745312,0.081838,6.015300,0.022441,6.175147,0.028503,6.153134,0.047701,9.114172,0.059717
22,6.556627,0.017834,612.430000,5.672926,162.840000,5.180317,124.730000,2.145125,584.005000,5.973279,29.105000,4.413055,554.900000,4.365039,9.725933,0.082819,5.997337,0.019328,6.162021,0.026219,6.109471,0.045714,9.087072,0.068093
23,6.571186,0.019586,616.670000,5.051276,161.520000,4.523624,121.810000,2.048016,578.600000,5.965024,22.950000,4.172868,555.650000,4.453213,9.838587,0.086352,5.994586,0.021461,6.157768,0.029293,6.155471,0.053332,9.198909,0.061604
24,6.561120,0.020608,617.965000,5.402210,158.170000,5.083315,123.865000,1.974898,583.665000,5.912091,28.500000,4.337888,555.165000,4.297555,9.807330,0.086926,5.988260,0.020455,6.168200,0.028141,6.110421,0.049456,9.087753,0.066038
25,6.589148,0.020281,615.700000,4.492665,159.975000,4.247939,124.325000,2.227820,574.465000,6.298949,22.265000,4.206291,552.200000,4.762810,9.822001,0.083990,6.018644,0.020994,6.199999,0.030479,6.133134,0.048668,9.117957,0.067930
26,6.556870,0.019062,615.425000,6.029698,161.015000,5.394649,123.560000,2.238440,584.670000,5.664184,29.020000,4.486773,555.650000,4.201016,9.751594,0.087394,5.993096,0.020174,6.158283,0.027421,6.108866,0.045222,9.145989,0.072023
27,6.572969,0.022190,616.200000,5.070955,159.415000,4.510104,124.385000,2.031087,582.225000,6.128127,30.145000,4.337853,552.080000,4.408656,9.736951,0.082574,6.014619,0.023495,6.180673,0.029580,6.113582,0.051303,9.089784,0.057858
28,6.550916,0.021057,619.860000,5.024067,157.440000,4.686539,122.700000,2.197724,584.505000,6.177380,28.075000,4.324092,556.430000,4.526750,9.759710,0.093108,5.984659,0.021936,6.158366,0.029089,6.061969,0.050756,9.179961,0.066108
29,6.557178,0.020009,614.525000,5.328262,160.355000,4.912864,125.120000,1.941721,583.690000,5.734287,27.505000,4.372021,556.185000,4.287218,9.746508,0.079585,5.994355,0.022612,6.169421,0.027876,6.096188,0.045269,9.048151,0.057370
30,6.572915,0.020225,613.485000,5.116075,162.485000,5.042973,124.030000,2.029006,584.235000,5.967160,30.030000,4.339244,554.205000,4.367168,9.781094,0.086494,6.006765,0.022574,6.183111,0.028436,6.096884,0.048939,9.134144,0.063635
31,6.557918,0.020730,613.510000,5.158126,161.900000,4.924346,124.590000,2.134411,584.045000,6.063060,30.485000,4.418751,553.560000,4.355556,9.760082,0.087658,5.992830,0.022013,6.157043,0.029158,6.121490,0.044705,9.101071,0.065193
32,6.571722,0.019826,610.990000,5.516314,165.380000,5.239162,123.630000,2.093367,578.590000,6.275034,24.045000,4.262567,554.545000,4.330490,9.828902,0.075729,5.996926,0.020342,6.174568,0.028071,6.121109,0.043887,9.133744,0.059989
33,6.566624,0.021155,612.675000,5.049572,164.605000,4.906258,122.720000,2.064481,583.725000,6.326243,30.175000,4.326134,553.550000,4.228634,9.753038,0.090450,6.004316,0.021462,6.161158,0.029828,6.132833,0.051455,9.162251,0.069280
