step,avg_utility_mean,avg_utility_ci,community_count_algorithmic_mean,community_count_algorithmic_ci,community_count_coalition_mean,community_count_coalition_ci,community_count_direct_mean,community_count_direct_ci,n_relocations_mean,n_relocations_ci,type_relocations_extremist_mean,type_relocations_extremist_ci,type_relocations_mainstream_mean,type_relocations_mainstream_ci,type_utility_extremist_mean,type_utility_extremist_ci,type_utility_mainstream_mean,type_utility_mainstream_ci,utility_algorithmic_mean,utility_algorithmic_ci,utility_coalition_mean,utility_coalition_ci,utility_direct_mean,utility_direct_ci
1,5.572596,0.006946,599.190000,2.723039,154.255000,2.032765,146.555000,2.168397,793.670000,1.213972,6.130000,0.557204,787.540000,1.115672,9.929013,0.041774,5.343311,0.007118,5.426957,0.009052,5.928891,0.023862,5.805529,0.023463
2,6.189671,0.015363,680.005000,3.067492,167.975000,2.548168,52.020000,1.890868,759.025000,2.513769,15.045000,0.658804,743.980000,2.425539,9.756204,0.078489,6.001959,0.015166,6.102037,0.015903,6.209411,0.029027,7.353042,0.087793
3,6.516766,0.014788,681.060000,2.699159,166.255000,2.565554,52.685000,1.518500,730.135000,3.090289,8.585000,0.848594,721.550000,2.973031,10.636006,0.084222,6.299964,0.015016,6.395435,0.015941,6.461304,0.026000,8.327802,0.073368
4,6.537703,0.013812,679.655000,2.956357,166.695000,2.664845,53.650000,1.489115,724.585000,2.637067,7.940000,0.831864,716.645000,2.595214,10.599974,0.084374,6.323899,0.013878,6.401278,0.014839,6.452976,0.026109,8.607104,0.078790
5,6.543568,0.014554,677.200000,2.908544,168.240000,2.629368,54.560000,1.361452,723.465000,2.877210,8.200000,0.903649,715.265000,2.705511,10.631501,0.086794,6.328413,0.014669,6.403959,0.016123,6.440288,0.026735,8.654851,0.069648
6,6.550200,0.013953,677.610000,2.754350,167.295000,2.593722,55.095000,1.480915,722.550000,3.137500,8.110000,0.954533,714.440000,3.005190,10.636045,0.087259,6.335155,0.014144,6.406197,0.016395,6.435520,0.025305,8.745747,0.074008
7,6.544095,0.013992,677.700000,2.842925,167.115000,2.579332,55.185000,1.407016,724.450000,3.126899,9.450000,0.995222,715.000000,2.995711,10.521130,0.091712,6.334778,0.014617,6.398620,0.015355,6.414459,0.028168,8.789000,0.071305
8,6.552952,0.014081,676.970000,3.020097,167.680000,2.682987,55.350000,1.443363,721.895000,3.050481,7.770000,1.066021,714.125000,2.935891,10.592047,0.089703,6.340368,0.014472,6.406435,0.016676,6.420118,0.025293,8.818199,0.073672
9,6.552815,0.013902,676.295000,2.799709,167.580000,2.332026,56.125000,1.443108,723.275000,2.981207,8.975000,1.140959,714.300000,2.751517,10.475511,0.101274,6.346357,0.013899,6.405562,0.016091,6.411877,0.025667,8.812853,0.072293
10,6.555814,0.012841,675.550000,2.953553,168.555000,2.472626,55.895000,1.485067,722.690000,2.976005,8.035000,1.137735,714.655000,2.876865,10.535715,0.094997,6.346345,0.013638,6.411949,0.016131,6.399152,0.027032,8.836664,0.071536
11,6.547584,0.014133,678.845000,2.833883,164.765000,2.601050,56.390000,1.626900,723.425000,3.060118,8.925000,1.176651,714.500000,2.868310,10.436528,0.092563,6.342903,0.014762,6.401212,0.016565,6.392026,0.025487,8.849447,0.078383
12,6.570038,0.014186,678.655000,2.865973,165.970000,2.632071,55.375000,1.446148,721.575000,3.034111,9.625000,1.122452,711.950000,2.900693,10.398293,0.092672,6.368550,0.014667,6.425166,0.016551,6.416396,0.025357,8.879551,0.075185
13,6.558507,0.013796,678.845000,3.422150,165.435000,3.129887,55.720000,1.496835,724.235000,3.111744,9.825000,1.238245,714.410000,2.805267,10.432747,0.099747,6.354599,0.014181,6.416550,0.015535,6.377173,0.026231,8.903288,0.073661
14,6.566183,0.014189,679.295000,3.005484,165.920000,2.617304,54.785000,1.377468,721.080000,3.273974,10.660000,1.262637,710.420000,3.222657,10.332454,0.100184,6.367958,0.015060,6.421377,0.016217,6.398283,0.026121,8.940138,0.074950
15,6.544347,0.013320,677.845000,2.796856,166.835000,2.616360,55.320000,1.448770,723.550000,2.920095,9.895000,1.298586,713.655000,2.615136,10.250905,0.102018,6.349265,0.013268,6.398006,0.015450,6.378565,0.024251,8.900113,0.069096
16,6.563894,0.013966,676.360000,2.878557,168.190000,2.551195,55.450000,1.430263,719.820000,3.091135,9.405000,1.278413,710.415000,2.804376,10.355529,0.098963,6.364335,0.014115,6.423519,0.015790,6.383112,0.024313,8.903823,0.079387
17,6.554609,0.014253,677.415000,3.102745,166.860000,2.801130,55.725000,1.475518,722.415000,3.160994,9.545000,1.253381,712.870000,2.975872,10.299765,0.104059,6.357495,0.014328,6.407435,0.016344,6.390753,0.024621,8.907997,0.072852
18,6.556257,0.014646,675.845000,3.213771,167.760000,2.935901,56.395000,1.400540,723.830000,3.090521,10.920000,1.278584,712.910000,2.927240,10.242489,0.103680,6.362245,0.014890,6.411997,0.015764,6.382973,0.025956,8.864581,0.067350
19,6.550495,0.013917,675.330000,2.953956,169.345000,2.636639,55.325000,1.406595,724.750000,2.882266,10.900000,1.197069,713.850000,2.774982,10.267013,0.101307,6.354889,0.014132,6.394137,0.015802,6.401481,0.027938,8.990599,0.077002
20,6.563007,0.014576,676.690000,3.013329,167.905000,2.643586,55.405000,1.336513,719.620000,3.427855,9.810000,1.272836,709.810000,3.121049,10.311813,0.108135,6.365701,0.014624,6.417674,0.016884,6.393325,0.029951,8.917760,0.070321
21,6.556693,0.013556,676.300000,3.271840,168.740000,2.847310,54.960000,1.503441,722.570000,2.818289,10.685000,1.285602,711.885000,2.557384,10.284222,0.098069,6.360508,0.013695,6.411122,0.015708,6.379167,0.025291,8.974013,0.077304
22,6.559228,0.013633,679.180000,3.023797,165.505000,2.676187,55.315000,1.412186,721.465000,2.946915,9.575000,1.282133,711.890000,2.730381,10.218420,0.115303,6.366639,0.013433,6.410427,0.015222,6.404942,0.024132,8.913747,0.071544
23,6.552699,0.014098,675.655000,2.971500,167.825000,2.692277,56.520000,1.429129,721.715000,2.925333,11.150000,1.268838,710.565000,2.732741,10.219361,0.111993,6.359717,0.014236,6.405785,0.016163,6.382668,0.027916,8.881725,0.069688
24,6.558496,0.014421,677.580000,2.946898,167.810000,2.672086,54.610000,1.294596,722.210000,3.123806,9.885000,1.260628,712.325000,2.869250,10.284997,0.100303,6.362365,0.015049,6.408951,0.017437,6.384143,0.025953,9.005655,0.068701
25,6.553036,0.013659,678.360000,2.971612,166.210000,2.753151,55.430000,1.364346,722.710000,3.033034,9.975000,1.257658,712.735000,2.866340,10.255988,0.104924,6.358144,0.014304,6.406252,0.015908,6.387921,0.027399,8.913248,0.069296
26,6.568646,0.013971,674.055000,2.987523,170.020000,2.817619,55.925000,1.346216,721.370000,3.173429,10.570000,1.286947,710.800000,2.961133,10.275404,0.102533,6.373554,0.014687,6.419208,0.015869,6.406534,0.026249,8.932771,0.068912
27,6.551400,0.013729,674.560000,2.922668,168.975000,2.550667,56.465000,1.390649,722.940000,2.942646,10.980000,1.269462,711.960000,2.884880,10.281151,0.101550,6.355097,0.014145,6.403402,0.015736,6.385737,0.026141,8.873037,0.060306
28,6.554857,0.013407,676.330000,2.961430,166.615000,2.717763,57.055000,1.323675,720.905000,3.034498,9.925000,1.277948,710.980000,2.796127,10.277143,0.111789,6.358947,0.013689,6.406747,0.015693,6.383331,0.026813,8.864570,0.069915
29,6.553894,0.014188,677.600000,3.016134,166.370000,2.856417,56.030000,1.386619,723.335000,3.163253,10.550000,1.306837,712.785000,2.865040,10.197386,0.108142,6.362132,0.014298,6.408338,0.015808,6.375483,0.026962,8.913724,0.068648
30,6.559050,0.013938,679.625000,2.847961,165.185000,2.652752,55.190000,1.409642,723.280000,3.333598,11.520000,1.303525,711.760000,3.026748,10.188811,0.101603,6.368010,0.014400,6.409260,0.015629,6.390933,0.028621,8.973227,0.073594
31,6.556283,0.014849,676.655000,2.923459,167.345000,2.718115,56.000000,1.407491,723.415000,3.243999,11.080000,1.293892,712.335000,2.899013,10.141433,0.095203,6.367591,0.015591,6.409772,0.017769,6.380586,0.025159,8.919714,0.073209
32,6.550089,0.013635,677.590000,2.894879,166.590000,2.721685,55.820000,1.383822,723.920000,3.175984,11.445000,1.323274,712.475000,2.796713,10.128362,0.100195,6.361759,0.013593,6.402763,0.015142,6.369624,0.025961,8.947394,0.076947
33,6.559265,0.014349,677.165000,2.991061,166.945000,2.583072,55.890000,1.408710,722.550000,3.204376,11.080000,1.283331,711.470000,2.995966,10.173374,0.104728,6.369049,0.014284,6.411447,0.016720,6.385074,0.025802,8.940829,0.074275
34,6.553699,0.014408,676.670000,2.855633,167.770000,2.696585,55.560000,1.343108,721.670000,3.073201,10.650000,1.331568,711.020000,2.852076,10.251337,0.104641,6.359086,0.014839,6.401917,0.016845,6.398524,0.027539,8.939282,0.074303
35,6.561414,0.013241,676.415000,2.956771,167.920000,2.692381,55.665000,1.377426,721.275000,3.216798,11.045000,1.383580,710.230000,2.832132,10.168305,0.105047,6.371578,0.013208,6.417733,0.014950,6.375795,0.025026,8.934309,0.067518
36,6.563255,0.013329,677.725000,3.028906,167.000000,2.663751,55.275000,1.321613,721.125000,2.944033,10.695000,1.335075,710.430000,2.734822,10.187242,0.100442,6.372518,0.014058,6.413304,0.014819,6.397313,0.025313,8.964313,0.067889
37,6.556229,0.012910,675.290000,3.154646,169.180000,2.953324,55.530000,1.436738,723.340000,3.049691,9.925000,1.341907,713.415000,2.942110,10.212346,0.111151,6.363802,0.013639,6.405459,0.014532,6.395053,0.024895,8.955127,0.072155
38,6.563124,0.014545,677.970000,2.975730,167.220000,2.528345,54.810000,1.348684,719.990000,3.121655,9.880000,1.322389,710.110000,2.854100,10.246265,0.104263,6.369275,0.014714,6.418764,0.016583,6.384166,0.025963,8.965425,0.069479
39,6.556514,0.012586,675.295000,3.215113,167.885000,2.680194,56.820000,1.594538,721.410000,2.749805,11.015000,1.325590,710.395000,2.770915,10.187940,0.108302,6.365387,0.013826,6.406583,0.014676,6.393823,0.024256,8.902755,0.075795
40,6.567278,0.014541,677.640000,2.875537,168.255000,2.586873,54.105000,1.290160,720.140000,3.458620,11.180000,1.322184,708.960000,3.184921,10.210797,0.105736,6.375514,0.014896,6.416095,0.016335,6.404058,0.027006,9.037965,0.078402
