iteration,seed,avg_utility,avg_utility_mainstream,avg_utility_extremist,norm_utility_mainstream,norm_utility_extremist,total_relocations,avg_relocations_per_community,settling_time_90pct
0,42,6.805185,6.360022,9.327778,0.636002,0.621852,68662,76.291111,100
1,43,6.783333,6.306961,9.482779,0.630696,0.632185,68466,76.073333,100
2,44,6.794444,6.285670,9.677497,0.628567,0.645166,69029,76.698889,100
3,45,6.860000,6.233839,10.408247,0.623384,0.693883,68902,76.557778,100
4,46,6.729167,6.252350,9.431127,0.625235,0.628742,68785,76.427778,100
5,47,6.772667,6.335859,9.247908,0.633586,0.616527,68775,76.416667,100
6,48,6.759444,6.335360,9.162589,0.633536,0.610839,68807,76.452222,100
7,49,6.657395,6.222309,9.122883,0.622231,0.608192,68152,75.724444,100
8,50,6.686667,6.204091,9.421260,0.620409,0.628084,69256,76.951111,100
9,51,6.787778,6.513999,8.339192,0.651400,0.555946,68386,75.984444,100
10,52,6.730000,6.317340,9.068408,0.631734,0.604561,69293,76.992222,100
11,53,6.881111,6.496669,9.059618,0.649667,0.603975,68906,76.562222,100
12,54,6.726667,6.273261,9.295968,0.627326,0.619731,68593,76.214444,100
13,55,6.814444,6.430590,8.989617,0.643059,0.599308,67929,75.476667,100
14,56,6.848889,6.462011,9.041196,0.646201,0.602746,68104,75.671111,100
15,57,6.691111,6.232998,9.287085,0.623300,0.619139,68906,76.562222,100
16,58,6.627778,6.346263,8.223031,0.634626,0.548202,68753,76.392222,100
17,59,6.780547,6.381135,9.043886,0.638113,0.602926,67414,74.904444,100
18,60,6.670585,6.195393,9.363340,0.619539,0.624223,68767,76.407778,100
19,61,6.689354,6.319783,8.783587,0.631978,0.585572,68642,76.268889,100
20,62,6.702222,6.296923,8.998917,0.629692,0.599928,67340,74.822222,100
21,63,6.798889,6.327010,9.472867,0.632701,0.631524,67332,74.813333,100
22,64,6.740000,6.349565,8.952467,0.634956,0.596831,69380,77.088889,100
23,65,6.778485,6.232086,9.874746,0.623209,0.658316,69241,76.934444,100
24,66,6.568889,6.251309,8.368507,0.625131,0.557900,68295,75.883333,100
25,67,6.883333,6.510432,8.996439,0.651043,0.599763,69482,77.202222,100
26,68,6.808000,6.365662,9.314580,0.636566,0.620972,68636,76.262222,100
27,69,6.738889,6.302521,9.211640,0.630252,0.614109,68885,76.538889,100
28,70,6.651111,6.182322,9.307584,0.618232,0.620506,68348,75.942222,100
29,71,6.868889,6.515475,8.871568,0.651547,0.591438,69223,76.914444,100
30,72,6.917989,6.494889,9.315556,0.649489,0.621037,67770,75.300000,100
31,73,7.077778,6.538828,10.131826,0.653883,0.675455,69189,76.876667,100
32,74,6.600643,6.024827,9.863595,0.602483,0.657573,68424,76.026667,100
33,75,7.000000,6.424758,10.259703,0.642476,0.683980,68369,75.965556,100
34,76,6.815556,6.367666,9.353597,0.636767,0.623573,68738,76.375556,100
35,77,6.898889,6.479980,9.272709,0.647998,0.618181,69214,76.904444,100
36,78,6.747778,6.454160,8.411609,0.645416,0.560774,68346,75.940000,100
37,79,6.731111,6.347370,8.905644,0.634737,0.593710,69390,77.100000,100
38,80,6.684432,6.235502,9.228371,0.623550,0.615225,68195,75.772222,100
39,81,7.083333,6.569303,9.996174,0.656930,0.666412,68948,76.608889,100
40,82,6.823333,6.506250,8.620142,0.650625,0.574676,67098,74.553333,100
41,83,6.653333,6.305283,8.625621,0.630528,0.575041,69529,77.254444,100
42,84,6.838889,6.414846,9.241799,0.641485,0.616120,69535,77.261111,100
43,85,6.603333,6.394307,7.787817,0.639431,0.519188,69351,77.056667,100
44,86,6.804306,6.225877,10.082069,0.622588,0.672138,69106,76.784444,100
45,87,6.675556,6.245132,9.114620,0.624513,0.607641,67772,75.302222,100
46,88,6.642876,6.150282,9.434244,0.615028,0.628950,69140,76.822222,100
47,89,6.674233,6.262004,9.010198,0.626200,0.600680,68875,76.527778,100
48,90,6.840782,6.276760,10.036905,0.627676,0.669127,68983,76.647778,100
49,91,6.895556,6.469825,9.308029,0.646982,0.620535,68551,76.167778,100
