iteration,seed,avg_utility,avg_utility_mainstream,avg_utility_extremist,norm_utility_mainstream,norm_utility_extremist,total_relocations,avg_relocations_per_community,settling_time_90pct
0,42,5.880000,5.880000,0.000000,0.588000,0.000000,10953,36.510000,100
1,43,6.150000,6.150000,0.000000,0.615000,0.000000,11053,36.843333,100
2,44,6.203333,6.203333,0.000000,0.620333,0.000000,10965,36.550000,100
3,45,6.276667,6.276667,0.000000,0.627667,0.000000,11077,36.923333,100
4,46,6.306667,6.306667,0.000000,0.630667,0.000000,11640,38.800000,100
5,47,6.033333,6.033333,0.000000,0.603333,0.000000,10762,35.873333,100
6,48,6.146667,6.146667,0.000000,0.614667,0.000000,11661,38.870000,100
7,49,6.270000,6.270000,0.000000,0.627000,0.000000,10932,36.440000,100
8,50,6.140000,6.140000,0.000000,0.614000,0.000000,11028,36.760000,100
9,51,6.200000,6.200000,0.000000,0.620000,0.000000,10624,35.413333,100
10,52,6.140000,6.140000,0.000000,0.614000,0.000000,10800,36.000000,100
11,53,6.180000,6.180000,0.000000,0.618000,0.000000,11136,37.120000,100
12,54,6.210000,6.210000,0.000000,0.621000,0.000000,11222,37.406667,100
13,55,6.286667,6.286667,0.000000,0.628667,0.000000,10784,35.946667,100
14,56,6.326667,6.326667,0.000000,0.632667,0.000000,10520,35.066667,100
15,57,6.253333,6.253333,0.000000,0.625333,0.000000,11400,38.000000,100
16,58,6.173333,6.173333,0.000000,0.617333,0.000000,10418,34.726667,100
17,59,6.103333,6.103333,0.000000,0.610333,0.000000,11218,37.393333,100
18,60,6.323333,6.323333,0.000000,0.632333,0.000000,10788,35.960000,100
19,61,6.483333,6.483333,0.000000,0.648333,0.000000,10469,34.896667,100
20,62,6.310000,6.310000,0.000000,0.631000,0.000000,11510,38.366667,100
21,63,6.210000,6.210000,0.000000,0.621000,0.000000,11106,37.020000,100
22,64,6.026667,6.026667,0.000000,0.602667,0.000000,11420,38.066667,100
23,65,6.150000,6.150000,0.000000,0.615000,0.000000,11283,37.610000,100
24,66,6.193333,6.193333,0.000000,0.619333,0.000000,11508,38.360000,100
25,67,6.253333,6.253333,0.000000,0.625333,0.000000,11350,37.833333,100
26,68,6.206667,6.206667,0.000000,0.620667,0.000000,10962,36.540000,100
27,69,6.206667,6.206667,0.000000,0.620667,0.000000,11417,38.056667,100
28,70,6.370000,6.370000,0.000000,0.637000,0.000000,10330,34.433333,100
29,71,6.080000,6.080000,0.000000,0.608000,0.000000,10673,35.576667,100
30,72,5.990000,5.990000,0.000000,0.599000,0.000000,11003,36.676667,100
31,73,6.056667,6.056667,0.000000,0.605667,0.000000,10724,35.746667,100
32,74,6.196667,6.196667,0.000000,0.619667,0.000000,10690,35.633333,100
33,75,6.196667,6.196667,0.000000,0.619667,0.000000,10332,34.440000,100
34,76,6.213333,6.213333,0.000000,0.621333,0.000000,11137,37.123333,100
35,77,6.186667,6.186667,0.000000,0.618667,0.000000,10911,36.370000,100
36,78,6.046667,6.046667,0.000000,0.604667,0.000000,10801,36.003333,100
37,79,6.110000,6.110000,0.000000,0.611000,0.000000,10650,35.500000,100
38,80,6.250000,6.250000,0.000000,0.625000,0.000000,10618,35.393333,100
39,81,6.156667,6.156667,0.000000,0.615667,0.000000,11164,37.213333,100
40,82,6.260000,6.260000,0.000000,0.626000,0.000000,10841,36.136667,100
41,83,6.180000,6.180000,0.000000,0.618000,0.000000,10910,36.366667,100
42,84,6.350000,6.350000,0.000000,0.635000,0.000000,10860,36.200000,100
43,85,6.366667,6.366667,0.000000,0.636667,0.000000,10769,35.896667,100
44,86,6.173333,6.173333,0.000000,0.617333,0.000000,10804,36.013333,100
45,87,6.096667,6.096667,0.000000,0.609667,0.000000,10744,35.813333,100
46,88,6.170000,6.170000,0.000000,0.617000,0.000000,11196,37.320000,100
47,89,6.300000,6.300000,0.000000,0.630000,0.000000,10955,36.516667,100
48,90,6.016667,6.016667,0.000000,0.601667,0.000000,11709,39.030000,100
49,91,6.343333,6.343333,0.000000,0.634333,0.000000,10760,35.866667,100
50,92,6.293333,6.293333,0.000000,0.629333,0.000000,10481,34.936667,100
51,93,6.026667,6.026667,0.000000,0.602667,0.000000,11020,36.733333,100
52,94,6.380000,6.380000,0.000000,0.638000,0.000000,10820,36.066667,100
53,95,6.483333,6.483333,0.000000,0.648333,0.000000,10692,35.640000,100
54,96,6.220000,6.220000,0.000000,0.622000,0.000000,10839,36.130000,100
55,97,6.220000,6.220000,0.000000,0.622000,0.000000,11601,38.670000,100
56,98,6.280000,6.280000,0.000000,0.628000,0.000000,10590,35.300000,100
57,99,6.220000,6.220000,0.000000,0.622000,0.000000,11379,37.930000,100
58,100,6.183333,6.183333,0.000000,0.618333,0.000000,10837,36.123333,100
59,101,5.940000,5.940000,0.000000,0.594000,0.000000,10996,36.653333,100
60,102,6.163333,6.163333,0.000000,0.616333,0.000000,11206,37.353333,100
61,103,6.233333,6.233333,0.000000,0.623333,0.000000,10618,35.393333,100
62,104,6.136667,6.136667,0.000000,0.613667,0.000000,11019,36.730000,100
63,105,6.250000,6.250000,0.000000,0.625000,0.000000,11220,37.400000,100
64,106,6.193333,6.193333,0.000000,0.619333,0.000000,10975,36.583333,100
65,107,6.146667,6.146667,0.000000,0.614667,0.000000,10932,36.440000,100
66,108,6.246667,6.246667,0.000000,0.624667,0.000000,11341,37.803333,100
67,109,6.273333,6.273333,0.000000,0.627333,0.000000,10493,34.976667,100
68,110,6.286667,6.286667,0.000000,0.628667,0.000000,11147,37.156667,100
69,111,5.866667,5.866667,0.000000,0.586667,0.000000,11557,38.523333,100
70,112,6.416667,6.416667,0.000000,0.641667,0.000000,11361,37.870000,100
71,113,6.150000,6.150000,0.000000,0.615000,0.000000,11480,38.266667,100
72,114,6.133333,6.133333,0.000000,0.613333,0.000000,11036,36.786667,100
73,115,6.373333,6.373333,0.000000,0.637333,0.000000,11254,37.513333,100
74,116,6.073333,6.073333,0.000000,0.607333,0.000000,10823,36.076667,100
75,117,6.350000,6.350000,0.000000,0.635000,0.000000,11553,38.510000,100
76,118,6.196667,6.196667,0.000000,0.619667,0.000000,10463,34.876667,100
77,119,6.240000,6.240000,0.000000,0.624000,0.000000,10941,36.470000,100
78,120,5.930000,5.930000,0.000000,0.593000,0.000000,10628,35.426667,100
79,121,6.146667,6.146667,0.000000,0.614667,0.000000,10634,35.446667,100
80,122,6.153333,6.153333,0.000000,0.615333,0.000000,10922,36.406667,100
81,123,5.986667,5.986667,0.000000,0.598667,0.000000,10499,34.996667,100
82,124,6.286667,6.286667,0.000000,0.628667,0.000000,11054,36.846667,100
83,125,6.290000,6.290000,0.000000,0.629000,0.000000,10866,36.220000,100
84,126,5.983333,5.983333,0.000000,0.598333,0.000000,11186,37.286667,100
85,127,5.943333,5.943333,0.000000,0.594333,0.000000,11622,38.740000,100
86,128,6.166667,6.166667,0.000000,0.616667,0.000000,11880,39.600000,100
87,129,6.553333,6.553333,0.000000,0.655333,0.000000,10967,36.556667,100
88,130,6.206667,6.206667,0.000000,0.620667,0.000000,10471,34.903333,100
89,131,5.903333,5.903333,0.000000,0.590333,0.000000,10864,36.213333,100
90,132,6.326667,6.326667,0.000000,0.632667,0.000000,10234,34.113333,100
91,133,6.360000,6.360000,0.000000,0.636000,0.000000,11698,38.993333,100
92,134,6.173333,6.173333,0.000000,0.617333,0.000000,11120,37.066667,100
93,135,6.293333,6.293333,0.000000,0.629333,0.000000,10975,36.583333,100
94,136,6.030000,6.030000,0.000000,0.603000,0.000000,11310,37.700000,100
95,137,6.290000,6.290000,0.000000,0.629000,0.000000,10968,36.560000,100
96,138,6.190000,6.190000,0.000000,0.619000,0.000000,11262,37.540000,100
97,139,6.223333,6.223333,0.000000,0.622333,0.000000,10586,35.286667,100
98,140,6.273333,6.273333,0.000000,0.627333,0.000000,11539,38.463333,100
99,141,6.186667,6.186667,0.000000,0.618667,0.000000,11048,36.826667,100
100,142,6.190000,6.190000,0.000000,0.619000,0.000000,11728,39.093333,100
101,143,6.200000,6.200000,0.000000,0.620000,0.000000,11609,38.696667,100
102,144,5.906667,5.906667,0.000000,0.590667,0.000000,11796,39.320000,100
103,145,6.370000,6.370000,0.000000,0.637000,0.000000,10578,35.260000,100
104,146,6.426667,6.426667,0.000000,0.642667,0.000000,11127,37.090000,100
105,147,6.266667,6.266667,0.000000,0.626667,0.000000,10756,35.853333,100
106,148,6.210000,6.210000,0.000000,0.621000,0.000000,10539,35.130000,100
107,149,6.196667,6.196667,0.000000,0.619667,0.000000,11048,36.826667,100
108,150,6.276667,6.276667,0.000000,0.627667,0.000000,11236,37.453333,100
109,151,6.006667,6.006667,0.000000,0.600667,0.000000,11032,36.773333,100
110,152,6.083333,6.083333,0.000000,0.608333,0.000000,11327,37.756667,100
111,153,6.183333,6.183333,0.000000,0.618333,0.000000,10996,36.653333,100
112,154,6.060000,6.060000,0.000000,0.606000,0.000000,11232,37.440000,100
113,155,6.076667,6.076667,0.000000,0.607667,0.000000,11182,37.273333,100
114,156,5.883333,5.883333,0.000000,0.588333,0.000000,11092,36.973333,100
115,157,5.920000,5.920000,0.000000,0.592000,0.000000,10500,35.000000,100
116,158,6.256667,6.256667,0.000000,0.625667,0.000000,11254,37.513333,100
117,159,6.063333,6.063333,0.000000,0.606333,0.000000,11183,37.276667,100
118,160,6.326667,6.326667,0.000000,0.632667,0.000000,11270,37.566667,100
119,161,6.323333,6.323333,0.000000,0.632333,0.000000,10860,36.200000,100
120,162,6.113333,6.113333,0.000000,0.611333,0.000000,11068,36.893333,100
121,163,6.310000,6.310000,0.000000,0.631000,0.000000,10775,35.916667,100
122,164,5.846667,5.846667,0.000000,0.584667,0.000000,11319,37.730000,100
123,165,6.183333,6.183333,0.000000,0.618333,0.000000,10656,35.520000,100
124,166,6.383333,6.383333,0.000000,0.638333,0.000000,10751,35.836667,100
125,167,6.070000,6.070000,0.000000,0.607000,0.000000,11789,39.296667,100
126,168,6.086667,6.086667,0.000000,0.608667,0.000000,10550,35.166667,100
127,169,6.210000,6.210000,0.000000,0.621000,0.000000,11053,36.843333,100
128,170,6.200000,6.200000,0.000000,0.620000,0.000000,11371,37.903333,100
129,171,6.253333,6.253333,0.000000,0.625333,0.000000,11057,36.856667,100
